[1197886] ['1/9', '2/9', '4/3', '7/4', '7/8'] -> (((4/3 * 7/4) / (2/9 - 1/9)) / 7/8)
[1244880] ['1/9', '4/9', '5/2', '6/7', '9/7'] -> ((((4/9 + 5/2) * 6/7) / 1/9) + 9/7)
[1244887] ['1/9', '4/9', '5/2', '7/2', '7/8'] -> ((7/2 / (4/9 - (1/9 * 5/2))) / 7/8)
[1244889] ['1/9', '4/9', '5/2', '7/2', '8/3'] -> (((1/9 / 4/9) + (5/2 * 7/2)) * 8/3)
[1244890] ['1/9', '4/9', '5/2', '7/2', '8/5'] -> ((((5/2 - 4/9) / 1/9) - 7/2) * 8/5)
[1244891] ['1/9', '4/9', '5/2', '7/2', '8/7'] -> ((7/2 / (4/9 - (1/9 * 5/2))) * 8/7)
[1244892] ['1/9', '4/9', '5/2', '7/2', '8/9'] -> (8/9 / (1/9 - (4/9 / (5/2 + 7/2))))
[1244894] ['1/9', '4/9', '5/2', '7/2', '9/4'] -> (((5/2 * 7/2) / (4/9 - 1/9)) - 9/4)
[1244921] ['1/9', '4/9', '5/2', '7/4', '8/9'] -> (8/9 / ((1/9 * 4/9) * (5/2 - 7/4)))
[1244922] ['1/9', '4/9', '5/2', '7/4', '9/2'] -> (((4/9 / (5/2 - 7/4)) / 1/9) * 9/2)
[1244923] ['1/9', '4/9', '5/2', '7/4', '9/4'] -> ((7/4 / ((4/9 / 5/2) - 1/9)) - 9/4)
[1244929] ['1/9', '4/9', '5/2', '7/5', '7/8'] -> ((7/5 / ((4/9 / 5/2) - 1/9)) / 7/8)
[1244933] ['1/9', '4/9', '5/2', '7/5', '8/7'] -> ((7/5 / ((4/9 / 5/2) - 1/9)) * 8/7)
[1244942] ['1/9', '4/9', '5/2', '7/6', '7/9'] -> ((((5/2 / 1/9) + 7/6) - 4/9) + 7/9)
[1244944] ['1/9', '4/9', '5/2', '7/6', '8/5'] -> (8/5 / (((1/9 + 7/6) / 5/2) - 4/9))
[1244950] ['1/9', '4/9', '5/2', '7/6', '9/7'] -> ((((4/9 + 5/2) / 1/9) / 7/6) + 9/7)
[1244965] ['1/9', '4/9', '5/2', '7/9', '8/5'] -> (8/5 / (1/9 * (7/9 - (4/9 / 5/2))))
[1244967] ['1/9', '4/9', '5/2', '7/9', '8/9'] -> (8/9 / (1/9 * ((4/9 * 5/2) - 7/9)))
[1244975] ['1/9', '4/9', '5/2', '8/3', '8/7'] -> (((5/2 - (4/9 / 8/3)) / 1/9) * 8/7)
[1244978] ['1/9', '4/9', '5/2', '8/3', '9/4'] -> (((4/9 / 1/9) + (5/2 * 8/3)) * 9/4)
[1244982] ['1/9', '4/9', '5/2', '8/5', '8/5'] -> ((5/2 / ((4/9 / 8/5) - 1/9)) * 8/5)
[1244997] ['1/9', '4/9', '5/2', '8/9', '8/9'] -> (((5/2 + (4/9 / 8/9)) / 1/9) * 8/9)
[1244998] ['1/9', '4/9', '5/2', '8/9', '9/2'] -> ((8/9 / (4/9 - (1/9 * 5/2))) * 9/2)
[1245000] ['1/9', '4/9', '5/2', '8/9', '9/5'] -> ((8/9 / ((4/9 / 5/2) - 1/9)) * 9/5)
[1245002] ['1/9', '4/9', '5/2', '8/9', '9/8'] -> (((5/2 + (4/9 / 8/9)) / 1/9) / 9/8)
[1245007] ['1/9', '4/9', '5/2', '9/2', '9/8'] -> ((9/2 / (4/9 - (1/9 * 5/2))) / 9/8)
[1245008] ['1/9', '4/9', '5/2', '9/4', '9/4'] -> ((((4/9 + 9/4) / 1/9) - 5/2) + 9/4)
[1245014] ['1/9', '4/9', '5/2', '9/5', '9/8'] -> ((9/5 / ((4/9 / 5/2) - 1/9)) / 9/8)
[1245017] ['1/9', '4/9', '5/2', '9/8', '9/8'] -> (((5/2 + (4/9 * 9/8)) / 1/9) / 9/8)
[1245018] ['1/9', '4/9', '5/3', '5/3', '5/3'] -> ((((5/3 / 1/9) / 5/3) + 5/3) / 4/9)
[1245019] ['1/9', '4/9', '5/3', '5/3', '5/4'] -> ((((5/3 / 1/9) - 5/3) / 4/9) / 5/4)
[1245026] ['1/9', '4/9', '5/3', '5/3', '7/2'] -> ((7/2 / 1/9) - ((5/3 + 5/3) / 4/9))
[1245031] ['1/9', '4/9', '5/3', '5/3', '7/8'] -> ((((5/3 * 5/3) - 4/9) / 1/9) / 7/8)
[1245035] ['1/9', '4/9', '5/3', '5/3', '8/7'] -> ((((5/3 * 5/3) - 4/9) / 1/9) * 8/7)
[1245038] ['1/9', '4/9', '5/3', '5/3', '9/4'] -> (((5/3 * 5/3) / 1/9) - (4/9 * 9/4))
[1245039] ['1/9', '4/9', '5/3', '5/3', '9/5'] -> (((4/9 * (5/3 + 5/3)) / 1/9) * 9/5)
[1245042] ['1/9', '4/9', '5/3', '5/4', '5/4'] -> (((4/9 + (5/3 * 5/4)) / 1/9) + 5/4)
[1245043] ['1/9', '4/9', '5/3', '5/4', '5/6'] -> (((5/3 + (4/9 * 5/4)) / 1/9) / 5/6)
[1245045] ['1/9', '4/9', '5/3', '5/4', '5/8'] -> (((5/3 / 4/9) + (5/4 / 1/9)) / 5/8)
[1245047] ['1/9', '4/9', '5/3', '5/4', '6/5'] -> (((5/3 + (4/9 * 5/4)) / 1/9) * 6/5)
[1245057] ['1/9', '4/9', '5/3', '5/4', '8/5'] -> (((5/3 / 4/9) + (5/4 / 1/9)) * 8/5)
[1245059] ['1/9', '4/9', '5/3', '5/4', '8/9'] -> ((((5/3 / 1/9) / 4/9) / 5/4) * 8/9)
[1245064] ['1/9', '4/9', '5/3', '5/4', '9/8'] -> ((((5/3 / 1/9) / 4/9) / 5/4) / 9/8)
[1245068] ['1/9', '4/9', '5/3', '5/6', '5/9'] -> (5/9 / (1/9 * ((5/6 / 4/9) - 5/3)))
[1245069] ['1/9', '4/9', '5/3', '5/6', '6/5'] -> ((((4/9 + 5/3) / 1/9) / 5/6) + 6/5)
[1245072] ['1/9', '4/9', '5/3', '5/6', '7/3'] -> (7/3 / (((5/6 / 4/9) - 1/9) - 5/3))
[1245078] ['1/9', '4/9', '5/3', '5/6', '8/3'] -> (8/3 / (((4/9 * 5/6) / 5/3) - 1/9))
[1245079] ['1/9', '4/9', '5/3', '5/6', '8/5'] -> (8/5 / ((4/9 / (5/3 + 5/6)) - 1/9))
[1245083] ['1/9', '4/9', '5/3', '5/6', '9/4'] -> ((((5/3 / 4/9) - 5/6) / 1/9) - 9/4)
[1245093] ['1/9', '4/9', '5/3', '5/7', '7/3'] -> ((((5/3 - 4/9) / 1/9) - 5/7) * 7/3)
[1245110] ['1/9', '4/9', '5/3', '5/8', '6/5'] -> ((((5/3 / 5/8) - 4/9) / 1/9) * 6/5)
[1245111] ['1/9', '4/9', '5/3', '5/8', '6/7'] -> (((4/9 + (5/3 / 5/8)) / 1/9) * 6/7)
[1245113] ['1/9', '4/9', '5/3', '5/8', '7/3'] -> (7/3 / (((4/9 / 5/3) - 1/9) * 5/8))
[1245116] ['1/9', '4/9', '5/3', '5/8', '7/6'] -> (((4/9 + (5/3 / 5/8)) / 1/9) / 7/6)
[1245124] ['1/9', '4/9', '5/3', '5/8', '9/4'] -> ((((4/9 * 5/3) / 1/9) / 5/8) * 9/4)
[1245141] ['1/9', '4/9', '5/3', '5/9', '8/9'] -> (8/9 / (((4/9 * 5/9) / 5/3) - 1/9))
[1245144] ['1/9', '4/9', '5/3', '5/9', '9/5'] -> (((5/3 + (4/9 / 5/9)) / 1/9) + 9/5)
[1245147] ['1/9', '4/9', '5/3', '6/5', '6/5'] -> ((((4/9 + 5/3) * 6/5) / 1/9) + 6/5)
[1245156] ['1/9', '4/9', '5/3', '6/5', '8/3'] -> (8/3 / (((4/9 / 5/3) / 6/5) - 1/9))
[1245202] ['1/9', '4/9', '5/3', '7/3', '7/8'] -> ((5/3 / ((4/9 / 7/3) - 1/9)) / 7/8)
[1245207] ['1/9', '4/9', '5/3', '7/3', '8/9'] -> (((4/9 + 5/3) + (7/3 / 1/9)) + 8/9)
[1245243] ['1/9', '4/9', '5/3', '7/6', '8/3'] -> (8/3 / ((4/9 * (5/3 - 7/6)) - 1/9))
[1245269] ['1/9', '4/9', '5/3', '7/9', '9/4'] -> ((((5/3 * 7/9) / 1/9) / 4/9) - 9/4)
[1245275] ['1/9', '4/9', '5/3', '8/3', '8/7'] -> (((5/3 / 1/9) + (8/3 / 4/9)) * 8/7)
[1245276] ['1/9', '4/9', '5/3', '8/3', '8/9'] -> (8/9 / ((1/9 * (5/3 + 8/3)) - 4/9))
[1245277] ['1/9', '4/9', '5/3', '8/3', '9/2'] -> ((((4/9 + 5/3) - 1/9) * 8/3) * 9/2)
[1245278] ['1/9', '4/9', '5/3', '8/3', '9/4'] -> ((((1/9 + 5/3) * 8/3) / 4/9) * 9/4)
[1245279] ['1/9', '4/9', '5/3', '8/3', '9/5'] -> (((5/3 * 8/3) / (4/9 - 1/9)) * 9/5)
[1245284] ['1/9', '4/9', '5/3', '8/5', '8/9'] -> (8/9 / ((1/9 + 4/9) * (5/3 - 8/5)))
[1245286] ['1/9', '4/9', '5/3', '8/5', '9/4'] -> ((((4/9 * 5/3) * 8/5) / 1/9) * 9/4)
[1245298] ['1/9', '4/9', '5/3', '8/9', '9/2'] -> (((5/3 + (4/9 / 8/9)) / 1/9) + 9/2)
[1245299] ['1/9', '4/9', '5/3', '8/9', '9/4'] -> (((5/3 + (8/9 / 1/9)) / 4/9) + 9/4)
[1245302] ['1/9', '4/9', '5/3', '8/9', '9/8'] -> ((((4/9 + 5/3) + 8/9) / 1/9) / 9/8)
[1245307] ['1/9', '4/9', '5/3', '9/2', '9/8'] -> (((5/3 / 1/9) + (9/2 / 4/9)) - 9/8)
[1245312] ['1/9', '4/9', '5/3', '9/5', '9/5'] -> (((5/3 + (4/9 * 9/5)) / 1/9) + 9/5)
[1245315] ['1/9', '4/9', '5/3', '9/7', '9/7'] -> ((((5/3 / 1/9) - 9/7) / 4/9) / 9/7)
[1245326] ['1/9', '4/9', '5/4', '5/4', '7/3'] -> (((4/9 + 7/3) / 1/9) - (5/4 / 5/4))
[1245333] ['1/9', '4/9', '5/4', '5/4', '8/5'] -> (8/5 / ((4/9 / (5/4 + 5/4)) - 1/9))
[1245354] ['1/9', '4/9', '5/4', '5/6', '8/3'] -> (8/3 / (((5/6 / 5/4) - 1/9) - 4/9))
[1245367] ['1/9', '4/9', '5/4', '5/7', '6/7'] -> (6/7 / ((5/7 / (1/9 + 4/9)) - 5/4))
[1245377] ['1/9', '4/9', '5/4', '5/7', '8/7'] -> (8/7 / ((5/7 - (4/9 * 5/4)) - 1/9))
[1245395] ['1/9', '4/9', '5/4', '5/8', '8/3'] -> (8/3 / (((4/9 * 5/8) / 5/4) - 1/9))
[1245405] ['1/9', '4/9', '5/4', '5/9', '6/5'] -> ((6/5 / 1/9) / (5/4 - (4/9 / 5/9)))
[1245467] ['1/9', '4/9', '5/4', '7/2', '8/7'] -> (8/7 / (((4/9 * 5/4) / 7/2) - 1/9))
[1245470] ['1/9', '4/9', '5/4', '7/2', '9/4'] -> ((((7/2 - 4/9) / 1/9) - 5/4) - 9/4)
[1245485] ['1/9', '4/9', '5/4', '7/3', '9/4'] -> ((5/4 + ((4/9 + 7/3) / 1/9)) - 9/4)
[1245492] ['1/9', '4/9', '5/4', '7/4', '7/8'] -> ((5/4 + ((4/9 + 7/4) / 1/9)) / 7/8)
[1245496] ['1/9', '4/9', '5/4', '7/4', '8/7'] -> ((5/4 + ((4/9 + 7/4) / 1/9)) * 8/7)
[1245497] ['1/9', '4/9', '5/4', '7/4', '8/9'] -> (8/9 / ((4/9 / (5/4 + 7/4)) - 1/9))
[1245507] ['1/9', '4/9', '5/4', '7/5', '8/3'] -> (((4/9 / (7/5 - 5/4)) / 1/9) - 8/3)
[1245517] ['1/9', '4/9', '5/4', '7/6', '7/8'] -> ((5/4 + ((7/6 / 1/9) / 4/9)) - 7/8)
[1245535] ['1/9', '4/9', '5/4', '7/8', '9/4'] -> (((4/9 / (5/4 - 7/8)) / 1/9) * 9/4)
[1245540] ['1/9', '4/9', '5/4', '7/9', '8/3'] -> (8/3 / ((7/9 - (4/9 * 5/4)) - 1/9))
[1245541] ['1/9', '4/9', '5/4', '7/9', '8/5'] -> (8/5 / (((7/9 / 5/4) - 1/9) - 4/9))
[1245543] ['1/9', '4/9', '5/4', '7/9', '8/9'] -> (((5/4 + (7/9 / 4/9)) / 1/9) * 8/9)
[1245548] ['1/9', '4/9', '5/4', '7/9', '9/8'] -> (((5/4 + (7/9 / 4/9)) / 1/9) / 9/8)
[1245553] ['1/9', '4/9', '5/4', '8/3', '9/2'] -> ((((4/9 / 1/9) + 8/3) / 5/4) * 9/2)
[1245573] ['1/9', '4/9', '5/4', '8/9', '8/9'] -> (8/9 / (1/9 * (8/9 - (4/9 * 5/4))))
[1245579] ['1/9', '4/9', '5/4', '9/2', '9/2'] -> (9/2 / (1/9 * (9/2 - (5/4 / 4/9))))
[1245594] ['1/9', '4/9', '5/6', '5/6', '5/6'] -> ((4/9 / ((5/6 / 5/6) - 5/6)) / 1/9)
[1245601] ['1/9', '4/9', '5/6', '5/6', '7/3'] -> (((4/9 + 7/3) / 1/9) - (5/6 / 5/6))
[1245608] ['1/9', '4/9', '5/6', '5/6', '8/5'] -> ((((5/6 / 1/9) - 5/6) / 4/9) * 8/5)
[1245616] ['1/9', '4/9', '5/6', '5/7', '5/7'] -> (((4/9 / (5/6 - 5/7)) / 1/9) * 5/7)
[1245624] ['1/9', '4/9', '5/6', '5/7', '7/5'] -> (((4/9 / (5/6 - 5/7)) / 1/9) / 7/5)
[1245630] ['1/9', '4/9', '5/6', '5/7', '8/7'] -> (8/7 / (5/7 - ((1/9 + 4/9) / 5/6)))
[1245641] ['1/9', '4/9', '5/6', '5/8', '7/2'] -> (7/2 / (((1/9 + 5/6) * 5/8) - 4/9))
[1245651] ['1/9', '4/9', '5/6', '5/8', '8/9'] -> ((((5/6 / 1/9) / 4/9) / 5/8) * 8/9)
[1245656] ['1/9', '4/9', '5/6', '5/8', '9/8'] -> ((((5/6 / 1/9) / 4/9) / 5/8) / 9/8)
[1245691] ['1/9', '4/9', '5/6', '6/5', '9/5'] -> (9/5 / (1/9 * ((5/6 / 4/9) - 6/5)))
[1245694] ['1/9', '4/9', '5/6', '6/7', '6/7'] -> (((5/6 + (6/7 / 4/9)) / 1/9) - 6/7)
[1245705] ['1/9', '4/9', '5/6', '6/7', '8/9'] -> (8/9 / ((1/9 * (5/6 - 4/9)) * 6/7))
[1245715] ['1/9', '4/9', '5/6', '7/2', '7/6'] -> ((((4/9 + 7/2) - 5/6) / 1/9) / 7/6)
[1245721] ['1/9', '4/9', '5/6', '7/2', '8/9'] -> (8/9 / ((1/9 * (5/6 + 7/2)) - 4/9))
[1245723] ['1/9', '4/9', '5/6', '7/2', '9/4'] -> (((4/9 * (7/2 - 5/6)) / 1/9) * 9/4)
[1245735] ['1/9', '4/9', '5/6', '7/3', '8/7'] -> (8/7 / (((4/9 * 5/6) / 7/3) - 1/9))
[1245747] ['1/9', '4/9', '5/6', '7/4', '8/3'] -> (8/3 / (((5/6 - 4/9) / 7/4) - 1/9))
[1245776] ['1/9', '4/9', '5/6', '7/6', '9/2'] -> ((((5/6 / 1/9) + 7/6) / 4/9) + 9/2)
[1245780] ['1/9', '4/9', '5/6', '7/6', '9/8'] -> (((7/6 / (5/6 - 4/9)) / 1/9) / 9/8)
[1245787] ['1/9', '4/9', '5/6', '7/8', '9/2'] -> (9/2 / (((5/6 - 1/9) * 7/8) - 4/9))
[1245789] ['1/9', '4/9', '5/6', '7/8', '9/5'] -> (((1/9 + 4/9) / (7/8 - 5/6)) * 9/5)
[1245803] ['1/9', '4/9', '5/6', '8/3', '8/5'] -> ((5/6 / ((4/9 / 8/3) - 1/9)) * 8/5)
[1245806] ['1/9', '4/9', '5/6', '8/3', '9/2'] -> ((8/3 / ((1/9 + 5/6) - 4/9)) * 9/2)
[1245813] ['1/9', '4/9', '5/6', '8/5', '8/9'] -> ((((5/6 * 8/5) / 1/9) / 4/9) * 8/9)
[1245818] ['1/9', '4/9', '5/6', '8/5', '9/8'] -> ((((5/6 * 8/5) / 1/9) / 4/9) / 9/8)
[1245821] ['1/9', '4/9', '5/6', '8/7', '9/2'] -> (9/2 / (((5/6 - 1/9) / 8/7) - 4/9))
[1245826] ['1/9', '4/9', '5/6', '8/9', '8/9'] -> (8/9 / (1/9 * (5/6 - (4/9 / 8/9))))
[1245828] ['1/9', '4/9', '5/6', '8/9', '9/4'] -> (((4/9 + (5/6 * 8/9)) / 1/9) * 9/4)
[1245833] ['1/9', '4/9', '5/6', '9/2', '9/4'] -> ((((4/9 / 1/9) + 5/6) * 9/2) + 9/4)
[1245846] ['1/9', '4/9', '5/6', '9/8', '9/8'] -> ((((5/6 / 4/9) + 9/8) / 1/9) / 9/8)
[1245853] ['1/9', '4/9', '5/7', '5/7', '7/3'] -> (((4/9 + 7/3) / 1/9) - (5/7 / 5/7))
[1245871] ['1/9', '4/9', '5/7', '5/8', '6/7'] -> ((((5/7 / 1/9) / 4/9) / 5/8) + 6/7)
[1245873] ['1/9', '4/9', '5/7', '5/8', '7/3'] -> ((5/7 / ((5/8 - 1/9) - 4/9)) * 7/3)
[1245900] ['1/9', '4/9', '5/7', '5/9', '8/7'] -> (8/7 / (5/7 - (4/9 / (1/9 + 5/9))))
[1245901] ['1/9', '4/9', '5/7', '5/9', '8/9'] -> (8/9 / (1/9 * ((5/9 / 5/7) - 4/9)))
[1245918] ['1/9', '4/9', '5/7', '6/5', '8/7'] -> (8/7 / (5/7 - ((1/9 + 4/9) * 6/5)))
[1245925] ['1/9', '4/9', '5/7', '6/7', '6/7'] -> (((4/9 / (6/7 - 5/7)) / 1/9) * 6/7)
[1245930] ['1/9', '4/9', '5/7', '6/7', '7/6'] -> (((4/9 / (6/7 - 5/7)) / 1/9) / 7/6)
[1245936] ['1/9', '4/9', '5/7', '6/7', '8/9'] -> (8/9 / (1/9 * (5/7 - (4/9 * 6/7))))
[1245950] ['1/9', '4/9', '5/7', '7/2', '8/5'] -> (8/5 / (((4/9 / 5/7) / 7/2) - 1/9))
[1245951] ['1/9', '4/9', '5/7', '7/2', '8/7'] -> (8/7 / ((4/9 / 7/2) - (1/9 * 5/7)))
[1245980] ['1/9', '4/9', '5/7', '7/4', '8/7'] -> (8/7 / ((1/9 + 5/7) - (4/9 * 7/4)))
[1246006] ['1/9', '4/9', '5/7', '7/6', '8/9'] -> (8/9 / (1/9 * (5/7 - (4/9 / 7/6))))
[1246017] ['1/9', '4/9', '5/7', '7/8', '8/9'] -> (((4/9 / (7/8 - 5/7)) / 1/9) - 8/9)
[1246035] ['1/9', '4/9', '5/7', '8/3', '8/7'] -> (8/7 / (5/7 - ((1/9 * 8/3) / 4/9)))
[1246083] ['1/9', '4/9', '5/8', '5/8', '7/3'] -> (((4/9 + 7/3) / 1/9) - (5/8 / 5/8))
[1246102] ['1/9', '4/9', '5/8', '5/9', '7/3'] -> (7/3 / ((5/8 * 5/9) - (1/9 / 4/9)))
[1246113] ['1/9', '4/9', '5/8', '5/9', '9/4'] -> ((4/9 / ((1/9 + 5/9) - 5/8)) * 9/4)
[1246129] ['1/9', '4/9', '5/8', '6/5', '8/9'] -> (8/9 / (((1/9 * 4/9) * 5/8) * 6/5))
[1246132] ['1/9', '4/9', '5/8', '6/5', '9/5'] -> (9/5 / (6/5 - (5/8 / (1/9 + 4/9))))
[1246157] ['1/9', '4/9', '5/8', '7/2', '7/8'] -> ((7/2 / ((4/9 * 5/8) - 1/9)) / 7/8)
[1246160] ['1/9', '4/9', '5/8', '7/2', '8/5'] -> ((((4/9 * 7/2) / 1/9) / 5/8) + 8/5)
[1246161] ['1/9', '4/9', '5/8', '7/2', '8/7'] -> ((7/2 / ((4/9 * 5/8) - 1/9)) * 8/7)
[1246163] ['1/9', '4/9', '5/8', '7/2', '9/2'] -> ((((1/9 + 7/2) / 5/8) - 4/9) * 9/2)
[1246170] ['1/9', '4/9', '5/8', '7/3', '7/5'] -> ((7/3 / ((5/8 - 1/9) - 4/9)) / 7/5)
[1246190] ['1/9', '4/9', '5/8', '7/4', '8/7'] -> (8/7 / (((4/9 * 5/8) / 7/4) - 1/9))
[1246192] ['1/9', '4/9', '5/8', '7/4', '9/2'] -> (9/2 / (5/8 - ((1/9 * 7/4) / 4/9)))
[1246193] ['1/9', '4/9', '5/8', '7/4', '9/4'] -> (9/4 / (7/4 - ((1/9 + 5/8) / 4/9)))
[1246231] ['1/9', '4/9', '5/8', '7/8', '9/7'] -> (9/7 / ((5/8 - (1/9 / 7/8)) - 4/9))
[1246232] ['1/9', '4/9', '5/8', '7/8', '9/8'] -> (9/8 / (((5/8 - 4/9) * 7/8) - 1/9))
[1246233] ['1/9', '4/9', '5/8', '7/9', '7/9'] -> (7/9 / (1/9 * ((4/9 + 5/8) - 7/9)))
[1246239] ['1/9', '4/9', '5/8', '7/9', '9/4'] -> ((4/9 / ((7/9 - 1/9) - 5/8)) * 9/4)
[1246243] ['1/9', '4/9', '5/8', '8/3', '8/3'] -> ((((4/9 / 1/9) - 5/8) * 8/3) * 8/3)
[1246248] ['1/9', '4/9', '5/8', '8/3', '9/4'] -> ((((4/9 / 1/9) + 8/3) / 5/8) * 9/4)
[1246260] ['1/9', '4/9', '5/8', '8/7', '8/7'] -> ((((4/9 + 8/7) / 1/9) / 5/8) + 8/7)
[1246265] ['1/9', '4/9', '5/8', '8/7', '9/7'] -> (9/7 / ((5/8 - (1/9 * 8/7)) - 4/9))
[1246266] ['1/9', '4/9', '5/8', '8/7', '9/8'] -> (9/8 / (((5/8 - 4/9) / 8/7) - 1/9))
[1246268] ['1/9', '4/9', '5/8', '8/9', '9/2'] -> ((8/9 / ((4/9 * 5/8) - 1/9)) * 9/2)
[1246277] ['1/9', '4/9', '5/8', '9/2', '9/8'] -> ((9/2 / ((4/9 * 5/8) - 1/9)) / 9/8)
[1246278] ['1/9', '4/9', '5/8', '9/4', '9/4'] -> (9/4 / (1/9 * (9/4 - (5/8 / 4/9))))
[1246282] ['1/9', '4/9', '5/8', '9/5', '9/5'] -> (9/5 / ((5/8 / (4/9 - 1/9)) - 9/5))
[1246289] ['1/9', '4/9', '5/9', '5/9', '6/5'] -> ((1/9 - 5/9) / (4/9 - (5/9 / 6/5)))
[1246303] ['1/9', '4/9', '5/9', '5/9', '9/4'] -> (((5/9 + 9/4) / 1/9) - (5/9 / 4/9))
[1246351] ['1/9', '4/9', '5/9', '7/2', '8/7'] -> (8/7 / (1/9 * (5/9 - (4/9 / 7/2))))
[1246359] ['1/9', '4/9', '5/9', '7/3', '7/4'] -> (((5/9 / 4/9) + (7/3 / 1/9)) + 7/4)
[1246363] ['1/9', '4/9', '5/9', '7/3', '7/9'] -> ((((4/9 * 5/9) + 7/3) / 1/9) + 7/9)
[1246369] ['1/9', '4/9', '5/9', '7/3', '9/4'] -> ((((5/9 * 7/3) / 1/9) / 4/9) - 9/4)
[1246378] ['1/9', '4/9', '5/9', '7/4', '8/3'] -> (8/3 / (((4/9 * 7/4) - 1/9) - 5/9))
[1246381] ['1/9', '4/9', '5/9', '7/4', '8/9'] -> ((((5/9 / 4/9) + 7/4) / 1/9) * 8/9)
[1246386] ['1/9', '4/9', '5/9', '7/4', '9/8'] -> ((((5/9 / 4/9) + 7/4) / 1/9) / 9/8)
[1246392] ['1/9', '4/9', '5/9', '7/5', '8/5'] -> (8/5 / (1/9 * (7/5 - (4/9 / 5/9))))
[1246394] ['1/9', '4/9', '5/9', '7/5', '8/9'] -> (8/9 / (1/9 * ((5/9 * 7/5) - 4/9)))
[1246401] ['1/9', '4/9', '5/9', '7/6', '7/8'] -> (((5/9 + (7/6 / 1/9)) / 4/9) - 7/8)
[1246407] ['1/9', '4/9', '5/9', '7/6', '9/2'] -> ((((4/9 + 5/9) + 7/6) / 1/9) + 9/2)
[1246408] ['1/9', '4/9', '5/9', '7/6', '9/4'] -> ((((5/9 / 4/9) + 7/6) / 1/9) + 9/4)
[1246425] ['1/9', '4/9', '5/9', '7/9', '8/5'] -> (((5/9 / (7/9 - 4/9)) / 1/9) * 8/5)
[1246427] ['1/9', '4/9', '5/9', '7/9', '8/9'] -> ((((5/9 + 7/9) / 1/9) / 4/9) * 8/9)
[1246432] ['1/9', '4/9', '5/9', '7/9', '9/8'] -> ((((5/9 + 7/9) / 1/9) / 4/9) / 9/8)
[1246434] ['1/9', '4/9', '5/9', '8/3', '8/5'] -> ((((8/3 - 4/9) - 5/9) / 1/9) * 8/5)
[1246437] ['1/9', '4/9', '5/9', '8/3', '9/2'] -> ((((8/3 / 4/9) - 1/9) - 5/9) * 9/2)
[1246457] ['1/9', '4/9', '5/9', '8/9', '8/9'] -> (8/9 / ((4/9 * (8/9 - 5/9)) - 1/9))
[1246481] ['1/9', '4/9', '6/5', '6/5', '7/3'] -> (((4/9 + 7/3) / 1/9) - (6/5 / 6/5))
[1246488] ['1/9', '4/9', '6/5', '6/5', '8/5'] -> ((((4/9 + 6/5) + 6/5) / 1/9) - 8/5)
[1246490] ['1/9', '4/9', '6/5', '6/5', '8/9'] -> ((((6/5 / 1/9) + 6/5) / 4/9) * 8/9)
[1246491] ['1/9', '4/9', '6/5', '6/5', '9/2'] -> (((6/5 / 1/9) + 6/5) * (4/9 * 9/2))
[1246495] ['1/9', '4/9', '6/5', '6/5', '9/8'] -> ((((6/5 / 1/9) + 6/5) / 4/9) / 9/8)
[1246520] ['1/9', '4/9', '6/5', '7/2', '8/3'] -> ((6/5 * ((4/9 / 1/9) + 7/2)) * 8/3)
[1246521] ['1/9', '4/9', '6/5', '7/2', '8/5'] -> (8/5 / (6/5 * (4/9 - (1/9 * 7/2))))
[1246537] ['1/9', '4/9', '6/5', '7/3', '8/7'] -> (8/7 / (((4/9 / 6/5) / 7/3) - 1/9))
[1246591] ['1/9', '4/9', '6/5', '7/8', '9/5'] -> (9/5 / ((6/5 - (1/9 / 4/9)) - 7/8))
[1246605] ['1/9', '4/9', '6/5', '8/3', '8/5'] -> (8/5 / (6/5 * ((4/9 / 8/3) - 1/9)))
[1246610] ['1/9', '4/9', '6/5', '8/3', '9/5'] -> ((((8/3 / 4/9) - 6/5) / 1/9) / 9/5)
[1246614] ['1/9', '4/9', '6/5', '8/5', '8/7'] -> (8/7 / ((4/9 / (6/5 + 8/5)) - 1/9))
[1246615] ['1/9', '4/9', '6/5', '8/5', '8/9'] -> ((((8/5 / 1/9) / 4/9) / 6/5) * 8/9)
[1246618] ['1/9', '4/9', '6/5', '8/5', '9/5'] -> (((6/5 + (8/5 / 4/9)) / 1/9) / 9/5)
[1246620] ['1/9', '4/9', '6/5', '8/5', '9/8'] -> ((((8/5 / 1/9) / 4/9) / 6/5) / 9/8)
[1246630] ['1/9', '4/9', '6/5', '8/9', '9/4'] -> (((4/9 + (8/9 / 6/5)) / 1/9) * 9/4)
[1246650] ['1/9', '4/9', '6/7', '6/7', '7/2'] -> (((4/9 * (6/7 + 6/7)) / 1/9) * 7/2)
[1246651] ['1/9', '4/9', '6/7', '6/7', '7/3'] -> (((4/9 + 7/3) / 1/9) - (6/7 / 6/7))
[1246675] ['1/9', '4/9', '6/7', '7/2', '8/7'] -> (8/7 / (6/7 * (4/9 - (1/9 * 7/2))))
[1246676] ['1/9', '4/9', '6/7', '7/2', '8/9'] -> (8/9 / (((4/9 / 6/7) / 7/2) - 1/9))
[1246688] ['1/9', '4/9', '6/7', '7/3', '8/3'] -> (8/3 / (((4/9 / 6/7) / 7/3) - 1/9))
[1246737] ['1/9', '4/9', '6/7', '7/8', '7/9'] -> (((4/9 / (7/8 - 6/7)) - 1/9) - 7/9)
