[1737601] ['3/4', '6/7', '7/6', '9/5', '9/5'] -> (9/5 / (((3/4 + 6/7) * 7/6) - 9/5))
[1792719] ['3/5', '7/5', '8/9', '9/4', '9/4'] -> ((8/9 / ((7/5 / 3/5) - 9/4)) * 9/4)
[1792720] ['3/5', '7/5', '8/9', '9/4', '9/5'] -> (9/5 / ((9/4 - (7/5 / 8/9)) - 3/5))
[1792729] ['3/5', '7/5', '9/2', '9/2', '9/2'] -> ((((7/5 + 9/2) / 3/5) - 9/2) * 9/2)
[1792730] ['3/5', '7/5', '9/2', '9/2', '9/4'] -> ((3/5 + (9/2 * 9/2)) + (7/5 * 9/4))
[1792731] ['3/5', '7/5', '9/2', '9/2', '9/5'] -> (((3/5 + 9/2) + 9/2) / (9/5 - 7/5))
[1792733] ['3/5', '7/5', '9/2', '9/2', '9/8'] -> ((7/5 * (9/2 + 9/2)) / (9/8 - 3/5))
[1792734] ['3/5', '7/5', '9/2', '9/4', '9/4'] -> ((9/2 / ((7/5 / 3/5) - 9/4)) / 9/4)
[1792745] ['3/5', '7/5', '9/4', '9/4', '9/5'] -> (((9/4 + 9/4) / 3/5) * (7/5 + 9/5))
[1792747] ['3/5', '7/5', '9/4', '9/4', '9/8'] -> ((9/4 / ((7/5 / 3/5) - 9/4)) / 9/8)
[1792768] ['3/5', '7/6', '7/6', '7/6', '8/5'] -> (7/6 / (((7/6 / 3/5) / 8/5) - 7/6))
[1792784] ['3/5', '7/6', '7/6', '7/8', '9/5'] -> ((9/5 / 3/5) / ((7/6 / 7/6) - 7/8))
[1792788] ['3/5', '7/6', '7/6', '7/9', '8/3'] -> ((7/6 * 8/3) / ((7/9 / 3/5) - 7/6))
[1792789] ['3/5', '7/6', '7/6', '7/9', '8/5'] -> ((7/6 * 8/5) / (7/9 - (3/5 * 7/6)))
[1792806] ['3/5', '7/6', '7/6', '8/5', '8/5'] -> (8/5 / (((7/6 / 3/5) / 7/6) - 8/5))
[1792845] ['3/5', '7/6', '7/8', '7/8', '8/5'] -> (8/5 / ((7/6 / (7/8 + 7/8)) - 3/5))
[1792853] ['3/5', '7/6', '7/8', '7/9', '7/9'] -> (7/9 / (7/6 - ((7/8 * 7/9) / 3/5)))
[1792857] ['3/5', '7/6', '7/8', '7/9', '8/9'] -> (8/9 / ((7/6 / 7/8) - (7/9 / 3/5)))
[1792864] ['3/5', '7/6', '7/8', '8/3', '8/5'] -> (8/5 / ((7/6 - (3/5 / 8/3)) - 7/8))
[1792876] ['3/5', '7/6', '7/8', '8/5', '9/4'] -> ((8/5 / ((7/8 / 7/6) - 3/5)) * 9/4)
[1792882] ['3/5', '7/6', '7/8', '8/7', '9/2'] -> (9/2 / ((3/5 * 7/6) * (8/7 - 7/8)))
[1792884] ['3/5', '7/6', '7/8', '8/7', '9/5'] -> (9/5 / (7/8 - ((3/5 * 7/6) * 8/7)))
[1792890] ['3/5', '7/6', '7/8', '8/9', '9/5'] -> (9/5 / ((7/8 / 7/6) - (3/5 / 8/9)))
[1792910] ['3/5', '7/6', '7/9', '7/9', '8/5'] -> ((8/5 / 3/5) / (7/9 - (7/9 / 7/6)))
[1792936] ['3/5', '7/6', '7/9', '8/7', '8/9'] -> (8/9 / ((7/6 * 8/7) - (7/9 / 3/5)))
[1792945] ['3/5', '7/6', '7/9', '8/9', '9/5'] -> ((8/9 / ((7/9 / 7/6) - 3/5)) * 9/5)
[1792959] ['3/5', '7/6', '7/9', '9/5', '9/8'] -> ((9/5 / ((7/9 / 7/6) - 3/5)) / 9/8)
[1792982] ['3/5', '7/6', '8/3', '8/7', '9/2'] -> ((7/6 * (8/3 + (8/7 / 3/5))) * 9/2)
[1792993] ['3/5', '7/6', '8/3', '9/2', '9/2'] -> (((3/5 * 8/3) * (9/2 - 7/6)) * 9/2)
[1793018] ['3/5', '7/6', '8/5', '8/7', '9/2'] -> (((7/6 * (8/5 + 8/7)) / 3/5) * 9/2)
[1793023] ['3/5', '7/6', '8/5', '8/9', '8/9'] -> (8/9 / ((3/5 + (7/6 * 8/9)) - 8/5))
[1793024] ['3/5', '7/6', '8/5', '8/9', '9/2'] -> ((8/9 / ((3/5 + 7/6) - 8/5)) * 9/2)
[1793025] ['3/5', '7/6', '8/5', '8/9', '9/4'] -> ((7/6 / (3/5 - (8/9 / 8/5))) - 9/4)
[1793033] ['3/5', '7/6', '8/5', '9/2', '9/8'] -> ((9/2 / ((3/5 + 7/6) - 8/5)) / 9/8)
[1793073] ['3/5', '7/6', '8/9', '8/9', '9/2'] -> (((8/9 / (7/6 - 8/9)) / 3/5) * 9/2)
[1793082] ['3/5', '7/6', '8/9', '9/2', '9/8'] -> (((9/2 / (7/6 - 8/9)) / 3/5) / 9/8)
[1793129] ['3/5', '7/8', '7/8', '7/8', '7/9'] -> (((7/8 / 3/5) + 7/8) / (7/8 - 7/9))
[1793131] ['3/5', '7/8', '7/8', '7/8', '8/5'] -> (7/8 / (((7/8 / 3/5) / 8/5) - 7/8))
[1793136] ['3/5', '7/8', '7/8', '7/8', '9/5'] -> ((9/5 / 3/5) / ((7/8 / 7/8) - 7/8))
[1793141] ['3/5', '7/8', '7/8', '7/9', '8/5'] -> (((7/8 / (7/8 - 7/9)) / 3/5) * 8/5)
[1793146] ['3/5', '7/8', '7/8', '7/9', '9/5'] -> ((3/5 / ((7/9 / 7/8) - 7/8)) / 9/5)
[1793150] ['3/5', '7/8', '7/8', '8/3', '8/5'] -> ((7/8 + 8/5) / ((7/8 - 3/5) / 8/3))
[1793158] ['3/5', '7/8', '7/8', '8/5', '8/5'] -> (8/5 / (((7/8 / 3/5) / 7/8) - 8/5))
[1793163] ['3/5', '7/8', '7/8', '8/5', '9/5'] -> (9/5 / ((3/5 + 7/8) - (7/8 * 8/5)))
[1793165] ['3/5', '7/8', '7/8', '8/5', '9/8'] -> (9/8 / (((3/5 + 7/8) / 8/5) - 7/8))
[1793170] ['3/5', '7/8', '7/8', '8/7', '9/5'] -> ((9/5 / 3/5) / ((7/8 * 8/7) - 7/8))
[1793196] ['3/5', '7/8', '7/9', '7/9', '8/5'] -> ((8/5 / 3/5) / ((7/9 / 7/8) - 7/9))
[1793208] ['3/5', '7/8', '7/9', '8/3', '9/2'] -> (((7/9 / 7/8) + (8/3 / 3/5)) * 9/2)
[1793225] ['3/5', '7/8', '7/9', '8/7', '9/5'] -> ((3/5 / ((7/9 * 8/7) - 7/8)) / 9/5)
[1793231] ['3/5', '7/8', '7/9', '8/9', '9/5'] -> (9/5 / (3/5 - (7/8 / (7/9 + 8/9))))
[1793244] ['3/5', '7/8', '7/9', '9/5', '9/7'] -> (((9/5 / (7/8 - 7/9)) / 3/5) / 9/7)
[1793255] ['3/5', '7/8', '8/3', '8/3', '9/5'] -> ((9/5 / 3/5) / ((8/3 / 8/3) - 7/8))
[1793276] ['3/5', '7/8', '8/3', '8/9', '9/5'] -> ((8/3 / (7/8 - (3/5 / 8/9))) * 9/5)
[1793280] ['3/5', '7/8', '8/3', '9/2', '9/4'] -> ((7/8 / ((3/5 * 9/2) - 8/3)) - 9/4)
[1793299] ['3/5', '7/8', '8/5', '8/5', '9/5'] -> ((9/5 / 3/5) / ((8/5 / 8/5) - 7/8))
[1793309] ['3/5', '7/8', '8/5', '8/9', '8/9'] -> (((3/5 / (8/9 - 7/8)) / 8/5) * 8/9)
[1793314] ['3/5', '7/8', '8/5', '8/9', '9/8'] -> (((3/5 / (8/9 - 7/8)) / 8/5) / 9/8)
[1793334] ['3/5', '7/8', '8/7', '8/7', '9/5'] -> ((9/5 / 3/5) / ((8/7 / 8/7) - 7/8))
[1793361] ['3/5', '7/8', '8/9', '8/9', '9/5'] -> ((9/5 / 3/5) / ((8/9 / 8/9) - 7/8))
[1793381] ['3/5', '7/8', '9/2', '9/2', '9/5'] -> ((9/5 / 3/5) / ((9/2 / 9/2) - 7/8))
[1793383] ['3/5', '7/8', '9/2', '9/2', '9/8'] -> (((9/2 / 3/5) + 9/2) * (7/8 + 9/8))
[1793395] ['3/5', '7/8', '9/4', '9/4', '9/5'] -> ((9/5 / 3/5) / ((9/4 / 9/4) - 7/8))
[1793397] ['3/5', '7/8', '9/4', '9/4', '9/8'] -> (((9/4 / 3/5) + 9/4) / (9/8 - 7/8))
[1793401] ['3/5', '7/8', '9/4', '9/7', '9/7'] -> (9/7 / (3/5 * ((9/4 - 7/8) - 9/7)))
[1793404] ['3/5', '7/8', '9/5', '9/5', '9/5'] -> ((9/5 / ((9/5 / 9/5) - 7/8)) / 3/5)
[1793406] ['3/5', '7/8', '9/5', '9/5', '9/8'] -> (((9/5 + 9/5) / 3/5) / (9/8 - 7/8))
[1793416] ['3/5', '7/9', '7/9', '7/9', '8/5'] -> (7/9 / (((7/9 / 3/5) / 8/5) - 7/9))
[1793433] ['3/5', '7/9', '7/9', '8/5', '8/5'] -> (8/5 / (((7/9 / 3/5) / 7/9) - 8/5))
[1793494] ['3/5', '7/9', '8/3', '8/9', '9/2'] -> (((8/3 + (8/9 / 3/5)) / 7/9) * 9/2)
[1793496] ['3/5', '7/9', '8/3', '8/9', '9/5'] -> (((8/3 * 8/9) / (7/9 - 3/5)) * 9/5)
[1793508] ['3/5', '7/9', '8/3', '9/5', '9/5'] -> (9/5 / (3/5 - ((7/9 * 9/5) / 8/3)))
[1793524] ['3/5', '7/9', '8/5', '8/7', '9/2'] -> ((((8/5 / 7/9) + 8/7) / 3/5) * 9/2)
[1793530] ['3/5', '7/9', '8/5', '8/9', '9/2'] -> ((((8/5 + 8/9) / 3/5) / 7/9) * 9/2)
[1793595] ['3/5', '7/9', '8/9', '9/5', '9/8'] -> (((9/5 / (8/9 - 7/9)) / 3/5) / 9/8)
[1793600] ['3/5', '7/9', '9/2', '9/2', '9/4'] -> ((((7/9 * 9/2) * 9/2) / 3/5) - 9/4)
[1793601] ['3/5', '7/9', '9/2', '9/2', '9/5'] -> ((((7/9 * 9/2) + 9/2) / 3/5) * 9/5)
[1793620] ['3/5', '7/9', '9/4', '9/5', '9/8'] -> ((3/5 / ((9/5 / 9/4) - 7/9)) / 9/8)
[1793635] ['3/5', '8/3', '8/3', '8/3', '8/5'] -> (8/3 / (((8/3 / 3/5) / 8/5) - 8/3))
[1793639] ['3/5', '8/3', '8/3', '8/3', '9/4'] -> ((((8/3 * 8/3) * 9/4) / 3/5) - 8/3)
[1793669] ['3/5', '8/3', '8/3', '9/4', '9/4'] -> (((8/3 * 9/4) / 3/5) / (8/3 - 9/4))
[1793673] ['3/5', '8/3', '8/3', '9/5', '9/5'] -> ((8/3 * 9/5) / (9/5 - (3/5 * 8/3)))
[1793675] ['3/5', '8/3', '8/3', '9/5', '9/8'] -> ((((8/3 * 8/3) * 9/5) / 3/5) * 9/8)
[1793705] ['3/5', '8/3', '8/5', '9/4', '9/4'] -> ((8/3 / (8/5 - (3/5 * 9/4))) * 9/4)
[1793711] ['3/5', '8/3', '8/5', '9/5', '9/8'] -> ((8/5 / ((9/5 / 8/3) - 3/5)) * 9/8)
[1793729] ['3/5', '8/3', '8/7', '9/2', '9/4'] -> ((9/2 / (3/5 - (8/7 / 8/3))) - 9/4)
[1793749] ['3/5', '8/3', '8/9', '9/2', '9/2'] -> (((8/3 - (8/9 / 3/5)) * 9/2) * 9/2)
[1793751] ['3/5', '8/3', '8/9', '9/2', '9/5'] -> ((((8/3 - 8/9) * 9/2) / 3/5) * 9/5)
[1793760] ['3/5', '8/3', '8/9', '9/5', '9/8'] -> ((3/5 / ((8/9 + 9/5) - 8/3)) / 9/8)
[1793764] ['3/5', '8/3', '9/2', '9/2', '9/2'] -> (((8/3 * 9/2) + (9/2 / 3/5)) + 9/2)
[1793770] ['3/5', '8/3', '9/2', '9/4', '9/5'] -> (9/5 / (((3/5 * 9/2) - 8/3) * 9/4))
[1793783] ['3/5', '8/3', '9/4', '9/5', '9/5'] -> ((8/3 / ((9/5 / 9/4) - 3/5)) * 9/5)
[1793789] ['3/5', '8/3', '9/5', '9/5', '9/5'] -> (((9/5 + 9/5) + 9/5) / (3/5 / 8/3))
[1793799] ['3/5', '8/5', '8/5', '8/5', '8/5'] -> (8/5 / (((8/5 / 3/5) / 8/5) - 8/5))
[1793801] ['3/5', '8/5', '8/5', '8/5', '8/9'] -> ((8/5 / ((8/5 / 8/5) - 8/9)) / 3/5)
[1793802] ['3/5', '8/5', '8/5', '8/5', '9/2'] -> (8/5 * (3/5 + ((8/5 + 8/5) * 9/2)))
[1793835] ['3/5', '8/5', '8/7', '8/7', '8/7'] -> (8/7 / (((8/7 / 3/5) / 8/5) - 8/7))
[1793839] ['3/5', '8/5', '8/7', '8/7', '9/5'] -> (9/5 / (8/5 - ((3/5 + 8/7) / 8/7)))
[1793840] ['3/5', '8/5', '8/7', '8/7', '9/7'] -> (9/7 / (8/7 - ((3/5 + 8/7) / 8/5)))
[1793843] ['3/5', '8/5', '8/7', '8/9', '9/2'] -> (9/2 / ((8/5 / (8/7 + 8/9)) - 3/5))
[1793860] ['3/5', '8/5', '8/7', '9/7', '9/7'] -> (9/7 / ((3/5 * (9/7 - 8/7)) / 8/5))
[1793866] ['3/5', '8/5', '8/9', '8/9', '9/5'] -> (9/5 / (((3/5 + 8/9) / 8/9) - 8/5))
[1793869] ['3/5', '8/5', '8/9', '9/2', '9/2'] -> ((((8/5 - 8/9) * 9/2) / 3/5) * 9/2)
[1793870] ['3/5', '8/5', '8/9', '9/2', '9/4'] -> ((((8/5 * 8/9) * 9/2) / 3/5) * 9/4)
[1793872] ['3/5', '8/5', '8/9', '9/2', '9/7'] -> (9/7 / ((3/5 / (8/5 + 8/9)) / 9/2))
[1793899] ['3/5', '8/5', '9/4', '9/4', '9/4'] -> (9/4 / (((9/4 / 3/5) / 8/5) - 9/4))
[1793903] ['3/5', '8/5', '9/4', '9/5', '9/5'] -> (9/5 / ((9/4 - (3/5 / 8/5)) - 9/5))
[1793912] ['3/5', '8/5', '9/5', '9/7', '9/7'] -> (9/7 / (((3/5 + 9/7) - 9/5) / 8/5))
[1793915] ['3/5', '8/5', '9/7', '9/7', '9/7'] -> (9/7 / (((9/7 / 3/5) / 8/5) - 9/7))
[1793942] ['3/5', '8/7', '8/7', '9/5', '9/7'] -> (((8/7 * 9/5) / 3/5) / (9/7 - 8/7))
[1793999] ['3/5', '8/7', '9/7', '9/7', '9/7'] -> (((9/7 / 3/5) + 9/7) / (9/7 - 8/7))
[1794006] ['3/5', '8/9', '8/9', '8/9', '9/5'] -> ((3/5 * 8/9) / ((9/5 - 8/9) - 8/9))
[1794010] ['3/5', '8/9', '8/9', '9/2', '9/4'] -> ((((8/9 / 3/5) + 8/9) * 9/2) * 9/4)
[1794011] ['3/5', '8/9', '8/9', '9/2', '9/5'] -> ((((8/9 + 8/9) * 9/2) / 3/5) * 9/5)
[1794020] ['3/5', '8/9', '8/9', '9/5', '9/8'] -> ((3/5 / ((9/5 - 8/9) - 8/9)) / 9/8)
[1794025] ['3/5', '8/9', '9/2', '9/2', '9/4'] -> (((9/2 / 3/5) + 9/2) * (8/9 * 9/4))
[1794026] ['3/5', '8/9', '9/2', '9/2', '9/5'] -> (((8/9 * (9/2 + 9/2)) / 3/5) * 9/5)
[1794059] ['3/5', '9/2', '9/2', '9/2', '9/2'] -> ((((9/2 + 9/2) / 3/5) + 9/2) + 9/2)
[1794064] ['3/5', '9/2', '9/2', '9/4', '9/4'] -> (((9/2 + 9/2) * 9/4) + (9/4 / 3/5))
[1794067] ['3/5', '9/2', '9/2', '9/4', '9/8'] -> ((((9/2 / 3/5) + 9/2) * 9/4) / 9/8)
[1794069] ['3/5', '9/2', '9/2', '9/5', '9/7'] -> ((9/2 + (9/2 / 9/7)) / (3/5 / 9/5))
[1794073] ['3/5', '9/2', '9/2', '9/8', '9/8'] -> ((9/2 * 9/2) + ((9/8 + 9/8) / 3/5))
[1794074] ['3/5', '9/2', '9/4', '9/4', '9/4'] -> ((9/2 * (9/4 + 9/4)) + (9/4 / 3/5))
[1794077] ['3/5', '9/2', '9/4', '9/4', '9/8'] -> (((9/4 / 3/5) + 9/4) * (9/2 / 9/8))
[1794078] ['3/5', '9/2', '9/4', '9/5', '9/5'] -> ((3/5 + 9/5) / ((9/4 - 9/5) / 9/2))
[1794086] ['3/5', '9/2', '9/5', '9/5', '9/8'] -> (((9/2 * (9/5 + 9/5)) / 3/5) / 9/8)
[1794100] ['3/5', '9/4', '9/4', '9/5', '9/8'] -> ((9/5 / 3/5) / (9/8 - (9/4 / 9/4)))
[1794106] ['3/5', '9/4', '9/5', '9/5', '9/8'] -> ((9/5 / 3/5) / ((9/4 / 9/5) - 9/8))
[1794110] ['3/5', '9/4', '9/7', '9/7', '9/7'] -> ((9/7 + 9/7) / (9/4 - (9/7 / 3/5)))
[1794117] ['3/5', '9/5', '9/5', '9/7', '9/7'] -> (9/5 / ((9/7 / (9/7 - 3/5)) - 9/5))
[1794123] ['3/5', '9/5', '9/8', '9/8', '9/8'] -> ((9/5 / (9/8 - (9/8 / 9/8))) / 3/5)
[1794163] ['3/7', '3/7', '3/7', '3/8', '4/7'] -> (3/7 / ((3/7 * 3/8) + (3/7 - 4/7)))
[1794167] ['3/7', '3/7', '3/7', '3/8', '5/4'] -> (3/7 / (((5/4 - 3/7) - 3/7) - 3/8))
[1794168] ['3/7', '3/7', '3/7', '3/8', '5/6'] -> ((3/7 / ((3/8 / 3/7) - 5/6)) / 3/7)
[1794171] ['3/7', '3/7', '3/7', '3/8', '5/9'] -> (3/7 / (((3/7 + 3/8) * 5/9) - 3/7))
[1794173] ['3/7', '3/7', '3/7', '3/8', '6/7'] -> ((3/7 * 3/7) / (3/8 - (3/7 * 6/7)))
[1794175] ['3/7', '3/7', '3/7', '3/8', '7/3'] -> (3/7 / (((3/8 * 7/3) - 3/7) - 3/7))
[1794178] ['3/7', '3/7', '3/7', '3/8', '7/6'] -> ((3/7 * 3/7) / (3/8 - (3/7 / 7/6)))
[1794184] ['3/7', '3/7', '3/7', '3/8', '8/9'] -> ((3/7 / (3/7 - (3/7 * 8/9))) / 3/8)
[1794185] ['3/7', '3/7', '3/7', '3/8', '9/2'] -> ((((3/7 + 3/7) * 9/2) / 3/7) / 3/8)
[1794187] ['3/7', '3/7', '3/7', '3/8', '9/5'] -> (3/7 / (((3/7 + 3/8) / 9/5) - 3/7))
[1794189] ['3/7', '3/7', '3/7', '3/8', '9/8'] -> ((3/7 / (3/7 - (3/7 / 9/8))) / 3/8)
[1794193] ['3/7', '3/7', '3/7', '4/3', '4/9'] -> (4/3 / ((3/7 / (3/7 + 3/7)) - 4/9))
[1794196] ['3/7', '3/7', '3/7', '4/3', '5/4'] -> (((3/7 + 3/7) / (4/3 - 5/4)) / 3/7)
[1794197] ['3/7', '3/7', '3/7', '4/3', '5/6'] -> ((3/7 * 4/3) / ((3/7 + 3/7) - 5/6))
[1794199] ['3/7', '3/7', '3/7', '4/3', '5/8'] -> (3/7 / (((3/7 + 3/7) / 4/3) - 5/8))
[1794200] ['3/7', '3/7', '3/7', '4/3', '5/9'] -> (4/3 / (5/9 - (3/7 / (3/7 + 3/7))))
[1794207] ['3/7', '3/7', '3/7', '4/3', '7/6'] -> (3/7 / (((7/6 / 4/3) - 3/7) - 3/7))
[1794212] ['3/7', '3/7', '3/7', '4/3', '8/7'] -> (8/7 / (((4/3 - 3/7) - 3/7) - 3/7))
[1794218] ['3/7', '3/7', '3/7', '4/3', '9/8'] -> (3/7 / (((3/7 + 3/7) * 4/3) - 9/8))
[1794220] ['3/7', '3/7', '3/7', '4/5', '4/7'] -> ((3/7 + 3/7) / (4/7 - (3/7 / 4/5)))
[1794225] ['3/7', '3/7', '3/7', '4/5', '5/6'] -> (3/7 / (((3/7 * 5/6) / 4/5) - 3/7))
[1794229] ['3/7', '3/7', '3/7', '4/5', '6/5'] -> (3/7 / (((3/7 / 4/5) / 6/5) - 3/7))
[1794251] ['3/7', '3/7', '3/7', '4/7', '5/4'] -> ((3/7 + 3/7) / (4/7 - (3/7 * 5/4)))
[1794253] ['3/7', '3/7', '3/7', '4/7', '5/7'] -> ((3/7 + 3/7) / ((3/7 / 4/7) - 5/7))
[1794254] ['3/7', '3/7', '3/7', '4/7', '5/8'] -> (((3/7 + 3/7) + 3/7) / (5/8 - 4/7))
[1794265] ['3/7', '3/7', '3/7', '4/7', '8/3'] -> (3/7 / ((3/7 + (3/7 / 8/3)) - 4/7))
[1794272] ['3/7', '3/7', '3/7', '4/7', '9/7'] -> ((3/7 + (9/7 / 3/7)) / (4/7 - 3/7))
[1794274] ['3/7', '3/7', '3/7', '4/9', '4/9'] -> (((3/7 + 3/7) * 4/9) / (4/9 - 3/7))
[1794283] ['3/7', '3/7', '3/7', '4/9', '6/7'] -> (6/7 / ((3/7 / 3/7) - (3/7 / 4/9)))
[1794294] ['3/7', '3/7', '3/7', '4/9', '8/9'] -> (8/9 / ((4/9 / 3/7) - (3/7 / 3/7)))
[1794296] ['3/7', '3/7', '3/7', '4/9', '9/4'] -> (((3/7 + 3/7) / (4/9 - 3/7)) / 9/4)
[1794298] ['3/7', '3/7', '3/7', '4/9', '9/7'] -> ((3/7 / (4/9 - 3/7)) - (9/7 / 3/7))
[1794305] ['3/7', '3/7', '3/7', '5/2', '5/8'] -> (3/7 / (((3/7 * 5/2) - 3/7) - 5/8))
[1794335] ['3/7', '3/7', '3/7', '5/3', '7/4'] -> (((3/7 + 3/7) / (7/4 - 5/3)) / 3/7)
[1794341] ['3/7', '3/7', '3/7', '5/3', '8/5'] -> (3/7 / (((3/7 * 5/3) / 8/5) - 3/7))
[1794348] ['3/7', '3/7', '3/7', '5/3', '9/8'] -> (3/7 / ((3/7 * 5/3) + (3/7 - 9/8)))
[1794350] ['3/7', '3/7', '3/7', '5/4', '5/6'] -> (3/7 / (((3/7 * 5/4) * 5/6) - 3/7))
[1794354] ['3/7', '3/7', '3/7', '5/4', '6/5'] -> (3/7 / (((3/7 * 5/4) / 6/5) - 3/7))
[1794360] ['3/7', '3/7', '3/7', '5/4', '7/6'] -> (((3/7 + 3/7) / (5/4 - 7/6)) / 3/7)
[1794383] ['3/7', '3/7', '3/7', '5/6', '7/8'] -> (3/7 / ((3/7 * 7/8) - (3/7 * 5/6)))
[1794387] ['3/7', '3/7', '3/7', '5/6', '8/7'] -> (3/7 / ((3/7 / 8/7) - (3/7 * 5/6)))
[1794392] ['3/7', '3/7', '3/7', '5/6', '9/7'] -> ((3/7 + 9/7) / (3/7 - (3/7 * 5/6)))
[1794401] ['3/7', '3/7', '3/7', '5/7', '7/4'] -> ((3/7 + 3/7) / ((3/7 * 7/4) - 5/7))
[1794407] ['3/7', '3/7', '3/7', '5/7', '8/5'] -> (3/7 / ((5/7 - (3/7 / 8/5)) - 3/7))
[1794409] ['3/7', '3/7', '3/7', '5/7', '8/9'] -> ((3/7 + 5/7) / (3/7 - (3/7 * 8/9)))
[1794413] ['3/7', '3/7', '3/7', '5/7', '9/7'] -> (9/7 / (3/7 - (3/7 / (3/7 + 5/7))))
[1794414] ['3/7', '3/7', '3/7', '5/7', '9/8'] -> ((3/7 + 5/7) / (3/7 - (3/7 / 9/8)))
[1794419] ['3/7', '3/7', '3/7', '5/8', '7/2'] -> (3/7 / (((3/7 * 3/7) * 7/2) - 5/8))
[1794422] ['3/7', '3/7', '3/7', '5/8', '7/5'] -> (3/7 / (((5/8 * 7/5) - 3/7) - 3/7))
[1794428] ['3/7', '3/7', '3/7', '5/8', '8/7'] -> (3/7 / ((5/8 * (8/7 - 3/7)) - 3/7))
[1794433] ['3/7', '3/7', '3/7', '5/8', '9/7'] -> (9/7 / ((3/7 + 5/8) - (3/7 / 3/7)))
[1794447] ['3/7', '3/7', '3/7', '5/9', '8/7'] -> (8/7 / (((3/7 + 3/7) * 5/9) - 3/7))
[1794461] ['3/7', '3/7', '3/7', '6/5', '7/8'] -> (3/7 / ((3/7 * 7/8) - (3/7 / 6/5)))
[1794465] ['3/7', '3/7', '3/7', '6/5', '8/7'] -> (3/7 / ((3/7 / 8/7) - (3/7 / 6/5)))
[1794470] ['3/7', '3/7', '3/7', '6/5', '9/7'] -> ((3/7 + 9/7) / (3/7 - (3/7 / 6/5)))
[1794484] ['3/7', '3/7', '3/7', '6/7', '9/2'] -> (((9/2 / 3/7) / 3/7) - (3/7 / 6/7))
[1794485] ['3/7', '3/7', '3/7', '6/7', '9/4'] -> (6/7 / ((3/7 / 3/7) - (3/7 * 9/4)))
[1794487] ['3/7', '3/7', '3/7', '6/7', '9/7'] -> ((3/7 + 9/7) / ((3/7 / 6/7) - 3/7))
[1794511] ['3/7', '3/7', '3/7', '7/3', '8/3'] -> (3/7 / (((7/3 / 8/3) - 3/7) - 3/7))
[1794516] ['3/7', '3/7', '3/7', '7/3', '9/4'] -> (((3/7 + 3/7) / (7/3 - 9/4)) / 3/7)
[1794523] ['3/7', '3/7', '3/7', '7/4', '7/8'] -> (3/7 / (((7/4 - 3/7) - 3/7) - 7/8))
[1794532] ['3/7', '3/7', '3/7', '7/4', '9/7'] -> ((3/7 + 3/7) / ((7/4 - 3/7) - 9/7))
[1794539] ['3/7', '3/7', '3/7', '7/5', '8/5'] -> (3/7 / (((7/5 / 8/5) - 3/7) - 3/7))
[1794548] ['3/7', '3/7', '3/7', '7/6', '7/8'] -> (3/7 / (7/8 - ((3/7 / 3/7) / 7/6)))
[1794553] ['3/7', '3/7', '3/7', '7/6', '8/9'] -> (3/7 / ((3/7 * 7/6) - (3/7 / 8/9)))
[1794554] ['3/7', '3/7', '3/7', '7/6', '9/2'] -> (((9/2 / 3/7) / 3/7) - (3/7 * 7/6))
[1794557] ['3/7', '3/7', '3/7', '7/6', '9/7'] -> ((3/7 + 9/7) / ((3/7 * 7/6) - 3/7))
[1794558] ['3/7', '3/7', '3/7', '7/6', '9/8'] -> (3/7 / ((3/7 * 7/6) - (3/7 * 9/8)))
[1794560] ['3/7', '3/7', '3/7', '7/8', '7/9'] -> (((3/7 / (7/8 - 7/9)) / 3/7) / 3/7)
[1794568] ['3/7', '3/7', '3/7', '7/8', '9/7'] -> ((9/7 / ((3/7 / 3/7) - 7/8)) / 3/7)
[1794569] ['3/7', '3/7', '3/7', '7/8', '9/8'] -> (3/7 / (((3/7 / 3/7) / 7/8) - 9/8))
[1794574] ['3/7', '3/7', '3/7', '7/9', '8/9'] -> (3/7 / (((7/9 / 8/9) - 3/7) - 3/7))
[1794579] ['3/7', '3/7', '3/7', '7/9', '9/8'] -> (3/7 / (((7/9 * 9/8) - 3/7) - 3/7))
[1794583] ['3/7', '3/7', '3/7', '8/3', '8/9'] -> ((3/7 * 8/3) / (3/7 - (3/7 * 8/9)))
[1794584] ['3/7', '3/7', '3/7', '8/3', '9/2'] -> ((((3/7 + 3/7) * 8/3) * 9/2) / 3/7)
[1794587] ['3/7', '3/7', '3/7', '8/3', '9/7'] -> (9/7 / (3/7 - ((3/7 / 3/7) / 8/3)))
[1794590] ['3/7', '3/7', '3/7', '8/5', '8/7'] -> (3/7 / (((8/7 - 3/7) / 8/5) - 3/7))
[1794600] ['3/7', '3/7', '3/7', '8/7', '9/4'] -> (8/7 / (3/7 - ((3/7 + 3/7) / 9/4)))
[1794601] ['3/7', '3/7', '3/7', '8/7', '9/5'] -> (8/7 / (((3/7 + 3/7) / 9/5) - 3/7))
[1794613] ['3/7', '3/7', '3/7', '9/2', '9/7'] -> (((3/7 / 3/7) + 9/7) / (3/7 / 9/2))
[1794634] ['3/7', '3/7', '3/8', '3/8', '5/7'] -> ((3/7 + 3/7) / ((3/8 + 3/8) - 5/7))
[1794635] ['3/7', '3/7', '3/8', '3/8', '5/8'] -> (((3/7 + 3/8) / (3/7 - 3/8)) / 5/8)
