[1105573] ['1/8', '3/5', '4/3', '6/5', '9/8'] -> (9/8 / (((1/8 * 3/5) / 4/3) / 6/5))
[1140148] ['1/8', '5/3', '6/5', '7/4', '9/2'] -> (9/2 / (((1/8 / 6/5) + 7/4) - 5/3))
[1140163] ['1/8', '5/3', '6/5', '7/5', '9/5'] -> (9/5 / (1/8 * ((5/3 * 6/5) - 7/5)))
[1140175] ['1/8', '5/3', '6/5', '7/6', '9/5'] -> (9/5 / ((1/8 * 6/5) * (5/3 - 7/6)))
[1140176] ['1/8', '5/3', '6/5', '7/6', '9/7'] -> (9/7 / (((1/8 / 5/3) / 6/5) / 7/6))
[1140200] ['1/8', '5/3', '6/5', '8/3', '8/5'] -> (((6/5 + (8/3 / 5/3)) / 1/8) + 8/5)
[1140203] ['1/8', '5/3', '6/5', '8/3', '9/2'] -> (((8/3 - (5/3 * 6/5)) / 1/8) * 9/2)
[1140204] ['1/8', '5/3', '6/5', '8/3', '9/4'] -> ((((8/3 / 1/8) / 5/3) / 6/5) * 9/4)
[1140213] ['1/8', '5/3', '6/5', '8/5', '9/5'] -> ((5/3 * ((6/5 / 1/8) - 8/5)) * 9/5)
[1140216] ['1/8', '5/3', '6/5', '8/7', '8/7'] -> ((((5/3 * 6/5) + 8/7) / 1/8) - 8/7)
[1140223] ['1/8', '5/3', '6/5', '8/9', '8/9'] -> ((((5/3 * 6/5) + 8/9) / 1/8) + 8/9)
[1140224] ['1/8', '5/3', '6/5', '8/9', '9/2'] -> (((6/5 - (8/9 / 5/3)) / 1/8) * 9/2)
[1140226] ['1/8', '5/3', '6/5', '8/9', '9/5'] -> (9/5 / (1/8 * (5/3 - (6/5 * 8/9))))
[1140229] ['1/8', '5/3', '6/5', '9/2', '9/2'] -> (9/2 / (1/8 * ((9/2 / 5/3) - 6/5)))
[1140238] ['1/8', '5/3', '6/5', '9/5', '9/5'] -> (9/5 / (((5/3 * 6/5) - 1/8) - 9/5))
[1140241] ['1/8', '5/3', '6/5', '9/7', '9/7'] -> (9/7 / (1/8 * (6/5 - (9/7 / 5/3))))
[1140246] ['1/8', '5/3', '6/7', '6/7', '7/3'] -> (((6/7 / 1/8) - 6/7) * (5/3 + 7/3))
[1140254] ['1/8', '5/3', '6/7', '6/7', '8/7'] -> (((5/3 * (6/7 + 6/7)) / 1/8) + 8/7)
[1140255] ['1/8', '5/3', '6/7', '6/7', '8/9'] -> (((5/3 + (6/7 / 6/7)) / 1/8) / 8/9)
[1140256] ['1/8', '5/3', '6/7', '6/7', '9/2'] -> (((5/3 - (6/7 / 6/7)) / 1/8) * 9/2)
[1140260] ['1/8', '5/3', '6/7', '6/7', '9/8'] -> (((5/3 + (6/7 / 6/7)) / 1/8) * 9/8)
[1140270] ['1/8', '5/3', '6/7', '7/2', '8/7'] -> (8/7 / (1/8 * (6/7 - (5/3 / 7/2))))
[1140277] ['1/8', '5/3', '6/7', '7/3', '7/3'] -> (((6/7 / (7/3 - 5/3)) / 1/8) * 7/3)
[1140280] ['1/8', '5/3', '6/7', '7/3', '7/6'] -> (7/6 / (1/8 * (7/3 - (5/3 / 6/7))))
[1140281] ['1/8', '5/3', '6/7', '7/3', '7/8'] -> (7/8 / ((1/8 / (5/3 + 7/3)) / 6/7))
[1140283] ['1/8', '5/3', '6/7', '7/3', '8/3'] -> ((((5/3 * 6/7) * 7/3) / 1/8) - 8/3)
[1140285] ['1/8', '5/3', '6/7', '7/3', '8/7'] -> ((((5/3 + 7/3) - 6/7) / 1/8) - 8/7)
[1140305] ['1/8', '5/3', '6/7', '7/4', '9/8'] -> (9/8 / (1/8 * ((7/4 / 6/7) - 5/3)))
[1140306] ['1/8', '5/3', '6/7', '7/5', '7/5'] -> (7/5 / (1/8 * (5/3 - (6/7 * 7/5))))
[1140325] ['1/8', '5/3', '6/7', '7/6', '8/9'] -> ((((5/3 / 6/7) + 7/6) / 1/8) - 8/9)
[1140326] ['1/8', '5/3', '6/7', '7/6', '9/2'] -> (((5/3 - (6/7 * 7/6)) / 1/8) * 9/2)
[1140330] ['1/8', '5/3', '6/7', '7/6', '9/8'] -> (9/8 / (1/8 / (5/3 + (6/7 * 7/6))))
[1140337] ['1/8', '5/3', '6/7', '7/8', '9/2'] -> (((1/8 / (7/8 - 6/7)) - 5/3) * 9/2)
[1140343] ['1/8', '5/3', '6/7', '7/9', '8/3'] -> (((6/7 / 1/8) + (5/3 / 7/9)) * 8/3)
[1140350] ['1/8', '5/3', '6/7', '7/9', '9/7'] -> (9/7 / (1/8 / (5/3 + (6/7 * 7/9))))
[1140354] ['1/8', '5/3', '6/7', '8/3', '8/7'] -> ((((5/3 + 6/7) / 1/8) + 8/3) + 8/7)
[1140359] ['1/8', '5/3', '6/7', '8/3', '9/7'] -> (9/7 / (6/7 / ((5/3 / 1/8) + 8/3)))
[1140363] ['1/8', '5/3', '6/7', '8/5', '8/9'] -> ((((5/3 * 8/5) / 1/8) / 6/7) - 8/9)
[1140366] ['1/8', '5/3', '6/7', '8/5', '9/5'] -> (9/5 / (((8/5 / 6/7) - 1/8) - 5/3))
[1140373] ['1/8', '5/3', '6/7', '8/7', '9/5'] -> ((5/3 * ((6/7 / 1/8) + 8/7)) * 9/5)
[1140377] ['1/8', '5/3', '6/7', '8/9', '9/2'] -> (((5/3 - 8/9) / (1/8 / 6/7)) * 9/2)
[1140378] ['1/8', '5/3', '6/7', '8/9', '9/4'] -> ((6/7 * ((5/3 / 1/8) - 8/9)) * 9/4)
[1140380] ['1/8', '5/3', '6/7', '8/9', '9/7'] -> ((((5/3 + 6/7) / 1/8) / 8/9) + 9/7)
[1140389] ['1/8', '5/3', '6/7', '9/4', '9/7'] -> ((6/7 + ((5/3 * 9/4) / 1/8)) / 9/7)
[1140392] ['1/8', '5/3', '6/7', '9/5', '9/7'] -> (((6/7 + (5/3 * 9/5)) / 1/8) / 9/7)
[1140394] ['1/8', '5/3', '6/7', '9/7', '9/7'] -> (9/7 / (1/8 / (5/3 + (6/7 / 9/7))))
[1140398] ['1/8', '5/3', '7/2', '7/2', '7/3'] -> (((7/2 + 7/2) - 5/3) + (7/3 / 1/8))
[1140399] ['1/8', '5/3', '7/2', '7/2', '7/4'] -> ((7/2 / 7/2) / ((1/8 + 5/3) - 7/4))
[1140400] ['1/8', '5/3', '7/2', '7/2', '7/5'] -> ((((7/2 + 7/2) / 1/8) / 5/3) / 7/5)
[1140401] ['1/8', '5/3', '7/2', '7/2', '7/6'] -> ((((7/2 / 1/8) - 5/3) - 7/2) + 7/6)
[1140403] ['1/8', '5/3', '7/2', '7/2', '7/9'] -> ((((5/3 * 7/2) - 7/2) / 1/8) / 7/9)
[1140407] ['1/8', '5/3', '7/2', '7/2', '8/9'] -> (((5/3 + (7/2 / 7/2)) / 1/8) / 8/9)
[1140411] ['1/8', '5/3', '7/2', '7/2', '9/7'] -> ((((5/3 * 7/2) - 7/2) / 1/8) * 9/7)
[1140412] ['1/8', '5/3', '7/2', '7/2', '9/8'] -> (((5/3 + (7/2 / 7/2)) / 1/8) * 9/8)
[1140413] ['1/8', '5/3', '7/2', '7/3', '7/3'] -> (7/3 / (((5/3 - 1/8) * 7/3) - 7/2))
[1140414] ['1/8', '5/3', '7/2', '7/3', '7/4'] -> (((7/2 / (7/3 - 5/3)) / 1/8) / 7/4)
[1140428] ['1/8', '5/3', '7/2', '7/4', '7/4'] -> (7/4 / (1/8 * (7/2 - (5/3 * 7/4))))
[1140431] ['1/8', '5/3', '7/2', '7/4', '7/8'] -> (7/8 / ((1/8 * 7/2) * (7/4 - 5/3)))
[1140433] ['1/8', '5/3', '7/2', '7/4', '8/3'] -> ((((5/3 * 7/2) / 1/8) / 7/4) - 8/3)
[1140435] ['1/8', '5/3', '7/2', '7/4', '8/7'] -> (8/7 / ((7/4 - (1/8 / 7/2)) - 5/3))
[1140450] ['1/8', '5/3', '7/2', '7/5', '9/2'] -> ((((5/3 * 7/5) / 1/8) / 7/2) * 9/2)
[1140455] ['1/8', '5/3', '7/2', '7/6', '7/6'] -> ((((7/2 / 1/8) - 5/3) - 7/6) - 7/6)
[1140462] ['1/8', '5/3', '7/2', '7/6', '9/2'] -> ((((7/2 - 5/3) - 7/6) / 1/8) * 9/2)
[1140464] ['1/8', '5/3', '7/2', '7/6', '9/5'] -> (9/5 / (((7/6 / 5/3) / 7/2) - 1/8))
[1140467] ['1/8', '5/3', '7/2', '7/8', '7/8'] -> ((((7/2 + 7/8) / 1/8) / 5/3) / 7/8)
[1140471] ['1/8', '5/3', '7/2', '7/8', '8/7'] -> ((((7/2 + 7/8) / 1/8) / 5/3) * 8/7)
[1140473] ['1/8', '5/3', '7/2', '7/8', '9/2'] -> ((7/2 * (5/3 - (1/8 / 7/8))) * 9/2)
[1140475] ['1/8', '5/3', '7/2', '7/8', '9/5'] -> ((5/3 / ((7/8 / 7/2) - 1/8)) * 9/5)
[1140476] ['1/8', '5/3', '7/2', '7/8', '9/7'] -> (9/7 / (1/8 / ((7/2 / 7/8) - 5/3)))
[1140479] ['1/8', '5/3', '7/2', '7/9', '8/3'] -> (8/3 / (((7/9 / 1/8) / 7/2) - 5/3))
[1140482] ['1/8', '5/3', '7/2', '7/9', '8/9'] -> (((5/3 - 7/9) / (1/8 / 7/2)) - 8/9)
[1140489] ['1/8', '5/3', '7/2', '8/3', '8/5'] -> (((5/3 * (7/2 - 1/8)) * 8/3) * 8/5)
[1140490] ['1/8', '5/3', '7/2', '8/3', '8/7'] -> ((((5/3 / 7/2) + 8/3) / 1/8) - 8/7)
[1140491] ['1/8', '5/3', '7/2', '8/3', '8/9'] -> (((5/3 + (7/2 / 1/8)) - 8/3) * 8/9)
[1140495] ['1/8', '5/3', '7/2', '8/3', '9/7'] -> (9/7 / (((5/3 / 7/2) / 8/3) - 1/8))
[1140496] ['1/8', '5/3', '7/2', '8/3', '9/8'] -> (((5/3 + (7/2 / 1/8)) - 8/3) / 9/8)
[1140510] ['1/8', '5/3', '7/2', '8/7', '9/7'] -> (9/7 / (1/8 / ((7/2 * 8/7) - 5/3)))
[1140519] ['1/8', '5/3', '7/2', '9/2', '9/4'] -> ((((5/3 * 7/2) - 9/2) / 1/8) * 9/4)
[1140522] ['1/8', '5/3', '7/2', '9/2', '9/8'] -> (9/8 / (1/8 / ((5/3 + 9/2) - 7/2)))
[1140523] ['1/8', '5/3', '7/2', '9/4', '9/4'] -> (((5/3 / (7/2 - 9/4)) / 1/8) * 9/4)
[1140533] ['1/8', '5/3', '7/3', '7/3', '7/3'] -> (((5/3 + 7/3) - (7/3 / 7/3)) / 1/8)
[1140536] ['1/8', '5/3', '7/3', '7/3', '7/6'] -> (((7/3 / (7/3 - 5/3)) / 1/8) / 7/6)
[1140540] ['1/8', '5/3', '7/3', '7/3', '8/5'] -> ((((7/3 + 7/3) / 1/8) / 5/3) + 8/5)
[1140542] ['1/8', '5/3', '7/3', '7/3', '8/9'] -> (((5/3 + (7/3 / 7/3)) / 1/8) / 8/9)
[1140543] ['1/8', '5/3', '7/3', '7/3', '9/2'] -> (((5/3 - (7/3 / 7/3)) / 1/8) * 9/2)
[1140547] ['1/8', '5/3', '7/3', '7/3', '9/8'] -> (((5/3 + (7/3 / 7/3)) / 1/8) * 9/8)
[1140553] ['1/8', '5/3', '7/3', '7/4', '8/3'] -> ((((7/3 / 1/8) / 7/4) - 5/3) * 8/3)
[1140559] ['1/8', '5/3', '7/3', '7/4', '9/5'] -> (((5/3 + (7/4 / 1/8)) - 7/3) * 9/5)
[1140566] ['1/8', '5/3', '7/3', '7/5', '8/3'] -> (((5/3 + (7/3 / 7/5)) / 1/8) - 8/3)
[1140575] ['1/8', '5/3', '7/3', '7/6', '7/6'] -> (7/6 / (1/8 * (7/3 - (5/3 * 7/6))))
[1140576] ['1/8', '5/3', '7/3', '7/6', '7/8'] -> (7/8 / ((1/8 * 7/6) / (5/3 + 7/3)))
[1140578] ['1/8', '5/3', '7/3', '7/6', '8/3'] -> ((((5/3 * 7/3) / 1/8) / 7/6) - 8/3)
[1140582] ['1/8', '5/3', '7/3', '7/6', '9/2'] -> ((((7/6 / 1/8) - 5/3) - 7/3) * 9/2)
[1140584] ['1/8', '5/3', '7/3', '7/6', '9/5'] -> (((5/3 + 7/3) + (7/6 / 1/8)) * 9/5)
[1140593] ['1/8', '5/3', '7/3', '7/8', '9/2'] -> (((5/3 + 7/3) / (7/8 - 1/8)) * 9/2)
[1140596] ['1/8', '5/3', '7/3', '7/8', '9/7'] -> (9/7 / (1/8 * (7/3 - (5/3 / 7/8))))
[1140597] ['1/8', '5/3', '7/3', '7/8', '9/8'] -> (9/8 / (1/8 * ((7/3 * 7/8) - 5/3)))
[1140598] ['1/8', '5/3', '7/3', '7/9', '7/9'] -> ((((7/3 + 7/9) / 1/8) - 5/3) + 7/9)
[1140601] ['1/8', '5/3', '7/3', '7/9', '8/7'] -> (((7/3 / (5/3 - 7/9)) / 1/8) * 8/7)
[1140605] ['1/8', '5/3', '7/3', '7/9', '9/5'] -> (9/5 / (((7/9 / 5/3) / 7/3) - 1/8))
[1140613] ['1/8', '5/3', '7/3', '8/3', '9/4'] -> ((((5/3 + 7/3) - 8/3) / 1/8) * 9/4)
[1140614] ['1/8', '5/3', '7/3', '8/3', '9/5'] -> (9/5 / (((8/3 - 7/3) / 5/3) - 1/8))
[1140619] ['1/8', '5/3', '7/3', '8/5', '8/9'] -> (((7/3 + (5/3 / 8/5)) / 1/8) * 8/9)
[1140621] ['1/8', '5/3', '7/3', '8/5', '9/4'] -> ((7/3 + ((5/3 / 1/8) / 8/5)) * 9/4)
[1140624] ['1/8', '5/3', '7/3', '8/5', '9/8'] -> (((7/3 + (5/3 / 8/5)) / 1/8) / 9/8)
[1140628] ['1/8', '5/3', '7/3', '8/7', '9/4'] -> (((5/3 / 1/8) - (7/3 * 8/7)) * 9/4)
[1140631] ['1/8', '5/3', '7/3', '8/7', '9/8'] -> (9/8 / (1/8 * ((7/3 / 8/7) - 5/3)))
[1140632] ['1/8', '5/3', '7/3', '8/9', '8/9'] -> ((((5/3 + 7/3) - 8/9) / 1/8) - 8/9)
[1140633] ['1/8', '5/3', '7/3', '8/9', '9/2'] -> ((((5/3 / 1/8) - 8/9) / 7/3) * 9/2)
[1140646] ['1/8', '5/3', '7/3', '9/4', '9/8'] -> (((9/4 / (7/3 - 5/3)) / 1/8) / 9/8)
[1140652] ['1/8', '5/3', '7/3', '9/8', '9/8'] -> (((5/3 + (7/3 / 1/8)) * 9/8) + 9/8)
[1140653] ['1/8', '5/3', '7/4', '7/4', '7/4'] -> ((7/4 / ((1/8 + 5/3) - 7/4)) / 7/4)
[1140655] ['1/8', '5/3', '7/4', '7/4', '7/6'] -> ((((7/4 * 7/4) / 1/8) - 5/3) + 7/6)
[1140659] ['1/8', '5/3', '7/4', '7/4', '8/5'] -> ((((7/4 / 5/3) + 7/4) / 1/8) + 8/5)
[1140661] ['1/8', '5/3', '7/4', '7/4', '8/9'] -> (((5/3 + (7/4 / 7/4)) / 1/8) / 8/9)
[1140663] ['1/8', '5/3', '7/4', '7/4', '9/4'] -> ((5/3 * ((7/4 / 1/8) + 7/4)) - 9/4)
[1140666] ['1/8', '5/3', '7/4', '7/4', '9/8'] -> (((5/3 + (7/4 / 7/4)) / 1/8) * 9/8)
[1140669] ['1/8', '5/3', '7/4', '7/5', '7/8'] -> ((5/3 * ((7/4 / 1/8) - 7/5)) / 7/8)
[1140673] ['1/8', '5/3', '7/4', '7/5', '8/7'] -> ((5/3 * ((7/4 / 1/8) - 7/5)) * 8/7)
[1140676] ['1/8', '5/3', '7/4', '7/5', '9/4'] -> ((((5/3 * 7/5) / 1/8) / 7/4) * 9/4)
[1140691] ['1/8', '5/3', '7/4', '7/6', '9/8'] -> (9/8 / (1/8 * ((7/4 * 7/6) - 5/3)))
[1140698] ['1/8', '5/3', '7/4', '7/8', '9/2'] -> ((((7/4 - 7/8) / 1/8) - 5/3) * 9/2)
[1140703] ['1/8', '5/3', '7/4', '7/9', '7/9'] -> (7/9 / (((1/8 + 5/3) - 7/4) * 7/9))
[1140711] ['1/8', '5/3', '7/4', '7/9', '9/7'] -> (9/7 / (((1/8 + 5/3) - 7/4) / 7/9))
[1140719] ['1/8', '5/3', '7/4', '8/3', '9/5'] -> (9/5 / (7/4 - ((1/8 + 8/3) / 5/3)))
[1140722] ['1/8', '5/3', '7/4', '8/5', '8/5'] -> (8/5 / (((1/8 + 5/3) - 7/4) * 8/5))
[1140727] ['1/8', '5/3', '7/4', '8/5', '9/5'] -> (9/5 / ((7/4 - (1/8 / 5/3)) - 8/5))
[1140730] ['1/8', '5/3', '7/4', '8/7', '8/7'] -> (8/7 / (((1/8 + 5/3) - 7/4) * 8/7))
[1140739] ['1/8', '5/3', '7/4', '8/9', '9/4'] -> ((((5/3 * 7/4) / 1/8) / 8/9) - 9/4)
[1140742] ['1/8', '5/3', '7/4', '8/9', '9/8'] -> (9/8 / (((1/8 + 5/3) - 7/4) / 8/9))
[1140743] ['1/8', '5/3', '7/4', '9/2', '9/2'] -> ((9/2 / ((1/8 + 5/3) - 7/4)) / 9/2)
[1140744] ['1/8', '5/3', '7/4', '9/2', '9/4'] -> (((7/4 * (5/3 + 9/2)) - 1/8) * 9/4)
[1140745] ['1/8', '5/3', '7/4', '9/2', '9/5'] -> ((5/3 * (1/8 + (7/4 * 9/2))) * 9/5)
[1140747] ['1/8', '5/3', '7/4', '9/2', '9/8'] -> (9/8 / ((1/8 * (7/4 - 5/3)) * 9/2))
[1140748] ['1/8', '5/3', '7/4', '9/4', '9/4'] -> (9/4 / (((1/8 + 5/3) - 7/4) * 9/4))
[1140750] ['1/8', '5/3', '7/4', '9/4', '9/7'] -> (9/7 / (1/8 / ((7/4 + 9/4) - 5/3)))
[1140755] ['1/8', '5/3', '7/4', '9/7', '9/7'] -> ((9/7 / ((1/8 + 5/3) - 7/4)) / 9/7)
[1140760] ['1/8', '5/3', '7/5', '7/5', '7/8'] -> (((7/5 / 1/8) + 7/5) * (5/3 / 7/8))
[1140764] ['1/8', '5/3', '7/5', '7/5', '8/7'] -> (((7/5 / 1/8) + 7/5) * (5/3 * 8/7))
[1140765] ['1/8', '5/3', '7/5', '7/5', '8/9'] -> (((5/3 + (7/5 / 7/5)) / 1/8) / 8/9)
[1140766] ['1/8', '5/3', '7/5', '7/5', '9/2'] -> (((5/3 - (7/5 / 7/5)) / 1/8) * 9/2)
[1140770] ['1/8', '5/3', '7/5', '7/5', '9/8'] -> (((5/3 + (7/5 / 7/5)) / 1/8) * 9/8)
[1140780] ['1/8', '5/3', '7/5', '7/6', '9/5'] -> ((5/3 + ((7/5 + 7/6) / 1/8)) + 9/5)
[1140786] ['1/8', '5/3', '7/5', '7/8', '8/5'] -> (8/5 / ((1/8 + 7/5) - (5/3 * 7/8)))
[1140790] ['1/8', '5/3', '7/5', '7/8', '9/4'] -> (((7/8 / (5/3 - 7/5)) / 1/8) - 9/4)
[1140793] ['1/8', '5/3', '7/5', '7/8', '9/8'] -> (9/8 / (((1/8 * 7/8) / 5/3) / 7/5))
[1140798] ['1/8', '5/3', '7/5', '7/9', '8/9'] -> ((((5/3 * 7/5) + 7/9) / 1/8) - 8/9)
[1140807] ['1/8', '5/3', '7/5', '8/3', '8/9'] -> ((5/3 * ((7/5 / 1/8) + 8/3)) + 8/9)
[1140811] ['1/8', '5/3', '7/5', '8/3', '9/7'] -> ((((5/3 / 7/5) + 8/3) / 1/8) / 9/7)
[1140816] ['1/8', '5/3', '7/5', '8/5', '9/2'] -> ((((7/5 / 1/8) / 8/5) - 5/3) * 9/2)
[1140819] ['1/8', '5/3', '7/5', '8/5', '9/7'] -> (9/7 / ((1/8 * 7/5) / (5/3 + 8/5)))
[1140824] ['1/8', '5/3', '7/5', '8/7', '9/4'] -> ((((5/3 / 1/8) / 7/5) + 8/7) * 9/4)
[1140827] ['1/8', '5/3', '7/5', '8/7', '9/8'] -> (9/8 / (((1/8 / 5/3) / 7/5) / 8/7))
[1140830] ['1/8', '5/3', '7/5', '8/9', '9/4'] -> (((7/5 / 1/8) - (8/9 / 5/3)) * 9/4)
[1140849] ['1/8', '5/3', '7/6', '7/6', '7/6'] -> (5/3 / (((7/6 * 7/6) - 1/8) - 7/6))
[1140851] ['1/8', '5/3', '7/6', '7/6', '7/9'] -> (((7/6 / (5/3 - 7/6)) / 1/8) / 7/9)
[1140859] ['1/8', '5/3', '7/6', '7/6', '9/7'] -> (((7/6 / (5/3 - 7/6)) / 1/8) * 9/7)
[1140860] ['1/8', '5/3', '7/6', '7/6', '9/8'] -> (((5/3 + (7/6 / 7/6)) / 1/8) * 9/8)
[1140865] ['1/8', '5/3', '7/6', '7/8', '8/7'] -> (((7/6 + (5/3 * 7/8)) / 1/8) * 8/7)
[1140871] ['1/8', '5/3', '7/6', '7/8', '9/8'] -> (9/8 / (1/8 * ((7/6 + 7/8) - 5/3)))
[1140872] ['1/8', '5/3', '7/6', '7/9', '7/9'] -> (7/9 / (((5/3 - 1/8) * 7/9) - 7/6))
[1140880] ['1/8', '5/3', '7/6', '7/9', '9/7'] -> (9/7 / (1/8 / (5/3 + (7/9 / 7/6))))
[1140886] ['1/8', '5/3', '7/6', '8/3', '9/2'] -> ((5/3 / ((7/6 / 8/3) - 1/8)) * 9/2)
[1140887] ['1/8', '5/3', '7/6', '8/3', '9/4'] -> ((((5/3 - 7/6) * 8/3) / 1/8) * 9/4)
[1140893] ['1/8', '5/3', '7/6', '8/5', '8/9'] -> ((((5/3 * 7/6) * 8/5) / 1/8) - 8/9)
[1140896] ['1/8', '5/3', '7/6', '8/5', '9/5'] -> (9/5 / (((7/6 * 8/5) - 1/8) - 5/3))
[1140898] ['1/8', '5/3', '7/6', '8/5', '9/8'] -> (9/8 / (7/6 - ((1/8 + 5/3) / 8/5)))
[1140899] ['1/8', '5/3', '7/6', '8/7', '8/7'] -> (((7/6 + (5/3 / 8/7)) / 1/8) * 8/7)
[1140901] ['1/8', '5/3', '7/6', '8/7', '9/2'] -> (9/2 / (5/3 - (7/6 * (1/8 + 8/7))))
[1140907] ['1/8', '5/3', '7/6', '8/9', '9/2'] -> ((((5/3 - 8/9) / 1/8) / 7/6) * 9/2)
[1140908] ['1/8', '5/3', '7/6', '8/9', '9/4'] -> ((((5/3 / 1/8) - 8/9) / 7/6) * 9/4)
[1140914] ['1/8', '5/3', '7/6', '9/2', '9/5'] -> (9/5 / (1/8 / ((9/2 - 5/3) - 7/6)))
[1140928] ['1/8', '5/3', '7/8', '7/8', '7/9'] -> ((((5/3 * 7/8) + 7/8) / 1/8) / 7/9)
[1140932] ['1/8', '5/3', '7/8', '7/8', '8/9'] -> (((5/3 + (7/8 / 7/8)) / 1/8) / 8/9)
[1140933] ['1/8', '5/3', '7/8', '7/8', '9/2'] -> (((5/3 - (7/8 / 7/8)) / 1/8) * 9/2)
[1140934] ['1/8', '5/3', '7/8', '7/8', '9/4'] -> (((7/8 + 7/8) / 1/8) / (9/4 - 5/3))
[1140936] ['1/8', '5/3', '7/8', '7/8', '9/7'] -> ((((5/3 * 7/8) + 7/8) / 1/8) * 9/7)
[1140937] ['1/8', '5/3', '7/8', '7/8', '9/8'] -> (((5/3 + (7/8 / 7/8)) / 1/8) * 9/8)
[1140942] ['1/8', '5/3', '7/8', '7/9', '8/9'] -> (8/9 / ((5/3 * (7/8 - 7/9)) - 1/8))
[1140944] ['1/8', '5/3', '7/8', '7/9', '9/4'] -> ((5/3 + ((7/8 / 1/8) / 7/9)) * 9/4)
[1140949] ['1/8', '5/3', '7/8', '8/3', '8/5'] -> ((((7/8 + 8/3) - 5/3) / 1/8) * 8/5)
[1140951] ['1/8', '5/3', '7/8', '8/3', '8/9'] -> (((5/3 + (7/8 / 1/8)) * 8/3) + 8/9)
[1140955] ['1/8', '5/3', '7/8', '8/3', '9/7'] -> ((((8/3 / 1/8) / 7/8) - 5/3) + 9/7)
[1140963] ['1/8', '5/3', '7/8', '8/5', '9/7'] -> (9/7 / (((1/8 / 5/3) / 7/8) / 8/5))
[1140967] ['1/8', '5/3', '7/8', '8/7', '9/2'] -> (((5/3 - (7/8 * 8/7)) / 1/8) * 9/2)
[1140968] ['1/8', '5/3', '7/8', '8/7', '9/4'] -> ((7/8 * ((5/3 / 1/8) - 8/7)) * 9/4)
[1140970] ['1/8', '5/3', '7/8', '8/7', '9/7'] -> (9/7 / (1/8 / (7/8 + (5/3 / 8/7))))
[1140971] ['1/8', '5/3', '7/8', '8/7', '9/8'] -> (9/8 / (1/8 / (5/3 + (7/8 * 8/7))))
[1140977] ['1/8', '5/3', '7/8', '8/9', '9/8'] -> ((((5/3 + 7/8) / 1/8) / 8/9) + 9/8)
[1140978] ['1/8', '5/3', '7/8', '9/2', '9/2'] -> ((5/3 / (7/8 - (1/8 * 9/2))) * 9/2)
[1140983] ['1/8', '5/3', '7/8', '9/4', '9/4'] -> ((((5/3 * 7/8) * 9/4) / 1/8) - 9/4)
[1140984] ['1/8', '5/3', '7/8', '9/4', '9/5'] -> ((((7/8 / 5/3) + 9/4) / 1/8) + 9/5)
[1140985] ['1/8', '5/3', '7/8', '9/4', '9/7'] -> (9/7 / (7/8 / ((9/4 / 1/8) - 5/3)))
[1140992] ['1/8', '5/3', '7/8', '9/8', '9/8'] -> ((((5/3 + 7/8) * 9/8) / 1/8) + 9/8)
[1140996] ['1/8', '5/3', '7/9', '7/9', '8/7'] -> ((((5/3 + 7/9) / 1/8) / 7/9) - 8/7)
[1140997] ['1/8', '5/3', '7/9', '7/9', '8/9'] -> (((5/3 + (7/9 / 7/9)) / 1/8) / 8/9)
[1141002] ['1/8', '5/3', '7/9', '7/9', '9/8'] -> (((5/3 + (7/9 / 7/9)) / 1/8) * 9/8)
[1141007] ['1/8', '5/3', '7/9', '8/3', '9/2'] -> ((((7/9 / 1/8) + 8/3) / 5/3) * 9/2)
[1141008] ['1/8', '5/3', '7/9', '8/3', '9/4'] -> (((7/9 / 1/8) + (5/3 * 8/3)) * 9/4)
[1141010] ['1/8', '5/3', '7/9', '8/3', '9/7'] -> ((((8/3 / 1/8) - 5/3) / 7/9) - 9/7)
[1141015] ['1/8', '5/3', '7/9', '8/5', '9/2'] -> ((((7/9 / 1/8) / 5/3) + 8/5) * 9/2)
[1141017] ['1/8', '5/3', '7/9', '8/5', '9/5'] -> ((7/9 / ((1/8 + 8/5) - 5/3)) * 9/5)
[1141028] ['1/8', '5/3', '7/9', '8/9', '9/2'] -> ((((7/9 / 1/8) / 8/9) - 5/3) * 9/2)
[1141038] ['1/8', '5/3', '7/9', '9/4', '9/4'] -> (((7/9 / (9/4 - 5/3)) / 1/8) * 9/4)
[1141046] ['1/8', '5/3', '7/9', '9/7', '9/8'] -> (9/8 / (1/8 / (5/3 + (7/9 * 9/7))))
[1141049] ['1/8', '5/3', '8/3', '8/3', '8/5'] -> ((((8/3 + 8/3) / 1/8) / 5/3) - 8/5)
[1141055] ['1/8', '5/3', '8/3', '8/3', '9/7'] -> ((((5/3 / 1/8) + 8/3) + 8/3) * 9/7)
[1141065] ['1/8', '5/3', '8/3', '8/7', '8/7'] -> ((8/3 + ((5/3 + 8/7) / 1/8)) - 8/7)
[1141067] ['1/8', '5/3', '8/3', '8/7', '9/2'] -> ((((8/3 / 8/7) - 5/3) / 1/8) * 9/2)
[1141070] ['1/8', '5/3', '8/3', '8/7', '9/7'] -> ((((8/3 * 8/7) / 1/8) - 5/3) + 9/7)
[1141072] ['1/8', '5/3', '8/3', '8/9', '8/9'] -> ((8/3 + ((5/3 + 8/9) / 1/8)) + 8/9)
[1141079] ['1/8', '5/3', '8/3', '9/2', '9/4'] -> (((8/3 * (1/8 + 9/2)) - 5/3) * 9/4)
