[1147419] ['1/8', '5/8', '5/8', '7/4', '8/5'] -> (((5/8 / 5/8) + (7/4 / 1/8)) * 8/5)
[1193766] ['1/9', '2/7', '7/4', '7/8', '9/7'] -> (9/7 / ((7/4 + 7/8) - (2/7 / 1/9)))
[1193771] ['1/9', '2/7', '7/4', '7/9', '8/7'] -> (8/7 / (((7/9 / 7/4) - 1/9) - 2/7))
[1193774] ['1/9', '2/7', '7/4', '7/9', '9/4'] -> ((7/4 + ((7/9 / 1/9) / 2/7)) - 9/4)
[1193803] ['1/9', '2/7', '7/4', '8/9', '9/2'] -> ((((7/4 * 8/9) / 2/7) - 1/9) * 9/2)
[1193804] ['1/9', '2/7', '7/4', '8/9', '9/4'] -> ((((8/9 / 1/9) / 2/7) - 7/4) - 9/4)
[1193844] ['1/9', '2/7', '7/5', '7/6', '9/4'] -> ((((7/6 / 1/9) / 2/7) / 7/5) - 9/4)
[1193862] ['1/9', '2/7', '7/5', '7/9', '8/7'] -> (8/7 / (((2/7 * 7/9) / 7/5) - 1/9))
[1193879] ['1/9', '2/7', '7/5', '8/5', '8/7'] -> (8/7 / ((1/9 * (7/5 + 8/5)) - 2/7))
[1193914] ['1/9', '2/7', '7/6', '7/6', '7/6'] -> ((((2/7 * 7/6) + 7/6) + 7/6) / 1/9)
[1193922] ['1/9', '2/7', '7/6', '7/6', '9/4'] -> ((((7/6 / 2/7) - 7/6) / 1/9) - 9/4)
[1193927] ['1/9', '2/7', '7/6', '7/8', '7/9'] -> (7/9 / (((1/9 * 2/7) * 7/6) * 7/8))
[1193935] ['1/9', '2/7', '7/6', '7/8', '9/7'] -> (9/7 / (((7/6 - 2/7) - 7/8) / 1/9))
[1193940] ['1/9', '2/7', '7/6', '7/9', '8/7'] -> ((((7/9 / 1/9) / 2/7) / 7/6) * 8/7)
[1193955] ['1/9', '2/7', '7/6', '8/3', '9/8'] -> ((((2/7 * 7/6) + 8/3) / 1/9) / 9/8)
[1193961] ['1/9', '2/7', '7/6', '8/5', '9/5'] -> ((((8/5 / 1/9) / 2/7) / 7/6) / 9/5)
[1193966] ['1/9', '2/7', '7/6', '8/7', '9/2'] -> (((2/7 / (7/6 - 8/7)) / 1/9) / 9/2)
[1193969] ['1/9', '2/7', '7/6', '8/7', '9/7'] -> ((((8/7 / 1/9) / 2/7) / 7/6) / 9/7)
[1193972] ['1/9', '2/7', '7/6', '8/9', '9/2'] -> (9/2 / (7/6 * (2/7 - (1/9 / 8/9))))
[1193978] ['1/9', '2/7', '7/6', '9/2', '9/4'] -> (((7/6 / 1/9) + (9/2 / 2/7)) - 9/4)
[1193984] ['1/9', '2/7', '7/6', '9/4', '9/7'] -> (9/7 / ((7/6 * 9/4) - (2/7 / 1/9)))
[1194043] ['1/9', '2/7', '7/8', '9/2', '9/2'] -> (9/2 / (7/8 * ((1/9 * 9/2) - 2/7)))
[1194052] ['1/9', '2/7', '7/8', '9/5', '9/5'] -> (9/5 / (7/8 * (2/7 - (1/9 * 9/5))))
[1194063] ['1/9', '2/7', '7/9', '7/9', '9/2'] -> ((((7/9 + 7/9) / 2/7) - 1/9) * 9/2)
[1194116] ['1/9', '2/7', '8/3', '8/3', '8/9'] -> (((8/3 + 8/3) / 2/7) / (8/9 - 1/9))
[1194117] ['1/9', '2/7', '8/3', '8/3', '9/2'] -> ((((8/3 / 2/7) + 8/3) / 1/9) / 9/2)
[1194120] ['1/9', '2/7', '8/3', '8/3', '9/7'] -> ((((2/7 * 8/3) + 8/3) / 1/9) / 9/7)
[1194138] ['1/9', '2/7', '8/3', '8/9', '9/2'] -> ((8/3 / (8/9 - (1/9 / 2/7))) * 9/2)
[1194166] ['1/9', '2/7', '8/5', '8/7', '8/7'] -> (8/7 / (1/9 * ((8/7 / 8/5) - 2/7)))
[1194177] ['1/9', '2/7', '8/5', '8/9', '9/7'] -> (9/7 / ((2/7 / 8/5) - (1/9 / 8/9)))
[1194189] ['1/9', '2/7', '8/5', '9/5', '9/7'] -> (9/7 / ((2/7 - (1/9 * 9/5)) / 8/5))
[1194194] ['1/9', '2/7', '8/7', '8/7', '8/7'] -> (((8/7 + 8/7) / (8/7 - 2/7)) / 1/9)
[1194207] ['1/9', '2/7', '8/7', '9/2', '9/2'] -> ((8/7 / ((1/9 * 9/2) - 2/7)) * 9/2)
[1194216] ['1/9', '2/7', '8/7', '9/5', '9/5'] -> ((8/7 / (2/7 - (1/9 * 9/5))) * 9/5)
[1194231] ['1/9', '2/7', '8/9', '9/2', '9/7'] -> (9/7 / ((1/9 - (2/7 / 9/2)) / 8/9))
[1194238] ['1/9', '2/7', '8/9', '9/5', '9/7'] -> (9/7 / (((2/7 / 9/5) - 1/9) / 8/9))
[1194256] ['1/9', '2/7', '9/2', '9/7', '9/8'] -> ((9/7 / (1/9 - (2/7 / 9/2))) / 9/8)
[1194272] ['1/9', '2/7', '9/5', '9/7', '9/8'] -> ((9/7 / ((2/7 / 9/5) - 1/9)) / 9/8)
[1194280] ['1/9', '2/9', '2/9', '2/9', '3/4'] -> ((((2/9 + 2/9) / 1/9) / 2/9) / 3/4)
[1194281] ['1/9', '2/9', '2/9', '2/9', '3/5'] -> (((2/9 + (2/9 / 3/5)) / 1/9) / 2/9)
[1194293] ['1/9', '2/9', '2/9', '2/9', '5/8'] -> ((2/9 / (2/9 - (2/9 * 5/8))) / 1/9)
[1194298] ['1/9', '2/9', '2/9', '2/9', '7/3'] -> ((2/9 / 2/9) + ((2/9 + 7/3) / 1/9))
[1194305] ['1/9', '2/9', '2/9', '2/9', '8/5'] -> ((2/9 / (2/9 - (2/9 / 8/5))) / 1/9)
[1194313] ['1/9', '2/9', '2/9', '3/2', '3/2'] -> ((((2/9 / 2/9) + 3/2) / 1/9) + 3/2)
[1194317] ['1/9', '2/9', '2/9', '3/2', '3/8'] -> ((((1/9 / 2/9) + 3/2) / 2/9) / 3/8)
[1194321] ['1/9', '2/9', '2/9', '3/2', '4/9'] -> (((4/9 / 2/9) - 2/9) / (1/9 / 3/2))
[1194356] ['1/9', '2/9', '2/9', '3/4', '5/3'] -> ((1/9 + 5/3) / ((2/9 / 3/4) - 2/9))
[1194361] ['1/9', '2/9', '2/9', '3/4', '5/9'] -> ((2/9 / 3/4) / ((2/9 * 5/9) - 1/9))
[1194370] ['1/9', '2/9', '2/9', '3/4', '7/9'] -> (((1/9 + 7/9) / 2/9) / (2/9 * 3/4))
[1194376] ['1/9', '2/9', '2/9', '3/4', '9/4'] -> ((2/9 / 3/4) / (1/9 - (2/9 / 9/4)))
[1194377] ['1/9', '2/9', '2/9', '3/4', '9/5'] -> ((2/9 / 3/4) / ((2/9 / 9/5) - 1/9))
[1194387] ['1/9', '2/9', '2/9', '3/5', '5/2'] -> ((((2/9 / 1/9) / 2/9) + 3/5) * 5/2)
[1194392] ['1/9', '2/9', '2/9', '3/5', '5/8'] -> ((((2/9 / 1/9) / 2/9) / 3/5) / 5/8)
[1194394] ['1/9', '2/9', '2/9', '3/5', '6/5'] -> (((2/9 / 1/9) + 6/5) / (2/9 * 3/5))
[1194407] ['1/9', '2/9', '2/9', '3/5', '9/2'] -> (((2/9 + (2/9 / 3/5)) / 1/9) * 9/2)
[1194417] ['1/9', '2/9', '2/9', '3/7', '4/9'] -> (4/9 / ((2/9 / 3/7) - (1/9 / 2/9)))
[1194432] ['1/9', '2/9', '2/9', '3/7', '7/8'] -> ((((2/9 / 1/9) / 2/9) / 3/7) / 7/8)
[1194437] ['1/9', '2/9', '2/9', '3/7', '8/9'] -> (8/9 / (((2/9 - 1/9) / 3/7) - 2/9))
[1194444] ['1/9', '2/9', '2/9', '3/8', '4/3'] -> (4/3 / (((2/9 + 2/9) * 3/8) - 1/9))
[1194451] ['1/9', '2/9', '2/9', '3/8', '5/6'] -> (5/6 / (2/9 - ((1/9 * 3/8) / 2/9)))
[1194469] ['1/9', '2/9', '2/9', '3/8', '9/4'] -> ((((2/9 + 2/9) / 1/9) / 3/8) * 9/4)
[1194474] ['1/9', '2/9', '2/9', '4/3', '4/5'] -> ((4/3 / 1/9) / (2/9 + (2/9 / 4/5)))
[1194477] ['1/9', '2/9', '2/9', '4/3', '5/2'] -> ((((4/3 / 2/9) - 1/9) / 2/9) - 5/2)
[1194478] ['1/9', '2/9', '2/9', '4/3', '5/3'] -> ((1/9 + 5/3) / ((2/9 * 4/3) - 2/9))
[1194479] ['1/9', '2/9', '2/9', '4/3', '5/4'] -> ((4/3 / 1/9) / (2/9 + (2/9 * 5/4)))
[1194488] ['1/9', '2/9', '2/9', '4/3', '7/4'] -> ((4/3 / 2/9) / ((2/9 / 1/9) - 7/4))
[1194491] ['1/9', '2/9', '2/9', '4/3', '7/8'] -> ((((2/9 / 2/9) + 4/3) / 1/9) / 7/8)
[1194495] ['1/9', '2/9', '2/9', '4/3', '8/7'] -> ((((2/9 / 2/9) + 4/3) / 1/9) * 8/7)
[1194499] ['1/9', '2/9', '2/9', '4/3', '9/5'] -> ((2/9 * 4/3) / ((2/9 / 9/5) - 1/9))
[1194501] ['1/9', '2/9', '2/9', '4/3', '9/8'] -> (((4/3 / (2/9 + 2/9)) / 1/9) / 9/8)
[1194504] ['1/9', '2/9', '2/9', '4/5', '4/9'] -> ((4/9 / 2/9) / (2/9 - (1/9 / 4/5)))
[1194524] ['1/9', '2/9', '2/9', '4/5', '8/9'] -> ((8/9 / 2/9) / ((2/9 / 4/5) - 1/9))
[1194558] ['1/9', '2/9', '2/9', '4/9', '5/2'] -> (((2/9 + 5/2) / 1/9) - (2/9 / 4/9))
[1194559] ['1/9', '2/9', '2/9', '4/9', '5/3'] -> (((4/9 / 2/9) / 2/9) + (5/3 / 1/9))
[1194560] ['1/9', '2/9', '2/9', '4/9', '5/4'] -> ((4/9 / 2/9) / (2/9 - (1/9 * 5/4)))
[1194563] ['1/9', '2/9', '2/9', '4/9', '5/8'] -> ((2/9 + 4/9) / ((2/9 * 5/8) - 1/9))
[1194565] ['1/9', '2/9', '2/9', '4/9', '6/5'] -> (((2/9 + (4/9 / 2/9)) / 1/9) * 6/5)
[1194571] ['1/9', '2/9', '2/9', '4/9', '7/6'] -> ((4/9 / 1/9) / (7/6 - (2/9 / 2/9)))
[1194572] ['1/9', '2/9', '2/9', '4/9', '7/8'] -> ((4/9 / 2/9) / ((2/9 * 7/8) - 1/9))
[1194575] ['1/9', '2/9', '2/9', '4/9', '8/5'] -> ((2/9 + 4/9) / ((2/9 / 8/5) - 1/9))
[1194576] ['1/9', '2/9', '2/9', '4/9', '8/7'] -> ((4/9 / 2/9) / ((2/9 / 8/7) - 1/9))
[1194579] ['1/9', '2/9', '2/9', '4/9', '9/4'] -> ((2/9 + 4/9) / ((1/9 * 9/4) - 2/9))
[1194582] ['1/9', '2/9', '2/9', '4/9', '9/8'] -> ((((2/9 + 4/9) / 1/9) / 2/9) / 9/8)
[1194600] ['1/9', '2/9', '2/9', '5/2', '8/5'] -> (8/5 / (((2/9 + 2/9) / 5/2) - 1/9))
[1194602] ['1/9', '2/9', '2/9', '5/2', '8/9'] -> ((8/9 / 1/9) / ((2/9 * 5/2) - 2/9))
[1194604] ['1/9', '2/9', '2/9', '5/2', '9/4'] -> (((2/9 + 5/2) / 1/9) - (2/9 * 9/4))
[1194605] ['1/9', '2/9', '2/9', '5/2', '9/5'] -> (((1/9 + 2/9) + 9/5) / (2/9 / 5/2))
[1194613] ['1/9', '2/9', '2/9', '5/3', '5/9'] -> (((1/9 + 5/3) / 2/9) / (5/9 - 2/9))
[1194614] ['1/9', '2/9', '2/9', '5/3', '6/5'] -> (((2/9 / 1/9) + 6/5) / (2/9 / 5/3))
[1194616] ['1/9', '2/9', '2/9', '5/3', '7/2'] -> ((7/2 / (2/9 - 1/9)) - (5/3 / 2/9))
[1194617] ['1/9', '2/9', '2/9', '5/3', '7/3'] -> (7/3 / (2/9 - (2/9 / (1/9 + 5/3))))
[1194622] ['1/9', '2/9', '2/9', '5/3', '7/9'] -> (((7/9 / 1/9) / 2/9) - (5/3 / 2/9))
[1194627] ['1/9', '2/9', '2/9', '5/3', '9/2'] -> (((2/9 + (2/9 * 5/3)) / 1/9) * 9/2)
[1194631] ['1/9', '2/9', '2/9', '5/3', '9/8'] -> ((5/3 / (1/9 - (2/9 * 2/9))) / 9/8)
[1194647] ['1/9', '2/9', '2/9', '5/4', '8/5'] -> (8/5 / ((1/9 + (2/9 / 5/4)) - 2/9))
[1194649] ['1/9', '2/9', '2/9', '5/4', '8/9'] -> ((8/9 / 2/9) / ((2/9 * 5/4) - 1/9))
[1194650] ['1/9', '2/9', '2/9', '5/4', '9/2'] -> ((5/4 / (1/9 + 2/9)) + (9/2 / 2/9))
[1194667] ['1/9', '2/9', '2/9', '5/6', '7/9'] -> ((1/9 + 7/9) / (2/9 - (2/9 * 5/6)))
[1194669] ['1/9', '2/9', '2/9', '5/6', '8/5'] -> (8/5 / ((1/9 + 2/9) - (2/9 / 5/6)))
[1194703] ['1/9', '2/9', '2/9', '5/8', '7/3'] -> (7/3 / (((1/9 / 2/9) + 2/9) - 5/8))
[1194718] ['1/9', '2/9', '2/9', '5/9', '5/9'] -> ((((5/9 / 1/9) + 5/9) - 2/9) / 2/9)
[1194729] ['1/9', '2/9', '2/9', '5/9', '8/5'] -> (8/5 / (((2/9 / 5/9) - 1/9) - 2/9))
[1194745] ['1/9', '2/9', '2/9', '6/5', '7/9'] -> ((1/9 + 7/9) / (2/9 - (2/9 / 6/5)))
[1194747] ['1/9', '2/9', '2/9', '6/5', '8/5'] -> (8/5 / ((1/9 + 2/9) - (2/9 * 6/5)))
[1194762] ['1/9', '2/9', '2/9', '6/7', '7/9'] -> ((1/9 + 7/9) / ((2/9 / 6/7) - 2/9))
[1194772] ['1/9', '2/9', '2/9', '7/2', '7/2'] -> ((((7/2 - 2/9) - 2/9) / 1/9) - 7/2)
[1194781] ['1/9', '2/9', '2/9', '7/2', '8/7'] -> (8/7 / ((2/9 - (2/9 / 7/2)) - 1/9))
[1194782] ['1/9', '2/9', '2/9', '7/2', '8/9'] -> ((8/9 / 2/9) / ((1/9 * 7/2) - 2/9))
[1194788] ['1/9', '2/9', '2/9', '7/3', '7/3'] -> (((7/3 * 7/3) / 2/9) - (1/9 / 2/9))
[1194793] ['1/9', '2/9', '2/9', '7/3', '7/9'] -> (((2/9 + 7/3) / 1/9) + (2/9 + 7/9))
[1194797] ['1/9', '2/9', '2/9', '7/3', '8/9'] -> (8/9 / (((2/9 - 1/9) * 7/3) - 2/9))
[1194812] ['1/9', '2/9', '2/9', '7/4', '9/2'] -> (((2/9 / 1/9) + 7/4) + (9/2 / 2/9))
[1194823] ['1/9', '2/9', '2/9', '7/5', '8/7'] -> (8/7 / ((1/9 + (2/9 / 7/5)) - 2/9))
[1194832] ['1/9', '2/9', '2/9', '7/6', '7/9'] -> ((1/9 + 7/9) / ((2/9 * 7/6) - 2/9))
[1194837] ['1/9', '2/9', '2/9', '7/6', '9/2'] -> ((((2/9 / 2/9) + 7/6) / 1/9) + 9/2)
[1194864] ['1/9', '2/9', '2/9', '8/3', '8/5'] -> (((8/3 - (2/9 / 2/9)) / 1/9) * 8/5)
[1194865] ['1/9', '2/9', '2/9', '8/3', '8/7'] -> ((((2/9 / 1/9) + 8/3) / 2/9) * 8/7)
[1194869] ['1/9', '2/9', '2/9', '8/3', '9/5'] -> ((8/3 / (1/9 - (2/9 * 2/9))) / 9/5)
[1194872] ['1/9', '2/9', '2/9', '8/5', '8/5'] -> ((8/5 / 1/9) / (8/5 - (2/9 / 2/9)))
[1194892] ['1/9', '2/9', '2/9', '8/9', '9/8'] -> ((((8/9 - 2/9) / 1/9) / 2/9) / 9/8)
[1194894] ['1/9', '2/9', '2/9', '9/2', '9/4'] -> ((((1/9 + 2/9) + 9/2) / 2/9) + 9/4)
[1194908] ['1/9', '2/9', '3/2', '3/2', '3/2'] -> (((3/2 + 3/2) - (2/9 * 3/2)) / 1/9)
[1194909] ['1/9', '2/9', '3/2', '3/2', '3/4'] -> ((((2/9 + 3/2) * 3/2) / 1/9) + 3/4)
[1194917] ['1/9', '2/9', '3/2', '3/2', '5/2'] -> ((3/2 + 5/2) / ((2/9 - 1/9) * 3/2))
[1194918] ['1/9', '2/9', '3/2', '3/2', '5/3'] -> (((3/2 + 3/2) / 2/9) * (1/9 + 5/3))
[1194920] ['1/9', '2/9', '3/2', '3/2', '5/6'] -> (((3/2 * 3/2) / 1/9) + (5/6 / 2/9))
[1194930] ['1/9', '2/9', '3/2', '3/2', '7/6'] -> (((3/2 + 3/2) / 2/9) + (7/6 / 1/9))
[1194931] ['1/9', '2/9', '3/2', '3/2', '7/8'] -> ((3/2 + 3/2) / (2/9 - (1/9 * 7/8)))
[1194935] ['1/9', '2/9', '3/2', '3/2', '8/7'] -> ((3/2 + 3/2) / (2/9 - (1/9 / 8/7)))
[1194938] ['1/9', '2/9', '3/2', '3/2', '9/4'] -> ((((3/2 / 1/9) - 3/2) / 2/9) / 9/4)
[1194942] ['1/9', '2/9', '3/2', '3/4', '3/4'] -> (((3/2 / (2/9 - 1/9)) / 3/4) / 3/4)
[1194950] ['1/9', '2/9', '3/2', '3/4', '5/2'] -> ((((3/2 / 1/9) / 2/9) - 3/4) / 5/2)
[1194953] ['1/9', '2/9', '3/2', '3/4', '5/6'] -> (((2/9 + (3/2 / 3/4)) / 1/9) / 5/6)
[1194955] ['1/9', '2/9', '3/2', '3/4', '5/8'] -> (((3/2 + (2/9 * 3/4)) / 1/9) / 5/8)
[1194956] ['1/9', '2/9', '3/2', '3/4', '5/9'] -> (((3/2 / 1/9) - (2/9 * 3/4)) / 5/9)
[1194957] ['1/9', '2/9', '3/2', '3/4', '6/5'] -> (((2/9 + (3/2 / 3/4)) / 1/9) * 6/5)
[1194960] ['1/9', '2/9', '3/2', '3/4', '7/3'] -> (7/3 / (2/9 - ((1/9 * 3/2) * 3/4)))
[1194961] ['1/9', '2/9', '3/2', '3/4', '7/4'] -> ((((2/9 + 3/2) + 3/4) / 1/9) + 7/4)
[1194967] ['1/9', '2/9', '3/2', '3/4', '8/5'] -> (((3/2 + (2/9 * 3/4)) / 1/9) * 8/5)
[1194969] ['1/9', '2/9', '3/2', '3/4', '8/9'] -> ((3/2 / ((2/9 * 3/4) - 1/9)) * 8/9)
[1194971] ['1/9', '2/9', '3/2', '3/4', '9/4'] -> ((((3/2 / 2/9) - 3/4) / 1/9) / 9/4)
[1194972] ['1/9', '2/9', '3/2', '3/4', '9/5'] -> (((3/2 / 1/9) - (2/9 * 3/4)) * 9/5)
[1194974] ['1/9', '2/9', '3/2', '3/4', '9/8'] -> ((3/2 / ((2/9 * 3/4) - 1/9)) / 9/8)
[1194987] ['1/9', '2/9', '3/2', '3/5', '5/8'] -> ((3/2 / (3/5 - (1/9 / 2/9))) / 5/8)
[1194989] ['1/9', '2/9', '3/2', '3/5', '6/5'] -> ((((3/5 / 1/9) / 2/9) - 3/2) + 6/5)
[1195001] ['1/9', '2/9', '3/2', '3/5', '8/9'] -> (8/9 / ((1/9 / 3/5) - (2/9 / 3/2)))
[1195009] ['1/9', '2/9', '3/2', '3/7', '4/3'] -> (4/3 / (3/2 * ((1/9 / 3/7) - 2/9)))
[1195022] ['1/9', '2/9', '3/2', '3/7', '7/2'] -> ((((2/9 * 3/2) + 3/7) / 1/9) * 7/2)
[1195027] ['1/9', '2/9', '3/2', '3/7', '7/8'] -> ((3/2 / ((1/9 / 2/9) - 3/7)) / 7/8)
[1195028] ['1/9', '2/9', '3/2', '3/7', '7/9'] -> (((3/2 + (3/7 / 2/9)) / 1/9) * 7/9)
[1195036] ['1/9', '2/9', '3/2', '3/7', '9/7'] -> (((3/2 + (3/7 / 2/9)) / 1/9) / 9/7)
[1195042] ['1/9', '2/9', '3/2', '3/8', '4/9'] -> ((3/2 / (1/9 - (2/9 * 3/8))) * 4/9)
[1195044] ['1/9', '2/9', '3/2', '3/8', '5/3'] -> (5/3 / ((1/9 + (2/9 * 3/2)) - 3/8))
[1195052] ['1/9', '2/9', '3/2', '3/8', '7/2'] -> (7/2 / ((2/9 + (1/9 * 3/2)) * 3/8))
[1195062] ['1/9', '2/9', '3/2', '3/8', '8/9'] -> (8/9 / ((2/9 * 3/2) - (1/9 / 3/8)))
[1195064] ['1/9', '2/9', '3/2', '3/8', '9/4'] -> ((3/2 / (1/9 - (2/9 * 3/8))) / 9/4)
[1195073] ['1/9', '2/9', '3/2', '4/3', '5/3'] -> (((3/2 * 4/3) / 2/9) + (5/3 / 1/9))
[1195075] ['1/9', '2/9', '3/2', '4/3', '5/6'] -> (((2/9 + (3/2 * 4/3)) / 1/9) / 5/6)
[1195079] ['1/9', '2/9', '3/2', '4/3', '6/5'] -> (((2/9 + (3/2 * 4/3)) / 1/9) * 6/5)
[1195081] ['1/9', '2/9', '3/2', '4/3', '7/2'] -> ((((2/9 + 3/2) + 4/3) / 1/9) - 7/2)
[1195082] ['1/9', '2/9', '3/2', '4/3', '7/3'] -> (7/3 / (2/9 - ((1/9 * 3/2) / 4/3)))
[1195086] ['1/9', '2/9', '3/2', '4/3', '7/8'] -> (((2/9 + 4/3) / (1/9 / 3/2)) / 7/8)
[1195087] ['1/9', '2/9', '3/2', '4/3', '7/9'] -> ((1/9 + 7/9) / (2/9 * (3/2 - 4/3)))
[1195090] ['1/9', '2/9', '3/2', '4/3', '8/7'] -> (((2/9 + 4/3) / (1/9 / 3/2)) * 8/7)
[1195091] ['1/9', '2/9', '3/2', '4/3', '8/9'] -> ((3/2 / ((2/9 / 4/3) - 1/9)) * 8/9)
[1195092] ['1/9', '2/9', '3/2', '4/3', '9/2'] -> (((3/2 / 1/9) + (4/3 / 2/9)) + 9/2)
[1195093] ['1/9', '2/9', '3/2', '4/3', '9/4'] -> (((4/3 - (2/9 / 3/2)) / 1/9) * 9/4)
[1195096] ['1/9', '2/9', '3/2', '4/3', '9/8'] -> ((3/2 / ((2/9 / 4/3) - 1/9)) / 9/8)
[1195101] ['1/9', '2/9', '3/2', '4/5', '5/3'] -> ((4/5 / (2/9 - (1/9 * 3/2))) * 5/3)
[1195107] ['1/9', '2/9', '3/2', '4/5', '6/5'] -> (6/5 / (4/5 - ((1/9 * 3/2) / 2/9)))
[1195125] ['1/9', '2/9', '3/2', '4/7', '4/7'] -> (4/7 / (3/2 * ((2/9 * 4/7) - 1/9)))
[1195126] ['1/9', '2/9', '3/2', '4/7', '4/9'] -> (4/9 / ((2/9 - (1/9 / 4/7)) / 3/2))
[1195128] ['1/9', '2/9', '3/2', '4/7', '5/3'] -> (5/3 / (((1/9 * 3/2) / 4/7) - 2/9))
[1195137] ['1/9', '2/9', '3/2', '4/7', '7/3'] -> ((4/7 / (2/9 - (1/9 * 3/2))) * 7/3)
[1195141] ['1/9', '2/9', '3/2', '4/7', '7/8'] -> ((3/2 / (4/7 - (1/9 / 2/9))) / 7/8)
[1195154] ['1/9', '2/9', '3/2', '4/9', '5/3'] -> ((1/9 + 5/3) / ((4/9 / 3/2) - 2/9))
[1195174] ['1/9', '2/9', '3/2', '4/9', '9/4'] -> ((3/2 / ((1/9 / 4/9) - 2/9)) / 9/4)
[1195183] ['1/9', '2/9', '3/2', '5/2', '5/8'] -> (((5/2 / (2/9 - 1/9)) / 3/2) / 5/8)
[1195191] ['1/9', '2/9', '3/2', '5/2', '7/6'] -> (((2/9 * 3/2) + (5/2 / 1/9)) + 7/6)
[1195192] ['1/9', '2/9', '3/2', '5/2', '7/8'] -> (((5/2 / (2/9 - 1/9)) - 3/2) / 7/8)
[1195195] ['1/9', '2/9', '3/2', '5/2', '8/5'] -> (((5/2 / (2/9 - 1/9)) / 3/2) * 8/5)
[1195196] ['1/9', '2/9', '3/2', '5/2', '8/7'] -> (((5/2 / (2/9 - 1/9)) - 3/2) * 8/7)
[1195202] ['1/9', '2/9', '3/2', '5/2', '9/8'] -> ((3/2 / ((1/9 * 5/2) - 2/9)) / 9/8)
[1195204] ['1/9', '2/9', '3/2', '5/3', '5/4'] -> ((5/3 / (2/9 - (1/9 * 3/2))) / 5/4)
[1195215] ['1/9', '2/9', '3/2', '5/3', '7/6'] -> ((3/2 * (2/9 + (5/3 / 1/9))) + 7/6)
[1195216] ['1/9', '2/9', '3/2', '5/3', '7/8'] -> (((3/2 / 1/9) + (5/3 / 2/9)) / 7/8)
[1195220] ['1/9', '2/9', '3/2', '5/3', '8/7'] -> (((3/2 / 1/9) + (5/3 / 2/9)) * 8/7)
[1195221] ['1/9', '2/9', '3/2', '5/3', '8/9'] -> (8/9 / ((1/9 * 5/3) - (2/9 / 3/2)))
[1195252] ['1/9', '2/9', '3/2', '5/6', '5/8'] -> ((5/6 / (2/9 - (1/9 * 3/2))) / 5/8)
[1195261] ['1/9', '2/9', '3/2', '5/6', '7/8'] -> (((3/2 + 5/6) / (2/9 - 1/9)) / 7/8)
[1195265] ['1/9', '2/9', '3/2', '5/6', '8/7'] -> (((3/2 + 5/6) / (2/9 - 1/9)) * 8/7)
[1195267] ['1/9', '2/9', '3/2', '5/6', '9/2'] -> (((3/2 / (1/9 + 2/9)) + 5/6) * 9/2)
[1195268] ['1/9', '2/9', '3/2', '5/6', '9/4'] -> ((((3/2 - 2/9) / 1/9) - 5/6) * 9/4)
[1195276] ['1/9', '2/9', '3/2', '5/7', '6/7'] -> (6/7 / (((1/9 * 3/2) / 2/9) - 5/7))
[1195278] ['1/9', '2/9', '3/2', '5/7', '7/3'] -> (((3/2 / 1/9) - (5/7 / 2/9)) * 7/3)
[1195297] ['1/9', '2/9', '3/2', '5/8', '7/2'] -> (7/2 / (1/9 * ((5/8 / 2/9) - 3/2)))
[1195303] ['1/9', '2/9', '3/2', '5/8', '7/9'] -> (7/9 / (1/9 * (5/8 - (2/9 * 3/2))))
[1195305] ['1/9', '2/9', '3/2', '5/8', '8/5'] -> (8/5 / (3/2 * (2/9 - (1/9 / 5/8))))
[1195308] ['1/9', '2/9', '3/2', '5/8', '9/2'] -> (9/2 / (3/2 * (5/8 - (1/9 / 2/9))))
[1195316] ['1/9', '2/9', '3/2', '5/9', '7/2'] -> ((((2/9 + 3/2) + 5/9) / 1/9) + 7/2)
[1195321] ['1/9', '2/9', '3/2', '5/9', '7/8'] -> ((((5/9 / 1/9) / 2/9) - 3/2) / 7/8)
[1195325] ['1/9', '2/9', '3/2', '5/9', '8/7'] -> ((((5/9 / 1/9) / 2/9) - 3/2) * 8/7)
[1195331] ['1/9', '2/9', '3/2', '5/9', '9/8'] -> ((3/2 / (5/9 - (1/9 / 2/9))) / 9/8)
[1195360] ['1/9', '2/9', '3/2', '6/7', '8/7'] -> (8/7 / ((2/9 - (1/9 * 3/2)) * 6/7))
[1195367] ['1/9', '2/9', '3/2', '7/2', '7/2'] -> (((3/2 + (2/9 * 7/2)) / 1/9) + 7/2)
[1195371] ['1/9', '2/9', '3/2', '7/2', '7/6'] -> ((((7/2 - 2/9) / 1/9) - 3/2) / 7/6)
[1195376] ['1/9', '2/9', '3/2', '7/2', '8/7'] -> (((7/2 / (2/9 - 1/9)) / 3/2) * 8/7)
[1195377] ['1/9', '2/9', '3/2', '7/2', '8/9'] -> (8/9 / (((1/9 * 7/2) / 3/2) - 2/9))
[1195384] ['1/9', '2/9', '3/2', '7/3', '7/4'] -> ((7/3 / (2/9 - (1/9 * 3/2))) / 7/4)
[1195390] ['1/9', '2/9', '3/2', '7/3', '8/5'] -> (((3/2 * (7/3 - 1/9)) / 2/9) * 8/5)
[1195391] ['1/9', '2/9', '3/2', '7/3', '8/7'] -> (8/7 / (1/9 - ((2/9 / 3/2) / 7/3)))
[1195394] ['1/9', '2/9', '3/2', '7/3', '9/4'] -> (((1/9 * 3/2) + (7/3 / 2/9)) * 9/4)
