[475307] ['1/4', '1/9', '2/7', '3/7', '7/9'] -> ((2/7 / ((1/9 / 3/7) - 1/4)) * 7/9)
[517863] ['1/4', '2/9', '6/7', '7/4', '8/7'] -> (8/7 / ((2/9 * 6/7) - (1/4 / 7/4)))
[517864] ['1/4', '2/9', '6/7', '7/4', '8/9'] -> ((((6/7 * 7/4) / 1/4) / 2/9) * 8/9)
[517869] ['1/4', '2/9', '6/7', '7/4', '9/8'] -> ((((6/7 * 7/4) / 1/4) / 2/9) / 9/8)
[517875] ['1/4', '2/9', '6/7', '7/5', '8/5'] -> (8/5 / (((1/4 * 2/9) * 6/7) * 7/5))
[517881] ['1/4', '2/9', '6/7', '7/5', '9/7'] -> (9/7 / (6/7 - ((1/4 / 2/9) / 7/5)))
[517883] ['1/4', '2/9', '6/7', '7/6', '7/6'] -> ((6/7 / (7/6 - (1/4 / 2/9))) * 7/6)
[517886] ['1/4', '2/9', '6/7', '7/6', '8/3'] -> (8/3 / ((6/7 * 7/6) - (2/9 / 1/4)))
[517889] ['1/4', '2/9', '6/7', '7/6', '8/9'] -> (8/9 / (((2/9 / 1/4) - 6/7) * 7/6))
[517890] ['1/4', '2/9', '6/7', '7/6', '9/2'] -> ((6/7 / (2/9 - (1/4 / 7/6))) / 9/2)
[517899] ['1/4', '2/9', '6/7', '7/8', '8/7'] -> (8/7 / (6/7 * (1/4 - (2/9 * 7/8))))
[517900] ['1/4', '2/9', '6/7', '7/8', '8/9'] -> (((6/7 * 7/8) / (1/4 - 2/9)) * 8/9)
[517905] ['1/4', '2/9', '6/7', '7/8', '9/8'] -> (((6/7 * 7/8) / (1/4 - 2/9)) / 9/8)
[517906] ['1/4', '2/9', '6/7', '7/9', '7/9'] -> ((6/7 / (2/9 - (1/4 * 7/9))) * 7/9)
[517907] ['1/4', '2/9', '6/7', '7/9', '8/3'] -> (8/3 / (1/4 * ((6/7 * 7/9) - 2/9)))
[517910] ['1/4', '2/9', '6/7', '7/9', '8/9'] -> (8/9 / (((1/4 * 2/9) * 6/7) * 7/9))
[517914] ['1/4', '2/9', '6/7', '7/9', '9/7'] -> ((6/7 / (2/9 - (1/4 * 7/9))) / 9/7)
[517922] ['1/4', '2/9', '6/7', '8/3', '9/5'] -> (((2/9 + (8/3 / 6/7)) / 1/4) * 9/5)
[517933] ['1/4', '2/9', '6/7', '8/7', '8/7'] -> (8/7 / (6/7 * (1/4 - (2/9 / 8/7))))
[517934] ['1/4', '2/9', '6/7', '8/7', '8/9'] -> (((6/7 / (1/4 - 2/9)) / 8/7) * 8/9)
[517935] ['1/4', '2/9', '6/7', '8/7', '9/2'] -> ((((2/9 * 6/7) + 8/7) / 1/4) * 9/2)
[517939] ['1/4', '2/9', '6/7', '8/7', '9/8'] -> (((6/7 / (1/4 - 2/9)) / 8/7) / 9/8)
[517944] ['1/4', '2/9', '6/7', '8/9', '9/7'] -> (9/7 / (((1/4 * 2/9) * 6/7) / 8/9))
[517953] ['1/4', '2/9', '6/7', '9/4', '9/7'] -> (9/7 / (((1/4 - 2/9) * 6/7) * 9/4))
[517958] ['1/4', '2/9', '6/7', '9/7', '9/7'] -> ((6/7 / (2/9 - (1/4 / 9/7))) / 9/7)
[517965] ['1/4', '2/9', '7/2', '7/2', '7/6'] -> ((7/2 / 7/2) / (7/6 - (1/4 / 2/9)))
[517971] ['1/4', '2/9', '7/2', '7/2', '8/9'] -> (((7/2 + 7/2) / 1/4) - (8/9 / 2/9))
[517972] ['1/4', '2/9', '7/2', '7/2', '9/2'] -> (((1/4 + (7/2 / 2/9)) + 7/2) + 9/2)
[517973] ['1/4', '2/9', '7/2', '7/2', '9/4'] -> ((((7/2 * 7/2) - 1/4) / 2/9) / 9/4)
[517980] ['1/4', '2/9', '7/2', '7/3', '7/6'] -> ((((7/3 / 2/9) - 7/2) / 1/4) / 7/6)
[517981] ['1/4', '2/9', '7/2', '7/3', '7/8'] -> ((((7/2 - 7/3) / 1/4) / 2/9) / 7/8)
[517983] ['1/4', '2/9', '7/2', '7/3', '8/3'] -> (8/3 / (1/4 * ((7/3 / 7/2) - 2/9)))
[517985] ['1/4', '2/9', '7/2', '7/3', '8/7'] -> ((((7/2 - 7/3) / 1/4) / 2/9) * 8/7)
[517988] ['1/4', '2/9', '7/2', '7/3', '9/4'] -> ((((7/3 / 1/4) - 7/2) / 2/9) - 9/4)
[518000] ['1/4', '2/9', '7/2', '7/4', '8/9'] -> (((2/9 + (7/2 / 1/4)) * 7/4) - 8/9)
[518011] ['1/4', '2/9', '7/2', '7/5', '8/5'] -> (((1/4 + (7/2 / 2/9)) * 7/5) + 8/5)
[518021] ['1/4', '2/9', '7/2', '7/6', '7/9'] -> (7/9 / (7/2 * ((2/9 * 7/6) - 1/4)))
[518022] ['1/4', '2/9', '7/2', '7/6', '8/3'] -> (((1/4 + 7/2) + (7/6 / 2/9)) * 8/3)
[518037] ['1/4', '2/9', '7/2', '7/8', '9/2'] -> (9/2 / (((7/8 / 2/9) - 1/4) - 7/2))
[518043] ['1/4', '2/9', '7/2', '7/9', '8/3'] -> (8/3 / (1/4 * (2/9 + (7/9 / 7/2))))
[518044] ['1/4', '2/9', '7/2', '7/9', '8/5'] -> (((2/9 + (7/2 / 1/4)) + 7/9) * 8/5)
[518047] ['1/4', '2/9', '7/2', '7/9', '9/2'] -> ((1/4 + ((7/2 + 7/9) / 2/9)) + 9/2)
[518052] ['1/4', '2/9', '7/2', '8/3', '8/3'] -> (8/3 / ((2/9 * 7/2) - (1/4 * 8/3)))
[518053] ['1/4', '2/9', '7/2', '8/3', '8/5'] -> ((((7/2 - 8/3) / 1/4) / 2/9) * 8/5)
[518054] ['1/4', '2/9', '7/2', '8/3', '8/7'] -> ((7/2 / (1/4 - (2/9 / 8/3))) * 8/7)
[518055] ['1/4', '2/9', '7/2', '8/3', '8/9'] -> ((2/9 + ((7/2 + 8/3) / 1/4)) - 8/9)
[518058] ['1/4', '2/9', '7/2', '8/3', '9/5'] -> (((1/4 + (7/2 / 2/9)) - 8/3) * 9/5)
[518063] ['1/4', '2/9', '7/2', '8/5', '8/9'] -> ((((1/4 + 7/2) * 8/5) / 2/9) * 8/9)
[518068] ['1/4', '2/9', '7/2', '8/5', '9/8'] -> ((((1/4 + 7/2) * 8/5) / 2/9) / 9/8)
[518082] ['1/4', '2/9', '7/2', '9/2', '9/2'] -> (((2/9 * (1/4 + 7/2)) + 9/2) * 9/2)
[518087] ['1/4', '2/9', '7/2', '9/4', '9/4'] -> ((((7/2 / 2/9) - 9/4) / 1/4) / 9/4)
[518090] ['1/4', '2/9', '7/2', '9/4', '9/8'] -> ((((1/4 + 7/2) + 9/4) / 2/9) / 9/8)
[518097] ['1/4', '2/9', '7/3', '7/3', '7/3'] -> (((7/3 - (7/3 / 7/3)) / 1/4) / 2/9)
[518103] ['1/4', '2/9', '7/3', '7/3', '8/3'] -> (8/3 / ((7/3 / 7/3) - (2/9 / 1/4)))
[518111] ['1/4', '2/9', '7/3', '7/3', '9/8'] -> (((7/3 + 7/3) / 2/9) / (9/8 - 1/4))
[518112] ['1/4', '2/9', '7/3', '7/4', '7/4'] -> (((7/3 + (7/4 / 1/4)) / 2/9) / 7/4)
[518116] ['1/4', '2/9', '7/3', '7/4', '7/9'] -> (7/9 / ((1/4 * 2/9) * (7/3 - 7/4)))
[518120] ['1/4', '2/9', '7/3', '7/4', '8/9'] -> (((7/4 / (1/4 - 2/9)) / 7/3) * 8/9)
[518125] ['1/4', '2/9', '7/3', '7/4', '9/8'] -> (((7/4 / (1/4 - 2/9)) / 7/3) / 9/8)
[518140] ['1/4', '2/9', '7/3', '7/6', '7/8'] -> ((((7/3 - 7/6) / 1/4) / 2/9) / 7/8)
[518142] ['1/4', '2/9', '7/3', '7/6', '8/3'] -> ((((7/6 / 1/4) / 2/9) / 7/3) * 8/3)
[518144] ['1/4', '2/9', '7/3', '7/6', '8/7'] -> ((((7/3 - 7/6) / 1/4) / 2/9) * 8/7)
[518147] ['1/4', '2/9', '7/3', '7/6', '9/4'] -> ((((7/3 * 7/6) / 1/4) - 2/9) * 9/4)
[518152] ['1/4', '2/9', '7/3', '7/8', '7/9'] -> (7/9 / (7/3 * ((2/9 / 1/4) - 7/8)))
[518165] ['1/4', '2/9', '7/3', '7/9', '8/7'] -> ((7/3 / ((2/9 / 1/4) - 7/9)) * 8/7)
[518169] ['1/4', '2/9', '7/3', '7/9', '9/5'] -> ((((2/9 + 7/3) + 7/9) / 1/4) * 9/5)
[518172] ['1/4', '2/9', '7/3', '8/3', '8/3'] -> (((7/3 - (2/9 / 8/3)) / 1/4) * 8/3)
[518175] ['1/4', '2/9', '7/3', '8/3', '8/9'] -> (8/9 / (((2/9 * 8/3) / 1/4) - 7/3))
[518181] ['1/4', '2/9', '7/3', '8/5', '8/5'] -> ((((7/3 - 1/4) * 8/5) / 2/9) * 8/5)
[518182] ['1/4', '2/9', '7/3', '8/5', '8/7'] -> ((7/3 / (1/4 - (2/9 / 8/5))) * 8/7)
[518185] ['1/4', '2/9', '7/3', '8/5', '9/4'] -> ((((7/3 / 1/4) / 2/9) / 8/5) - 9/4)
[518197] ['1/4', '2/9', '7/3', '8/9', '9/2'] -> (((7/3 / 1/4) - (8/9 / 2/9)) * 9/2)
[518199] ['1/4', '2/9', '7/3', '8/9', '9/5'] -> (((7/3 / 1/4) + (8/9 / 2/9)) * 9/5)
[518202] ['1/4', '2/9', '7/3', '9/2', '9/2'] -> (((7/3 - (2/9 * 9/2)) / 1/4) * 9/2)
[518204] ['1/4', '2/9', '7/3', '9/2', '9/5'] -> (((7/3 + (2/9 * 9/2)) / 1/4) * 9/5)
[518205] ['1/4', '2/9', '7/3', '9/2', '9/7'] -> (9/7 / (((1/4 - 2/9) * 9/2) / 7/3))
[518209] ['1/4', '2/9', '7/3', '9/4', '9/7'] -> (9/7 / (((1/4 * 2/9) * 9/4) / 7/3))
[518220] ['1/4', '2/9', '7/4', '7/4', '7/8'] -> ((7/4 / (1/4 - 2/9)) / (7/4 + 7/8))
[518222] ['1/4', '2/9', '7/4', '7/4', '8/3'] -> (8/3 / ((7/4 / 7/4) - (2/9 / 1/4)))
[518226] ['1/4', '2/9', '7/4', '7/4', '9/2'] -> (((1/4 + 7/4) + 7/4) + (9/2 / 2/9))
[518235] ['1/4', '2/9', '7/4', '7/5', '8/3'] -> (8/3 / ((2/9 - (1/4 / 7/4)) * 7/5))
[518244] ['1/4', '2/9', '7/4', '7/6', '7/6'] -> (((7/4 + (7/6 / 2/9)) / 1/4) / 7/6)
[518246] ['1/4', '2/9', '7/4', '7/6', '7/9'] -> (7/9 / ((1/4 * 2/9) * (7/4 - 7/6)))
[518250] ['1/4', '2/9', '7/4', '7/6', '8/9'] -> ((((7/4 / 1/4) / 2/9) / 7/6) * 8/9)
[518252] ['1/4', '2/9', '7/4', '7/6', '9/4'] -> ((((7/4 / 1/4) - 7/6) / 2/9) - 9/4)
[518255] ['1/4', '2/9', '7/4', '7/6', '9/8'] -> ((((7/4 / 1/4) / 2/9) / 7/6) / 9/8)
[518270] ['1/4', '2/9', '7/4', '7/9', '8/7'] -> (((7/4 + (7/9 / 2/9)) / 1/4) * 8/7)
[518273] ['1/4', '2/9', '7/4', '7/9', '9/4'] -> (((7/9 / (1/4 - 2/9)) - 7/4) - 9/4)
[518279] ['1/4', '2/9', '7/4', '8/3', '8/7'] -> ((((1/4 + 7/4) + 8/3) / 2/9) * 8/7)
[518289] ['1/4', '2/9', '7/4', '8/5', '9/2'] -> (9/2 / (2/9 * ((7/4 / 8/5) - 1/4)))
[518307] ['1/4', '2/9', '7/4', '9/2', '9/2'] -> (9/2 / (1/4 * (7/4 - (2/9 * 9/2))))
[518308] ['1/4', '2/9', '7/4', '9/2', '9/4'] -> (((7/4 + (9/2 / 2/9)) - 1/4) + 9/4)
[518321] ['1/4', '2/9', '7/4', '9/8', '9/8'] -> ((((7/4 / 2/9) - 9/8) / 1/4) / 9/8)
[518326] ['1/4', '2/9', '7/5', '7/5', '8/3'] -> (8/3 / ((7/5 / 7/5) - (2/9 / 1/4)))
[518339] ['1/4', '2/9', '7/5', '7/6', '8/5'] -> ((((7/6 / 1/4) / 2/9) / 7/5) * 8/5)
[518349] ['1/4', '2/9', '7/5', '7/8', '8/3'] -> (8/3 / (1/4 - ((2/9 * 7/8) / 7/5)))
[518380] ['1/4', '2/9', '7/5', '8/5', '9/2'] -> (((7/5 + 8/5) / (1/4 - 2/9)) / 9/2)
[518400] ['1/4', '2/9', '7/5', '9/2', '9/5'] -> ((((7/5 / 2/9) + 9/2) / 1/4) / 9/5)
[518409] ['1/4', '2/9', '7/5', '9/5', '9/8'] -> ((((7/5 / 1/4) / 2/9) + 9/5) / 9/8)
[518413] ['1/4', '2/9', '7/6', '7/6', '7/6'] -> ((7/6 / (7/6 - (1/4 / 2/9))) / 7/6)
[518415] ['1/4', '2/9', '7/6', '7/6', '7/9'] -> (7/9 / ((1/4 * 7/6) - (2/9 * 7/6)))
[518416] ['1/4', '2/9', '7/6', '7/6', '8/3'] -> (8/3 / ((7/6 / 7/6) - (2/9 / 1/4)))
[518421] ['1/4', '2/9', '7/6', '7/6', '9/4'] -> ((((7/6 / 1/4) + 7/6) / 2/9) - 9/4)
[518430] ['1/4', '2/9', '7/6', '7/8', '8/9'] -> (((7/8 / (1/4 - 2/9)) / 7/6) * 8/9)
[518431] ['1/4', '2/9', '7/6', '7/8', '9/2'] -> ((2/9 / ((7/6 - 1/4) - 7/8)) * 9/2)
[518435] ['1/4', '2/9', '7/6', '7/8', '9/8'] -> (((7/8 / (1/4 - 2/9)) / 7/6) / 9/8)
[518440] ['1/4', '2/9', '7/6', '7/9', '8/9'] -> ((((7/6 / 1/4) / 2/9) / 7/9) * 8/9)
[518445] ['1/4', '2/9', '7/6', '7/9', '9/8'] -> ((((7/6 / 1/4) / 2/9) / 7/9) / 9/8)
[518449] ['1/4', '2/9', '7/6', '8/3', '8/9'] -> ((((8/3 - 7/6) / 1/4) / 2/9) * 8/9)
[518454] ['1/4', '2/9', '7/6', '8/3', '9/8'] -> ((((8/3 - 7/6) / 1/4) / 2/9) / 9/8)
[518455] ['1/4', '2/9', '7/6', '8/5', '8/5'] -> (8/5 / ((7/6 - (1/4 / 2/9)) * 8/5))
[518459] ['1/4', '2/9', '7/6', '8/5', '9/4'] -> (((7/6 / (1/4 - 2/9)) / 8/5) - 9/4)
[518464] ['1/4', '2/9', '7/6', '8/7', '8/9'] -> (8/9 / (((1/4 - 2/9) * 7/6) * 8/7))
[518465] ['1/4', '2/9', '7/6', '8/7', '9/2'] -> ((((2/9 / 7/6) + 8/7) / 1/4) * 9/2)
[518474] ['1/4', '2/9', '7/6', '8/9', '9/7'] -> (9/7 / (((1/4 * 2/9) / 7/6) / 8/9))
[518475] ['1/4', '2/9', '7/6', '8/9', '9/8'] -> (9/8 / ((7/6 - (1/4 / 2/9)) / 8/9))
[518481] ['1/4', '2/9', '7/6', '9/4', '9/4'] -> (9/4 / ((7/6 - (1/4 / 2/9)) * 9/4))
[518483] ['1/4', '2/9', '7/6', '9/4', '9/7'] -> (9/7 / (((1/4 - 2/9) * 9/4) / 7/6))
[518485] ['1/4', '2/9', '7/6', '9/5', '9/5'] -> ((9/5 / (7/6 - (1/4 / 2/9))) / 9/5)
[518488] ['1/4', '2/9', '7/6', '9/7', '9/7'] -> ((9/7 / (7/6 - (1/4 / 2/9))) / 9/7)
[518489] ['1/4', '2/9', '7/6', '9/7', '9/8'] -> ((((7/6 * 9/7) / 1/4) / 2/9) / 9/8)
[518507] ['1/4', '2/9', '7/8', '7/9', '9/2'] -> (9/2 / (((7/8 - 7/9) / 2/9) - 1/4))
[518513] ['1/4', '2/9', '7/8', '8/3', '8/5'] -> ((((1/4 + 8/3) / 2/9) / 7/8) * 8/5)
[518515] ['1/4', '2/9', '7/8', '8/3', '8/9'] -> (8/9 / (((2/9 / 1/4) - 7/8) * 8/3))
[518516] ['1/4', '2/9', '7/8', '8/3', '9/2'] -> ((((1/4 / 2/9) + 7/8) * 8/3) * 9/2)
[518546] ['1/4', '2/9', '7/8', '9/2', '9/8'] -> (((7/8 / (1/4 - 2/9)) - 9/2) / 9/8)
[518547] ['1/4', '2/9', '7/8', '9/4', '9/4'] -> (9/4 / (1/4 * (7/8 - (2/9 * 9/4))))
[518558] ['1/4', '2/9', '7/9', '7/9', '8/3'] -> (8/3 / ((7/9 / 7/9) - (2/9 / 1/4)))
[518562] ['1/4', '2/9', '7/9', '7/9', '9/2'] -> ((((7/9 + 7/9) - 2/9) / 1/4) * 9/2)
[518571] ['1/4', '2/9', '7/9', '8/3', '9/2'] -> ((2/9 / ((7/9 / 8/3) - 1/4)) * 9/2)
[518576] ['1/4', '2/9', '7/9', '8/5', '8/5'] -> (8/5 / (((2/9 / 1/4) + 7/9) - 8/5))
[518579] ['1/4', '2/9', '7/9', '8/5', '9/2'] -> (((2/9 + (7/9 / 1/4)) * 8/5) * 9/2)
[518592] ['1/4', '2/9', '7/9', '8/9', '9/2'] -> (((7/9 + (8/9 / 1/4)) / 2/9) + 9/2)
[518597] ['1/4', '2/9', '7/9', '9/2', '9/2'] -> ((((1/4 * 2/9) + 7/9) + 9/2) * 9/2)
[518602] ['1/4', '2/9', '7/9', '9/4', '9/4'] -> ((7/9 + ((2/9 + 9/4) / 1/4)) * 9/4)
[518613] ['1/4', '2/9', '8/3', '8/3', '8/5'] -> ((((1/4 * 8/3) + 8/3) / 2/9) * 8/5)
[518616] ['1/4', '2/9', '8/3', '8/3', '9/2'] -> ((8/3 * 8/3) * (9/2 - (1/4 / 2/9)))
[518617] ['1/4', '2/9', '8/3', '8/3', '9/4'] -> ((8/3 * 8/3) * ((1/4 / 2/9) + 9/4))
[518621] ['1/4', '2/9', '8/3', '8/5', '8/5'] -> ((8/3 / ((1/4 * 8/5) - 2/9)) * 8/5)
[518622] ['1/4', '2/9', '8/3', '8/5', '8/7'] -> ((((1/4 + 8/3) * 8/5) / 2/9) * 8/7)
[518626] ['1/4', '2/9', '8/3', '8/5', '9/5'] -> (((1/4 + 8/5) / (2/9 / 8/3)) + 9/5)
[518629] ['1/4', '2/9', '8/3', '8/7', '8/7'] -> (8/7 / (8/3 * (8/7 - (1/4 / 2/9))))
[518640] ['1/4', '2/9', '8/3', '8/9', '9/7'] -> ((8/3 + ((8/9 / 1/4) / 2/9)) * 9/7)
[518647] ['1/4', '2/9', '8/3', '9/4', '9/4'] -> ((8/3 / ((2/9 * 9/4) - 1/4)) * 9/4)
[518650] ['1/4', '2/9', '8/3', '9/4', '9/8'] -> (9/8 / (((1/4 * 2/9) * 9/4) / 8/3))
[518660] ['1/4', '2/9', '8/5', '8/5', '9/2'] -> (((8/5 / (8/5 - 1/4)) / 2/9) * 9/2)
[518678] ['1/4', '2/9', '8/5', '9/2', '9/2'] -> (9/2 / (2/9 - ((1/4 / 8/5) / 9/2)))
[518689] ['1/4', '2/9', '8/5', '9/5', '9/8'] -> ((((8/5 / 1/4) / 2/9) - 9/5) / 9/8)
[518693] ['1/4', '2/9', '8/7', '8/7', '8/7'] -> ((((8/7 / 2/9) + 8/7) / 1/4) - 8/7)
[518704] ['1/4', '2/9', '8/7', '8/9', '9/7'] -> (((8/9 / (1/4 - 2/9)) - 8/7) / 9/7)
[518721] ['1/4', '2/9', '8/9', '8/9', '8/9'] -> ((((8/9 / 1/4) + 8/9) + 8/9) / 2/9)
[518730] ['1/4', '2/9', '8/9', '9/2', '9/7'] -> (((8/9 + (9/2 / 1/4)) - 2/9) * 9/7)
[518743] ['1/4', '2/9', '9/2', '9/2', '9/4'] -> ((9/2 / (1/4 - 2/9)) / (9/2 + 9/4))
[518760] ['1/4', '2/9', '9/4', '9/4', '9/8'] -> ((9/4 / (1/4 - 2/9)) / (9/4 + 9/8))
[518763] ['1/4', '2/9', '9/4', '9/5', '9/8'] -> ((9/4 / (2/9 - (1/4 / 9/5))) / 9/8)
[518764] ['1/4', '2/9', '9/4', '9/7', '9/7'] -> (9/7 / ((1/4 * 2/9) * (9/4 - 9/7)))
[518767] ['1/4', '2/9', '9/5', '9/5', '9/5'] -> ((9/5 + 9/5) / ((2/9 * 9/5) - 1/4))
[518779] ['1/4', '3/2', '3/2', '3/2', '3/5'] -> ((3/2 * (3/2 + (3/2 / 3/5))) / 1/4)
[518781] ['1/4', '3/2', '3/2', '3/2', '3/8'] -> ((((3/2 / 1/4) + 3/2) + 3/2) / 3/8)
[518783] ['1/4', '3/2', '3/2', '3/2', '4/5'] -> (3/2 / (((3/2 - 1/4) / 4/5) - 3/2))
[518789] ['1/4', '3/2', '3/2', '3/2', '5/6'] -> ((3/2 / (3/2 - (3/2 * 5/6))) / 1/4)
[518793] ['1/4', '3/2', '3/2', '3/2', '6/5'] -> ((3/2 / (3/2 - (3/2 / 6/5))) / 1/4)
[518794] ['1/4', '3/2', '3/2', '3/2', '6/7'] -> ((3/2 / ((3/2 / 6/7) - 3/2)) / 1/4)
[518797] ['1/4', '3/2', '3/2', '3/2', '7/4'] -> (((3/2 * 3/2) + 7/4) / (1/4 / 3/2))
[518800] ['1/4', '3/2', '3/2', '3/2', '7/8'] -> (3/2 / ((1/4 + (3/2 * 7/8)) - 3/2))
[518802] ['1/4', '3/2', '3/2', '3/2', '8/3'] -> ((((3/2 / 1/4) + 3/2) + 3/2) * 8/3)
[518803] ['1/4', '3/2', '3/2', '3/2', '8/5'] -> ((((3/2 * 3/2) + 3/2) * 8/5) / 1/4)
[518804] ['1/4', '3/2', '3/2', '3/2', '8/7'] -> (3/2 / ((1/4 + (3/2 / 8/7)) - 3/2))
[518805] ['1/4', '3/2', '3/2', '3/2', '8/9'] -> (3/2 / ((1/4 + 3/2) - (3/2 / 8/9)))
[518811] ['1/4', '3/2', '3/2', '3/4', '3/4'] -> ((3/2 / (3/4 - (3/4 / 3/2))) / 1/4)
[518812] ['1/4', '3/2', '3/2', '3/4', '3/5'] -> ((3/2 / (3/2 - (3/4 / 3/5))) / 1/4)
[518813] ['1/4', '3/2', '3/2', '3/4', '3/7'] -> ((3/2 / 1/4) / ((3/4 / 3/7) - 3/2))
[518823] ['1/4', '3/2', '3/2', '3/4', '5/7'] -> ((3/2 / (1/4 + 3/2)) / (3/4 - 5/7))
[518836] ['1/4', '3/2', '3/2', '3/4', '8/5'] -> ((((3/2 + 3/2) + 3/4) / 1/4) * 8/5)
[518837] ['1/4', '3/2', '3/2', '3/4', '8/7'] -> (3/4 / (((1/4 + 3/2) / 8/7) - 3/2))
[518846] ['1/4', '3/2', '3/2', '3/5', '3/8'] -> ((3/2 / 3/2) / ((1/4 / 3/5) - 3/8))
[518852] ['1/4', '3/2', '3/2', '3/5', '5/3'] -> ((((3/2 + 3/2) + 3/5) / 1/4) * 5/3)
[518854] ['1/4', '3/2', '3/2', '3/5', '5/6'] -> ((((3/2 + 3/2) / 1/4) / 3/5) / 5/6)
[518855] ['1/4', '3/2', '3/2', '3/5', '5/7'] -> (((3/2 + (3/2 / 5/7)) / 1/4) / 3/5)
[518868] ['1/4', '3/2', '3/2', '3/5', '8/5'] -> ((((3/2 * 3/2) * 8/5) / 1/4) / 3/5)
[518871] ['1/4', '3/2', '3/2', '3/5', '9/2'] -> ((3/2 + (9/2 / 3/5)) / (1/4 * 3/2))
[518872] ['1/4', '3/2', '3/2', '3/5', '9/4'] -> ((3/2 / 1/4) / ((3/2 / 3/5) - 9/4))
[518885] ['1/4', '3/2', '3/2', '3/7', '5/6'] -> (((3/2 + (3/2 / 3/7)) / 1/4) / 5/6)
[518886] ['1/4', '3/2', '3/2', '3/7', '5/7'] -> (((3/2 + (3/2 * 5/7)) / 1/4) / 3/7)
[518889] ['1/4', '3/2', '3/2', '3/7', '6/5'] -> (((3/2 + (3/2 / 3/7)) / 1/4) * 6/5)
[518892] ['1/4', '3/2', '3/2', '3/7', '7/3'] -> ((((3/2 + 3/2) - 3/7) / 1/4) * 7/3)
[518894] ['1/4', '3/2', '3/2', '3/7', '7/5'] -> ((3/2 + (3/2 / 7/5)) / (1/4 * 3/7))
[518903] ['1/4', '3/2', '3/2', '3/7', '9/4'] -> ((3/2 + 3/2) + ((9/4 / 1/4) / 3/7))
[518909] ['1/4', '3/2', '3/2', '3/8', '4/5'] -> ((3/2 + ((3/2 / 1/4) / 4/5)) / 3/8)
[518910] ['1/4', '3/2', '3/2', '3/8', '4/7'] -> ((((3/2 / 1/4) / 4/7) - 3/2) / 3/8)
[518911] ['1/4', '3/2', '3/2', '3/8', '4/9'] -> ((((3/2 / 1/4) / 3/2) / 3/8) / 4/9)
[518913] ['1/4', '3/2', '3/2', '3/8', '5/3'] -> ((3/2 / 3/2) / ((1/4 * 5/3) - 3/8))
[518919] ['1/4', '3/2', '3/2', '3/8', '6/5'] -> ((((3/2 / 1/4) + 3/2) * 6/5) / 3/8)
[518923] ['1/4', '3/2', '3/2', '3/8', '7/4'] -> ((((3/2 * 7/4) / 1/4) - 3/2) / 3/8)
[518924] ['1/4', '3/2', '3/2', '3/8', '7/5'] -> ((3/2 / (1/4 + 3/8)) / (3/2 - 7/5))
[518928] ['1/4', '3/2', '3/2', '3/8', '8/3'] -> ((3/2 + ((3/2 + 3/8) / 1/4)) * 8/3)
[518929] ['1/4', '3/2', '3/2', '3/8', '8/5'] -> ((3/2 / (1/4 + 3/8)) / (8/5 - 3/2))
[518940] ['1/4', '3/2', '3/2', '4/3', '4/9'] -> ((((3/2 + 3/2) / 1/4) - 4/3) / 4/9)
[518944] ['1/4', '3/2', '3/2', '4/3', '5/6'] -> (((3/2 + 3/2) / 1/4) / (4/3 - 5/6))
[518945] ['1/4', '3/2', '3/2', '4/3', '5/7'] -> (4/3 / ((3/2 / (1/4 + 5/7)) - 3/2))
[518947] ['1/4', '3/2', '3/2', '4/3', '5/9'] -> ((((3/2 + 3/2) / 1/4) + 4/3) / 5/9)
[518952] ['1/4', '3/2', '3/2', '4/3', '7/4'] -> ((3/2 / 1/4) / ((3/2 * 4/3) - 7/4))
[518963] ['1/4', '3/2', '3/2', '4/3', '9/5'] -> ((((3/2 + 3/2) / 1/4) + 4/3) * 9/5)
[518966] ['1/4', '3/2', '3/2', '4/5', '4/5'] -> (4/5 / (((3/2 - 1/4) / 3/2) - 4/5))
[518969] ['1/4', '3/2', '3/2', '4/5', '5/2'] -> ((((3/2 + 3/2) * 4/5) / 1/4) * 5/2)
[518974] ['1/4', '3/2', '3/2', '4/5', '5/8'] -> ((((3/2 + 3/2) / 1/4) / 4/5) / 5/8)
[518978] ['1/4', '3/2', '3/2', '4/5', '7/2'] -> (((3/2 * 4/5) / 1/4) * (3/2 + 7/2))
[518982] ['1/4', '3/2', '3/2', '4/5', '7/6'] -> (4/5 / ((3/2 / (3/2 - 1/4)) - 7/6))
[518985] ['1/4', '3/2', '3/2', '4/5', '8/3'] -> ((3/2 + ((3/2 / 1/4) / 4/5)) * 8/3)
[518986] ['1/4', '3/2', '3/2', '4/5', '8/5'] -> ((((3/2 + 3/2) / 1/4) / 4/5) * 8/5)
[518989] ['1/4', '3/2', '3/2', '4/5', '9/2'] -> (((3/2 + 3/2) + 9/2) / (1/4 / 4/5))
[518990] ['1/4', '3/2', '3/2', '4/5', '9/4'] -> ((9/4 / 1/4) / ((3/2 / 4/5) - 3/2))
[519010] ['1/4', '3/2', '3/2', '4/7', '7/8'] -> ((((3/2 + 3/2) / 1/4) / 4/7) / 7/8)
[519012] ['1/4', '3/2', '3/2', '4/7', '8/3'] -> ((((3/2 / 1/4) / 4/7) - 3/2) * 8/3)
[519014] ['1/4', '3/2', '3/2', '4/7', '8/7'] -> ((((3/2 + 3/2) / 1/4) / 4/7) * 8/7)
