[2054536] ['5/6', '5/6', '7/4', '9/2', '9/4'] -> ((9/2 / ((7/4 - 5/6) - 5/6)) / 9/4)
[2105516] ['7/2', '7/5', '7/8', '8/5', '9/4'] -> (((7/2 * 8/5) / (7/5 - 7/8)) * 9/4)
[2105542] ['7/2', '7/5', '7/8', '9/5', '9/5'] -> (9/5 / (((7/2 - 7/8) / 7/5) - 9/5))
[2105559] ['7/2', '7/5', '7/9', '8/3', '8/5'] -> (((7/2 * 8/3) / (7/5 - 7/9)) * 8/5)
[2105604] ['7/2', '7/5', '8/3', '8/3', '8/5'] -> ((7/2 * ((7/5 * 8/3) + 8/3)) + 8/5)
[2105609] ['7/2', '7/5', '8/3', '8/3', '9/5'] -> (((7/2 * (8/3 + 8/3)) / 7/5) * 9/5)
[2105617] ['7/2', '7/5', '8/3', '8/5', '9/5'] -> ((7/2 * (8/3 + (8/5 / 7/5))) * 9/5)
[2105623] ['7/2', '7/5', '8/3', '8/7', '9/4'] -> ((7/2 * ((8/3 / 7/5) + 8/7)) * 9/4)
[2105628] ['7/2', '7/5', '8/3', '8/9', '9/2'] -> ((8/9 / (8/3 - (7/2 / 7/5))) * 9/2)
[2105633] ['7/2', '7/5', '8/3', '9/2', '9/2'] -> ((8/3 * (9/2 - (7/2 / 7/5))) * 9/2)
[2105637] ['7/2', '7/5', '8/3', '9/2', '9/8'] -> ((9/2 / (8/3 - (7/2 / 7/5))) / 9/8)
[2105638] ['7/2', '7/5', '8/3', '9/4', '9/4'] -> ((8/3 / ((7/2 / 7/5) - 9/4)) * 9/4)
[2105669] ['7/2', '7/5', '8/5', '9/2', '9/2'] -> (9/2 / (((7/5 + 9/2) / 8/5) - 7/2))
[2105670] ['7/2', '7/5', '8/5', '9/2', '9/4'] -> ((7/2 * ((7/5 + 8/5) + 9/2)) - 9/4)
[2105674] ['7/2', '7/5', '8/5', '9/4', '9/4'] -> ((8/5 / ((7/5 + 9/4) - 7/2)) * 9/4)
[2105713] ['7/2', '7/5', '8/9', '8/9', '9/2'] -> (((8/9 / 7/5) + 8/9) * (7/2 * 9/2))
[2105727] ['7/2', '7/5', '8/9', '9/5', '9/5'] -> (9/5 / ((7/2 - (9/5 / 8/9)) - 7/5))
[2105737] ['7/2', '7/5', '9/2', '9/2', '9/8'] -> (((9/2 / 7/5) + 9/2) * (7/2 / 9/8))
[2105768] ['7/2', '7/6', '7/6', '7/6', '7/6'] -> ((7/2 + 7/6) / ((7/6 * 7/6) - 7/6))
[2105771] ['7/2', '7/6', '7/6', '7/6', '8/3'] -> (7/6 / ((7/6 * 7/6) - (7/2 / 8/3)))
[2105773] ['7/2', '7/6', '7/6', '7/6', '8/7'] -> ((7/2 * 8/7) / (7/6 - (7/6 / 7/6)))
[2105775] ['7/2', '7/6', '7/6', '7/6', '9/2'] -> ((((7/2 / 7/6) + 7/6) + 7/6) * 9/2)
[2105779] ['7/2', '7/6', '7/6', '7/6', '9/8'] -> ((7/2 / (9/8 - (7/6 / 7/6))) / 7/6)
[2105784] ['7/2', '7/6', '7/6', '7/8', '8/7'] -> ((7/2 * 8/7) / ((7/6 / 7/8) - 7/6))
[2105792] ['7/2', '7/6', '7/6', '7/9', '8/3'] -> (8/3 / (7/9 - ((7/6 + 7/6) / 7/2)))
[2105806] ['7/2', '7/6', '7/6', '8/3', '9/4'] -> ((((7/2 + 7/6) * 8/3) / 7/6) * 9/4)
[2105818] ['7/2', '7/6', '7/6', '8/7', '8/7'] -> ((7/2 * 8/7) / ((7/6 * 8/7) - 7/6))
[2105825] ['7/2', '7/6', '7/6', '8/9', '8/9'] -> ((7/2 * 8/9) / (7/6 - (7/6 * 8/9)))
[2105830] ['7/2', '7/6', '7/6', '8/9', '9/8'] -> ((7/2 / (7/6 - (7/6 * 8/9))) / 9/8)
[2105831] ['7/2', '7/6', '7/6', '9/2', '9/2'] -> (((7/6 + 9/2) - (7/6 / 7/2)) * 9/2)
[2105832] ['7/2', '7/6', '7/6', '9/2', '9/4'] -> ((((7/2 + 7/6) + 7/6) * 9/2) - 9/4)
[2105849] ['7/2', '7/6', '7/8', '7/8', '8/5'] -> (((7/2 + 7/8) / (7/6 - 7/8)) * 8/5)
[2105850] ['7/2', '7/6', '7/8', '7/8', '8/7'] -> ((7/2 * 8/7) / (7/6 - (7/8 / 7/8)))
[2105856] ['7/2', '7/6', '7/8', '7/8', '9/8'] -> ((7/2 / (7/6 - 7/8)) * (7/8 + 9/8))
[2105857] ['7/2', '7/6', '7/8', '7/9', '7/9'] -> (((7/2 / (7/8 - 7/9)) / 7/6) * 7/9)
[2105862] ['7/2', '7/6', '7/8', '7/9', '9/2'] -> ((7/2 / ((7/6 * 7/9) - 7/8)) / 9/2)
[2105865] ['7/2', '7/6', '7/8', '7/9', '9/7'] -> (((7/2 / (7/8 - 7/9)) / 7/6) / 9/7)
[2105869] ['7/2', '7/6', '7/8', '8/3', '8/7'] -> (8/7 / ((8/3 / 7/8) - (7/2 / 7/6)))
[2105872] ['7/2', '7/6', '7/8', '8/3', '9/4'] -> (((7/6 / 7/8) + (7/2 * 8/3)) * 9/4)
[2105876] ['7/2', '7/6', '7/8', '8/5', '8/5'] -> ((7/2 / ((7/8 * 8/5) - 7/6)) * 8/5)
[2105884] ['7/2', '7/6', '7/8', '8/7', '8/7'] -> ((7/2 / (7/6 - (7/8 * 8/7))) * 8/7)
[2105893] ['7/2', '7/6', '7/8', '8/9', '9/4'] -> (((7/2 * 8/9) / (7/6 - 7/8)) * 9/4)
[2105899] ['7/2', '7/6', '7/8', '9/2', '9/5'] -> (((7/2 * (9/2 - 7/6)) / 7/8) * 9/5)
[2105905] ['7/2', '7/6', '7/8', '9/4', '9/8'] -> (((7/2 * 9/4) / (7/6 - 7/8)) / 9/8)
[2105913] ['7/2', '7/6', '7/9', '7/9', '8/3'] -> ((7/2 * 8/3) / ((7/9 + 7/9) - 7/6))
[2105915] ['7/2', '7/6', '7/9', '7/9', '8/7'] -> ((7/2 * 8/7) / (7/6 - (7/9 / 7/9)))
[2105916] ['7/2', '7/6', '7/9', '7/9', '8/9'] -> ((7/2 * 8/9) / ((7/6 * 7/9) - 7/9))
[2105922] ['7/2', '7/6', '7/9', '8/3', '8/3'] -> (8/3 / (((7/6 * 8/3) / 7/2) - 7/9))
[2105928] ['7/2', '7/6', '7/9', '8/3', '9/5'] -> (((7/2 + (7/6 / 7/9)) * 8/3) * 9/5)
[2105934] ['7/2', '7/6', '7/9', '8/5', '9/2'] -> ((((7/2 / 7/9) - 7/6) * 8/5) * 9/2)
[2105946] ['7/2', '7/6', '7/9', '8/9', '8/9'] -> (((7/2 / (8/9 - 7/9)) / 7/6) * 8/9)
[2105947] ['7/2', '7/6', '7/9', '8/9', '9/2'] -> ((((7/2 + 7/6) * 8/9) / 7/9) * 9/2)
[2105951] ['7/2', '7/6', '7/9', '8/9', '9/8'] -> (((7/2 / (8/9 - 7/9)) / 7/6) / 9/8)
[2105952] ['7/2', '7/6', '7/9', '9/2', '9/2'] -> (((7/2 + 9/2) / (7/6 / 7/9)) * 9/2)
[2105953] ['7/2', '7/6', '7/9', '9/2', '9/4'] -> (((7/6 + (7/2 * 9/2)) / 7/9) + 9/4)
[2105956] ['7/2', '7/6', '7/9', '9/2', '9/8'] -> ((((7/2 + 7/6) * 9/2) / 7/9) / 9/8)
[2105963] ['7/2', '7/6', '7/9', '9/5', '9/8'] -> ((7/2 / (7/9 - (7/6 / 9/5))) / 9/8)
[2105965] ['7/2', '7/6', '7/9', '9/7', '9/8'] -> ((7/2 / ((7/6 / 9/7) - 7/9)) / 9/8)
[2105969] ['7/2', '7/6', '8/3', '8/3', '8/7'] -> ((7/2 * 8/7) / (7/6 - (8/3 / 8/3)))
[2105972] ['7/2', '7/6', '8/3', '8/3', '9/4'] -> ((((7/2 * 8/3) / 7/6) + 8/3) * 9/4)
[2105973] ['7/2', '7/6', '8/3', '8/3', '9/5'] -> ((((7/2 + 8/3) - 7/6) * 8/3) * 9/5)
[2105975] ['7/2', '7/6', '8/3', '8/3', '9/8'] -> ((((7/2 * 8/3) * 8/3) / 7/6) * 9/8)
[2105987] ['7/2', '7/6', '8/3', '8/7', '9/4'] -> (((7/2 * 8/3) + (7/6 * 8/7)) * 9/4)
[2105991] ['7/2', '7/6', '8/3', '8/9', '8/9'] -> (8/9 / ((7/6 + (8/3 * 8/9)) - 7/2))
[2105993] ['7/2', '7/6', '8/3', '8/9', '9/4'] -> (((7/2 * (8/3 + 8/9)) / 7/6) * 9/4)
[2105997] ['7/2', '7/6', '8/3', '9/2', '9/2'] -> (((7/2 + 9/2) / (8/3 - 7/6)) * 9/2)
[2105998] ['7/2', '7/6', '8/3', '9/2', '9/4'] -> ((7/6 + (7/2 * (8/3 + 9/2))) - 9/4)
[2106000] ['7/2', '7/6', '8/3', '9/2', '9/7'] -> ((9/2 / ((7/2 / 8/3) - 7/6)) / 9/7)
[2106002] ['7/2', '7/6', '8/3', '9/4', '9/4'] -> (((7/2 + 7/6) + (8/3 * 9/4)) * 9/4)
[2106013] ['7/2', '7/6', '8/5', '8/5', '8/7'] -> ((7/2 * 8/7) / (7/6 - (8/5 / 8/5)))
[2106033] ['7/2', '7/6', '8/5', '9/2', '9/2'] -> (9/2 / ((7/2 / 7/6) - (9/2 / 8/5)))
[2106038] ['7/2', '7/6', '8/5', '9/4', '9/4'] -> ((7/6 / (8/5 - (7/2 / 9/4))) - 9/4)
[2106040] ['7/2', '7/6', '8/5', '9/4', '9/7'] -> (9/7 / ((9/4 - (7/2 / 8/5)) / 7/6))
[2106042] ['7/2', '7/6', '8/5', '9/5', '9/5'] -> (9/5 / (((7/2 / 7/6) / 8/5) - 9/5))
[2106051] ['7/2', '7/6', '8/7', '8/7', '9/4'] -> (((7/2 + 7/6) * (8/7 + 8/7)) * 9/4)
[2106057] ['7/2', '7/6', '8/7', '8/9', '9/4'] -> (((8/9 / (7/6 - 8/7)) / 7/2) * 9/4)
[2106063] ['7/2', '7/6', '8/7', '9/2', '9/5'] -> (((7/2 * 8/7) * (9/2 - 7/6)) * 9/5)
[2106069] ['7/2', '7/6', '8/7', '9/4', '9/8'] -> (((9/4 / (7/6 - 8/7)) / 7/2) / 9/8)
[2106077] ['7/2', '7/6', '8/9', '8/9', '9/2'] -> (((7/2 * (8/9 + 8/9)) / 7/6) * 9/2)
[2106082] ['7/2', '7/6', '8/9', '9/2', '9/2'] -> ((8/9 / ((7/2 + 7/6) - 9/2)) * 9/2)
[2106083] ['7/2', '7/6', '8/9', '9/2', '9/4'] -> (9/4 / (((7/2 * 7/6) / 8/9) - 9/2))
[2106087] ['7/2', '7/6', '8/9', '9/4', '9/4'] -> ((8/9 / ((7/2 - 7/6) - 9/4)) * 9/4)
[2106098] ['7/2', '7/6', '9/2', '9/2', '9/4'] -> ((((7/6 / 7/2) + 9/2) * 9/2) + 9/4)
[2106100] ['7/2', '7/6', '9/2', '9/2', '9/7'] -> ((((7/2 + 9/2) * 9/2) / 7/6) / 9/7)
[2106134] ['7/2', '7/8', '7/8', '7/8', '8/3'] -> ((7/8 / ((7/8 + 8/3) - 7/2)) / 7/8)
[2106153] ['7/2', '7/8', '7/8', '8/3', '8/3'] -> ((7/2 + (7/8 / 7/8)) * (8/3 + 8/3))
[2106155] ['7/2', '7/8', '7/8', '8/3', '8/7'] -> ((7/8 * 8/7) / ((7/8 + 8/3) - 7/2))
[2106157] ['7/2', '7/8', '7/8', '8/3', '9/2'] -> (((7/2 * 8/3) / (7/8 + 7/8)) * 9/2)
[2106159] ['7/2', '7/8', '7/8', '8/3', '9/5'] -> ((((7/2 + 7/8) * 8/3) / 7/8) * 9/5)
[2106166] ['7/2', '7/8', '7/8', '8/5', '9/4'] -> ((7/2 * 9/4) / (7/8 - (7/8 / 8/5)))
[2106190] ['7/2', '7/8', '7/8', '9/4', '9/7'] -> (9/7 / ((7/2 - (9/4 / 7/8)) - 7/8))
[2106191] ['7/2', '7/8', '7/8', '9/4', '9/8'] -> (9/8 / (((7/2 - 7/8) * 7/8) - 9/4))
[2106199] ['7/2', '7/8', '7/9', '7/9', '8/3'] -> ((7/9 / 7/9) / ((7/8 + 8/3) - 7/2))
[2106207] ['7/2', '7/8', '7/9', '7/9', '9/8'] -> ((7/9 - (7/2 / 9/8)) / (7/9 - 7/8))
[2106209] ['7/2', '7/8', '7/9', '8/3', '8/5'] -> ((((7/2 + 7/8) * 8/3) / 7/9) * 8/5)
[2106212] ['7/2', '7/8', '7/9', '8/3', '9/2'] -> (9/2 / ((7/2 / 8/3) - (7/8 / 7/9)))
[2106215] ['7/2', '7/8', '7/9', '8/3', '9/7'] -> (9/7 / (((7/8 + 8/3) - 7/2) / 7/9))
[2106255] ['7/2', '7/8', '8/3', '8/3', '8/7'] -> ((8/3 + 8/3) * (7/2 + (7/8 * 8/7)))
[2106256] ['7/2', '7/8', '8/3', '8/3', '8/9'] -> (((7/2 * (8/3 + 8/3)) / 7/8) / 8/9)
[2106257] ['7/2', '7/8', '8/3', '8/3', '9/2'] -> ((7/2 + 9/2) / (8/3 - (7/8 * 8/3)))
[2106259] ['7/2', '7/8', '8/3', '8/3', '9/5'] -> ((((7/2 * 8/3) / 7/8) + 8/3) * 9/5)
[2106260] ['7/2', '7/8', '8/3', '8/3', '9/7'] -> ((((7/2 - 7/8) * 8/3) * 8/3) * 9/7)
[2106262] ['7/2', '7/8', '8/3', '8/5', '8/5'] -> (8/5 / (((7/8 + 8/3) - 7/2) * 8/5))
[2106266] ['7/2', '7/8', '8/3', '8/5', '9/4'] -> ((((7/2 / 7/8) + 8/3) * 8/5) * 9/4)
[2106270] ['7/2', '7/8', '8/3', '8/7', '8/7'] -> (8/7 / (((7/8 + 8/3) - 7/2) * 8/7))
[2106274] ['7/2', '7/8', '8/3', '8/7', '9/5'] -> ((((7/2 + 7/8) * 8/3) * 8/7) * 9/5)
[2106277] ['7/2', '7/8', '8/3', '8/9', '8/9'] -> (8/9 / (((7/8 + 8/3) - 7/2) * 8/9))
[2106282] ['7/2', '7/8', '8/3', '8/9', '9/8'] -> (9/8 / (((7/8 + 8/3) - 7/2) / 8/9))
[2106284] ['7/2', '7/8', '8/3', '9/2', '9/4'] -> (((7/2 + (7/8 * 8/3)) * 9/2) - 9/4)
[2106287] ['7/2', '7/8', '8/3', '9/2', '9/8'] -> (9/8 / (((9/2 - 7/2) - 7/8) / 8/3))
[2106292] ['7/2', '7/8', '8/3', '9/5', '9/5'] -> ((9/5 / ((7/8 + 8/3) - 7/2)) / 9/5)
[2106295] ['7/2', '7/8', '8/3', '9/7', '9/7'] -> ((9/7 / ((7/8 + 8/3) - 7/2)) / 9/7)
[2106297] ['7/2', '7/8', '8/3', '9/8', '9/8'] -> ((9/8 / ((7/8 + 8/3) - 7/2)) / 9/8)
[2106301] ['7/2', '7/8', '8/5', '8/5', '9/2'] -> (((7/8 * 8/5) + 8/5) * (7/2 + 9/2))
[2106319] ['7/2', '7/8', '8/5', '9/2', '9/2'] -> (9/2 / ((7/8 + (9/2 / 8/5)) - 7/2))
[2106342] ['7/2', '7/8', '8/7', '8/9', '9/2'] -> (((7/2 - 7/8) * (8/7 + 8/9)) * 9/2)
[2106352] ['7/2', '7/8', '8/7', '9/4', '9/4'] -> (9/4 / (7/8 * ((7/2 - 8/7) - 9/4)))
[2106354] ['7/2', '7/8', '8/7', '9/4', '9/7'] -> (9/7 / ((7/2 - (8/7 * 9/4)) - 7/8))
[2106355] ['7/2', '7/8', '8/7', '9/4', '9/8'] -> (9/8 / (((7/2 - 7/8) / 8/7) - 9/4))
[2106373] ['7/2', '7/8', '8/9', '9/4', '9/4'] -> (9/4 / ((7/2 - (9/4 / 8/9)) - 7/8))
[2106384] ['7/2', '7/8', '9/2', '9/2', '9/4'] -> ((9/2 + 9/2) / ((7/2 - 7/8) - 9/4))
[2106387] ['7/2', '7/8', '9/2', '9/2', '9/8'] -> (((7/2 + (9/2 * 9/2)) - 7/8) + 9/8)
[2106391] ['7/2', '7/8', '9/2', '9/4', '9/8'] -> (((7/2 * (9/2 + 9/4)) / 7/8) / 9/8)
[2106392] ['7/2', '7/8', '9/2', '9/5', '9/5'] -> (9/5 / (((7/8 + 9/2) - 7/2) - 9/5))
[2106414] ['7/2', '7/8', '9/7', '9/7', '9/7'] -> (9/7 / (((7/2 - 7/8) - 9/7) - 9/7))
[2106428] ['7/2', '7/9', '7/9', '8/3', '8/3'] -> ((7/2 + (7/9 / 7/9)) * (8/3 + 8/3))
[2106432] ['7/2', '7/9', '7/9', '8/3', '9/2'] -> ((7/2 + (7/9 * 9/2)) / (7/9 / 8/3))
[2106473] ['7/2', '7/9', '8/3', '8/3', '8/3'] -> ((7/2 * ((8/3 / 7/9) + 8/3)) + 8/3)
[2106475] ['7/2', '7/9', '8/3', '8/3', '8/7'] -> (((7/2 * 8/3) * 8/3) - (7/9 * 8/7))
[2106476] ['7/2', '7/9', '8/3', '8/3', '8/9'] -> (((8/3 / 7/9) + 8/3) * (7/2 / 8/9))
[2106477] ['7/2', '7/9', '8/3', '8/3', '9/2'] -> ((8/3 + 8/3) / ((9/2 - 7/2) - 7/9))
[2106480] ['7/2', '7/9', '8/3', '8/3', '9/7'] -> ((8/3 + 8/3) * (7/2 + (7/9 * 9/7)))
[2106498] ['7/2', '7/9', '8/3', '8/9', '9/2'] -> ((7/2 * (8/3 - (8/9 / 7/9))) * 9/2)
[2106499] ['7/2', '7/9', '8/3', '8/9', '9/4'] -> ((((7/2 * 8/3) * 8/9) / 7/9) * 9/4)
[2106500] ['7/2', '7/9', '8/3', '8/9', '9/5'] -> ((7/2 * (8/3 + (8/9 / 7/9))) * 9/5)
[2106511] ['7/2', '7/9', '8/3', '9/4', '9/8'] -> ((((7/2 * 8/3) * 9/4) / 7/9) / 9/8)
[2106567] ['7/2', '7/9', '8/7', '9/2', '9/2'] -> ((7/9 * ((7/2 + 9/2) - 8/7)) * 9/2)
[2106588] ['7/2', '7/9', '8/9', '9/2', '9/2'] -> (((7/9 * (7/2 + 9/2)) - 8/9) * 9/2)
[2106589] ['7/2', '7/9', '8/9', '9/2', '9/4'] -> (((7/2 * (7/9 + 8/9)) * 9/2) - 9/4)
[2106590] ['7/2', '7/9', '8/9', '9/2', '9/5'] -> (((7/9 + 8/9) * (7/2 + 9/2)) * 9/5)
[2106592] ['7/2', '7/9', '8/9', '9/2', '9/8'] -> (((7/2 / (8/9 - 7/9)) - 9/2) / 9/8)
[2106593] ['7/2', '7/9', '8/9', '9/4', '9/4'] -> (9/4 / (7/2 - ((7/9 + 9/4) / 8/9)))
[2106645] ['7/2', '8/3', '8/3', '8/3', '9/7'] -> (8/3 + (7/2 * (8/3 + (8/3 * 9/7))))
[2106647] ['7/2', '8/3', '8/3', '8/5', '8/5'] -> ((8/3 + 8/3) * (7/2 + (8/5 / 8/5)))
[2106651] ['7/2', '8/3', '8/3', '8/5', '9/4'] -> ((((7/2 * 8/3) - 8/3) * 8/5) * 9/4)
[2106655] ['7/2', '8/3', '8/3', '8/7', '8/7'] -> ((8/3 + 8/3) * (7/2 + (8/7 / 8/7)))
[2106656] ['7/2', '8/3', '8/3', '8/7', '8/9'] -> (((7/2 * (8/3 + 8/3)) * 8/7) / 8/9)
[2106657] ['7/2', '8/3', '8/3', '8/7', '9/2'] -> ((7/2 + 9/2) / (8/3 - (8/3 / 8/7)))
[2106658] ['7/2', '8/3', '8/3', '8/7', '9/4'] -> (((7/2 * (8/3 + 8/7)) - 8/3) * 9/4)
[2106659] ['7/2', '8/3', '8/3', '8/7', '9/5'] -> ((8/3 + ((7/2 * 8/3) * 8/7)) * 9/5)
[2106661] ['7/2', '8/3', '8/3', '8/7', '9/8'] -> (((7/2 * (8/3 + 8/3)) * 8/7) * 9/8)
[2106664] ['7/2', '8/3', '8/3', '8/9', '9/4'] -> ((((7/2 * 8/3) + 8/3) * 8/9) * 9/4)
[2106669] ['7/2', '8/3', '8/3', '9/2', '9/4'] -> ((((7/2 * 8/3) + 8/3) * 9/2) / 9/4)
[2106670] ['7/2', '8/3', '8/3', '9/2', '9/5'] -> ((((7/2 + 8/3) + 8/3) + 9/2) * 9/5)
[2106671] ['7/2', '8/3', '8/3', '9/2', '9/7'] -> (((8/3 * (7/2 + 9/2)) - 8/3) * 9/7)
[2106672] ['7/2', '8/3', '8/3', '9/2', '9/8'] -> (((7/2 * 8/3) + (8/3 * 9/2)) * 9/8)
[2106673] ['7/2', '8/3', '8/3', '9/4', '9/4'] -> ((8/3 + 8/3) * (7/2 + (9/4 / 9/4)))
[2106680] ['7/2', '8/3', '8/3', '9/7', '9/7'] -> ((8/3 + 8/3) * (7/2 + (9/7 / 9/7)))
[2106681] ['7/2', '8/3', '8/3', '9/7', '9/8'] -> ((7/2 * (8/3 + (8/3 * 9/7))) * 9/8)
[2106682] ['7/2', '8/3', '8/3', '9/8', '9/8'] -> ((8/3 + 8/3) * (7/2 + (9/8 / 9/8)))
[2106687] ['7/2', '8/3', '8/5', '8/5', '9/4'] -> (((7/2 * 8/5) - 8/5) * (8/3 * 9/4))
[2106691] ['7/2', '8/3', '8/5', '8/7', '8/7'] -> (8/7 / ((8/3 / 7/2) - (8/7 / 8/5)))
[2106694] ['7/2', '8/3', '8/5', '8/7', '9/4'] -> ((8/5 * (8/3 + (7/2 * 8/7))) * 9/4)
[2106705] ['7/2', '8/3', '8/5', '9/2', '9/4'] -> ((((7/2 * 8/3) * 9/2) / 8/5) - 9/4)
[2106706] ['7/2', '8/3', '8/5', '9/2', '9/5'] -> (((7/2 + 9/2) / (8/5 / 8/3)) * 9/5)
[2106709] ['7/2', '8/3', '8/5', '9/4', '9/4'] -> (9/4 / ((9/4 / 8/5) - (7/2 / 8/3)))
[2106710] ['7/2', '8/3', '8/5', '9/4', '9/5'] -> ((((7/2 + 8/3) * 8/5) * 9/4) + 9/5)
[2106720] ['7/2', '8/3', '8/7', '8/7', '8/9'] -> (((7/2 * 8/3) * (8/7 + 8/7)) / 8/9)
[2106721] ['7/2', '8/3', '8/7', '8/7', '9/2'] -> (((7/2 * (8/7 + 8/7)) - 8/3) * 9/2)
[2106722] ['7/2', '8/3', '8/7', '8/7', '9/4'] -> ((8/3 + (7/2 * (8/7 + 8/7))) * 9/4)
[2106725] ['7/2', '8/3', '8/7', '8/7', '9/8'] -> (((7/2 * 8/3) * (8/7 + 8/7)) * 9/8)
[2106732] ['7/2', '8/3', '8/7', '9/2', '9/2'] -> ((8/3 / (9/2 - (7/2 * 8/7))) * 9/2)
[2106733] ['7/2', '8/3', '8/7', '9/2', '9/4'] -> (((7/2 + (8/3 / 8/7)) * 9/2) - 9/4)
[2106740] ['7/2', '8/3', '8/7', '9/4', '9/8'] -> (9/8 / ((7/2 / (8/3 - 8/7)) - 9/4))
[2106748] ['7/2', '8/3', '8/9', '8/9', '9/2'] -> (((7/2 * (8/3 - 8/9)) - 8/9) * 9/2)
[2106749] ['7/2', '8/3', '8/9', '8/9', '9/4'] -> (((7/2 * 8/9) + 8/9) * (8/3 * 9/4))
[2106750] ['7/2', '8/3', '8/9', '8/9', '9/5'] -> (((7/2 * (8/3 + 8/9)) + 8/9) * 9/5)
[2106754] ['7/2', '8/3', '8/9', '9/2', '9/4'] -> ((7/2 * ((8/3 / 8/9) + 9/2)) - 9/4)
[2106755] ['7/2', '8/3', '8/9', '9/2', '9/5'] -> (((7/2 * 8/3) + (8/9 * 9/2)) * 9/5)
[2106767] ['7/2', '8/3', '8/9', '9/8', '9/8'] -> (9/8 / ((7/2 / 8/3) - (9/8 / 8/9)))
[2106775] ['7/2', '8/3', '9/2', '9/4', '9/7'] -> (9/7 / (((9/4 / 7/2) / 8/3) / 9/2))
[2106780] ['7/2', '8/3', '9/2', '9/7', '9/7'] -> ((8/3 * (7/2 + (9/2 / 9/7))) * 9/7)
[2106782] ['7/2', '8/3', '9/2', '9/8', '9/8'] -> (9/8 / (((7/2 + 9/8) - 9/2) / 8/3))
[2106787] ['7/2', '8/3', '9/4', '9/5', '9/5'] -> (9/5 / (((7/2 - 8/3) * 9/4) - 9/5))
[2106791] ['7/2', '8/3', '9/4', '9/7', '9/8'] -> ((((7/2 * 8/3) * 9/4) * 9/7) / 9/8)
[2106792] ['7/2', '8/3', '9/4', '9/8', '9/8'] -> (9/8 / (((7/2 - 9/4) - 9/8) / 8/3))
[2106793] ['7/2', '8/3', '9/5', '9/5', '9/5'] -> (((7/2 + 8/3) * (9/5 + 9/5)) + 9/5)
[2106807] ['7/2', '8/5', '8/5', '8/5', '9/4'] -> ((8/5 / (9/4 - (7/2 / 8/5))) - 8/5)
[2106813] ['7/2', '8/5', '8/5', '8/7', '9/2'] -> ((8/5 + (8/5 / 8/7)) * (7/2 + 9/2))
[2106854] ['7/2', '8/5', '8/7', '9/2', '9/5'] -> (((7/2 * (8/5 + 8/7)) * 9/2) / 9/5)
[2106868] ['7/2', '8/5', '8/9', '8/9', '9/2'] -> ((7/2 + 9/2) / (8/9 - (8/9 / 8/5)))
[2106890] ['7/2', '8/5', '9/2', '9/2', '9/5'] -> ((((7/2 + 8/5) + 9/2) * 9/2) / 9/5)
[2106899] ['7/2', '8/5', '9/2', '9/5', '9/8'] -> ((((7/2 * 8/5) * 9/2) + 9/5) / 9/8)
[2106902] ['7/2', '8/5', '9/2', '9/8', '9/8'] -> ((8/5 * ((7/2 * 9/2) + 9/8)) / 9/8)
[2106928] ['7/2', '8/7', '8/7', '8/7', '9/7'] -> (7/2 * ((8/7 / (9/7 - 8/7)) - 8/7))
[2106941] ['7/2', '8/7', '8/7', '9/4', '9/4'] -> ((8/7 * 9/4) / ((7/2 - 8/7) - 9/4))
[2106975] ['7/2', '8/7', '9/2', '9/2', '9/7'] -> ((((7/2 + 9/2) - 8/7) * 9/2) / 9/7)
[2106980] ['7/2', '8/7', '9/2', '9/4', '9/8'] -> (((7/2 * 8/7) * (9/2 + 9/4)) / 9/8)
[2107008] ['7/2', '8/9', '8/9', '8/9', '9/2'] -> (((7/2 * (8/9 + 8/9)) - 8/9) * 9/2)
[2107028] ['7/2', '8/9', '9/2', '9/2', '9/2'] -> (8/9 * ((7/2 * (9/2 + 9/2)) - 9/2))
[2107032] ['7/2', '8/9', '9/2', '9/2', '9/8'] -> (((8/9 - 7/2) - 9/2) * (9/8 - 9/2))
[2107062] ['7/2', '8/9', '9/8', '9/8', '9/8'] -> ((7/2 / ((9/8 * 9/8) - 9/8)) - 8/9)
[2107068] ['7/2', '9/2', '9/2', '9/4', '9/4'] -> (((7/2 + 9/2) * (9/2 + 9/4)) / 9/4)
[2107074] ['7/2', '9/2', '9/2', '9/5', '9/8'] -> ((7/2 + (9/2 / 9/5)) * (9/2 / 9/8))
[2107076] ['7/2', '9/2', '9/2', '9/7', '9/8'] -> (((9/2 + 9/2) - 9/7) * (7/2 / 9/8))
[2107077] ['7/2', '9/2', '9/2', '9/8', '9/8'] -> (((7/2 + 9/2) * (9/2 - 9/8)) / 9/8)
[2107109] ['7/2', '9/4', '9/5', '9/5', '9/7'] -> ((7/2 / (9/4 - 9/5)) * (9/5 + 9/7))
[2107144] ['7/3', '7/3', '7/3', '7/3', '9/4'] -> (((7/3 + 7/3) / (7/3 - 9/4)) / 7/3)
[2107152] ['7/3', '7/3', '7/3', '7/4', '7/9'] -> ((7/3 + 7/3) / ((7/4 + 7/9) - 7/3))
[2107167] ['7/3', '7/3', '7/3', '7/5', '8/5'] -> (8/5 / (((7/3 / 7/3) + 7/5) - 7/3))
[2107176] ['7/3', '7/3', '7/3', '7/6', '7/8'] -> (((7/3 + 7/3) + 7/3) / (7/6 - 7/8))
[2107181] ['7/3', '7/3', '7/3', '7/6', '8/9'] -> (7/3 / ((7/3 * 7/6) - (7/3 / 8/9)))
