[8952] ['1/4', '4/5', '7/3', '3', '7'] -> 3 + 7/3 * (1/4 + 7 / 4/5)
[17229] ['4/9', '7/8', '7/5', '4', '6'] -> (6 + 4 / 4/9) / (7/8 / 7/5)
[17230] ['1/6', '5/7', '3/4', '3', '6'] -> (3 - 5/7) * (6 + 3/4 / 1/6)
[17231] ['1/5', '6/7', '2', '7/2', '8'] -> 7/2 * (2 / 1/5 - 6/7) - 8
[17232] ['5/7', '9/8', '5/3', '3', '4'] -> 9/8 * 4 * (3 + 5/3 / 5/7)
[17233] ['1/4', '4/9', '9/8', '3', '8'] -> (3 + 8 / 4/9) / (9/8 - 1/4)
[17234] ['7/8', '1', '8/7', '4', '9/2'] -> (1 + 9/2) / (7/8 / 4) - 8/7
[17235] ['2/5', '2/3', '2/3', '1', '8'] -> 8 / 2/5 / (1 / 2/3 - 2/3)
[17236] ['1/9', '4/5', '5/2', '5', '5'] -> 5 / 1/9 / (5 - 5/2 / 4/5)
[17237] ['1/6', '6/7', '9/4', '7', '9'] -> 7 * (1/6 * 9 + 6/7 * 9/4)
[17238] ['3/8', '5/9', '6/5', '3', '5'] -> (6/5 + 3 * 5) / (3/8 / 5/9)
[17239] ['1/2', '4/7', '7/9', '3', '7'] -> 7 / 3 / (1/2 / 4/7 - 7/9)
[17240] ['7/8', '1', '7/6', '6/5', '4'] -> 7/6 / (7/8 - 1 / 6/5) - 4
[17241] ['2/5', '2/3', '7/9', '1', '8'] -> 8 / (2/3 / (1 - 2/5) - 7/9)
[17242] ['3/4', '7/5', '7/5', '6', '8'] -> 7/5 / ((3/4 + 8) / 6 - 7/5)
[17243] ['1/9', '4/5', '7/2', '5', '5'] -> 5 / (1/9 / 4/5) / (5 - 7/2)
[17244] ['7/8', '1', '7/6', '5/4', '4'] -> 5/4 / (7/8 / 4 + 1 - 7/6)
[17245] ['1/9', '2/5', '3', '7/2', '7'] -> (7 - 7/2) / 1/9 - 3 / 2/5
[17246] ['5/7', '9/8', '9/5', '3', '4'] -> 9/5 / (9/8 - 3 / (5/7 * 4))
[17247] ['1/4', '4/9', '7/6', '3', '8'] -> 8 * (7/6 / (4/9 - 1/4) - 3)
[17248] ['1/5', '7/9', '7/9', '2', '3'] -> (2 + 3) / 1/5 - 7/9 / 7/9
[17249] ['1/2', '4/7', '8/9', '3', '7'] -> (1/2 + 4/7 / 8/9) * 3 * 7
[17250] ['1/9', '4/5', '9/2', '5', '5'] -> 5 * (5 - 4/5 / 9/2) - 1/9
[17251] ['1/9', '2/5', '3', '9/2', '7'] -> 2/5 * (9/2 + 7 / 1/9) - 3
[17252] ['5/7', '9/8', '9/4', '3', '4'] -> 3 / (5/7 * (4 - 9/4) - 9/8)
[17253] ['7/8', '1', '7/6', '7/5', '4'] -> 7/5 * (1 + 4) / (7/6 - 7/8)
[17254] ['1/5', '7/9', '5/6', '2', '3'] -> (2 + 3 * 7/9 / 5/6) / 1/5
[17255] ['1/5', '7/8', '7/6', '2', '8'] -> (8 + 2 / 1/5) / (7/8 / 7/6)
[17256] ['8/9', '9/7', '4/3', '3', '3'] -> 8/9 / (4/3 / 9/7 - 3 / 3)
[17257] ['7/8', '1', '7/6', '8/5', '4'] -> 4 / (1 - 7/6 / (7/8 * 8/5))
[17258] ['5/7', '9/8', '5/2', '3', '4'] -> 3 * (9/8 * 4 + 5/2 / 5/7)
[17259] ['1/5', '7/9', '6/7', '2', '3'] -> 7/9 * (6/7 + 3 / (1/5 / 2))
[17260] ['1/6', '7/8', '7/5', '7', '9'] -> (7 / (1/6 * 7/5) - 9) / 7/8
[17261] ['4/9', '7/8', '8/3', '4', '6'] -> (6 + (8/3 + 4) / 4/9) / 7/8
[17262] ['1/9', '5/6', '7/8', '5', '5'] -> 5 / (7/8 - 5 * 1/9 / 5/6)
[17263] ['1/9', '3/7', '5/8', '3', '7'] -> (5/8 + 7 / (3/7 + 3)) / 1/9
[17264] ['1/4', '4/9', '8/5', '3', '8'] -> 8/5 * (1/4 + 8 + 3 / 4/9)
[17265] ['7/8', '1', '7/6', '9/4', '4'] -> (1 + 4) / (9/4 - (7/8 + 7/6))
[17266] ['1/2', '4/7', '5/3', '3', '7'] -> 4/7 * 7 / (5/3 - 1/2 * 3)
[17267] ['1/6', '5/7', '3/2', '3', '6'] -> 3 + (6 + 3/2 / 1/6) / 5/7
[17268] ['1/6', '7/8', '8/5', '7', '9'] -> (9 - 7 / (7/8 * 8/5)) / 1/6
[17269] ['1/5', '7/8', '4/3', '2', '8'] -> (1/5 + 7/8 * 8) * (4/3 + 2)
[17270] ['8/9', '9/7', '8/5', '3', '3'] -> 9/7 * 8/5 * 3 * (8/9 + 3)
[17271] ['3/8', '5/9', '3', '7/2', '5'] -> 3 / (7/2 - 5 * 3/8 / 5/9)
[17272] ['1/9', '5/6', '9/8', '5', '5'] -> 5 / (5/6 - 5 * 1/9 * 9/8)
[17273] ['1/8', '3/8', '5/9', '2', '6'] -> (2 + 6) / (1/8 + 3/8 * 5/9)
[17274] ['7/8', '1', '7/6', '8/3', '4'] -> 4 / (7/8 * 8/3 - (1 + 7/6))
[17275] ['3/4', '7/5', '7/2', '6', '8'] -> 8 / (3/4 - 7/2 / (7/5 * 6))
[17276] ['1/6', '5/7', '8/5', '3', '6'] -> 5/7 * (6 + (8/5 + 3) / 1/6)
[17277] ['1/4', '1/2', '5/9', '3', '8'] -> 8 / (1/2 / 1/4 - 5/9 * 3)
[17278] ['1/2', '3/5', '5/7', '3', '7'] -> (3 - 3/5) * 7 / (1/2 / 5/7)
[17279] ['1/4', '1/2', '5/7', '3', '8'] -> (3 / (5/7 - 1/2) - 8) / 1/4
[17280] ['3/8', '4/7', '5/8', '3', '5'] -> 3 * (5 / 4/7 - 5/8) - 3/8
[17281] ['5/7', '8/7', '9/5', '3', '4'] -> 8/7 / (4 / 3 - 5/7 * 9/5)
[17282] ['8/9', '9/7', '9/5', '3', '3'] -> 9/7 * (8/9 + 3) * (9/5 + 3)
[17283] ['1/9', '5/6', '6/5', '5', '5'] -> 5 * (6/5 / 1/9 - 5 / 5/6)
[17284] ['1/6', '8/9', '8/9', '7', '9'] -> (8/9 / 1/6 + 7 + 9) / 8/9
[17285] ['1/9', '3/7', '9/8', '3', '7'] -> 9/8 * 7 * (3 + 1/9 * 3/7)
[17286] ['1/4', '1/2', '7/9', '3', '8'] -> 8 / (7/9 * 3 - 1/2 / 1/4)
[17287] ['3/4', '8/5', '7/3', '6', '8'] -> 8/5 * (7/3 + 6) + 8 / 3/4
[17288] ['3/8', '4/7', '2/3', '3', '5'] -> 4/7 * 3 * (2/3 + 5 / 3/8)
[17289] ['1/9', '5/6', '5/4', '5', '5'] -> (5 + 5 / 1/9) / (5/6 + 5/4)
[17290] ['1/5', '7/9', '6/5', '2', '3'] -> (2 + 3 * 7/9 * 6/5) / 1/5
[17291] ['1/2', '3/5', '6/7', '3', '7'] -> 3 / (3/5 - 1/2) - 6/7 * 7
[17292] ['1/6', '8/9', '9/8', '7', '9'] -> 9/8 * (8/9 / 1/6 + 7 + 9)
[17293] ['1/4', '1/2', '9/7', '3', '8'] -> 8 / (3 / 9/7 - 1/2 / 1/4)
[17294] ['8/9', '9/7', '5/2', '3', '3'] -> 3 / (3 / (8/9 * 9/7) - 5/2)
[17295] ['1/9', '5/6', '9/7', '5', '5'] -> (1/9 + 5 / 9/7) / (5/6 / 5)
[17296] ['5/7', '7/6', '7/6', '3', '4'] -> (7/6 + 5/7 * 7/6) * 3 * 4
[17297] ['2/5', '5/7', '8/9', '1', '8'] -> 8/9 * (8 / (2/5 * 5/7) - 1)
[17298] ['1/5', '7/8', '2', '8/3', '8'] -> (2 - 7/8) * (8 + 8/3 / 1/5)
[17299] ['3/8', '4/7', '7/9', '3', '5'] -> 5 / 3 / (4/7 * 7/9 - 3/8)
[17300] ['1/6', '3/4', '6/5', '3', '6'] -> 6 / (3/4 / (3 - 6/5) - 1/6)
[17301] ['1/2', '3/5', '8/9', '3', '7'] -> (3/5 + 3) * 8/9 * (1/2 + 7)
[17302] ['8/9', '9/7', '8/3', '3', '3'] -> 8/3 / (8/9 - 3 / (9/7 * 3))
[17303] ['5/7', '7/6', '6/5', '3', '4'] -> 4 / (3 - (6/5 + 7/6 / 5/7))
[17304] ['2/5', '5/7', '1', '9/8', '8'] -> (8 / (2/5 * 5/7) - 1) / 9/8
[17305] ['3/4', '9/5', '9/5', '6', '8'] -> 9/5 / (9/5 - 3/4) * (6 + 8)
[17306] ['1/5', '7/9', '4/3', '2', '3'] -> 2 / (3 - 7/9 / (1/5 * 4/3))
[17307] ['1/5', '8/9', '9/8', '2', '8'] -> 8 * (9/8 / (1/5 / 8/9) - 2)
[17308] ['1/6', '8/9', '5/4', '7', '9'] -> 9 / (7 / 8/9 - 5/4 / 1/6)
[17309] ['1/4', '1/2', '9/5', '3', '8'] -> 8 / (1/2 / 1/4 - 3 / 9/5)
[17310] ['1/9', '3/7', '3/2', '3', '7'] -> 3/2 * (7 / 3/7 - 1/9 * 3)
[17311] ['8/9', '9/7', '3', '3', '9/2'] -> 3 / (9/2 / 9/7 - 3 / 8/9)
[17312] ['1/5', '7/9', '7/5', '2', '3'] -> 2 * (3 + 7/5 / (1/5 * 7/9))
[17313] ['3/8', '4/7', '5/6', '3', '5'] -> 5 * (3 / 4/7 - 3/8 / 5/6)
[17314] ['5/7', '7/6', '4/3', '3', '4'] -> 3 * 4 / (4/3 - 5/7 * 7/6)
[17315] ['1/6', '8/9', '9/7', '7', '9'] -> (9 - 7 / 9/7) / (1/6 * 8/9)
[17316] ['2/5', '5/7', '1', '5/4', '8'] -> 5/7 * (2/5 + 8) / (5/4 - 1)
[17317] ['1/2', '3/5', '4/3', '3', '7'] -> 4/3 * (1/2 + 7) * (3 - 3/5)
[17318] ['8/9', '4/3', '3/2', '3', '3'] -> (4/3 + 8/9 * 3/2) * 3 * 3
[17319] ['1/8', '2/5', '5/9', '2', '6'] -> (2 / (2/5 * 5/9) - 6) / 1/8
[17320] ['1/5', '7/9', '8/5', '2', '3'] -> 8/5 / 1/5 / (7/9 * 3 - 2)
[17321] ['1/6', '7/9', '9/8', '3', '6'] -> 3 / (1/6 * 6 - 7/9 * 9/8)
[17322] ['1/5', '8/9', '5/4', '2', '8'] -> (8/9 + 8) * (1/5 + 5/4 * 2)
[17323] ['3/4', '7/3', '7/3', '6', '8'] -> (6 + 8) / (7/3 - 3/4 * 7/3)
[17324] ['3/8', '4/7', '6/5', '3', '5'] -> 5 * (3 / 4/7 - 3/8 * 6/5)
[17325] ['2/5', '5/7', '1', '3/2', '8'] -> (8 / 5/7 - 1) / 2/5 - 3/2
[17326] ['1/8', '2/5', '4/7', '2', '6'] -> 2 * (4/7 + 6 / (1/8 + 2/5))
[17327] ['1/5', '7/9', '5/3', '2', '3'] -> (5/3 + 2 + 3 / 1/5) / 7/9
[17328] ['5/7', '7/6', '7/4', '3', '4'] -> 4 / (5/7 + 7/6 - 3 / 7/4)
[17329] ['3/4', '7/2', '7/2', '6', '8'] -> 6 / (8 - (7/2 + 3/4 + 7/2))
[17330] ['1/6', '7/9', '6/5', '3', '6'] -> 6/5 * (6 + 3 / (1/6 / 7/9))
[17331] ['1/8', '2/5', '5/7', '2', '6'] -> 6 / 5/7 - (2/5 - 2 / 1/8)
[17332] ['8/9', '7/5', '7/5', '3', '3'] -> 3 / (7/5 / 7/5 - 8/9) - 3
[17333] ['1/5', '8/9', '5/3', '2', '8'] -> 8/9 * 5/3 * (1/5 + 2 * 8)
[17334] ['1/6', '7/9', '5/4', '3', '6'] -> 1/6 + 6 * (3 + 7/9 * 5/4)
[17335] ['1/2', '5/8', '8/7', '3', '7'] -> 3 / 7 / (8/7 - (1/2 + 5/8))
[17336] ['4/9', '8/7', '7/5', '4', '6'] -> 8/7 * 7/5 * (6 + 4 / 4/9)
[17337] ['1/4', '5/9', '7/8', '3', '8'] -> (5/9 + 3) * (7/8 * 8 - 1/4)
[17338] ['1/9', '6/7', '8/9', '5', '5'] -> 6/7 / 8/9 * (5 * 5 - 1/9)
[17339] ['3/8', '4/7', '7/5', '3', '5'] -> (5 / 7/5 - 4/7) / (3/8 / 3)
[17340] ['8/9', '7/5', '3/2', '3', '3'] -> 8/9 * (3 / (3/2 - 7/5) - 3)
[17341] ['5/7', '7/6', '9/4', '3', '4'] -> (3 - 5/7) * 4 * 7/6 * 9/4
[17342] ['7/8', '1', '5/4', '8/3', '4'] -> 1 / (7/8 - 5/4 * 8/3 / 4)
[17343] ['1/6', '7/9', '7/5', '3', '6'] -> 7/5 * (3 / (1/6 * 7/9) - 6)
[17344] ['1/2', '5/8', '6/5', '3', '7'] -> 5/8 * 3 * (7 / 1/2 - 6/5)
[17345] ['1/9', '6/7', '9/8', '5', '5'] -> 6/7 * 9/8 * (5 * 5 - 1/9)
[17346] ['8/9', '7/5', '8/5', '3', '3'] -> (7/5 + 8/5) * 3 * 8/9 * 3
[17347] ['1/4', '5/9', '8/7', '3', '8'] -> (5/9 + 3) * (8 / 8/7 - 1/4)
[17348] ['1/6', '7/9', '8/5', '3', '6'] -> (1/6 + 7/9 * 3) * 8/5 * 6
[17349] ['5/7', '6/5', '6/5', '3', '4'] -> 3 * (6/5 + 6/5 + 4 / 5/7)
[17350] ['1/2', '5/8', '7/5', '3', '7'] -> 7 / (1/2 * 5/8) - (7/5 - 3)
[17351] ['1/5', '7/9', '2', '8/3', '3'] -> (2 / 1/5 - 3) / (7/9 / 8/3)
[17352] ['1/9', '4/9', '7/8', '3', '7'] -> 3 / (1/9 / 4/9 - 7/8 / 7)
[17353] ['1/5', '8/9', '2', '7/3', '8'] -> (7/3 - 1/5) / (8/9 / (2 + 8))
[17354] ['7/9', '7/9', '8/9', '6', '8'] -> 8 * (7/9 * 6 - (7/9 + 8/9))
[17355] ['5/7', '6/5', '5/4', '3', '4'] -> (6/5 + 3) * (5/7 + 5/4 * 4)
[17356] ['1/4', '5/9', '9/7', '3', '8'] -> 3 / (1/4 / 9/7 - 5/9 / 8)
[17357] ['1/8', '2/5', '8/7', '2', '6'] -> 8/7 + 2 * 6 / (1/8 + 2/5)
[17358] ['7/9', '7/9', '9/8', '6', '8'] -> 6 / (9/8 - (7/9 + 7/9 / 8))
[17359] ['5/7', '6/5', '4/3', '3', '4'] -> 4/3 * (6/5 + 4 / (5/7 / 3))
[17360] ['2/5', '3/4', '7/9', '1', '8'] -> (8 / 2/5 - 1 / 3/4) / 7/9
[17361] ['8/9', '7/5', '9/5', '3', '3'] -> 3 / (8/9 - 7/5 / 9/5) - 3
[17362] ['1/5', '9/8', '9/8', '2', '8'] -> 8 * (9/8 / (1/5 * 9/8) - 2)
[17363] ['1/6', '4/5', '6/7', '3', '6'] -> (6 / 4/5 - 3 / 6/7) / 1/6
[17364] ['7/8', '1', '9/7', '7/4', '4'] -> (1 + 9/7) * 4 * (7/8 + 7/4)
[17365] ['1/9', '4/9', '7/6', '3', '7'] -> 4/9 * 3 / (7/6 / 7 - 1/9)
[17366] ['5/7', '6/5', '7/5', '3', '4'] -> 6/5 / 7/5 / (3 / 4 - 5/7)
[17367] ['1/5', '4/5', '6/7', '2', '3'] -> (2 + 3 * 4/5 / 6/7) / 1/5
[17368] ['2/5', '3/4', '6/7', '1', '8'] -> (1 + 8 / 2/5) / (3/4 / 6/7)
[17369] ['3/8', '4/7', '9/4', '3', '5'] -> 9/4 / 3/8 / (3 / 4/7 - 5)
[17370] ['4/9', '8/7', '5/2', '4', '6'] -> 4 / (5/2 - 6 * 4/9 / 8/7)
[17371] ['1/6', '4/5', '8/9', '3', '6'] -> (6 / 4/5 - 3) / (1/6 / 8/9)
[17372] ['5/7', '6/5', '8/5', '3', '4'] -> (6/5 + 8/5) * 4 * 5/7 * 3
[17373] ['4/9', '8/7', '8/3', '4', '6'] -> 8/7 * (6 + (8/3 + 4) / 4/9)
[17374] ['1/5', '4/5', '8/9', '2', '3'] -> (3 + 2 * 4/5 / 8/9) / 1/5
[17375] ['1/4', '5/9', '5/2', '3', '8'] -> 8 / (5/9 / 5/2) - 3 / 1/4
[17376] ['7/9', '7/9', '5/4', '6', '8'] -> 6 + 8 * (5/4 + 7/9 / 7/9)
[17377] ['8/9', '7/5', '5/2', '3', '3'] -> 3 / (7/5 * 5/2 - 3 / 8/9)
[17378] ['1/6', '9/8', '9/5', '7', '9'] -> 7 / (9/8 - 9 * 1/6 / 9/5)
[17379] ['1/9', '6/7', '3/2', '5', '5'] -> (3/2 + 5 / (6/7 * 5)) / 1/9
[17380] ['1/6', '4/5', '7/6', '3', '6'] -> (6 / 4/5 - 7/6 * 3) / 1/6
[17381] ['2/5', '3/4', '1', '9/7', '8'] -> 9/7 * (8 / 2/5 - 1 / 3/4)
[17382] ['7/9', '7/9', '9/7', '6', '8'] -> 8 / (7/9 + 7/9) / (9/7 / 6)
[17383] ['1/5', '4/5', '9/7', '2', '3'] -> (3 - 9/7) / (1/5 / (4/5 + 2))
[17384] ['7/8', '1', '9/7', '8/3', '4'] -> 1 / 7/8 / (4 - (9/7 + 8/3))
[17385] ['2/5', '3/4', '1', '4/3', '8'] -> (8 / 2/5 - 1) / 3/4 - 4/3
[17386] ['1/9', '1/2', '5/7', '3', '7'] -> 1/2 * (3 + 7 / (1/9 / 5/7))
[17387] ['1/2', '5/7', '8/9', '3', '7'] -> (5/7 + 7) * 8/9 * (1/2 + 3)
[17388] ['1/8', '3/7', '4/9', '2', '6'] -> (6 - 2 / 3/7) / (1/8 * 4/9)
[17389] ['3/8', '3/5', '7/9', '3', '5'] -> 5 / 3/5 / (3/8 * 3 - 7/9)
[17390] ['7/8', '1', '9/7', '4', '9/2'] -> 9/2 / (9/7 * (1 - 7/8)) - 4
[17391] ['5/7', '6/5', '7/3', '3', '4'] -> 7/3 * 3 * 4 * 5/7 * 6/5
[17392] ['1/5', '9/8', '2', '7/3', '8'] -> 9/8 * (2 + 8) * (7/3 - 1/5)
[17393] ['1/5', '4/5', '2', '7/3', '3'] -> (1/5 + 3) / (2 - 4/5 * 7/3)
[17394] ['1/8', '3/7', '5/9', '2', '6'] -> 2 / 3/7 / (1/8 * 6 - 5/9)
[17395] ['1/2', '5/7', '5/4', '3', '7'] -> 7 / (1/2 / 5/7) / (5/4 / 3)
[17396] ['8/9', '3/2', '8/5', '3', '3'] -> 8/9 * (3 / (8/5 - 3/2) - 3)
[17397] ['7/8', '1', '4/3', '7/5', '4'] -> 4 / (1 - 7/8 * 4/3 / 7/5)
[17398] ['1/4', '4/7', '4/5', '3', '8'] -> (4/7 + 8) * (3 - 1/4 * 4/5)
[17399] ['5/7', '6/5', '8/3', '3', '4'] -> 8/3 * (6/5 * 4 + 3 / 5/7)
[17400] ['1/2', '5/7', '4/3', '3', '7'] -> (3 - 5/7) * 7 / (1/2 * 4/3)
[17401] ['7/9', '7/9', '5/2', '6', '8'] -> 5/2 * 6 + 8 + 7/9 / 7/9
[17402] ['1/5', '9/8', '2', '7/2', '8'] -> (7/2 / (1/5 / 2) - 8) / 9/8
[17403] ['1/5', '5/6', '6/7', '2', '3'] -> (2 + 3 / 5/6) / (1/5 / 6/7)
[17404] ['7/8', '1', '4/3', '8/5', '4'] -> 4 / (7/8 - 4/3 + 1 / 8/5)
[17405] ['8/9', '3/2', '7/4', '3', '3'] -> 3 / (3 / 8/9 - (3/2 + 7/4))
[17406] ['5/7', '6/5', '3', '7/2', '4'] -> 4 * (3 + 7/2 * 5/7 * 6/5)
[17407] ['1/9', '1/2', '7/5', '3', '7'] -> 1/2 * (3 + 7 / (1/9 * 7/5))
[17408] ['4/9', '7/6', '5/2', '4', '6'] -> 4 / ((7/6 + 5/2) / 6 - 4/9)
[17409] ['1/5', '5/6', '7/8', '2', '3'] -> 1/5 / (7/8 - 5/6) * (2 + 3)
[17410] ['7/9', '7/9', '9/2', '6', '8'] -> 8 / (6 / 9/2 - 7/9 / 7/9)
[17411] ['1/6', '6/7', '8/9', '3', '6'] -> 8/9 * (6 + 3 / (1/6 * 6/7))
[17412] ['1/5', '5/6', '8/9', '2', '3'] -> (3 + 2 / 5/6) / (1/5 / 8/9)
[17413] ['1/6', '6/7', '9/8', '3', '6'] -> (6 + 3 / (1/6 * 6/7)) / 9/8
[17414] ['1/4', '4/7', '9/8', '3', '8'] -> 3 / (8 - 9/8 / (1/4 * 4/7))
[17415] ['7/8', '1', '4/3', '9/4', '4'] -> (1 + 4/3) * 4 / (7/8 / 9/4)
[17416] ['7/9', '4/5', '5/6', '6', '8'] -> 4/5 * 5/6 / (7/9 - 6 / 8)
[17417] ['1/9', '6/7', '5/2', '5', '5'] -> (5 - 5 / (6/7 * 5/2)) / 1/9
[17418] ['2/5', '7/9', '5/6', '1', '8'] -> 8 / (2/5 - 1 + 7/9 / 5/6)
[17419] ['1/8', '3/7', '4/5', '2', '6'] -> 4/5 * (2 / 1/8 + 6 / 3/7)
[17420] ['8/9', '3/2', '7/3', '3', '3'] -> 3 / (3/2 * 7/3 - 3 / 8/9)
[17421] ['1/9', '5/9', '5/7', '3', '7'] -> (3 - 5/7) * 7 / (1/9 + 5/9)
[17422] ['7/9', '4/5', '6/7', '6', '8'] -> (6 + 8 / 4/5) / (7/9 * 6/7)
[17423] ['1/5', '8/7', '9/7', '2', '8'] -> 8 * ((2 - 8/7) / 1/5 - 9/7)
[17424] ['4/9', '6/5', '5/4', '4', '6'] -> 6/5 * 5/4 + (4 + 6) / 4/9
[17425] ['1/9', '6/7', '7/2', '5', '5'] -> (7/2 + 5 - 5 / 6/7) / 1/9
[17426] ['8/9', '3/2', '3', '3', '7/2'] -> 8/9 * 3 * (3 * 7/2 - 3/2)
[17427] ['1/8', '3/7', '8/9', '2', '6'] -> 3/7 * (2 + 6 / (1/8 * 8/9))
[17428] ['1/5', '8/7', '4/3', '2', '8'] -> (4/3 + 2) * (1/5 + 8 / 8/7)
[17429] ['1/9', '5/9', '6/7', '3', '7'] -> 6/7 / (1/9 - 5/9 / 7) - 3
[17430] ['1/2', '5/7', '8/3', '3', '7'] -> 8/3 / (1/2 - 3 / (5/7 + 7))
[17431] ['1/9', '6/7', '9/2', '5', '5'] -> 6/7 * (5 + 9/2 * (1/9 + 5))
[17432] ['7/8', '1', '7/5', '5/3', '4'] -> 4 / 7/8 / (5/3 / 7/5 - 1)
[17433] ['1/5', '5/6', '9/7', '2', '3'] -> (2 + 3 / (5/6 * 9/7)) / 1/5
[17434] ['1/6', '7/6', '6/5', '7', '9'] -> (9 - 7 / (7/6 * 6/5)) / 1/6
[17435] ['1/6', '6/7', '9/5', '3', '6'] -> 6/7 * (9/5 + 3) * (6 - 1/6)
[17436] ['5/7', '5/4', '7/4', '3', '4'] -> 7/4 * 3 * (4 + 5/7 / 5/4)
[17437] ['2/5', '7/9', '1', '8/7', '8'] -> 7/9 * 8 * (1 + 8/7 / 2/5)
[17438] ['7/9', '4/5', '8/7', '6', '8'] -> 8 / (7/9 * (8/7 - 4/5)) - 6
[17439] ['1/9', '7/8', '8/9', '5', '5'] -> 5 * 5 - (7/8 + 1/9 / 8/9)
[17440] ['1/5', '8/7', '5/3', '2', '8'] -> 5/3 * 2 * (1/5 + 8 / 8/7)
[17441] ['4/9', '6/5', '7/4', '4', '6'] -> (4 - 4/9) * (7/4 + 6 / 6/5)
[17442] ['1/6', '7/6', '8/5', '7', '9'] -> 8/5 * (1/6 - 7/6 + 7 + 9)
[17443] ['7/8', '1', '7/5', '9/4', '4'] -> 9/4 * 4 / (1 - 7/8 / 7/5)
[17444] ['8/9', '8/5', '7/3', '3', '3'] -> 8/5 * 3 * (7/3 + 8/9 * 3)
[17445] ['1/8', '3/7', '8/5', '2', '6'] -> 2 / (1/8 * 8/5) + 6 / 3/7
[17446] ['1/9', '7/8', '9/8', '5', '5'] -> 5 * 5 - (7/8 + 1/9 * 9/8)
[17447] ['1/2', '3/4', '9/5', '3', '7'] -> (1/2 + 3/4) * (3 * 7 - 9/5)
[17448] ['1/4', '4/7', '7/3', '3', '8'] -> 8 + 7/3 * 3 / (1/4 / 4/7)
[17449] ['7/8', '1', '7/5', '7/3', '4'] -> 1 / (7/8 / 7/5 - 7/3 / 4)
[17450] ['8/9', '8/5', '5/2', '3', '3'] -> 5/2 * (8/5 + 3 * 8/9 * 3)
[17451] ['1/2', '7/9', '7/9', '3', '7'] -> (7 + 7/9 * 3) / (1/2 * 7/9)
[17452] ['1/4', '3/5', '2/3', '3', '8'] -> (8 + 2/3 * 3) / (1/4 / 3/5)
[17453] ['1/9', '5/9', '9/5', '3', '7'] -> (7 + 5/9 * 9/5) / (1/9 * 3)
[17454] ['4/9', '6/5', '4', '9/2', '6'] -> (4 + 6) * 9/2 * 4/9 * 6/5
[17455] ['1/5', '8/7', '2', '7/3', '8'] -> 7/3 * (2 * 8 - 8/7 / 1/5)
[17456] ['7/8', '1', '7/5', '8/3', '4'] -> 1 / (8/3 / 4 - 7/8 / 7/5)
[17457] ['5/7', '5/4', '3', '4', '9/2'] -> 9/2 + (5/7 + 3) * (5/4 + 4)
[17458] ['3/8', '5/8', '7/6', '3', '5'] -> (5 + 3 / 3/8) / (7/6 - 5/8)
[17459] ['2/5', '7/9', '1', '7/5', '8'] -> 8 / (7/9 / 7/5) / (1 - 2/5)
[17460] ['1/5', '6/7', '7/8', '2', '3'] -> 7/8 * 3 * (2 / 1/5 - 6/7)
[17461] ['1/9', '7/8', '6/5', '5', '5'] -> 5 / (7/8 - 5 * 1/9 * 6/5)
[17462] ['7/8', '1', '3/2', '8/5', '4'] -> 3/2 * 4 / (7/8 - 1 / 8/5)
[17463] ['1/8', '3/7', '2', '9/2', '6'] -> 2 + 9/2 / 1/8 - 6 / 3/7
[17464] ['1/4', '3/5', '7/9', '3', '8'] -> 8 / (1/4 * 3/5) / (3 - 7/9)
[17465] ['5/7', '9/7', '9/7', '3', '4'] -> (9/7 + 3 * (9/7 + 4)) / 5/7
[17466] ['8/9', '8/5', '3', '3', '9/2'] -> 8/5 * (3 + 9/2 * 8/9 * 3)
[17467] ['7/9', '4/5', '3/2', '6', '8'] -> 3/2 + (6 + 8) / (7/9 * 4/5)
[17468] ['1/9', '7/8', '5/4', '5', '5'] -> 5 / (1/9 * 5) / (5/4 - 7/8)
[17469] ['1/9', '4/7', '5/8', '3', '7'] -> (4/7 / 1/9 - 3) / (5/8 / 7)
[17470] ['1/8', '4/9', '4/7', '2', '6'] -> 4/7 * (6 + 2 / (1/8 * 4/9))
[17471] ['1/4', '3/5', '6/7', '3', '8'] -> 6/7 * (8 + 3 / (1/4 * 3/5))
[17472] ['8/9', '5/3', '7/4', '3', '3'] -> 3 / (5/3 - 8/9 * 7/4) - 3
[17473] ['4/9', '5/4', '8/5', '4', '6'] -> 6 + 8/5 * 4 / (4/9 / 5/4)
[17474] ['5/7', '9/7', '9/5', '3', '4'] -> 9/5 + (9/7 + 4) / (5/7 / 3)
[17475] ['1/6', '6/5', '9/4', '7', '9'] -> (1/6 + 7 / 6/5) / (9/4 / 9)
[17476] ['1/9', '4/7', '2/3', '3', '7'] -> (7 + 2/3 - 3) / (1/9 / 4/7)
[17477] ['7/9', '4/5', '7/4', '6', '8'] -> 4/5 * 8 * (6 - 7/4 / 7/9)
[17478] ['1/8', '4/9', '3/5', '2', '6'] -> 2 / (1/8 * 3/5) - 4/9 * 6
[17479] ['3/8', '2/3', '5/7', '3', '5'] -> (2/3 * 3 + 5 / 5/7) / 3/8
[17480] ['7/9', '4/5', '9/5', '6', '8'] -> 8 * ((4/5 + 6) / 9/5 - 7/9)
[17481] ['7/8', '1', '8/5', '9/4', '4'] -> 4 * (1 + 8/5 * (7/8 + 9/4))
[17482] ['3/8', '2/3', '6/7', '3', '5'] -> (3 + 5 / 2/3) / (3/8 / 6/7)
