[62658] ['1/4', '3/8', '5/9', '5', '8'] -> (5 / 5/9 - 3/8 * 8) / 1/4
[69414] ['3/8', '9/7', '4/3', '2', '2'] -> 2 / 3/8 / (2 / 9/7 - 4/3)
[69415] ['1/6', '2/3', '9/8', '7', '7'] -> (7 + 7) / (2/3 * 9/8 - 1/6)
[69416] ['5/9', '4/7', '7/9', '6', '6'] -> (6 - 5/9) * 6 * 4/7 / 7/9
[69417] ['4/9', '7/9', '1', '2', '7/2'] -> (1 + 2 * 7/2) / (7/9 - 4/9)
[69418] ['1/8', '4/7', '4/3', '4', '4'] -> 4 / (4/3 / (4/7 + 4) - 1/8)
[69419] ['5/8', '7/6', '6/5', '5', '6'] -> 5/8 * 6 * (5 + 7/6 * 6/5)
[69420] ['5/8', '1', '1', '5/3', '8/3'] -> 1 / (5/3 * (5/8 + 1) - 8/3)
[69421] ['1/6', '2/3', '6/5', '7', '7'] -> (7 / 6/5 - 2/3) / 1/6 - 7
[69422] ['5/9', '4/7', '4/5', '6', '6'] -> 6 / 4/7 + 6 / (5/9 * 4/5)
[69423] ['1/8', '4/7', '7/5', '4', '4'] -> (4/7 / 4 + 4 / 7/5) / 1/8
[69424] ['3/8', '9/7', '3/2', '2', '2'] -> (3/2 + 2) * 2 / (3/8 / 9/7)
[69425] ['4/9', '8/7', '7/2', '9', '9'] -> 7/2 * (4/9 * (9 + 9) - 8/7)
[69426] ['5/8', '1', '1', '5/3', '7/2'] -> 1 / (5/3 / (7/2 - 1) - 5/8)
[69427] ['2/5', '9/8', '7/2', '5', '8'] -> 8 / (2/5 / 9/8) - (7/2 - 5)
[69428] ['5/8', '7/6', '9/7', '5', '6'] -> 6 / (5/8 / (9/7 - 7/6) - 5)
[69429] ['4/9', '4/5', '5/6', '1', '2'] -> 4/5 / (4/9 / 5/6 - 1 / 2)
[69430] ['1/5', '5/7', '1', '6/5', '6'] -> 6 * (6/5 / (1 - 5/7) - 1/5)
[69431] ['5/8', '1', '1', '5/3', '9/2'] -> (1 + 1) * 9/2 / (5/8 / 5/3)
[69432] ['2/5', '9/7', '9/7', '2', '5'] -> 5 / (2/5 / 2) - 9/7 / 9/7
[69433] ['3/5', '2/3', '1', '9/8', '9'] -> 9 / (9/8 / 3/5 - 1 / 2/3)
[69434] ['2/5', '8/7', '7/6', '5', '8'] -> (8 + 8/7 / 5) / (2/5 / 7/6)
[69435] ['1', '9/7', '7/4', '9/5', '6'] -> 6 / (9/7 * 7/4 / 9/5 - 1)
[69436] ['3/8', '9/7', '5/3', '2', '2'] -> 5/3 / (2 - 3/8 - 2 / 9/7)
[69437] ['2/5', '9/7', '3/2', '2', '5'] -> 3/2 + (2 + 5) / (2/5 / 9/7)
[69438] ['1/5', '5/7', '1', '9/7', '6'] -> (9/7 / 5/7 - 1) / (1/5 / 6)
[69439] ['1/6', '2/3', '7/5', '7', '7'] -> (7 + 7 / 7/5) / (2/3 - 1/6)
[69440] ['5/8', '7/6', '7/3', '5', '6'] -> 6 / (5/8 / 7/6) / (7/3 / 5)
[69441] ['5/8', '1', '5/4', '5/4', '7'] -> (7 - 1) / (5/8 / (5/4 + 5/4))
[69442] ['4/9', '4/5', '8/9', '1', '2'] -> 2 / (4/9 + 8/9 - 1 / 4/5)
[69443] ['4/9', '7/6', '5/4', '9', '9'] -> (9 / 4/9 - (5/4 - 9)) / 7/6
[69444] ['1/6', '2/3', '8/5', '7', '7'] -> (7 + 7) / (1/6 + 2/3 / 8/5)
[69445] ['3/5', '2/3', '1', '9/7', '9'] -> (2/3 + 1 / 3/5) * (9/7 + 9)
[69446] ['3/4', '7/9', '7/5', '4', '6'] -> 7/5 / (3/4 * 7/9) * (4 + 6)
[69447] ['5/8', '7/6', '8/3', '5', '6'] -> (8/3 - 7/6 / 5/8) * 5 * 6
[69448] ['5/8', '1', '5/4', '7/5', '7'] -> (7/5 + 7) / (1 / 5/8 - 5/4)
[69449] ['1', '9/7', '9/5', '9/4', '6'] -> 9/4 * (6 / (9/5 - 9/7) - 1)
[69450] ['3/8', '9/7', '2', '2', '7/3'] -> 9/7 / (2 / 2 / 7/3 - 3/8)
[69451] ['2/5', '9/7', '7/4', '2', '5'] -> 7/4 * ((9/7 + 5) / 2/5 - 2)
[69452] ['1/5', '5/7', '1', '8/5', '6'] -> (5/7 + 1) * (6 + 8/5 / 1/5)
[69453] ['3/8', '9/7', '2', '2', '5/2'] -> (2 + 2 * 5/2) / (3/8 / 9/7)
[69454] ['2/5', '8/7', '5/3', '5', '8'] -> 8/7 * 5/3 * (8 - (2/5 - 5))
[69455] ['1/8', '3/5', '2/3', '4', '4'] -> 4 / (4 * 1/8 / 3/5 - 2/3)
[69456] ['5/9', '4/7', '5/4', '6', '6'] -> 6 / 4/7 + 6 / (5/9 / 5/4)
[69457] ['1/6', '5/7', '5/7', '7', '7'] -> 7 * (5/7 + 7 - 5/7 / 1/6)
[69458] ['3/8', '9/7', '2', '2', '8/3'] -> 9/7 / (2 / (2 + 8/3) - 3/8)
[69459] ['4/9', '4/5', '1', '6/5', '2'] -> 4/5 / (4/9 * 6/5 - 1 / 2)
[69460] ['1/4', '2/7', '1', '8/5', '5'] -> 5 / (2/7 / 8/5) - 1 / 1/4
[69461] ['3/5', '5/7', '4/5', '1', '9'] -> (4/5 + 1 + 9 / 5/7) / 3/5
[69462] ['1/5', '5/7', '1', '9/5', '6'] -> (5/7 + 1 / 1/5) * (6 - 9/5)
[69463] ['5/9', '4/7', '9/7', '6', '6'] -> (6 - 5/9) * 6 * 4/7 * 9/7
[69464] ['5/8', '1', '5/4', '7/3', '7'] -> (1 + 7) / (7/3 - 5/4 / 5/8)
[69465] ['5/8', '1', '1', '9/5', '7/3'] -> 7/3 / (1 - (5/8 + 1) / 9/5)
[69466] ['2/5', '9/7', '2', '7/3', '5'] -> (2 - 2/5) * 5 * 9/7 * 7/3
[69467] ['3/5', '5/7', '5/6', '1', '9'] -> (9 / (3/5 * 5/7) - 1) / 5/6
[69468] ['1/5', '5/7', '1', '9/4', '6'] -> 9/4 * (6 / (5/7 - 1/5) - 1)
[69469] ['1/6', '5/7', '7/9', '7', '7'] -> (7 / 7/9 - 5/7 * 7) / 1/6
[69470] ['5/8', '1', '1', '9/5', '5/2'] -> 1 / ((5/2 - 5/8) / 9/5 - 1)
[69471] ['1/8', '3/5', '7/9', '4', '4'] -> 4 / (3/5 * (7/9 - 1/8 * 4))
[69472] ['5/8', '1', '9/7', '9/7', '7'] -> 7 / (1 / 9/7 - 5/8 / 9/7)
[69473] ['5/9', '4/7', '7/5', '6', '6'] -> (6 + 6 / (5/9 * 7/5)) / 4/7
[69474] ['1', '9/7', '9/4', '8/3', '6'] -> 9/7 * 6 * (8/3 + 1 / 9/4)
[69475] ['2/5', '8/7', '9/2', '5', '8'] -> 9/2 + 5 / 2/5 + 8 / 8/7
[69476] ['3/5', '5/7', '8/9', '1', '9'] -> 9 / 5/7 / (1 / 8/9 - 3/5)
[69477] ['4/9', '4/5', '1', '4/3', '2'] -> 4/3 / (4/9 / 4/5 - 1 / 2)
[69478] ['5/9', '4/7', '3/2', '6', '6'] -> 6 / 4/7 + (3/2 + 6) / 5/9
[69479] ['5/8', '1', '9/7', '4/3', '7'] -> 1 / (5/8 / 7 + 9/7 - 4/3)
[69480] ['1/5', '5/7', '1', '8/3', '6'] -> 1/5 + (1 + 8/3 * 6) / 5/7
[69481] ['4/9', '7/6', '5/2', '9', '9'] -> 9 * (4/9 * 9 + 7/6 - 5/2)
[69482] ['1', '9/7', '5/2', '5/2', '6'] -> (1 + 6) * (9/7 + 5/2) - 5/2
[69483] ['1/4', '2/7', '1', '7/3', '5'] -> (5 - 1) / (7/3 * 1/4 * 2/7)
[69484] ['3/5', '5/7', '1', '7/6', '9'] -> (1 + 9 / 5/7) / (7/6 - 3/5)
[69485] ['2/5', '9/7', '2', '7/2', '5'] -> 7/2 * (9/7 + 2) + 5 / 2/5
[69486] ['5/8', '5/4', '7/5', '5', '6'] -> (7/5 + 5) * 6 * (5/4 - 5/8)
[69487] ['2/5', '7/6', '7/5', '5', '8'] -> 8 / (5 - (7/6 + 7/5 / 2/5))
[69488] ['1', '9/7', '5/2', '8/3', '6'] -> 9/7 * (1 + 8/3 + 5/2 * 6)
[69489] ['5/8', '1', '9/7', '3/2', '7'] -> (1 + 9/7 * 7) / (5/8 / 3/2)
[69490] ['5/9', '4/7', '5/3', '6', '6'] -> 5/3 / 5/9 + (6 + 6) / 4/7
[69491] ['5/8', '9/7', '9/7', '5', '6'] -> 9/7 / 5/8 / (9/7 - 6 / 5)
[69492] ['3/8', '4/3', '2', '2', '7/3'] -> (7/3 + 2 * (4/3 + 2)) / 3/8
[69493] ['1', '9/7', '5/2', '9/2', '6'] -> (1 + 9/7) * (5/2 * 6 - 9/2)
[69494] ['1/6', '5/7', '9/8', '7', '7'] -> 7 / (9/8 - 7 * 1/6 * 5/7)
[69495] ['4/9', '4/5', '1', '5/3', '2'] -> 4/5 * 5/3 / (1 / 2 - 4/9)
[69496] ['2/5', '7/6', '9/5', '5', '8'] -> (8 - (9/5 - 5)) / (2/5 * 7/6)
[69497] ['3/8', '4/3', '2', '2', '5/2'] -> 2 * (5/2 / (3/8 / 2) - 4/3)
[69498] ['1/4', '1/3', '4/7', '1', '5'] -> (1/4 - 1 + 5 / 4/7) / 1/3
[69499] ['5/8', '9/7', '4/3', '5', '6'] -> 9/7 * 4/3 * (6 + 5 / 5/8)
[69500] ['5/8', '1', '1', '9/4', '5/2'] -> 1 / ((5/2 - 1) / 9/4 - 5/8)
[69501] ['5/9', '4/7', '9/5', '6', '6'] -> 4/7 * 6 * (6 + 5/9 * 9/5)
[69502] ['1/8', '3/5', '5/4', '4', '4'] -> (4 - 3/5) / 1/8 - 4 / 5/4
[69503] ['3/5', '5/7', '1', '5/3', '9'] -> 5/3 * (5/7 + 1) * (9 - 3/5)
[69504] ['1', '9/7', '7/2', '7/2', '6'] -> 9/7 + 6 * (7/2 + 1 / 7/2)
[69505] ['5/8', '1', '9/7', '9/4', '7'] -> 9/7 / (1 - 5/8 - 9/4 / 7)
[69506] ['1', '9/7', '7/2', '9/2', '6'] -> 6 * (9/2 - 1 / 7/2) - 9/7
[69507] ['4/9', '6/5', '3/2', '9', '9'] -> 4/9 * 9 * (9 / 6/5 - 3/2)
[69508] ['2/5', '7/5', '2', '7/3', '5'] -> 7/3 * (2/5 / 7/5 + 2 * 5)
[69509] ['3/5', '5/7', '1', '9/4', '9'] -> 3/5 + 9/4 * (9 + 1 / 5/7)
[69510] ['5/8', '1', '9/7', '7/3', '7'] -> 7 / (5/8 - 1 / 9/7 / 7/3)
[69511] ['5/9', '4/7', '5/2', '6', '6'] -> 4/7 * 5/2 * (6 + 6 / 5/9)
[69512] ['3/4', '5/6', '7/5', '4', '6'] -> (4 + 6) / (5/6 * 7/5 - 3/4)
[69513] ['4/9', '6/5', '8/5', '9', '9'] -> 9 * (4/9 * 9 - 8/5 / 6/5)
[69514] ['5/9', '4/7', '8/3', '6', '6'] -> 4/7 * (8/3 + 6 * (5/9 + 6))
[69515] ['5/8', '9/7', '9/4', '5', '6'] -> (5/8 + 5) / (9/7 / 6) - 9/4
[69516] ['1/8', '3/5', '7/4', '4', '4'] -> 3/5 * 4 * (7/4 / 1/8 - 4)
[69517] ['5/8', '1', '9/7', '7/2', '7'] -> (7 + 7/2 * (1 + 9/7)) / 5/8
[69518] ['4/9', '4/5', '1', '2', '8/3'] -> 8/3 / (2 * 4/9 / 4/5 - 1)
[69519] ['1', '4/3', '4/3', '7/4', '6'] -> 6 / (1 - 7/4 + 4/3 / 4/3)
[69520] ['5/8', '9/7', '7/3', '5', '6'] -> (6 - 9/7 * 7/3) / (5/8 / 5)
[69521] ['1/8', '3/5', '9/4', '4', '4'] -> (9/4 * 4 - 4) / (1/8 / 3/5)
[69522] ['3/5', '3/4', '7/9', '1', '9'] -> (9 / 3/5 - 1) / (3/4 * 7/9)
[69523] ['1/4', '3/8', '5/9', '1', '5'] -> 5 / (5/9 * (1 - (1/4 + 3/8)))
[69524] ['5/9', '4/7', '9/2', '6', '6'] -> 4/7 * 9/2 * (6 + 5/9 * 6)
[69525] ['1', '4/3', '4/3', '9/5', '6'] -> 9/5 * (4/3 + 4/3) * (6 - 1)
[69526] ['3/4', '6/7', '8/5', '4', '6'] -> 6 / (3/4 - 6/7 / 8/5) - 4
[69527] ['5/8', '9/7', '8/3', '5', '6'] -> 5 * (6 / (5/8 * 9/7) - 8/3)
[69528] ['1/6', '5/7', '7/4', '7', '7'] -> (7/4 * (7 - 5/7) - 7) / 1/6
[69529] ['5/8', '1', '4/3', '4/3', '7'] -> (7 * (1 + 4/3) - 4/3) / 5/8
[69530] ['5/9', '3/5', '5/8', '6', '6'] -> 6 / (3/5 * 6) / (5/8 - 5/9)
[69531] ['1', '4/3', '4/3', '5/2', '6'] -> (5/2 - 1) * 6 * (4/3 + 4/3)
[69532] ['1/4', '3/8', '5/7', '1', '5'] -> (5/7 + 1) / (3/8 / (1/4 + 5))
[69533] ['1/8', '3/5', '7/2', '4', '4'] -> (1/8 + 4) / (3/5 / 4) - 7/2
[69534] ['3/8', '7/5', '2', '2', '5/2'] -> (2 + 5/2 * 7/5 * 2) / 3/8
[69535] ['5/8', '9/7', '7/2', '5', '6'] -> (9/7 + 6 / 7/2) / (5/8 / 5)
[69536] ['1/6', '5/7', '9/5', '7', '7'] -> (9/5 * 7 - 7) / (1/6 / 5/7)
[69537] ['5/8', '1', '4/3', '7/5', '7'] -> 7 / (5/8 * 7/5) / (4/3 - 1)
[69538] ['1', '4/3', '4/3', '7/2', '6'] -> (7/2 + 6 / 4/3) / (4/3 - 1)
[69539] ['3/4', '6/7', '9/5', '4', '6'] -> 9/5 * (4 + 6 / (3/4 * 6/7))
[69540] ['2/5', '9/7', '4/3', '5', '8'] -> (4/3 + 8) * 5 * 2/5 * 9/7
[69541] ['4/9', '5/4', '9/7', '9', '9'] -> 5/4 + (9 + 9 / 4/9) / 9/7
[69542] ['3/4', '6/7', '9/4', '4', '6'] -> 9/4 * (4 + 6 / 6/7) - 3/4
[69543] ['2/5', '7/4', '7/4', '2', '5'] -> 5 / (2/5 / 2) - 7/4 / 7/4
[69544] ['4/9', '5/6', '6/7', '1', '2'] -> 1 / (5/6 / 6/7 / 2 - 4/9)
[69545] ['5/9', '3/5', '3/4', '6', '6'] -> (6 - 3/5) * 6 * 5/9 / 3/4
[69546] ['2/5', '9/7', '7/5', '5', '8'] -> 8 * (2/5 + 5) / (9/7 * 7/5)
[69547] ['1', '4/3', '7/5', '5/3', '6'] -> 6 * (4/3 / (5/3 - 7/5) - 1)
[69548] ['1/8', '5/8', '5/7', '4', '4'] -> 4 / (5/7 * 1/8 / 5/8) - 4
[69549] ['3/8', '7/5', '2', '2', '7/2'] -> (2 + 7/2 / 7/5) / (3/8 / 2)
[69550] ['1/4', '3/8', '1', '8/7', '5'] -> 5 / (1 / 8/7 - 1/4 / 3/8)
[69551] ['1/6', '5/7', '5/2', '7', '7'] -> (7 + 7) / (5/2 * 1/6 / 5/7)
[69552] ['3/4', '6/7', '8/3', '4', '6'] -> 4 / 3/4 + 6 / (6/7 / 8/3)
[69553] ['2/5', '7/4', '2', '7/3', '5'] -> 2/5 / (7/4 / 5 + 2 - 7/3)
[69554] ['4/9', '5/6', '1', '9/8', '2'] -> 2 / (4/9 * 9/8) / (1 - 5/6)
[69555] ['3/5', '3/4', '1', '8/3', '9'] -> 8/3 + (1 + 9 / 3/5) / 3/4
[69556] ['1/5', '7/9', '8/9', '1', '6'] -> 6 * (7/9 / 1/5 - (8/9 - 1))
[69557] ['1/4', '3/8', '1', '9/7', '5'] -> 5 / ((1 - 1/4) / 9/7 - 3/8)
[69558] ['5/9', '3/5', '7/8', '6', '6'] -> ((6 + 6) / 5/9 - 3/5) / 7/8
[69559] ['2/5', '9/5', '9/5', '2', '5'] -> 5 / (2/5 / 2) - 9/5 / 9/5
[69560] ['2/5', '9/7', '5/3', '5', '8'] -> (2/5 + 8) * (5 - 9/7 * 5/3)
[69561] ['4/9', '5/6', '1', '7/6', '2'] -> 1 / (5/6 * 7/6 / 2 - 4/9)
[69562] ['1/6', '3/4', '3/4', '7', '7'] -> 7 / (1/6 * (7 - 3/4) - 3/4)
[69563] ['5/8', '4/3', '7/2', '5', '6'] -> 6 * (4/3 * (5/8 + 5) - 7/2)
[69564] ['5/9', '3/5', '8/9', '6', '6'] -> 6 / (3/5 * (8/9 - 5/9)) - 6
[69565] ['2/3', '2/3', '7/9', '1', '1'] -> (1 + 2/3 + 1) / (7/9 - 2/3)
[69566] ['4/9', '5/4', '9/5', '9', '9'] -> 9 / 9/5 - (5/4 - 9 / 4/9)
[69567] ['2/5', '9/5', '2', '9/4', '5'] -> 2 * (2/5 + 5) / (9/4 - 9/5)
[69568] ['2/5', '9/7', '7/4', '5', '8'] -> 7/4 * (8 / 2/5 - (9/7 + 5))
[69569] ['1/8', '5/8', '8/9', '4', '4'] -> 4 / (1/8 + 5/8) / (8/9 / 4)
[69570] ['1', '4/3', '7/5', '7/2', '6'] -> 1 + 6 * (4/3 + 7/2 / 7/5)
[69571] ['3/8', '8/5', '8/5', '2', '2'] -> (8/5 + 2) / (3/8 * (2 - 8/5))
[69572] ['1/6', '3/4', '7/9', '7', '7'] -> 7 / 3/4 / (1/6 * 7 - 7/9)
[69573] ['1/5', '7/9', '1', '7/6', '6'] -> 7/9 * (1 / 7/6 + 6 / 1/5)
[69574] ['2/5', '9/7', '9/5', '5', '8'] -> 8 + (5 + 9/5 / 9/7) / 2/5
[69575] ['4/9', '5/4', '7/3', '9', '9'] -> 9 * (9 * 4/9 * 5/4 - 7/3)
[69576] ['1', '4/3', '7/5', '9/2', '6'] -> (4/3 + 9/2) / (7/5 / 6) - 1
[69577] ['2/5', '2', '9/4', '9/4', '5'] -> 5 / (2/5 / 2) - 9/4 / 9/4
[69578] ['1/8', '5/8', '8/7', '4', '4'] -> 8/7 * (5/8 / 1/8 + 4 * 4)
[69579] ['5/9', '3/5', '8/7', '6', '6'] -> 8/7 * ((6 + 6) / 5/9 - 3/5)
[69580] ['4/9', '5/4', '5/2', '9', '9'] -> 9 + 4/9 * 9 * (5/4 + 5/2)
[69581] ['2/5', '9/7', '9/4', '5', '8'] -> 9/7 / 9/4 * 5 * (2/5 + 8)
[69582] ['5/8', '7/5', '5/3', '5', '6'] -> 5 / (5/8 * (5/3 - 7/5)) - 6
[69583] ['2/5', '2', '9/4', '7/3', '5'] -> 9/4 * 5 * (7/3 - 2/5 / 2)
[69584] ['1/4', '2/5', '5/9', '1', '5'] -> 5 / (5/9 * (1 - 1/4 / 2/5))
[69585] ['5/8', '1', '7/5', '7/3', '7'] -> 7 / (7/3 * (1 - 5/8 * 7/5))
[69586] ['1/8', '5/8', '6/5', '4', '4'] -> 4 / (5/8 / (1/8 * 6/5) - 4)
[69587] ['3/8', '8/5', '7/4', '2', '2'] -> (8/5 + 2) * (2 + 7/4 / 3/8)
[69588] ['2/3', '2/3', '8/9', '1', '1'] -> (1 + 1) / (2/3 / 8/9 - 2/3)
[69589] ['2/5', '9/7', '7/3', '5', '8'] -> 8 / (7/3 * (2/5 - 9/7 / 5))
[69590] ['4/9', '5/4', '9/2', '9', '9'] -> (9 + 9) / (4/9 * 9/2 - 5/4)
[69591] ['1/6', '3/4', '7/8', '7', '7'] -> 7 / 7 / (1/6 + 3/4 - 7/8)
[69592] ['2/3', '2/3', '1', '1', '9/8'] -> (1 + 1) / (2/3 * 9/8 - 2/3)
[69593] ['5/9', '3/5', '9/7', '6', '6'] -> (6 + 6 / (5/9 * 9/7)) / 3/5
[69594] ['5/8', '7/5', '7/3', '5', '6'] -> (5 + 6 / (7/5 / 7/3)) / 5/8
[69595] ['4/9', '9/7', '9/7', '9', '9'] -> (9 - 9/7) * 9 * 4/9 / 9/7
[69596] ['5/8', '1', '7/5', '7/2', '7'] -> 7/2 / (5/8 * 7/5) * (7 - 1)
[69597] ['1/5', '7/9', '1', '7/5', '6'] -> (7/5 / 7/9 - 1) / (1/5 / 6)
[69598] ['1/6', '3/4', '8/9', '7', '7'] -> 8/9 / 1/6 + (7 + 7) / 3/4
[69599] ['2/3', '2/3', '1', '1', '8/7'] -> (1 + 1) / (2/3 - 2/3 / 8/7)
[69600] ['3/4', '8/9', '7/4', '4', '6'] -> 3/4 / (6 - (4 + 7/4 / 8/9))
[69601] ['3/5', '7/9', '1', '3/2', '9'] -> (7/9 + 1) * (9 / 3/5 - 3/2)
[69602] ['4/9', '5/6', '1', '7/4', '2'] -> (1 + 2) / (5/6 / 4/9 - 7/4)
[69603] ['5/8', '1', '7/5', '9/2', '7'] -> 9/2 / 5/8 + 7 * (1 + 7/5)
[69604] ['1/6', '3/4', '9/8', '7', '7'] -> 7 * 7 / (9/8 + 1/6 + 3/4)
[69605] ['1/5', '7/9', '1', '8/5', '6'] -> 8/5 / (1 - 6 * 1/5 * 7/9)
[69606] ['2/5', '2', '9/2', '9/2', '5'] -> 5 / (2/5 / 2) - 9/2 / 9/2
[69607] ['2/5', '9/7', '9/2', '5', '8'] -> 5 / 2/5 + 8 + 9/2 / 9/7
[69608] ['5/9', '3/5', '7/4', '6', '6'] -> 6 / (6 * 5/9 * 3/5 - 7/4)
[69609] ['1/5', '7/9', '1', '5/3', '6'] -> 6 / (1/5 / 7/9) - (1 - 5/3)
[69610] ['1', '4/3', '9/5', '9/4', '6'] -> (9/5 + 4/3 * 9/4) * (6 - 1)
[69611] ['2/3', '2/3', '1', '1', '5/4'] -> (1 + 1) / (2/3 + 2/3 - 5/4)
[69612] ['5/8', '1', '3/2', '7/4', '7'] -> 5/8 + (1 + 7/4) * (3/2 + 7)
[69613] ['1/4', '2/5', '8/9', '1', '5'] -> 5 / (2/5 / 8/9 - 1/4) - 1
[69614] ['3/4', '9/8', '8/7', '4', '6'] -> (6 - 3/4) / (9/8 / (8/7 + 4))
[69615] ['3/5', '7/9', '1', '9/4', '9'] -> 9/4 * (9 / (3/5 / 7/9) - 1)
[69616] ['1/8', '2/3', '4/5', '4', '4'] -> 2/3 * (4 / (1/8 * 4/5) - 4)
[69617] ['1/5', '7/9', '1', '7/4', '6'] -> 6 / 1/5 / (7/4 / 7/9 - 1)
[69618] ['5/9', '3/5', '9/4', '6', '6'] -> 6 / (9/4 - 6 * 5/9 * 3/5)
[69619] ['3/7', '3/7', '1/2', '2', '5'] -> (5 + 3/7 / 3/7) / (1/2 / 2)
[69620] ['3/5', '7/9', '1', '7/3', '9'] -> (1 + 9) * (7/3 / 7/9 - 3/5)
[69621] ['4/9', '9/7', '5/3', '9', '9'] -> (9/7 + 9) * (4/9 * 9 - 5/3)
[69622] ['1/8', '2/3', '8/9', '4', '4'] -> (2/3 / 1/8 + 4 * 4) / 8/9
[69623] ['1', '4/3', '9/5', '8/3', '6'] -> (8/3 - 1) * 6 * 4/3 * 9/5
[69624] ['3/8', '5/3', '5/3', '2', '2'] -> (5/3 + 2 * (5/3 + 2)) / 3/8
[69625] ['3/5', '7/9', '1', '5/2', '9'] -> (7/9 + 1) * 9 * 3/5 * 5/2
[69626] ['4/9', '6/7', '6/7', '1', '2'] -> 6/7 / (1 - 6/7 / (4/9 * 2))
[69627] ['1/5', '7/9', '1', '7/3', '6'] -> (1 + 6 + 7/3 / 1/5) / 7/9
[69628] ['3/7', '3/7', '3/5', '2', '5'] -> 5 * (3/7 + 3/5) / (3/7 / 2)
[69629] ['1/8', '2/3', '8/7', '4', '4'] -> (2/3 + 4) * (8/7 / 1/8 - 4)
[69630] ['3/5', '7/9', '1', '7/2', '9'] -> 7/2 * (9 - 1 / (3/5 * 7/9))
[69631] ['5/9', '5/8', '5/8', '6', '6'] -> (6 + 6) / (5/8 / 5/9 - 5/8)
[69632] ['4/9', '9/7', '9/5', '9', '9'] -> 9/5 * (4/9 + 9) + 9 / 9/7
[69633] ['2/3', '2/3', '1', '1', '8/5'] -> 8/5 / (2/3 - 1 / (2/3 + 1))
[69634] ['3/7', '3/7', '5/7', '2', '5'] -> (2 * 5 - (3/7 - 5/7)) / 3/7
[69635] ['4/9', '9/7', '9/4', '9', '9'] -> 9 * (9 / (9/7 * 9/4) - 4/9)
[69636] ['1/4', '2/5', '1', '7/4', '5'] -> (1/4 + 7/4) / (2/5 / 5) - 1
[69637] ['1', '4/3', '7/3', '5/2', '6'] -> 6 / (1 - 5/2 + 7/3 / 4/3)
[69638] ['1/5', '7/9', '1', '8/3', '6'] -> 8/3 / 1/5 + 6 * (7/9 + 1)
[69639] ['1/6', '3/4', '5/3', '7', '7'] -> (5/3 - 7 + 7 / 3/4) / 1/6
[69640] ['1/8', '2/3', '9/7', '4', '4'] -> 2/3 * 9/7 * (4 / 1/8 - 4)
[69641] ['5/8', '7/4', '7/4', '5', '6'] -> 5/8 + 5 + 6 * 7/4 * 7/4
[69642] ['3/5', '4/5', '1', '8/7', '9'] -> (1 + 4/5 / 3/5) * 8/7 * 9
[69643] ['3/7', '3/7', '7/9', '2', '5'] -> 2 * (3/7 * 7/9 + 5 / 3/7)
[69644] ['4/9', '6/7', '1', '7/6', '2'] -> 2 / (4/9 + 1 - 7/6 / 6/7)
[69645] ['1/6', '3/4', '9/5', '7', '7'] -> (7 + 7) / (1/6 + 3/4 / 9/5)
[69646] ['3/8', '7/4', '9/5', '2', '2'] -> 9/5 * 2 * (2 + 7/4 / 3/8)
[69647] ['1/8', '2/3', '8/5', '4', '4'] -> (4 / (1/8 * 8/5) - 4) / 2/3
[69648] ['1/4', '3/7', '4/9', '1', '5'] -> (5 - 1 / 3/7) / (1/4 * 4/9)
[69649] ['1/6', '3/4', '5/2', '7', '7'] -> 7 * 7 / (1/6 + 3/4 * 5/2)
[69650] ['1/4', '3/7', '1/2', '1', '5'] -> 5 / (1/2 * (1 - 1/4 / 3/7))
[69651] ['5/8', '1', '5/3', '9/4', '7'] -> 9/4 * (1 + 7 + 5/3 / 5/8)
[69652] ['2/5', '9/4', '7/3', '5', '8'] -> (2/5 + 8 / 5) / (7/3 - 9/4)
[69653] ['1/4', '3/7', '5/9', '1', '5'] -> (5 + 1 / 3/7) / (5/9 - 1/4)
[69654] ['3/7', '3/7', '8/9', '2', '5'] -> 2 / (3/7 * 8/9) * (5 - 3/7)
[69655] ['3/5', '5/6', '1', '8/7', '9'] -> 9 / (1 / 8/7 - 3/5 * 5/6)
[69656] ['1/6', '3/4', '8/3', '7', '7'] -> (8/3 + 7 / (3/4 * 7)) / 1/6
[69657] ['1/8', '5/7', '7/9', '4', '4'] -> 4 / (7/9 * (5/7 - 1/8 * 4))
[69658] ['1', '7/5', '7/5', '7/3', '6'] -> 6 * (1 + 7/5) / (7/5 / 7/3)
[69659] ['2/3', '5/7', '5/7', '1', '1'] -> (5/7 + 1) / (5/7 / 2/3 - 1)
[69660] ['2/5', '9/4', '9/2', '5', '8'] -> (9/2 + 8) / 2/5 - (9/4 + 5)
[69661] ['3/8', '9/5', '2', '2', '9/4'] -> 9/5 * (2 + (2 + 9/4) / 3/8)
[69662] ['5/8', '1', '5/3', '5/2', '7'] -> 7 / (5/8 - 1 + 5/3 / 5/2)
[69663] ['1/6', '3/4', '9/2', '7', '7'] -> 7 / 1/6 / (7 - (3/4 + 9/2))
[69664] ['1/5', '5/6', '6/7', '1', '6'] -> 6/7 * (6 / 1/5 - 5/6) - 1
[69665] ['5/9', '5/8', '7/6', '6', '6'] -> 6 / 6 / (7/6 - 5/8 / 5/9)
[69666] ['3/4', '7/6', '9/4', '4', '6'] -> 9/4 * (4 + 7/6 * 6) - 3/4
[69667] ['1', '7/5', '7/5', '8/3', '6'] -> 1 - 7/5 + 6 * (7/5 + 8/3)
