[1] ['4/7', '3/5', '8/5', '3', '5'] -> 3/5 + 3 * (5 + 8/5 / 4/7)
[14793] ['2/5', '6/7', '9/5', '4', '6'] -> 4 / (2/5 / 6/7 - 9/5 / 6)
[14794] ['2/7', '5/7', '4/5', '3', '5'] -> 5 * (2/7 + 5/7 + 4/5 + 3)
[14795] ['1/7', '3/4', '6/5', '7', '9'] -> 9 / (1/7 * 7 - 3/4 / 6/5)
[14796] ['3/5', '8/9', '8/9', '3', '4'] -> 4 * (8/9 / 8/9 + 3 / 3/5)
[14797] ['8/9', '4/3', '7/5', '3', '6'] -> 3 / (4/3 / 8/9 - 7/5) - 6
[14798] ['1/6', '2/7', '4/9', '2', '8'] -> 2 / (1/6 * 2/7) - 8 / 4/9
[14799] ['9/5', '2', '9/4', '7/2', '5'] -> 5 * (2 + 7/2 * 9/5 / 9/4)
[14800] ['1/9', '1/9', '7/5', '5', '5'] -> (7/5 + 1/9 / 1/9) * (5 + 5)
[14801] ['3/5', '8/9', '9/8', '3', '4'] -> 4 * (8/9 * 9/8 + 3 / 3/5)
[14802] ['1/6', '2/7', '5/9', '2', '8'] -> 1/6 * 8 / (2 - 5/9 / 2/7)
[14803] ['5/8', '5/7', '9/5', '6', '8'] -> (5/7 + 5/8 * 8) * (6 - 9/5)
[14804] ['1/7', '3/4', '7/5', '7', '9'] -> 7 + 7/5 * (1/7 + 9 / 3/4)
[14805] ['2/7', '5/7', '9/8', '3', '5'] -> 3 / (2/7 - 5/7 * 9/8 / 5)
[14806] ['8/9', '4/3', '9/5', '3', '6'] -> (8/9 + 4/3) * (6 + 9/5 + 3)
[14807] ['1/7', '1/6', '5/8', '3', '6'] -> (6 / 1/6 - 3 / 1/7) / 5/8
[14808] ['3/7', '4/7', '8/9', '3', '7'] -> 7 / (3/7 / 8/9 - 4/7 / 3)
[14809] ['1/6', '2/7', '3/5', '2', '8'] -> 3/5 * (2 / 1/6 + 8 / 2/7)
[14810] ['5/8', '5/7', '9/4', '6', '8'] -> 8 * (6 * 5/8 / 5/7 - 9/4)
[14811] ['1/7', '1/6', '4/5', '3', '6'] -> 6 / (1/6 * 4/5) - 3 / 1/7
[14812] ['3/5', '8/9', '7/6', '3', '4'] -> 4 / (3 - (8/9 + 7/6 / 3/5))
[14813] ['1/6', '2/7', '5/8', '2', '8'] -> 8 / (5/8 - 1/6 / 2/7 *
)[14814] ['1/5', '4/5', '9/7', '3', '8'] -> 8 / (4/5 - 3 * 1/5 / 9/7)
[14815] ['1/7', '3/4', '5/3', '7', '9'] -> (9 + 7 / 1/7) / (3/4 + 5/3)
[14816] ['1/3', '5/8', '1', '9/7', '8'] -> (1 + 8) / (9/7 * (5/8 - 1/3))
[14817] ['5/6', '5/6', '5/4', '3', '3'] -> (3 + 3) / (5/4 - 5/6 / 5/6)
[14818] ['5/8', '5/7', '8/3', '6', '8'] -> 5/7 * (8 + 6 * 8/3 / 5/8)
[14819] ['3/7', '3/5', '5/8', '3', '7'] -> 7 * 3/7 / 3/5 * 3 / 5/8
[14820] ['1/7', '3/4', '9/5', '7', '9'] -> (9 + 1/7 * 7) * 9/5 / 3/4
[14821] ['2', '9/4', '9/4', '9/4', '5'] -> (5 + 9/4 / 9/4) / (9/4 - 2)
[14822] ['3/5', '8/9', '6/5', '3', '4'] -> 6/5 / ((3/5 + 3) / 8/9 - 4)
[14823] ['5/8', '5/7', '7/2', '6', '8'] -> 6 * (8 - 7/2 * 5/7 / 5/8)
[14824] ['2/7', '3/4', '3/4', '3', '5'] -> 3 + (5 + 3/4 / 3/4) / 2/7
[14825] ['2/5', '7/8', '7/6', '4', '6'] -> 4 + 7/6 * 6 / (2/5 * 7/8)
[14826] ['3/7', '3/5', '3/4', '3', '7'] -> 3/4 * 7 * (3 / 3/5 - 3/7)
[14827] ['1/9', '1/9', '7/2', '5', '5'] -> 5 / (1/9 + 1/9) - (7/2 - 5)
[14828] ['8/9', '7/5', '7/4', '3', '6'] -> 3 * (7/4 / 7/5 + 6 / 8/9)
[14829] ['1/7', '3/4', '5/2', '7', '9'] -> 9 / (3/4 * (1/7 + 5/2 / 7))
[14830] ['1/6', '1/3', '8/7', '2', '3'] -> 8/7 * (2 / 1/6 + 3 / 1/3)
[14831] ['2/7', '3/4', '7/9', '3', '5'] -> 5 / (3/4 * (3 - 7/9 / 2/7))
[14832] ['7/9', '1', '7/5', '3/2', '4'] -> 4 / (1 - 3/2 * 7/9 / 7/5)
[14833] ['1/5', '5/6', '8/7', '3', '8'] -> (8 / 8/7 - 3) / (1/5 * 5/6)
[14834] ['1/9', '1/9', '9/2', '5', '5'] -> 5 * 5 - 9/2 * (1/9 + 1/9)
[14835] ['1/3', '5/8', '1', '7/2', '8'] -> (1/3 + 5/8 * 8) * (1 + 7/2)
[14836] ['1/7', '3/4', '9/2', '7', '9'] -> (9 / (3/4 * (9/2 / 7)) - 1/7))
[14837] ['2', '9/4', '7/3', '7/3', '5'] -> (5 + 7/3 / 7/3) / (9/4 - 2)
[14838] ['1/9', '1/8', '1/8', '5', '5'] -> 1/8 - 1/8 / 1/9 + 5 * 5
[14839] ['3/7', '3/5', '8/9', '3', '7'] -> (3 / 3/5 + 7 / 3/7) / 8/9
[14840] ['1/7', '7/9', '7/9', '7', '9'] -> (7 + 9) / (7/9 - 1/7 * 7/9)
[14841] ['2', '9/4', '7/3', '5/2', '5'] -> 5 / (5/2 - (9/4 + 7/3) / 2)
[14842] ['1/7', '1/6', '8/5', '3', '6'] -> 8/5 * (6 / 1/6 - 3 / 1/7)
[14843] ['2/7', '3/4', '5/6', '3', '5'] -> (5 / (2/7 * 5/6) - 3) / 3/4
[14844] ['1/3', '2/3', '4/5', '1', '8'] -> 8 * (2/3 / (1 - 4/5) - 1/3)
[14845] ['5/6', '5/6', '8/5', '3', '3'] -> 8/5 * 3 * 3 * (5/6 + 5/6)
[14846] ['3/7', '3/5', '9/8', '3', '7'] -> 9/8 * (3 / 3/5 + 7 / 3/7)
[14847] ['1/5', '5/6', '9/4', '3', '8'] -> 9/4 * (8 + 5/6 * (1/5 + 3))
[14848] ['5/6', '5/6', '5/3', '3', '3'] -> (5/3 + 5/6 / 5/6) * 3 * 3
[14849] ['3/5', '8/9', '7/4', '3', '4'] -> 8/9 * 4 * (7/4 + 3 / 3/5)
[14850] ['3/7', '3/5', '7/6', '3', '7'] -> (7 + 3 / 3/5) / (3/7 * 7/6)
[14851] ['1/7', '1/6', '9/4', '3', '6'] -> 6 / (1/7 * (9/4 - 1/6 * 3))
[14852] ['1/6', '3/8', '3/5', '2', '3'] -> (3 + 2 / 1/6) * 3/5 / 3/8
[14853] ['1/9', '1/8', '1/4', '5', '5'] -> (5 / ((1/9 * 5) * 1/8) + 1/4))
[14854] ['1/5', '6/7', '7/8', '3', '8'] -> 6/7 * 8 + 3 / (1/5 * 7/8)
[14855] ['2/7', '3/4', '9/8', '3', '5'] -> 9/8 + 3 * (5 + 3/4 / 2/7)
[14856] ['2', '7/3', '7/3', '7/3', '5'] -> 2 * (7/3 + 7/3 + 7/3 + 5)
[14857] ['3/7', '3/5', '4/3', '3', '7'] -> (3 / 3/5 - 3/7) * 7 / 4/3
[14858] ['5/6', '5/6', '9/5', '3', '3'] -> (9/5 + 3) * 3 * (5/6 + 5/6)
[14859] ['5/8', '7/9', '5/6', '6', '8'] -> 5/6 / (5/8 * 7/9) * (6 + 8)
[14860] ['1/3', '2/3', '1', '7/5', '8'] -> (1 + 7/5) * (8 + 2/3 / 1/3)
[14861] ['1/6', '3/8', '5/7', '2', '3'] -> 3 / (3/8 / (2 - 5/7) - 1/6)
[14862] ['2/7', '3/4', '7/6', '3', '5'] -> (3 + 5 / (2/7 * 7/6)) / 3/4
[14863] ['3/7', '3/5', '3/2', '3', '7'] -> 3/2 * 7 * (3 - 3/7 / 3/5)
[14864] ['3/5', '8/9', '5/2', '3', '4'] -> 4 / (5/2 - 3/5 * (8/9 + 3))
[14865] ['7/9', '1', '7/5', '5/2', '4'] -> (7/5 + 4) * 5/2 * (7/9 + 1)
[14866] ['5/8', '7/9', '6/7', '6', '8'] -> 7/9 * (6/7 + 8 * 5/8 * 6)
[14867] ['1/6', '3/8', '7/9', '2', '3'] -> 2 / (7/9 * 3 - 3/8 / 1/6)
[14868] ['2/7', '3/4', '6/5', '3', '5'] -> (5 * 6/5 / 2/7 - 3) / 3/4
[14869] ['2/5', '8/9', '9/8', '4', '6'] -> (4 + 6) / 2/5 - 8/9 * 9/8
[14870] ['2', '5/2', '5/2', '5/2', '5'] -> 5 * 2 * 5/2 - 5/2 / 5/2
[14871] ['1/6', '3/8', '4/5', '2', '3'] -> 2 / (1/6 / 4/5 - 3/8 / 3)
[14872] ['5/8', '7/9', '8/9', '6', '8'] -> 8 + (7/9 + 8/9) * 6 / 5/8
[14873] ['2/7', '3/4', '4/3', '3', '5'] -> 3 + (5 + 3/4 * 4/3) / 2/7
[14874] ['1/6', '3/8', '6/7', '2', '3'] -> (3 / 6/7 - 2) / (1/6 * 3/8)
[14875] ['1/5', '6/7', '4/3', '3', '8'] -> 6/7 * (8 + 3 * 4/3 / 1/5)
[14876] ['5/8', '7/9', '9/8', '6', '8'] -> 6 + (5/8 + 9/8) * 8 / 7/9
[14877] ['8/9', '8/5', '7/4', '3', '6'] -> 8/5 * 3 * (6 / 8/9 - 7/4)
[14878] ['1/7', '7/9', '6/5', '7', '9'] -> (7 + 9) / (7/9 - 1/7) - 6/5
[14879] ['7/9', '1', '3/2', '3/2', '4'] -> 4 / (3/2 * (7/9 - 1 / 3/2))
[14880] ['5/6', '6/7', '9/8', '3', '3'] -> (3 + 3) / (6/7 * (9/8 - 5/6))
[14881] ['1/9', '1/8', '1/2', '5', '5'] -> (5 / ((1/9 * 5) * 1/2) - 1/8))
[14882] ['8/9', '8/5', '9/4', '3', '6'] -> 8/5 * (3 + 6 * 8/9 * 9/4)
[14883] ['2/7', '3/4', '5/3', '3', '5'] -> 5 / ((5/3 - 3/4) / 2/7 - 3)
[14884] ['1/6', '3/8', '8/7', '2', '3'] -> ((2 + 3) / 8/7 - 3/8) / 1/6
[14885] ['1/9', '1/8', '5/9', '5', '5'] -> (5 / (5 * 1/9) - (1/8 * 5/9)))
[14886] ['1/7', '1/5', '1/2', '3', '6'] -> 3 / (1/7 * (1/5 + 1/2)) - 6
[14887] ['7/9', '1', '3/2', '9/5', '4'] -> 4 / (3/2 - (7/9 + 1 / 9/5))
[14888] ['1/7', '7/9', '9/7', '7', '9'] -> (7 + 9) / (7/9 - 1/7 / 9/7)
[14889] ['1/3', '5/7', '1', '7/6', '8'] -> 8 * (5/7 / 1/3 + 1 / 7/6)
[14890] ['2/7', '3/4', '9/5', '3', '5'] -> 9/5 * 5 / (3 - 3/4 / 2/7)
[14891] ['3/7', '5/8', '7/9', '3', '7'] -> 7 / (7/9 - 5/8 / (3/7 * 3))
[14892] ['3/5', '9/8', '4/3', '3', '4'] -> 9/8 * (4/3 + 4 * 3 / 3/5)
[14893] ['1/7', '1/5', '5/9', '3', '6'] -> 6 * (3 / 5/9 - 1/5 / 1/7)
[14894] ['1/6', '3/8', '9/7', '2', '3'] -> 2 / (3 / 9/7 - 3/8 / 1/6)
[14895] ['8/9', '8/5', '3', '9/2', '6'] -> 8/5 * 9/2 * (6 - 8/9 * 3)
[14896] ['5/6', '6/7', '4/3', '3', '3'] -> 4/3 / (5/6 - 3 / (6/7 + 3))
[14897] ['1/9', '1/8', '3/5', '5', '5'] -> 5 / (5 * 1/9 * 3/5 - 1/8)
[14898] ['1/9', '1/9', '3/7', '2', '6'] -> (6 + 1/9 * 2) * 3/7 / 1/9
[14899] ['2/5', '8/9', '8/5', '4', '6'] -> 6 + 8/5 * 4 / (2/5 * 8/9)
[14900] ['5/8', '7/9', '7/5', '6', '8'] -> 6 / 5/8 + 8 * 7/5 / 7/9
[14901] ['1/7', '1/5', '5/8', '3', '6'] -> (6 / ((1/7 * 5/8) * 3) - 1/5))
[14902] ['1/6', '3/8', '8/5', '2', '3'] -> 3 * (2 / (3/8 - 1/6) - 8/5)
[14903] ['1/3', '5/7', '1', '4/3', '8'] -> 8 / (1 - 5/7) - 4/3 / 1/3
[14904] ['1/7', '7/9', '3/2', '7', '9'] -> (7/9 + 1/7 * 7) * 3/2 * 9
[14905] ['2/7', '3/4', '8/3', '3', '5'] -> 8/3 * (3 / (2/7 * 3/4) - 5)
[14906] ['3/7', '5/8', '5/6', '3', '7'] -> (3 - 3/7) * 7 * 5/6 / 5/8
[14907] ['1/7', '1/5', '2/3', '3', '6'] -> 6 / (1/5 * 2/3) - 3 / 1/7
[14908] ['3/5', '9/8', '7/4', '3', '4'] -> (7/4 + 3 / 3/5) * 4 / 9/8
[14909] ['8/9', '5/3', '3', '7/2', '6'] -> 7/2 * 6 / (5/3 - 8/9) - 3
[14910] ['1/3', '5/7', '1', '9/4', '8'] -> 9/4 * ((1/3 + 8) / 5/7 - 1)
[14911] ['2/5', '8/9', '7/3', '4', '6'] -> (7/3 + 4 + 6 / 2/5) / 8/9
[14912] ['3/7', '5/8', '6/5', '3', '7'] -> (3 - 3/7) * 7 / (5/8 * 6/5)
[14913] ['1/6', '2/5', '4/9', '2', '3'] -> (2 / (3 * 4/9) - (1/6 / 2/5)))
[14914] ['1/3', '5/7', '1', '5/2', '8'] -> (5/2 + 8) * (1 / 1/3 - 5/7)
[14915] ['1/7', '7/9', '9/5', '7', '9'] -> (7/9 + 7) * (9/5 + 1/7 * 9)
[14916] ['1/9', '1/9', '8/7', '2', '6'] -> (2 / (6 * 1/9) - (1/9 / 8/7)))
[14917] ['5/8', '7/9', '9/5', '6', '8'] -> 6 / (5/8 / 9/5 - 7/9 / 8)
[14918] ['8/9', '7/4', '5/2', '3', '6'] -> 6 * (7/4 + 8/9 * 3) - 5/2
[14919] ['3/7', '5/8', '4/3', '3', '7'] -> 3/7 / (5/8 / 3 - 4/3 / 7)
[14920] ['2/7', '7/9', '7/8', '3', '5'] -> 5 / (7/8 - 3 * 2/7 * 7/9)
[14921] ['3/5', '8/7', '7/6', '3', '4'] -> 3 * (8/7 * 7/6 + 4 / 3/5)
[14922] ['2/5', '8/9', '4', '9/2', '6'] -> 9/2 + 4 / 8/9 + 6 / 2/5
[14923] ['1/7', '1/5', '8/9', '3', '6'] -> 8/9 * (6 / 1/7 - 3 / 1/5)
[14924] ['7/9', '1', '8/5', '8/3', '4'] -> (1 + 8/3 * 4) * 8/5 / 7/9
[14925] ['5/6', '6/7', '8/3', '3', '3'] -> (5/6 + 8/3) * (3 + 6/7 + 3)
[14926] ['2/7', '7/9', '8/9', '3', '5'] -> (3 + 5 - 8/9 / 7/9) / 2/7
[14927] ['1/6', '3/8', '8/5', '2', '8'] -> 8/5 * (3/8 * 8 + 2 / 1/6)
[14928] ['1/7', '1/5', '9/8', '3', '6'] -> (6 / 1/7 - 3 / 1/5) / 9/8
[14929] ['8/9', '9/5', '5/2', '3', '6'] -> 8/9 * 5/2 * (6 + 9/5 + 3)
[14930] ['5/8', '7/9', '8/3', '6', '8'] -> 8 * (7/9 * 6 - 5/8 * 8/3)
[14931] ['2/7', '7/9', '9/8', '3', '5'] -> 5 / (7/9 * (9/8 - 2/7 * 3))
[14932] ['1/6', '2/5', '6/7', '2', '3'] -> 2 * (3 / (2/5 - 1/6) - 6/7)
[14933] ['3/7', '5/8', '3', '9/2', '7'] -> 3 / ((9/2 - 5/8) / 7 - 3/7)
[14934] ['7/9', '1', '8/5', '4', '9/2'] -> 8/5 * (1 + 9/2 * 7/9 * 4)
[14935] ['5/8', '7/9', '7/2', '6', '8'] -> (8 / 7/9 - 6) * 7/2 / 5/8
[14936] ['1/9', '1/8', '7/6', '5', '5'] -> (5 / (5 * 7/6) - (1/8 / 1/9)))
[14937] ['1/7', '4/5', '6/7', '7', '9'] -> (6/7 / (1/7 * 9) - (7 / 4/5)))
[14938] ['1/6', '2/5', '8/9', '2', '3'] -> 8/9 * (2 / (1/6 * 2/5) - 3)
[14939] ['5/8', '7/9', '9/2', '6', '8'] -> (8 - 7/9 * 6) * 9/2 / 5/8
[14940] ['3/5', '8/7', '7/5', '3', '4'] -> 3/5 / (7/5 - 4 + 3 / 8/7)
[14941] ['1/9', '1/8', '2/5', '2', '6'] -> (2 / 1/9 - 6 / 2/5) / 1/8
[14942] ['7/9', '1', '5/3', '9/5', '4'] -> (1 + 9/5) * 4 * 5/3 / 7/9
[14943] ['1/7', '4/5', '7/8', '7', '9'] -> 9 / (7 * 1/7 / 4/5 - 7/8)
[14944] ['1/5', '7/8', '9/4', '3', '8'] -> 8 / (9/4 / (7/8 - 1/5) - 3)
[14945] ['1/9', '1/8', '5/4', '5', '5'] -> 5 / (1/9 * (5/4 + 1/8 * 5))
[14946] ['5/6', '7/8', '8/7', '3', '3'] -> 8/7 / (3 / 3 - 5/6 / 7/8)
[14947] ['8/9', '7/3', '3', '9/2', '6'] -> 9/2 * (8/9 + 6) - 7/3 * 3
[14948] ['2/5', '9/8', '8/5', '4', '6'] -> 6 + 8/5 * 4 * 9/8 / 2/5
[14949] ['2/7', '7/9', '4/3', '3', '5'] -> 4/3 * 5 / (3 - 7/9 / 2/7)
[14950] ['3/5', '8/7', '5/3', '3', '4'] -> 8/7 * 5/3 * (3/5 + 3 * 4)
[14951] ['1/3', '7/9', '1', '8/5', '8'] -> (1/3 + 8 / 8/5) / (1 - 7/9)
[14952] ['8/9', '5/2', '5/2', '3', '6'] -> 8/9 * (6 * (5/2 + 5/2) - 3)
[14953] ['5/6', '7/8', '6/5', '3', '3'] -> 6/5 / (7/8 / 5/6 - 3 / 3)
[14954] ['2/5', '9/8', '7/4', '4', '6'] -> 9/8 / (7/4 / 4 - 2/5) - 6
[14955] ['7/9', '1', '5/3', '5/2', '4'] -> 4 / (5/2 * 7/9 / 5/3 - 1)
[14956] ['1/7', '1/5', '5/3', '3', '6'] -> 3 + 6 / (1/5 + 1/7 / 5/3)
[14957] ['3/7', '2/3', '5/4', '3', '7'] -> (7 + 3 / 3/7) / (5/4 - 2/3)
[14958] ['1/6', '2/5', '7/8', '2', '8'] -> (2 + 8) / (2/5 * (1/6 + 7/8))
[14959] ['1/5', '7/8', '8/3', '3', '8'] -> (3 + 8 / 1/5) / (8/3 - 7/8)
[14960] ['5/8', '4/5', '9/7', '6', '8'] -> 6 / (4/5 - 5/8) - 9/7 * 8
[14961] ['7/9', '1', '5/3', '7/2', '4'] -> 5/3 / ((7/9 + 7/2) / 4 - 1)
[14962] ['1/9', '1/8', '3/2', '5', '5'] -> (5 / (5 * (1/9 * 3/2)) - 1/8))
[14963] ['1/3', '7/9', '1', '5/2', '8'] -> (5/2 * 8 - (1/3 + 1)) / 7/9
[14964] ['2/5', '9/8', '7/3', '4', '6'] -> 9/8 * (7/3 + 4 + 6 / 2/5)
[14965] ['1/5', '7/8', '3', '7/2', '8'] -> 3 / (8 - (7/2 + 7/8 / 1/5))
[14966] ['8/9', '3', '7/2', '7/2', '6'] -> 8/9 * (6 + 3 * (7/2 + 7/2))
[14967] ['1/7', '4/5', '6/5', '7', '9'] -> 9 + 7 * (6/5 + 1/7 + 4/5)
[14968] ['1/5', '7/8', '3', '9/2', '8'] -> (9/2 * 8 - 3 / 1/5) / 7/8
[14969] ['3/7', '2/3', '9/4', '3', '7'] -> 9/4 * (3 + 7 * (3/7 + 2/3))
[14970] ['9/8', '9/8', '8/7', '3', '6'] -> 8/7 * 3 * (6 + 9/8 / 9/8)
[14971] ['5/8', '4/5', '7/3', '6', '8'] -> 6 * 4/5 * 7/3 + 8 / 5/8
[14972] ['7/9', '1', '7/4', '9/5', '4'] -> 7/9 / (1 - 7/4 / 9/5) - 4
[14973] ['1/9', '1/8', '6/7', '2', '6'] -> (1/9 * 6 + 2 / 6/7) / 1/8
[14974] ['1/7', '4/5', '9/7', '7', '9'] -> (1/7 + 9/7) * (9 + 4/5 + 7)
[14975] ['1/6', '3/7', '3/5', '2', '3'] -> 3/5 * (3 / (1/6 * 3/7) - 2)
[14976] ['5/6', '7/8', '9/5', '3', '3'] -> 3 / (5/6 * (3 - 9/5) - 7/8)
[14977] ['1/9', '1/8', '9/5', '5', '5'] -> (5 / (5 * 1/9) - (1/8 / 9/5)))
[14978] ['1/7', '2/9', '1/3', '3', '6'] -> (1/3 / 1/7 - (3 - 6)) / 2/9
[14979] ['1/6', '3/7', '5/8', '2', '3'] -> 3 / (3/7 * (5/8 - 1/6 * 2))
[14980] ['1/9', '1/8', '8/7', '2', '6'] -> 6 / (1/8 * 8/7) - 2 / 1/9
[14981] ['1/5', '8/9', '5/4', '3', '8'] -> (8 / 8/9 - 3) / (1/5 * 5/4)
[14982] ['3/5', '7/6', '7/6', '3', '4'] -> 4 * (7/6 / 7/6 + 3 / 3/5)
[14983] ['2/7', '7/9', '7/3', '3', '5'] -> (7/9 + 7/3) * (5 - (2/7 - 3))
[14984] ['5/6', '7/8', '7/3', '3', '3'] -> 3 / (3 - (5/6 + 7/8 * 7/3))
[14985] ['1/7', '2/9', '1/2', '3', '6'] -> 1/2 * (3 / 1/7 + 6 / 2/9)
[14986] ['1/9', '1/8', '6/5', '2', '6'] -> (6 / ((1/9 * 6/5) * 2) - 1/8))
[14987] ['1/6', '3/7', '4/5', '2', '3'] -> (3 / 3/7 - 2) * 4/5 / 1/6
[14988] ['3/7', '5/7', '7/4', '3', '7'] -> 7/4 * 3 * (5/7 * 7 - 3/7)
[14989] ['2/5', '8/7', '4/3', '4', '6'] -> (2/5 + 4/3 * 6) * (4 - 8/7)
[14990] ['9/8', '8/7', '5/4', '3', '6'] -> 6 / (3 / 8/7 - (9/8 + 5/4))
[14991] ['7/9', '1', '9/5', '7/3', '4'] -> (1 + 4) * (9/5 + 7/3 / 7/9)
[14992] ['3/5', '7/6', '9/7', '3', '4'] -> 7/6 * 4 * (3 + 9/7 / 3/5)
[14993] ['5/8', '5/6', '9/7', '6', '8'] -> 9/7 * 5/6 / 5/8 * (6 + 8)
[14994] ['1/3', '4/5', '1', '9/2', '8'] -> 4/5 * 9/2 * (8 - (1/3 + 1))
[14995] ['1/5', '8/9', '7/4', '3', '8'] -> (8 / (1/5 * 8/9) - 3) / 7/4
[14996] ['1/7', '2/9', '3/5', '3', '6'] -> 6 / (2/9 * 3/5) - 3 / 1/7
[14997] ['7/9', '1', '9/5', '8/3', '4'] -> (8/3 + 4) * (1 + 9/5) / 7/9
[14998] ['5/8', '5/6', '7/5', '6', '8'] -> (8 + 6 * 5/6 * 7/5) / 5/8
[14999] ['2/7', '4/5', '4/5', '3', '5'] -> 3 + (5 + 4/5 / 4/5) / 2/7
[15000] ['1/3', '5/6', '6/7', '1', '8'] -> 6/7 * 8 * (1 + 5/6 / 1/3)
[15001] ['9/8', '8/7', '3/2', '3', '6'] -> 3/2 + 6 * (9/8 + 3 / 8/7)
[15002] ['2/7', '4/5', '5/6', '3', '5'] -> 5/6 * (4/5 + (3 + 5) / 2/7)
[15003] ['1/3', '5/6', '1', '9/8', '8'] -> 1/3 + 8 * (9/8 + 5/6 + 1)
[15004] ['2/5', '8/7', '7/3', '4', '6'] -> (8/7 + 4) * 7/3 / 2/5 - 6
[15005] ['5/6', '8/9', '7/6', '3', '3'] -> 3 * 8/9 * 3 / (7/6 - 5/6)
[15006] ['3/7', '3/4', '8/9', '3', '7'] -> 3/4 * 8/9 + (3 + 7) / 3/7
[15007] ['5/6', '8/9', '6/5', '3', '3'] -> 3 / (5/6 * 6/5 - 8/9) - 3
[15008] ['2/7', '4/5', '7/8', '3', '5'] -> 5 / (2/7 * 4/5) - (7/8 - 3)
[15009] ['1/7', '2/9', '5/6', '3', '6'] -> (5/6 / 1/7 - 3 / 6) / 2/9
[15010] ['1/9', '1/7', '1/6', '2', '6'] -> 2 / (1/6 / (1/7 * 6) - 1/9)
[15011] ['5/8', '6/7', '9/8', '6', '8'] -> 6/7 / (9/8 - 5/8) * (6 + 8)
[15012] ['1/6', '3/7', '8/9', '2', '8'] -> 3/7 * (2 + 8 / (1/6 * 8/9))
[15013] ['3/5', '7/6', '3', '7/2', '4'] -> 4 * (7/2 + 3/5 * (7/6 + 3))
[15014] ['1/9', '1/7', '1/5', '2', '6'] -> 1/5 * (2 / (1/9 * 1/7) - 6)
[15015] ['1/6', '3/7', '9/8', '2', '8'] -> 3/7 * (2 + 8 * 9/8 / 1/6)
[15016] ['1/7', '2/9', '7/8', '3', '6'] -> 7/8 * (1/7 * 3 + 6 / 2/9)
[15017] ['9/8', '8/7', '5/2', '3', '6'] -> 6 * (3 / 8/7 - (9/8 - 5/2))
[15018] ['3/5', '7/6', '3', '4', '9/2'] -> 4 * 3/5 * 3 * (9/2 - 7/6)
[15019] ['1/9', '1/7', '2/7', '5', '5'] -> 2/7 - 1/7 / 1/9 + 5 * 5
[15020] ['2/7', '4/5', '8/7', '3', '5'] -> 3 * (4/5 * 5 + 8/7 / 2/7)
[15021] ['7/9', '1', '7/2', '7/2', '4'] -> (7/2 + 7/2 / 7/9) * (4 - 1)
[15022] ['1/6', '3/7', '9/5', '2', '3'] -> 9/5 * (3 / 1/6 - 2 / 3/7)
[15023] ['1/9', '1/7', '1/3', '5', '5'] -> (1/7 + 5) * (5 - 1/9 / 1/3)
[15024] ['5/8', '6/7', '4/3', '6', '8'] -> ((6 + 8) / 6/7 - 4/3) / 5/8
[15025] ['5/6', '8/9', '5/3', '3', '3'] -> 5/3 / (8/9 - 5/6) - (3 + 3)
[15026] ['1/5', '9/8', '7/3', '3', '8'] -> (3 * 7/3 / 1/5 - 8) / 9/8
[15027] ['1/7', '2/9', '7/6', '3', '6'] -> 6 * 2/9 / 1/7 * 3 / 7/6
[15028] ['3/5', '5/4', '9/7', '3', '4'] -> (3/5 + 5/4 * 4) * (9/7 + 3)
[15029] ['5/8', '6/7', '7/5', '6', '8'] -> 5/8 * 8 * (6 - 6/7 * 7/5)
[15030] ['1/6', '3/7', '7/5', '2', '8'] -> 8 / (1/6 / 7/5 + 3/7 / 2)
[15031] ['1/9', '1/7', '2/5', '2', '6'] -> 2/5 * (2 / 1/9 + 6 / 1/7)
[15032] ['2/7', '4/5', '5/4', '3', '5'] -> 3 + (5 + 4/5 * 5/4) / 2/7
[15033] ['1/7', '5/6', '8/7', '7', '9'] -> 7 / (9 * 1/7 / 8/7 - 5/6)
[15034] ['3/7', '3/4', '9/5', '3', '7'] -> (3 / 9/5 + 7 / 3/7) / 3/4
[15035] ['1/7', '2/9', '6/5', '3', '6'] -> 6 / (3 * (2/9 - 1/7)) - 6/5
[15036] ['1/6', '4/9', '4/7', '2', '3'] -> (1/6 + 3 * 2 / 4/7) / 4/9
[15037] ['1/9', '1/7', '3/7', '5', '5'] -> (1/7 + 5 / 5) / (1/9 * 3/7)
[15038] ['4/5', '4/5', '1', '9/7', '4'] -> 4/5 / (4/5 * 9/7 - 1) - 4
[15039] ['5/6', '8/9', '5/2', '3', '3'] -> 5/2 * 3 * 3 * 8/9 / 5/6
[15040] ['3/5', '9/7', '3/2', '3', '4'] -> 4 / (3/2 / 3/5 - 3 / 9/7)
[15041] ['4/5', '4/5', '1', '4/3', '4'] -> 4 / (1 - 4/3 / (4/5 + 4/5))
[15042] ['1/6', '4/9', '3/5', '2', '3'] -> 2 / 3/5 + (4/9 + 3) / 1/6
[15043] ['1/7', '5/6', '5/4', '7', '9'] -> (9 + 1/7 * 7) / (5/4 - 5/6)
[15044] ['3/7', '3/4', '8/3', '3', '7'] -> 3 + (7 + 3/4 * 8/3) / 3/7
[15045] ['1/9', '1/7', '1/2', '5', '5'] -> 5 / (1/9 + 1/2 / (1/7 + 5))
[15046] ['5/6', '8/9', '8/3', '3', '3'] -> 3 / (5/6 + 8/3 - 3 / 8/9)
