[89506] ['2/9', '2/9', '5/3', '6', '9'] -> 5/3 * (6 + 9) - 2/9 / 2/9
[103131] ['2/7', '2/7', '7/8', '5', '9'] -> 5 * 9 / (7/8 + 2/7 / 2/7)
[103132] ['2/5', '5/7', '3/4', '8', '8'] -> 8 / (5/7 * (3/4 - 2/5)) - 8
[103133] ['1/4', '7/8', '1', '1', '9/5'] -> 9/5 / (7/8 - 1 / (1/4 + 1))
[103134] ['3/7', '3/4', '7/5', '5', '6'] -> 7/5 * 5 * 6 * 3/7 / 3/4
[103135] ['2/7', '2/7', '9/8', '5', '9'] -> (2/7 + 9 / 9/8) / 2/7 - 5
[103136] ['1/9', '2/7', '9/7', '4', '5'] -> 4 * (9/7 * (5 - 1/9) - 2/7)
[103137] ['1/8', '3/4', '7/5', '6', '6'] -> (6 - 3/4) / (1/8 * 7/5) - 6
[103138] ['2/9', '6/5', '7/4', '8', '9'] -> 9 / (2/9 * 6/5) - (7/4 + 8)
[103139] ['1/8', '3/4', '9/5', '6', '6'] -> (3/4 + 6) / (1/8 * 9/5) - 6
[103140] ['2/7', '2/7', '9/7', '5', '9'] -> (2/7 - 5 + 9/7 * 9) / 2/7
[103141] ['2/9', '6/5', '7/3', '8', '9'] -> 8 * (7/3 / 2/9 - 9 / 6/5)
[103142] ['2/5', '5/7', '6/7', '8', '8'] -> 2/5 + (8 + 6/7 + 8) / 5/7
[103143] ['2/3', '5/7', '1', '7/6', '3'] -> (1 + 3) / (5/7 * 7/6 - 2/3)
[103144] ['1/8', '7/9', '7/9', '6', '6'] -> 6 / (7/9 / 7/9 - 1/8 * 6)
[103145] ['2/5', '5/7', '7/8', '8', '8'] -> 8 / (7/8 * 2/5 * 5/7) - 8
[103146] ['3/7', '3/4', '9/5', '5', '6'] -> 6 / (5 * (9/5 - 3/4 / 3/7))
[103147] ['1/9', '7/8', '8/5', '3', '9'] -> 8/5 * (9 + 7/8 / 1/9) - 3
[103148] ['2/9', '6/5', '7/2', '8', '9'] -> (8 - 2/9) * 9 * 6/5 / 7/2
[103149] ['1/8', '7/9', '6/7', '6', '6'] -> (6 / (7/9 * 6/7) - 6) / 1/8
[103150] ['5/7', '8/5', '3', '7/2', '9'] -> 7/2 * 5/7 * 8/5 * (9 - 3)
[103151] ['5/7', '8/5', '3', '9/2', '9'] -> 8/5 * 9/2 + (3 + 9) / 5/7
[103152] ['3/7', '7/9', '7/9', '5', '6'] -> 5 + (7/9 + 6 / 3/7) / 7/9
[103153] ['2/3', '5/7', '1', '9/5', '3'] -> 9/5 / (1 - 2/3 / 5/7) - 3
[103154] ['1/9', '8/9', '7/5', '3', '9'] -> 9 * ((8/9 + 3) / 7/5 - 1/9)
[103155] ['2/5', '5/7', '4/3', '8', '8'] -> (8 + 8) / (5/7 * (4/3 - 2/5))
[103156] ['5/7', '7/4', '9/5', '3', '9'] -> 5/7 * 7/4 * (3 + 9/5 * 9)
[103157] ['1/9', '8/9', '7/4', '3', '9'] -> 9 * (8/9 + (1/9 + 3) / 7/4)
[103158] ['2/5', '5/7', '7/5', '8', '8'] -> 8 * (5/7 + 8 * 2/5 / 7/5)
[103159] ['3/7', '7/9', '9/8', '5', '6'] -> (5 - 3/7) * 6 * 7/9 * 9/8
[103160] ['2/9', '5/4', '9/2', '8', '9'] -> 8 * (9/2 - 5/4) - 2/9 * 9
[103161] ['2/5', '5/7', '3/2', '8', '8'] -> (8 + 8 / (2/5 * 5/7)) / 3/2
[103162] ['3/7', '7/9', '8/7', '5', '6'] -> 8/7 * (6 + 5 / (3/7 * 7/9))
[103163] ['1/8', '7/9', '4/3', '6', '6'] -> (4/3 + 6 / 6) / (1/8 * 7/9)
[103164] ['1/9', '2/7', '4', '9/2', '5'] -> 4 / 2/7 + 5 / (1/9 * 9/2)
[103165] ['5/7', '7/4', '3', '7/2', '9'] -> (9 / (7/4 * (5/7 + 3)) - 7/2))
[103166] ['2/5', '5/7', '8/5', '8', '8'] -> (8/5 + 8 / 5/7) / 2/5 - 8
[103167] ['5/7', '9/5', '9/5', '3', '9'] -> (9/5 + 9 / 5/7) * 3 / 9/5
[103168] ['2/5', '5/7', '5/3', '8', '8'] -> 5/3 * (2/5 * 8 + 8 / 5/7)
[103169] ['2/9', '9/7', '8/5', '8', '9'] -> 8/5 * (8 / 9/7 - (2/9 - 9))
[103170] ['2/5', '5/7', '7/4', '8', '8'] -> 8 + 8 / (7/4 * 2/5 * 5/7)
[103171] ['2/7', '1/3', '7/9', '5', '9'] -> (9 - 5 * 1/3 / 7/9) / 2/7
[103172] ['2/3', '3/4', '1', '8/7', '3'] -> (1 + 3) / (3/4 - 2/3 / 8/7)
[103173] ['1/9', '1/3', '5/7', '4', '5'] -> (5 / 5/7 - (1/3 + 4)) / 1/9
[103174] ['1/4', '8/9', '1', '1', '7/3'] -> (1 + 7/3) / (1/4 + 8/9 - 1)
[103175] ['5/7', '9/5', '8/3', '3', '9'] -> 9/5 * ((8/3 + 9) / 5/7 - 3)
[103176] ['2/5', '5/7', '9/4', '8', '8'] -> 5/7 * (2/5 + 8) + 9/4 * 8
[103177] ['1/9', '9/8', '9/5', '3', '9'] -> (9 / ((1/9 * 9/5) * 3) - 9/8))
[103178] ['5/7', '9/4', '5/2', '3', '9'] -> (9 / (5/2 * (9/4 / 5/7)) - 3))
[103179] ['2/5', '5/7', '8/3', '8', '8'] -> 8 + (2/5 + 8) * 5/7 * 8/3
[103180] ['3/7', '7/9', '9/5', '5', '6'] -> 6 * (3/7 + 5 / (7/9 * 9/5))
[103181] ['1/4', '8/9', '1', '1', '9/2'] -> (8/9 * 9/2 + 1 + 1) / 1/4
[103182] ['5/7', '9/4', '8/3', '3', '9'] -> 3 + (9 + 9/4 * 8/3) / 5/7
[103183] ['2/7', '1/3', '6/5', '5', '9'] -> 1/3 * 9 + 5 * 6/5 / 2/7
[103184] ['1/8', '7/9', '8/3', '6', '6'] -> (6 / (1/8 * (7/9 * 6)) - 8/3))
[103185] ['3/7', '7/9', '9/4', '5', '6'] -> 9/4 * (5 + 6 - 3/7 * 7/9)
[103186] ['2/9', '9/7', '7/2', '8', '9'] -> 2/9 * 8 * (9 + 9/7 * 7/2)
[103187] ['1/8', '7/9', '7/2', '6', '6'] -> 7/2 / (1/8 * 7/9) - (6 + 6)
[103188] ['5/7', '7/3', '5/2', '3', '9'] -> (3 + 9 / 7/3) * 5/2 / 5/7
[103189] ['1/9', '8/7', '4/3', '3', '9'] -> 8/7 / 4/3 * 9 * (1/9 + 3)
[103190] ['1/4', '1', '1', '9/8', '6/5'] -> 1 / (9/8 - (1/4 + 1 / 6/5))
[103191] ['2/5', '3/4', '6/7', '8', '8'] -> (3/4 + 8) * 8 * 2/5 * 6/7
[103192] ['1/8', '4/5', '5/6', '6', '6'] -> (6 / (4/5 * 5/6) - 6) / 1/8
[103193] ['5/7', '5/2', '8/3', '3', '9'] -> 3 / (5/2 / 5/7 - 9 / 8/3)
[103194] ['2/5', '3/4', '7/8', '8', '8'] -> 3/4 / 7/8 * (8 + 8 / 2/5)
[103195] ['3/7', '4/5', '8/9', '5', '6'] -> 8/9 * (3/7 + 6) * (5 - 4/5)
[103196] ['5/7', '8/3', '8/3', '3', '9'] -> (8/3 + 9) * (3 - 5/7) - 8/3
[103197] ['2/5', '3/4', '8/9', '8', '8'] -> 8 / 8/9 + 8 * 3/4 / 2/5
[103198] ['1/4', '1', '1', '9/8', '3/2'] -> 1 / (1/4 / 3/2 + 1 - 9/8)
[103199] ['3/7', '4/5', '9/8', '5', '6'] -> (5 - 4/5) * (3/7 + 6) / 9/8
[103200] ['2/5', '3/4', '9/8', '8', '8'] -> 9/8 * 8 + 8 * 3/4 / 2/5
[103201] ['5/7', '8/3', '3', '9/2', '9'] -> 9/2 * (5/7 * (8/3 + 9) - 3)
[103202] ['3/7', '4/5', '7/6', '5', '6'] -> 5 * (6 / 7/6 - 3/7 * 4/5)
[103203] ['2/9', '7/5', '5/3', '8', '9'] -> 8 / (7/5 * 5/3 - 2/9 * 9)
[103204] ['2/3', '7/9', '1', '8/5', '3'] -> (2/3 + 3) / (7/9 - 1 / 8/5)
[103205] ['2/5', '3/4', '7/6', '8', '8'] -> (3/4 + 8) * 8 * 2/5 / 7/6
[103206] ['1/8', '4/5', '5/4', '6', '6'] -> 6 / (4/5 * 5/4 - 1/8 * 6)
[103207] ['2/7', '3/8', '1/2', '5', '9'] -> (1/2 - 9 + 5 / 2/7) / 3/8
[103208] ['1/9', '8/7', '3', '9/2', '9'] -> 8/7 * (3 + 9 / (1/9 * 9/2))
[103209] ['2/3', '7/9', '1', '9/5', '3'] -> (1 + 3 / 9/5) / (7/9 - 2/3)
[103210] ['1/9', '3/8', '6/5', '4', '5'] -> (5 / 6/5 - 3/8 * 4) / 1/9
[103211] ['1/4', '1', '1', '9/8', '7/2'] -> 7/2 / (9/8 - 1) - 1 / 1/4
[103212] ['2/5', '3/4', '9/4', '8', '8'] -> (9/4 - 3/4 / 2/5) * 8 * 8
[103213] ['2/9', '7/5', '7/3', '8', '9'] -> 8 / (2/9 * 9 - 7/3 / 7/5)
[103214] ['1/4', '1', '1', '9/8', '9/2'] -> (1 + 1 + 9/2 / 9/8) / 1/4
[103215] ['3/7', '4/5', '7/5', '5', '6'] -> 6 * (5 - (3/7 + 4/5 / 7/5))
[103216] ['3/4', '7/9', '4/5', '3', '9'] -> 3 * (9 * 7/9 / 4/5 - 3/4)
[103217] ['3/7', '4/5', '8/5', '5', '6'] -> 5 * 8/5 / 4/5 + 6 / 3/7
[103218] ['1/9', '7/6', '7/5', '3', '9'] -> 7/6 * (3 / 1/9 - 9 / 7/5)
[103219] ['1/8', '4/5', '8/3', '6', '6'] -> (6 - 6 / 8/3) * 4/5 / 1/8
[103220] ['1/9', '3/8', '8/5', '4', '5'] -> (4 / 3/8 - 8/5 * 5) / 1/9
[103221] ['1/8', '4/5', '7/2', '6', '6'] -> (6 / ((1/8 * 4/5) * 6) - 7/2))
[103222] ['2/3', '4/5', '1', '9/8', '3'] -> 3 / (4/5 - 9/8 / (2/3 + 1))
[103223] ['3/4', '7/9', '3/2', '3', '9'] -> 3/4 * 9 * (7/9 + 3) - 3/2
[103224] ['2/9', '7/5', '9/2', '8', '9'] -> 9 + 8 / (2/9 + 7/5 / 9/2)
[103225] ['2/7', '3/8', '5/7', '5', '9'] -> (9 - 3/8 * (5/7 + 5)) / 2/7
[103226] ['1/8', '5/6', '5/6', '6', '6'] -> 6 / (5/6 / 5/6 - 1/8 * 6)
[103227] ['3/4', '7/9', '8/5', '3', '9'] -> (3 - 7/9) * 9 * 3/4 * 8/5
[103228] ['2/3', '4/5', '1', '7/6', '3'] -> 2/3 * 3 / (1 / 4/5 - 7/6)
[103229] ['2/3', '4/5', '1', '5/4', '3'] -> (1 + 3) / (5/4 * (4/5 - 2/3))
[103230] ['3/4', '7/9', '9/5', '3', '9'] -> (3 + 7/9 * 9) * 9/5 / 3/4
[103231] ['2/5', '7/9', '7/8', '8', '8'] -> 7/9 * (8 + 8 / (2/5 * 7/8))
[103232] ['2/9', '8/5', '9/4', '8', '9'] -> 2/9 * (8/5 + 8) * (9/4 + 9)
[103233] ['2/7', '3/8', '6/7', '5', '9'] -> (6/7 + 5) / (2/7 - 3/8 / 9)
[103234] ['3/4', '7/9', '5/2', '3', '9'] -> 9 / (5/2 / (3 - 7/9) - 3/4)
[103235] ['2/5', '7/9', '9/8', '8', '8'] -> 7/9 * 8 + 8 / (2/5 * 9/8)
[103236] ['1/9', '6/5', '7/4', '3', '9'] -> 9 / (7/4 / (6/5 * 3) - 1/9)
[103237] ['2/9', '8/5', '7/2', '8', '9'] -> 8/5 * (8 + 9 * 2/9 * 7/2)
[103238] ['1/8', '5/6', '7/5', '6', '6'] -> 6 * (7/5 / 1/8 - 6 / 5/6)
[103239] ['1/4', '1', '1', '8/7', '9/5'] -> (1 + 9/5) * (1 + 8/7) / 1/4
[103240] ['2/3', '4/5', '1', '7/4', '3'] -> 3 / (1 / (2/3 * 4/5) - 7/4)
[103241] ['2/9', '5/3', '7/4', '8', '9'] -> (8 - 2/9) * 9 / (5/3 * 7/4)
[103242] ['2/7', '3/8', '9/8', '5', '9'] -> 9 / 2/7 - 5 * (3/8 + 9/8)
[103243] ['1/8', '5/6', '8/5', '6', '6'] -> (8/5 * 6 - 6) * 5/6 / 1/8
[103244] ['3/4', '4/5', '7/8', '3', '9'] -> 4/5 / 7/8 * (3 * 9 - 3/4)
[103245] ['3/7', '5/6', '8/5', '5', '6'] -> (5/6 + 5) * 6 * 3/7 * 8/5
[103246] ['1/4', '1', '1', '8/7', '9/4'] -> 9/4 / ((1/4 + 1) / 8/7 - 1)
[103247] ['1/9', '6/5', '3', '7/2', '9'] -> 6/5 * (7/2 / 1/9 - 9) - 3
[103248] ['1/4', '1', '1', '8/7', '7/3'] -> (1 + 7/3 * (1 + 8/7)) / 1/4
[103249] ['3/7', '5/6', '7/4', '5', '6'] -> (6 + 3/7 + 5) * 7/4 / 5/6
[103250] ['2/3', '4/5', '1', '7/3', '3'] -> 2/3 / (1 - 7/3 / (4/5 * 3))
[103251] ['2/9', '7/4', '9/5', '8', '9'] -> (2/9 + 8 / 9/5) * 9 / 7/4
[103252] ['1/9', '5/4', '9/7', '3', '9'] -> (9 + 3 / (1/9 * 9/7)) / 5/4
[103253] ['1/8', '6/7', '7/8', '6', '6'] -> 6 / (1/8 + 6/7 * 7/8 / 6)
[103254] ['3/7', '5/6', '9/4', '5', '6'] -> 6 / (3/7 * (5/6 + 5) - 9/4)
[103255] ['3/4', '5/6', '6/7', '3', '9'] -> 3 * (9 * 5/6 / 6/7 - 3/4)
[103256] ['1/4', '1', '1', '8/7', '9/2'] -> 8/7 * ((1 + 9/2) / 1/4 - 1)
[103257] ['2/5', '7/9', '4/3', '8', '8'] -> (8 * 4/3 / 2/5 - 8) / 7/9
[103258] ['1/8', '6/7', '9/8', '6', '6'] -> 6 / (9/8 - 6 * 1/8 / 6/7)
[103259] ['1/9', '2/5', '5/6', '4', '5'] -> 4 + 5/6 / 1/9 + 5 / 2/5
[103260] ['1/4', '1', '1', '7/6', '7/6'] -> (7/6 / (7/6 - 1) - 1) / 1/4
[103261] ['3/4', '5/6', '8/7', '3', '9'] -> 9 * (3 / (3/4 * 8/7) - 5/6)
[103262] ['1/9', '2/5', '6/7', '4', '5'] -> (4 / 6/7 - 2/5 * 5) / 1/9
[103263] ['2/5', '7/9', '3/2', '8', '8'] -> (8 + 8 / 2/5) / (7/9 * 3/2)
[103264] ['1/4', '1', '1', '7/6', '9/7'] -> (1 / (7/6 * 9/7) - (1/4 + 1)))
[103265] ['2/3', '5/6', '1', '5/4', '3'] -> 2/3 / (5/6 / 3 + 1 - 5/4)
[103266] ['3/4', '5/6', '7/5', '3', '9'] -> (3 + 9) / (7/5 - 3/4 / 5/6)
[103267] ['1/9', '2/5', '7/8', '4', '5'] -> (4 - 1/9) * (2/5 + 5) / 7/8
[103268] ['1/4', '1', '1', '7/6', '7/5'] -> (1 / (1/4 * 1) - (7/6 / 7/5)))
[103269] ['2/5', '7/9', '5/3', '8', '8'] -> (8 + 2/5 * 8) * 5/3 / 7/9
[103270] ['1/8', '6/7', '7/5', '6', '6'] -> 6 + 7/5 * (6 + 6/7 / 1/8)
[103271] ['1/4', '1', '1', '7/6', '8/5'] -> 8/5 / (1 - 7/6 / (1/4 + 1))
[103272] ['2/9', '9/4', '7/3', '8', '9'] -> (7/3 + 9) / (9/4 - 2/9 * 8)
[103273] ['1/9', '2/5', '8/7', '4', '5'] -> 8/7 * (2/5 + 5) * (4 - 1/9)
[103274] ['2/3', '5/6', '1', '8/5', '3'] -> 8/5 * 3 / (1 - 2/3 / 5/6)
[103275] ['1/8', '6/7', '8/5', '6', '6'] -> 8/5 + 6 / (1/8 + 6/7 / 6)
[103276] ['3/7', '7/8', '6/5', '5', '6'] -> 7/8 * 5 * (6 - 3/7 * 6/5)
[103277] ['1/4', '1', '1', '7/6', '7/4'] -> 1 / (7/4 * (7/6 - 1) - 1/4)
[103278] ['1/9', '2/5', '7/6', '4', '5'] -> (7/6 * 4 - 2/5 * 5) / 1/9
[103279] ['2/3', '5/6', '1', '9/5', '3'] -> (9/5 + 3) / (1 - 2/3 / 5/6)
[103280] ['3/4', '6/7', '7/5', '3', '9'] -> (9 + 6/7 + 3) * 7/5 / 3/4
[103281] ['1/8', '6/7', '5/3', '6', '6'] -> (5/3 * 6 - 6 / 6/7) / 1/8
[103282] ['3/7', '7/8', '4/3', '5', '6'] -> (6 + 5 / (7/8 * 4/3)) / 3/7
[103283] ['1/9', '9/7', '3', '9/2', '9'] -> 9/7 / 9/2 * (3 + 9 / 1/9)
[103284] ['1/9', '2/5', '5/4', '4', '5'] -> (4 / ((1/9 * 2/5) * 5) - 5/4))
[103285] ['1/8', '6/7', '9/4', '6', '6'] -> 6 * 6 / 6/7 - 9/4 / 1/8
[103286] ['1/4', '1', '1', '7/6', '7/3'] -> (1 / (1/4 * 7/3) - (1 + 7/6)))
[103287] ['3/7', '7/8', '3/2', '5', '6'] -> (5 + 6 / 3/2) / (3/7 * 7/8)
[103288] ['1/4', '1/4', '3/7', '8', '9'] -> 8 * 9 * (1/4 / 3/7 - 1/4)
[103289] ['1/4', '1', '1', '7/6', '8/3'] -> 1 / (1 - 1/4 * (7/6 + 8/3))
[103290] ['2/5', '7/9', '8/3', '8', '8'] -> ((8/3 + 8) / 2/5 - 8) / 7/9
[103291] ['2/3', '6/7', '1', '5/4', '3'] -> 2/3 * 3 / (5/4 - 1 / 6/7)
[103292] ['3/7', '7/8', '5/2', '5', '6'] -> (5 + 6) / (5/2 - 7/8 / 3/7)
[103293] ['2/7', '2/5', '1/2', '5', '9'] -> (9 - 2/5 * 5) / 2/7 - 1/2
[103294] ['1/8', '7/8', '8/7', '6', '6'] -> 6 / (7/8 * 8/7 - 1/8 * 6)
[103295] ['1/8', '7/8', '7/6', '6', '6'] -> 6 / (1/8 + 7/8 / 7/6 *
)[103296] ['1/4', '1', '1', '6/5', '3/2'] -> 1 / ((3/2 - 1/4) / 6/5 - 1)
[103297] ['1/4', '1/4', '9/7', '8', '9'] -> (8 - 1/4) / 1/4 - 9 / 9/7
[103298] ['1/9', '7/5', '7/3', '3', '9'] -> 7/3 * (3 / (1/9 * 7/5) - 9)
[103299] ['3/4', '8/9', '8/7', '3', '9'] -> 8/7 * 9 * (3 - 3/4 * 8/9)
[103300] ['1/9', '2/5', '9/4', '4', '5'] -> (4 + 2/5 * 5) / (1/9 * 9/4)
[103301] ['1/8', '7/8', '8/5', '6', '6'] -> (7/8 + 6 / 6) * 8/5 / 1/8
[103302] ['2/7', '2/5', '2/3', '5', '9'] -> (9 + 5 * 2/5 / 2/7) / 2/3
[103303] ['2/3', '6/7', '1', '5/3', '3'] -> (2/3 + 3) / (1 - 6/7) - 5/3
[103304] ['1/9', '2/5', '5/2', '4', '5'] -> 5 + 5/2 * (4 + 2/5 / 1/9)
[103305] ['2/3', '6/7', '1', '7/4', '3'] -> 1 / (7/4 / 6/7 - 2/3 * 3)
[103306] ['1/9', '2/5', '7/2', '4', '5'] -> 4 / (1/9 * (7/2 - 2/5 * 5))
[103307] ['1/4', '1', '1', '6/5', '7/3'] -> 6/5 / (1 / (1 + 7/3) - 1/4)
[103308] ['2/7', '2/5', '7/9', '5', '9'] -> 7/9 * 5 * 9 * (2/7 + 2/5)
[103309] ['1/4', '1', '1', '6/5', '5/2'] -> (1 + 1) * 5/2 * 6/5 / 1/4
[103310] ['1/9', '8/5', '5/3', '3', '9'] -> 3 * (9 - 1/9) - 8/5 * 5/3
[103311] ['3/7', '8/9', '7/5', '5', '6'] -> 8/9 * 5 * (6 - 3/7 * 7/5)
[103312] ['1/4', '2/7', '4/9', '8', '9'] -> (9 * 4/9 / 2/7 - 8) / 1/4
[103313] ['3/4', '9/8', '7/5', '3', '9'] -> 9 / (3 - 7/5 * (3/4 + 9/8))
[103314] ['1/9', '8/5', '7/4', '3', '9'] -> 3 / (7/4 / 9 - 1/9 / 8/5)
[103315] ['1/4', '1', '1', '6/5', '7/2'] -> 1 / (1/4 * 7/2 - 1 / 6/5)
[103316] ['2/3', '6/7', '1', '5/2', '3'] -> 2/3 / (1 - 5/2 / (6/7 * 3))
[103317] ['3/7', '8/9', '8/5', '5', '6'] -> 8/9 * 6 + 5 * 8/5 / 3/7
[103318] ['2/7', '2/5', '7/8', '5', '9'] -> 9 + (2/7 + 5 / 7/8) / 2/5
[103319] ['1/4', '1', '1', '6/5', '9/2'] -> 6/5 * (1 + 1 + 9/2 / 1/4)
[103320] ['1/8', '8/9', '5/4', '6', '6'] -> 6 + (6 + 5/4 / 1/8) / 8/9
[103321] ['1/9', '3/7', '3/5', '4', '5'] -> 1/9 + (5 + 4 / 3/7) / 3/5
[103322] ['2/5', '5/6', '9/8', '8', '8'] -> 9/8 * 8 * 8 * 2/5 * 5/6
[103323] ['1/4', '1', '1', '5/4', '9/7'] -> 1 / (9/7 - 5/4) - 1 / 1/4
[103324] ['1/4', '2/7', '5/8', '8', '9'] -> 8 * (1/4 + 2/7 * (5/8 + 9))
[103325] ['1/9', '8/5', '3', '7/2', '9'] -> 7/2 / 1/9 - (3 + 9) / 8/5
[103326] ['3/7', '8/9', '7/4', '5', '6'] -> 5 / (8/9 - 7/4 / (3/7 * 6))
[103327] ['3/4', '8/7', '8/5', '3', '9'] -> (8/7 + 8/5) * (9 - 3/4 / 3)
[103328] ['1/9', '3/7', '2/3', '4', '5'] -> 4 * (5 / (1/9 + 2/3) - 3/7)
[103329] ['1/4', '2/7', '3/4', '8', '9'] -> 9 / 2/7 - (8 + 1/4 - 3/4)
[103330] ['3/7', '8/9', '9/5', '5', '6'] -> 8/9 * (6 + 5 * 9/5 / 3/7)
[103331] ['3/4', '8/7', '5/3', '3', '9'] -> 8/7 * 9 * (3 / 3/4 - 5/3)
[103332] ['1/4', '2/7', '7/9', '8', '9'] -> (8 - 9 * 2/7 * 7/9) / 1/4
[103333] ['3/7', '8/9', '9/4', '5', '6'] -> 5 * 8/9 * 9/4 + 6 / 3/7
[103334] ['1/9', '7/4', '9/5', '3', '9'] -> (9 / (1/9 * 9/5) - 3) / 7/4
[103335] ['1/4', '1', '1', '5/4', '5/3'] -> (1 + 5/3) * (1 + 5/4) / 1/4
[103336] ['1/8', '8/9', '8/5', '6', '6'] -> (6 / 8/9 - 6 / 8/5) / 1/8
[103337] ['2/7', '2/5', '4/3', '5', '9'] -> 9 * (4/3 / 2/7 - 2/5 * 5)
[103338] ['2/5', '5/6', '9/5', '8', '8'] -> 9/5 * (8 / 2/5 - 5/6 * 8)
[103339] ['3/7', '8/9', '8/3', '5', '6'] -> 8/3 / (8/9 - 5 / (3/7 + 6))
[103340] ['2/7', '2/5', '7/5', '5', '9'] -> 2/5 + (2/7 + 7/5) * (5 + 9)
[103341] ['2/5', '5/6', '9/4', '8', '8'] -> 9/4 * (8 + 8 * 2/5 * 5/6)
[103342] ['1/9', '3/7', '8/9', '4', '5'] -> 4 * (5 / (8/9 - 1/9) - 3/7)
[103343] ['1/4', '2/7', '6/5', '8', '9'] -> 8 * 2/7 * 6/5 * (9 - 1/4)
[103344] ['1/9', '9/4', '3', '7/2', '9'] -> (3 / (1/9 * 9) - (9/4 * 7/2)))
[103345] ['2/5', '6/7', '6/7', '8', '8'] -> 6/7 * 8 + 8 * 6/7 / 2/5
[103346] ['3/7', '9/8', '9/8', '5', '6'] -> 6 / ((9/8 + 9/8) / 3/7 - 5)
[103347] ['2/3', '8/9', '1', '9/8', '3'] -> 1 / (3 * (9/8 - 8/9) - 2/3)
[103348] ['1/4', '1', '1', '9/7', '4/3'] -> 4/3 / (1/4 * (1 - 1 / 9/7))
[103349] ['1/4', '2/7', '4/3', '8', '9'] -> 9 * (4/3 / 2/7 - 1/4 * 8)
[103350] ['3/4', '7/6', '9/5', '3', '9'] -> (9 / (3/4 * (3 / 9/5)) - 7/6))
[103351] ['2/7', '2/5', '9/4', '5', '9'] -> 9 / (2/5 - 2/7 / 5) - 9/4
[103352] ['1/4', '1', '1', '9/7', '3/2'] -> (1 / (1/4 * (3/2 / 9/7)) - 1))
[103353] ['1/4', '2/7', '8/5', '8', '9'] -> 2/7 * (8/5 + 8) * (9 - 1/4)
[103354] ['1/8', '8/7', '7/6', '6', '6'] -> 6 * (8/7 / 1/8 - 6 / 7/6)
[103355] ['2/3', '8/9', '1', '8/5', '3'] -> 3 / (2/3 / 8/9 - 1 / 8/5)
[103356] ['3/7', '9/8', '7/5', '5', '6'] -> (6 - 3/7 * 7/5) * 5 / 9/8
[103357] ['1/8', '1/8', '5/9', '3', '9'] -> 9 * (1/8 / 1/8 + 5/9 * 3)
[103358] ['3/7', '9/8', '8/5', '5', '6'] -> 5 * 8/5 / 3/7 + 6 / 9/8
[103359] ['2/5', '6/7', '9/7', '8', '8'] -> (6/7 + 9/7) * (8 + 2/5 * 8)
[103360] ['1/4', '2/7', '8/3', '8', '9'] -> (8 / 2/7 + 9 / 1/4) / 8/3
[103361] ['1/4', '1', '1', '9/7', '7/3'] -> (1 + 1) * 7/3 * 9/7 / 1/4
[103362] ['1/8', '1/8', '8/7', '3', '9'] -> 8/7 * (9 + 3 / (1/8 + 1/8))
[103363] ['3/4', '9/7', '3/2', '3', '9'] -> (3 - 9/7) * (3/2 + 9) / 3/4
[103364] ['3/7', '9/8', '9/5', '5', '6'] -> (6 + 5 * 9/5 / 3/7) / 9/8
[103365] ['2/7', '3/7', '4/5', '5', '9'] -> 4/5 * 5 * 9 * 2/7 / 3/7
[103366] ['1/8', '1/8', '9/7', '3', '9'] -> 3 * (1/8 / 1/8 + 9 / 9/7)
[103367] ['2/5', '6/7', '7/5', '8', '8'] -> 2/5 + 7/5 * (8 + 6/7 + 8)
[103368] ['1/4', '1/3', '3/7', '8', '9'] -> 8 + (1/3 + 9) * 3/7 / 1/4
[103369] ['3/7', '9/8', '9/4', '5', '6'] -> 5 * 9/4 / 9/8 + 6 / 3/7
[103370] ['1/9', '3/7', '5/2', '4', '5'] -> (4 / (3/7 * (5/2 / 5)) - 1/9))
[103371] ['3/4', '9/7', '9/5', '3', '9'] -> (3 + 9 / 9/7) * 9/5 / 3/4
[103372] ['3/7', '9/8', '7/3', '5', '6'] -> 9/8 * (7/3 + 5 + 6 / 3/7)
[103373] ['1/4', '1', '1', '9/7', '9/2'] -> 9/2 / (1 / (1 + 9/7) - 1/4)
[103374] ['1/8', '1/8', '9/5', '3', '9'] -> 9 * (1/8 / 1/8 + 3 / 9/5)
[103375] ['2/5', '6/7', '5/3', '8', '8'] -> 8 * 5/3 / 2/5 - 8 / 6/7
[103376] ['2/3', '1', '9/8', '9/5', '3'] -> 3 / (9/8 * (2/3 - 1 / 9/5))
[103377] ['3/7', '9/8', '9/2', '5', '6'] -> 9/2 / (6 / (5 - 3/7) - 9/8)
[103378] ['1/8', '1/7', '1/6', '3', '9'] -> 9 / (1/8 / 1/7 - 1/6 * 3)
[103379] ['1/9', '3/7', '4', '9/2', '5'] -> (4 / (3/7 * 5) - (1/9 + 9/2)))
[103380] ['1/4', '1', '1', '4/3', '7/4'] -> (1 + 7/4 / 1/4) / (4/3 - 1)
[103381] ['2/5', '6/7', '9/4', '8', '8'] -> 9/4 * (8 / 2/5 - 8 / 6/7)
[103382] ['1/4', '1', '1', '4/3', '9/5'] -> (4/3 + 1 + 1) * 9/5 / 1/4
[103383] ['1/8', '8/7', '8/3', '6', '6'] -> (6 / 8/7 - 6 / 8/3) / 1/8
[103384] ['2/5', '6/7', '8/3', '8', '8'] -> 8 / 6/7 + 8 + 8/3 / 2/5
