[71605] ['4/9', '4/7', '7/2', '5', '8'] -> (4/9 * (5 + (8 / (4/7 / 7/2))))
[85018] ['1/9', '3/7', '1', '9/8', '2'] -> ((1 / (1/9 * 3/7)) / (2 - 9/8))
[85019] ['9/8', '5/4', '7/5', '9', '9'] -> ((9 + (7/5 * 9)) / (9/8 / 5/4))
[85020] ['7/6', '5/2', '5/2', '5', '5'] -> ((5 + 5) / ((7/6 * 5/2) - 5/2))
[85021] ['9/8', '5/4', '8/5', '9', '9'] -> ((9 + (9 * (5/4 * 8/5))) / 9/8)
[85022] ['3/7', '3/7', '6/5', '2', '4'] -> ((2 / (3/7 - (3/7 / 6/5))) - 4)
[85023] ['1/9', '3/7', '1', '6/5', '2'] -> ((3/7 + 1) * ((2 / 1/9) - 6/5))
[85024] ['1/9', '1/9', '2/5', '1', '1'] -> (((1/9 + 1) / (1/9 * 2/5)) - 1)
[85025] ['2/3', '2/3', '8/9', '2', '2'] -> ((2 * (2/3 + 2)) / (8/9 - 2/3))
[85026] ['6/7', '1', '2', '7/3', '5/2'] -> ((6/7 * 2) / ((5/2 / 7/3) - 1))
[85027] ['3/8', '5/7', '7/8', '4', '4'] -> (3/8 + ((7/8 + (4 * 4)) / 5/7))
[85028] ['2/9', '3/4', '1', '9/7', '3'] -> ((2/9 * 3) / ((1 / 9/7) - 3/4))
[85029] ['7/9', '4/5', '9/8', '5', '8'] -> (8 / (5 * (7/9 - (4/5 / 9/8))))
[85030] ['6/7', '1', '2', '7/3', '8/3'] -> ((2 + (6/7 + 1)) * (7/3 * 8/3))
[85031] ['7/6', '5/2', '9/2', '5', '5'] -> (9/2 * ((7/6 * 5) - (5/2 / 5)))
[85032] ['2/9', '3/5', '6/7', '4', '7'] -> ((4 / (2/9 * 3/5)) - (6/7 * 7))
[85033] ['3/7', '3/7', '8/5', '2', '4'] -> ((4 + (3/7 + 2)) / (3/7 / 8/5))
[85034] ['7/9', '4/5', '8/7', '5', '8'] -> (7/9 * ((8 * (4/5 * 5)) - 8/7))
[85035] ['7/6', '8/3', '8/3', '5', '5'] -> (8/3 * ((7/6 * (5 + 5)) - 8/3))
[85036] ['9/8', '5/4', '7/2', '9', '9'] -> ((9 * 9) / (7/2 + (9/8 - 5/4)))
[85037] ['1/7', '5/8', '7/5', '6', '9'] -> ((9 - 6) / (7/5 * (1/7 * 5/8)))
[85038] ['5/9', '1', '8/5', '8/5', '5'] -> ((5 / (5/9 / 8/5)) / (8/5 - 1))
[85039] ['1/9', '1/9', '5/9', '1', '1'] -> (((1/9 + 5/9) + (1 + 1)) / 1/9)
[85040] ['1/8', '1/8', '7/8', '6', '7'] -> (7 / (1/8 + ((1/8 + 7/8) / 6)))
[85041] ['7/9', '4/5', '7/6', '5', '8'] -> ((5 * (7/9 / 7/6)) * (8 - 4/5))
[85042] ['2/9', '3/5', '8/7', '4', '7'] -> (3/5 * (4 + (7 / (2/9 / 8/7))))
[85043] ['1/9', '1/9', '4/7', '1', '1'] -> ((1 + 1) / ((1/9 / 4/7) - 1/9))
[85044] ['3/8', '5/7', '7/6', '4', '4'] -> (4 / (3/8 - ((5/7 * 7/6) / 4)))
[85045] ['2/9', '3/5', '7/6', '4', '7'] -> ((4 / (2/9 * 3/5)) - (7 / 7/6))
[85046] ['9/8', '9/7', '8/5', '9', '9'] -> (8/5 * ((9 / 9/8) + (9 / 9/7)))
[85047] ['6/5', '6/5', '4/3', '5', '5'] -> (6/5 / ((5 - 6/5) - (5 / 4/3)))
[85048] ['3/7', '4/9', '4/9', '2', '4'] -> (2 + ((4/9 + (4 / 3/7)) / 4/9))
[85049] ['2/9', '3/5', '6/5', '4', '7'] -> (((7 - 3/5) / 2/9) - (6/5 * 4))
[85050] ['9/8', '9/7', '5/3', '9', '9'] -> (9/7 * ((5/3 + 9) + (9 / 9/8)))
[85051] ['2/9', '7/9', '7/9', '1', '3'] -> (3 * (1 + ((7/9 + 7/9) / 2/9)))
[85052] ['5/9', '1', '8/5', '5/2', '5'] -> (5/2 * ((5 / 5/9) - (1 - 8/5)))
[85053] ['1/8', '1/8', '7/6', '6', '7'] -> (7 / (7/6 - (1/8 + (1/8 * 6))))
[85054] ['2/3', '2/3', '7/4', '2', '2'] -> (2 / (2/3 - ((2/3 * 7/4) / 2)))
[85055] ['1/9', '1/9', '3/4', '1', '1'] -> (((1 / 1/9) + (1 / 1/9)) / 3/4)
[85056] ['7/9', '4/5', '9/7', '5', '8'] -> (8 * ((4/5 * 5) - (7/9 * 9/7)))
[85057] ['3/8', '5/7', '5/4', '4', '4'] -> ((4 - (5/4 / 5/7)) / (3/8 / 4))
[85058] ['6/7', '1', '2', '9/2', '9/2'] -> (9/2 * ((2 + 9/2) - (1 / 6/7)))
[85059] ['1/6', '5/9', '7/3', '5', '7'] -> (((5/9 + 5) / 1/6) - (7/3 + 7))
[85060] ['2/9', '3/5', '5/4', '4', '7'] -> (((7 / (3/5 * 5/4)) - 4) / 2/9)
[85061] ['2/9', '7/9', '4/5', '1', '3'] -> ((2/9 * 3) / (1 - (7/9 / 4/5)))
[85062] ['1/9', '1/9', '7/9', '1', '1'] -> (((1 + 1) - (1/9 - 7/9)) / 1/9)
[85063] ['1/7', '5/8', '5/2', '6', '9'] -> (5/8 * ((6 / 1/7) - (9 / 5/2)))
[85064] ['1/9', '3/7', '1', '2', '5/2'] -> (((2 * 5/2) - (1 / 3/7)) / 1/9)
[85065] ['1/6', '5/9', '5/2', '5', '7'] -> (5 * ((1/6 / 5/9) - (5/2 - 7)))
[85066] ['2/9', '7/9', '6/7', '1', '3'] -> (6/7 + ((1 + 3) / (2/9 * 7/9)))
[85067] ['3/7', '5/9', '5/3', '5', '9'] -> (((5/3 + 5) / 3/7) - (5/9 - 9))
[85068] ['6/5', '6/5', '7/3', '5', '5'] -> ((6/5 * 6/5) * (5 + (7/3 * 5)))
[85069] ['1/8', '1/8', '8/5', '6', '7'] -> (((1/8 + (6 / 8/5)) / 1/8) - 7)
[85070] ['9/8', '9/7', '5/2', '9', '9'] -> ((9 * 9) / (5/2 + (9/8 / 9/7)))
[85071] ['6/5', '6/5', '8/3', '5', '5'] -> (8/3 * ((5 + 5) - (6/5 / 6/5)))
[85072] ['3/8', '5/7', '7/5', '4', '4'] -> (((5/7 * 7/5) + (4 + 4)) / 3/8)
[85073] ['7/8', '7/8', '1', '5/4', '2'] -> ((5/4 + (7/8 * 2)) / (1 - 7/8))
[85074] ['1/8', '1/8', '9/5', '6', '7'] -> (7 / ((6 * (1/8 / 9/5)) - 1/8))
[85075] ['9/8', '9/7', '8/3', '9', '9'] -> (9/7 * (8/3 + ((9 + 9) / 9/8)))
[85076] ['2/9', '7/9', '1', '9/7', '3'] -> ((1 + 9/7) * (3 / (2/9 / 7/9)))
[85077] ['1/7', '2/3', '3/4', '6', '9'] -> ((6 / 1/7) - (9 / (2/3 * 3/4)))
[85078] ['1/9', '4/9', '4/9', '1', '2'] -> ((1 + 2) / (1/9 / (4/9 + 4/9)))
[85079] ['7/9', '4/5', '5/3', '5', '8'] -> (((4/5 * 5) - 5/3) / (7/9 / 8))
[85080] ['6/5', '6/5', '9/2', '5', '5'] -> ((5 * (6/5 + 6/5)) / (5 - 9/2))
[85081] ['1/9', '4/9', '5/9', '1', '2'] -> (((2 * (5/9 + 1)) - 4/9) / 1/9)
[85082] ['3/8', '5/7', '8/5', '4', '4'] -> (((4 + (4 / 5/7)) / 3/8) - 8/5)
[85083] ['9/8', '9/7', '9/2', '9', '9'] -> (9 / ((9/8 / 9/7) - (9/2 / 9)))
[85084] ['2/9', '7/9', '1', '7/5', '3'] -> ((3 - 7/9) / (2/9 / (1 + 7/5)))
[85085] ['1/9', '4/9', '4/7', '1', '2'] -> (((2 + (4/9 / 4/7)) / 1/9) - 1)
[85086] ['1/6', '4/7', '3/4', '5', '7'] -> ((5 / (1/6 * 7)) / (3/4 - 4/7))
[85087] ['3/7', '4/9', '4/5', '2', '4'] -> ((4/5 + 2) * ((4 / 4/9) - 3/7))
[85088] ['2/9', '7/9', '1', '3/2', '3'] -> (3/2 * (((7/9 + 3) / 2/9) - 1))
[85089] ['7/8', '7/8', '1', '3/2', '2'] -> (3/2 / (((7/8 + 1) / 2) - 7/8))
[85090] ['1/8', '1/7', '2/9', '6', '7'] -> (6 / (2/9 * (1/8 + (1/7 * 7))))
[85091] ['6/5', '5/4', '4/3', '5', '5'] -> (6/5 * (5/4 + (5 / (4/3 / 5))))
[85092] ['2/9', '7/9', '1', '8/5', '3'] -> ((1 + (7/9 * 3)) / (2/9 / 8/5))
[85093] ['3/8', '5/7', '7/4', '4', '4'] -> ((4 + (4 * (5/7 * 7/4))) / 3/8)
[85094] ['5/9', '1', '7/4', '9/4', '5'] -> (5 * ((9/4 / 5/9) - (1 - 7/4)))
[85095] ['1/7', '2/3', '7/8', '6', '9'] -> (((1/7 + 9) + (6 / 7/8)) / 2/3)
[85096] ['2/3', '5/7', '5/6', '2', '2'] -> (2 / (2/3 - (5/6 / (5/7 * 2))))
[85097] ['3/7', '4/7', '5/8', '5', '9'] -> (((3/7 + 4/7) + (5 + 9)) / 5/8)
[85098] ['9/8', '4/3', '8/5', '9', '9'] -> (8/5 * (9 + (9 / (9/8 * 4/3))))
[85099] ['2/9', '3/5', '7/3', '4', '7'] -> (((7 / 3/5) - (7/3 + 4)) / 2/9)
[85100] ['2/9', '7/9', '1', '5/3', '3'] -> ((1 + 5/3) / (7/9 - (2/9 * 3)))
[85101] ['1/9', '4/9', '5/7', '1', '2'] -> ((2 - 4/9) / (1/9 / (5/7 + 1)))
[85102] ['9/8', '4/3', '7/4', '9', '9'] -> ((9 - 4/3) * (9 / (9/8 + 7/4)))
[85103] ['2/9', '7/9', '1', '7/4', '3'] -> ((2/9 * 3) / ((7/9 + 1) - 7/4))
[85104] ['3/7', '4/7', '7/8', '5', '9'] -> ((5 * 9) / (7/8 + (3/7 + 4/7)))
[85105] ['1/9', '4/9', '4/5', '1', '2'] -> (1 + ((2 + (4/9 / 4/5)) / 1/9))
[85106] ['3/8', '5/7', '7/3', '4', '4'] -> (4 / ((5/7 * 7/3) - (3/8 * 4)))
[85107] ['2/9', '3/5', '7/2', '4', '7'] -> ((4 / 3/5) / ((7/2 / 7) - 2/9))
[85108] ['3/7', '4/7', '8/9', '5', '9'] -> ((3/7 * 8/9) / (4/7 - (5 / 9)))
[85109] ['1/9', '4/9', '6/7', '1', '2'] -> (((4/9 + (2 / 6/7)) / 1/9) - 1)
[85110] ['7/9', '5/6', '5/6', '5', '8'] -> ((5/6 / 5) * (8 / (5/6 - 7/9)))
[85111] ['2/9', '7/9', '1', '9/4', '3'] -> (2/9 / (((7/9 + 9/4) / 3) - 1))
[85112] ['7/8', '7/8', '1', '2', '7/3'] -> ((1 / 7/8) / (7/3 - (2 / 7/8)))
[85113] ['1/9', '1/9', '1', '1', '7/5'] -> ((1 + 7/5) / (1/9 / (1/9 + 1)))
[85114] ['3/8', '5/7', '5/2', '4', '4'] -> (4 + ((4 + (5/2 / 5/7)) / 3/8))
[85115] ['3/7', '4/9', '5/4', '2', '4'] -> ((2 / (4/9 - 3/7)) / (5/4 + 4))
[85116] ['1/9', '4/9', '7/8', '1', '2'] -> ((((4/9 + 2) / 1/9) - 1) / 7/8)
[85117] ['1/8', '1/7', '3/5', '6', '7'] -> ((6 - (1/7 * 7)) / (1/8 / 3/5))
[85118] ['2/9', '5/8', '5/8', '4', '7'] -> ((4 / 2/9) + (7 - (5/8 / 5/8)))
[85119] ['1/9', '1/9', '1', '1', '3/2'] -> ((1 + (3/2 * (1/9 + 1))) / 1/9)
[85120] ['2/9', '7/9', '1', '3', '7/2'] -> (3 * ((7/9 / 2/9) + (1 + 7/2)))
[85121] ['1/9', '4/9', '1', '9/8', '2'] -> ((4/9 + (1 / 9/8)) / (1/9 / 2))
[85122] ['1/8', '1/7', '2/3', '6', '7'] -> (((2/3 * 6) - (1/7 * 7)) / 1/8)
[85123] ['7/9', '5/6', '7/8', '5', '8'] -> ((5 + (8 * (5/6 + 7/8))) / 7/9)
[85124] ['1/9', '1/9', '1', '1', '7/4'] -> ((1 + 1) / ((1/9 * 7/4) - 1/9))
[85125] ['3/8', '5/7', '7/2', '4', '4'] -> (((7/2 + 4) / (3/8 * 5/7)) - 4)
[85126] ['3/7', '4/9', '7/5', '2', '4'] -> ((7/5 * 2) * ((4 / 4/9) - 3/7))
[85127] ['1/9', '4/9', '1', '8/7', '2'] -> (8/7 * (((4/9 + 2) / 1/9) - 1))
[85128] ['5/9', '1', '9/5', '9/4', '5'] -> ((1 + 5) / (5/9 * (9/4 - 9/5)))
[85129] ['6/5', '9/7', '3/2', '5', '5'] -> ((6/5 + 3/2) * (5 + (5 / 9/7)))
[85130] ['3/7', '4/7', '7/4', '5', '9'] -> (9 * (5 - (7/4 / (3/7 / 4/7))))
[85131] ['6/5', '9/7', '8/5', '5', '5'] -> (8/5 / ((5 / 5) - (6/5 / 9/7)))
[85132] ['1/7', '2/3', '7/4', '6', '9'] -> ((2/3 + (1/7 * 6)) * (7/4 * 9))
[85133] ['3/8', '3/4', '7/9', '4', '4'] -> ((4 + (3/4 * 4)) / (3/8 * 7/9))
[85134] ['5/9', '1', '9/5', '5/2', '5'] -> (((5/9 + 5) * (9/5 * 5/2)) - 1)
[85135] ['7/9', '5/6', '6/5', '5', '8'] -> ((8 / (5/6 - 7/9)) / (6/5 * 5))
[85136] ['1/9', '4/9', '1', '9/7', '2'] -> (2 / ((4/9 / (1 + 9/7)) - 1/9))
[85137] ['9/8', '7/5', '7/4', '9', '9'] -> ((9 + (9 / 7/5)) / (9/8 / 7/4))
[85138] ['6/5', '9/7', '5/3', '5', '5'] -> ((9/7 * 5/3) * (5 + (6/5 + 5)))
[85139] ['2/3', '5/7', '5/3', '2', '2'] -> (((2 / (5/7 - 2/3)) - 2) / 5/3)
[85140] ['1/9', '1/9', '1', '1', '7/3'] -> ((1 + 1) + ((1/9 + 7/3) / 1/9))
[85141] ['3/8', '3/4', '4/5', '4', '4'] -> ((4 + (4 / 4/5)) / (3/4 - 3/8))
[85142] ['1/7', '2/3', '9/5', '6', '9'] -> ((2/3 + 6) * ((9/5 / 1/7) - 9))
[85143] ['2/9', '4/5', '7/8', '1', '3'] -> (1 / (7/8 - (3 * (2/9 / 4/5))))
[85144] ['1/9', '1/9', '1', '1', '5/2'] -> (((1/9 + 1) / (1/9 / 5/2)) - 1)
[85145] ['6/5', '9/7', '7/4', '5', '5'] -> ((6/5 * 7/4) * (5 + (9/7 * 5)))
[85146] ['3/7', '4/9', '7/4', '2', '4'] -> ((4 / (3/7 * 4/9)) / (7/4 / 2))
[85147] ['7/8', '8/9', '1', '5/4', '2'] -> ((2 / 8/9) / ((7/8 * 5/4) - 1))
[85148] ['1/6', '4/7', '7/3', '5', '7'] -> ((5 + 7) / (4/7 - (1/6 / 7/3)))
[85149] ['6/5', '9/7', '9/5', '5', '5'] -> (5 * ((6/5 + 5) - (9/5 / 9/7)))
[85150] ['2/3', '5/7', '2', '2', '9/4'] -> (2 / ((5/7 * (2/3 + 9/4)) - 2))
[85151] ['1/8', '1/7', '8/9', '6', '7'] -> ((6 / 7) / ((1/7 / 8/9) - 1/8))
[85152] ['2/9', '5/8', '7/8', '4', '7'] -> (4 / (2/9 * (5/8 + (7/8 / 7))))
[85153] ['5/9', '1', '9/4', '9/4', '5'] -> (((5/9 + 5) * (9/4 + 9/4)) - 1)
[85154] ['6/5', '9/7', '9/4', '5', '5'] -> ((6/5 * 9/4) * (5 + (5 / 9/7)))
[85155] ['3/7', '4/9', '2', '9/4', '4'] -> (2 + (9/4 * (4/9 + (4 / 3/7))))
[85156] ['3/7', '3/5', '5/6', '5', '9'] -> ((3/7 * (3/5 + 9)) * (5/6 + 5))
[85157] ['5/9', '1', '9/4', '5/2', '5'] -> (((9/4 * 5/2) * (5 - 5/9)) - 1)
[85158] ['1/9', '4/9', '1', '2', '9/4'] -> (2 / (4/9 - (1/9 * (1 + 9/4))))
[85159] ['7/9', '5/6', '8/5', '5', '8'] -> ((5 + (5/6 * 8)) / (7/9 / 8/5))
[85160] ['3/8', '3/4', '6/5', '4', '4'] -> (4 * (3/4 + (6/5 * (3/8 + 4))))
[85161] ['3/7', '3/5', '7/8', '5', '9'] -> (7/8 * (3/7 + (9 * (3/5 * 5))))
[85162] ['7/9', '5/6', '7/4', '5', '8'] -> ((5 / 5/6) + (8 / (7/9 / 7/4)))
[85163] ['3/8', '3/4', '9/7', '4', '4'] -> ((4 + (3/4 * 4)) / (3/8 / 9/7))
[85164] ['5/9', '1', '9/4', '9/2', '5'] -> ((1 + 5) / ((5/9 * 9/2) - 9/4))
[85165] ['1/9', '1/8', '1/5', '1', '1'] -> ((1 / 1/9) / (1 - (1/8 / 1/5)))
[85166] ['7/8', '8/9', '1', '7/4', '2'] -> (2 / (7/4 - (8/9 * (7/8 + 1))))
[85167] ['7/9', '5/6', '9/5', '5', '8'] -> ((5/6 * 8) * (5 - (7/9 * 9/5)))
[85168] ['2/9', '5/8', '7/6', '4', '7'] -> ((((7 - 7/6) / 5/8) - 4) / 2/9)
[85169] ['1/8', '1/7', '4/3', '6', '7'] -> (((6 / 1/7) - 7) / (1/8 + 4/3))
[85170] ['3/7', '1/2', '1/2', '2', '4'] -> (4 / ((1/2 / 3/7) - (1/2 * 2)))
[85171] ['1/6', '3/5', '3/4', '5', '7'] -> ((3/5 + 7) / (1/6 + (3/4 / 5)))
[85172] ['3/7', '3/5', '9/8', '5', '9'] -> (9 / ((3/5 * 5) - (9/8 / 3/7)))
[85173] ['5/9', '1', '7/3', '7/3', '5'] -> ((5/9 + (7/3 * 7/3)) * (5 - 1))
[85174] ['2/9', '4/5', '1', '5/4', '3'] -> ((3 / 2/9) / ((5/4 / 4/5) - 1))
[85175] ['7/8', '8/9', '1', '9/5', '2'] -> (1 / ((7/8 / 9/5) - (8/9 / 2)))
[85176] ['2/9', '5/8', '6/5', '4', '7'] -> (((7 / (5/8 * 6/5)) - 4) / 2/9)
[85177] ['1/6', '3/5', '7/9', '5', '7'] -> ((5 + 7) / (7/9 - (1/6 / 3/5)))
[85178] ['3/7', '3/5', '5/4', '5', '9'] -> (((9 / (3/7 * 3/5)) - 5) / 5/4)
[85179] ['1/7', '5/7', '7/5', '6', '9'] -> ((7/5 + (1/7 / 5/7)) * (6 + 9))
[85180] ['1/9', '1/2', '5/7', '1', '2'] -> (((1 / (5/7 - 1/2)) - 2) / 1/9)
[85181] ['2/9', '4/5', '1', '4/3', '3'] -> (4/3 / ((1 / 3) - (2/9 / 4/5)))
[85182] ['1/6', '3/5', '4/5', '5', '7'] -> ((4/5 * 7) / ((1/6 * 5) - 3/5))
[85183] ['1/9', '1/8', '3/7', '1', '1'] -> ((1 / (1/9 * 3/7)) / (1 - 1/8))
[85184] ['1/8', '1/7', '8/5', '6', '7'] -> ((6 / 7) / (1/8 - (1/7 / 8/5)))
[85185] ['3/8', '7/9', '7/9', '4', '4'] -> (((7/9 / 7/9) + (4 + 4)) / 3/8)
[85186] ['5/9', '1', '5/2', '8/3', '5'] -> (8/3 / ((5 * (5/9 / 5/2)) - 1))
[85187] ['3/7', '1/2', '5/8', '2', '4'] -> (((5/8 + 2) / (3/7 / 4)) - 1/2)
[85188] ['3/7', '3/5', '3/2', '5', '9'] -> (3/2 * (9 + (5 / (3/7 / 3/5))))
[85189] ['6/5', '7/5', '3/2', '5', '5'] -> ((7/5 + 5) * (5 - (3/2 / 6/5)))
[85190] ['2/3', '3/4', '9/7', '2', '2'] -> (2/3 / ((2 / (9/7 * 2)) - 3/4))
[85191] ['1/8', '1/7', '7/4', '6', '7'] -> ((7 - 1/7) / (7/4 / (1/8 + 6)))
[85192] ['5/9', '1', '5/2', '9/2', '5'] -> ((5 * (5/2 + (5/9 * 9/2))) - 1)
[85193] ['7/8', '8/9', '1', '2', '9/2'] -> (2 / ((7/8 / 9/2) + (8/9 - 1)))
[85194] ['2/3', '3/4', '4/3', '2', '2'] -> (2 / ((2 / 4/3) - (2/3 + 3/4)))
[85195] ['7/9', '6/7', '8/9', '5', '8'] -> (8 * (5 - (6/7 + (8/9 / 7/9))))
[85196] ['3/8', '7/9', '5/6', '4', '4'] -> ((7/9 + (5/6 / 3/8)) * (4 + 4))
[85197] ['9/8', '8/5', '5/2', '9', '9'] -> (((9 * (8/5 * 5/2)) - 9) / 9/8)
[85198] ['2/9', '5/8', '8/5', '4', '7'] -> ((4 / 2/9) + (7 - (5/8 * 8/5)))
[85199] ['1/9', '1/8', '5/8', '1', '1'] -> ((1 + 1) / (1/9 * (1/8 + 5/8)))
[85200] ['2/9', '4/5', '1', '9/4', '3'] -> ((1 / 2/9) / (3 - (9/4 / 4/5)))
[85201] ['9/8', '8/5', '8/3', '9', '9'] -> (8/5 * ((9 + 9) - (9/8 * 8/3)))
[85202] ['6/5', '7/5', '7/3', '5', '5'] -> ((6/5 * 7/3) * (5 + (5 / 7/5)))
[85203] ['2/3', '3/4', '9/5', '2', '2'] -> (2 / ((3/4 / 9/5) - (2/3 / 2)))
[85204] ['1/8', '1/6', '2/9', '6', '7'] -> ((7 / (1/8 * 6)) / (1/6 + 2/9))
[85205] ['6/5', '7/5', '8/3', '5', '5'] -> (((7/5 + 5) / (6/5 / 5)) - 8/3)
[85206] ['7/8', '1', '9/8', '7/5', '2'] -> (7/5 / (9/8 - (2 / (7/8 + 1))))
[85207] ['1/9', '1/8', '4/5', '1', '1'] -> (1 / (1/9 - (1/8 / (4/5 + 1))))
[85208] ['3/7', '5/8', '5/8', '5', '9'] -> (9 * (5 - (5/8 / (3/7 * 5/8))))
[85209] ['2/9', '4/5', '1', '5/2', '3'] -> (3 * ((5/2 / (2/9 / 4/5)) - 1))
[85210] ['3/8', '7/9', '8/7', '4', '4'] -> ((4 + 4) / (8/7 * (3/8 * 7/9)))
[85211] ['1/7', '3/4', '6/5', '6', '9'] -> ((6 / (1/7 / 3/4)) - (9 / 6/5))
[85212] ['7/8', '1', '9/8', '8/5', '2'] -> (9/8 / ((7/8 / 8/5) - (1 / 2)))
[85213] ['1/6', '3/5', '4/3', '5', '7'] -> ((5 * (7 - 3/5)) - (4/3 / 1/6))
[85214] ['1/8', '1/6', '5/9', '6', '7'] -> ((7 / (1/8 * 6)) / (5/9 - 1/6))
[85215] ['3/7', '5/8', '2/3', '5', '9'] -> (9 / (2/3 - (5/8 / (3/7 * 5))))
[85216] ['3/8', '7/9', '7/6', '4', '4'] -> ((7/6 + (4 * (3/8 + 4))) / 7/9)
[85217] ['1/9', '1/8', '6/7', '1', '1'] -> (1 / ((1 / 6/7) - (1/8 / 1/9)))
[85218] ['7/8', '1', '9/8', '7/4', '2'] -> (2 / (7/4 - ((7/8 + 1) / 9/8)))
[85219] ['7/9', '6/7', '7/5', '5', '8'] -> (6/7 / ((5 / (7/5 - 7/9)) - 8))
[85220] ['4/7', '4/7', '6/7', '1', '5'] -> ((4/7 + (4/7 * 5)) / (1 - 6/7))
[85221] ['3/7', '5/8', '3/4', '5', '9'] -> (9 / (3/7 * (3/4 + (5/8 / 5))))
[85222] ['1/6', '3/5', '7/4', '5', '7'] -> ((5 * (3/5 + 7)) / (7/4 - 1/6))
[85223] ['2/9', '5/8', '4', '9/2', '7'] -> (9/2 / (7 - (4 + (5/8 / 2/9))))
[85224] ['2/3', '7/9', '4/5', '2', '2'] -> (2/3 / ((2 / 2) - (7/9 / 4/5)))
[85225] ['9/8', '5/3', '5/2', '9', '9'] -> ((5/2 / (9/8 * 5/3)) * (9 + 9))
[85226] ['7/8', '1', '9/8', '9/5', '2'] -> (2 / (9/8 - ((7/8 + 1) / 9/5)))
[85227] ['1/9', '5/9', '5/9', '1', '2'] -> (((5/9 + 1) + (5/9 * 2)) / 1/9)
[85228] ['2/3', '7/9', '6/7', '2', '2'] -> ((2 + (2 / 7/9)) / (6/7 - 2/3))
[85229] ['9/8', '5/3', '7/2', '9', '9'] -> ((9 - 9/8) / (7/2 / (5/3 + 9)))
[85230] ['3/7', '5/8', '4/5', '5', '9'] -> ((9 / (3/7 * 5)) / (4/5 - 5/8))
[85231] ['2/9', '2/3', '5/7', '4', '7'] -> ((5/7 + 7) * (4 - (2/9 + 2/3)))
[85232] ['1/9', '5/9', '4/7', '1', '2'] -> (2 / ((1/9 - 1) + (5/9 / 4/7)))
[85233] ['6/5', '5/3', '7/4', '5', '5'] -> (6/5 / ((7/4 / 5/3) - (5 / 5)))
[85234] ['1/8', '1/6', '8/9', '6', '7'] -> ((7 / 1/8) - (6 / (1/6 / 8/9)))
[85235] ['2/3', '7/9', '7/8', '2', '2'] -> ((2 + (2/3 / 2)) / (7/8 - 7/9))
[85236] ['7/8', '1', '9/8', '2', '5/2'] -> ((1 + (2 * 5/2)) / (9/8 - 7/8))
[85237] ['1/7', '3/4', '9/5', '6', '9'] -> (6 / ((3/4 / 1/7) - (9 / 9/5)))
[85238] ['3/7', '5/8', '5/6', '5', '9'] -> (((9 / 3/7) - (5 / 5/6)) / 5/8)
[85239] ['4/7', '4/7', '1', '9/8', '5'] -> (5 / ((4/7 / (1 - 4/7)) - 9/8))
[85240] ['1/6', '5/8', '5/8', '5', '7'] -> ((5 / 1/6) - (7 - (5/8 / 5/8)))
[85241] ['1/9', '5/9', '5/7', '1', '2'] -> (((2 + (5/9 / 5/7)) / 1/9) - 1)
[85242] ['2/3', '7/9', '9/8', '2', '2'] -> ((2 / 2) / ((7/9 / 2/3) - 9/8))
[85243] ['2/9', '2/3', '4/5', '4', '7'] -> ((7 / 2/9) - (4 / (2/3 * 4/5)))
[85244] ['2/9', '5/6', '1', '9/8', '3'] -> ((5/6 + (9/8 * (1 + 3))) / 2/9)
[85245] ['4/7', '4/7', '1', '8/7', '5'] -> ((4/7 + (4/7 * 5)) / (8/7 - 1))
[85246] ['1/8', '1/6', '6/5', '6', '7'] -> (6/5 * ((7 / 1/8) - (6 / 1/6)))
[85247] ['1/6', '5/8', '7/9', '5', '7'] -> (7 / ((5/8 - 5) + (7/9 / 1/6)))
[85248] ['1/9', '1/8', '1', '1', '5/4'] -> ((1 / 1/9) / (5/4 + (1/8 - 1)))
[85249] ['2/9', '2/3', '7/8', '4', '7'] -> (((7 / 7/8) - (2/3 * 4)) / 2/9)
[85250] ['1/9', '5/9', '6/7', '1', '2'] -> ((5/9 + 1) * (2 / (1/9 / 6/7)))
[85251] ['7/9', '6/7', '7/3', '5', '8'] -> ((5 * 8) / (7/3 - (7/9 * 6/7)))
[85252] ['2/9', '2/3', '8/7', '4', '7'] -> (((8/7 * 7) - (2/3 * 4)) / 2/9)
[85253] ['3/7', '5/8', '6/5', '5', '9'] -> (((9 / 3/7) - (6/5 * 5)) / 5/8)
[85254] ['6/5', '7/4', '8/3', '5', '5'] -> ((6/5 * 5) + (8/3 * (7/4 + 5)))
[85255] ['7/8', '1', '8/7', '9/7', '2'] -> ((1 + 2) / (7/8 * (9/7 - 8/7)))
[85256] ['1/6', '5/8', '8/9', '5', '7'] -> (7 / ((5/8 + 5) - (8/9 / 1/6)))
[85257] ['7/9', '6/7', '5/2', '5', '8'] -> ((8 / (7/9 * 6/7)) / (5/2 / 5))
[85258] ['1/8', '1/6', '8/5', '6', '7'] -> (8/5 * (7 + (6 / (1/8 / 1/6))))
[85259] ['3/7', '5/9', '5/7', '2', '4'] -> ((5/7 * 2) * (4 / (3/7 * 5/9)))
[85260] ['9/8', '9/5', '9/4', '9', '9'] -> (9 / ((9/8 / 9/5) - (9/4 / 9)))
[85261] ['7/8', '1', '8/7', '3/2', '2'] -> ((2 / (7/8 / 3/2)) / (8/7 - 1))
[85262] ['2/9', '2/3', '7/5', '4', '7'] -> ((7/5 + 4) * ((2/3 * 7) - 2/9))
