[89511] ['2/7', '1', '9/7', '7/4', '3'] -> 2/7 / ((9/7 + 7/4) / 3 - 1)
[97984] ['1/4', '3/8', '4/7', '1', '2'] -> (2 + 1 / (1/4 * 4/7)) / 3/8
[97985] ['1/6', '1/5', '7/9', '5', '9'] -> (7/9 + 1/5 / 9) / (1/6 / 5)
[97986] ['3/7', '8/5', '7/2', '6', '9'] -> 8/5 * (9 / (7/2 / 6) - 3/7)
[97987] ['1/4', '3/8', '5/7', '1', '2'] -> 1 / (3/8 / (2 - 5/7) - 1/4)
[97988] ['4/5', '8/7', '2', '8/3', '4'] -> 4 / (2 / 4/5 - 8/3 / 8/7)
[97989] ['3/4', '7/3', '7/3', '4', '4'] -> 4 / 3/4 + 4 * (7/3 + 7/3)
[97990] ['2/5', '9/7', '8/3', '3', '9'] -> 9/7 * (8/3 / 2/5 + 3 + 9)
[97991] ['1/4', '3/8', '4/5', '1', '2'] -> (2 / (1/4 * 4/5) - 1) / 3/8
[97992] ['2/9', '7/5', '7/4', '5', '6'] -> 6 + 5 / (7/4 * 2/9 / 7/5)
[97993] ['3/4', '7/3', '5/2', '4', '4'] -> 4 * (7/3 * 4 - 5/2 / 3/4)
[97994] ['2/7', '6/5', '5/4', '6', '7'] -> (6/5 + 2/7 * 7) * 5/4 * 6
[97995] ['1/4', '4/9', '3/5', '8', '8'] -> (8 / 4/9 - 8) / (1/4 / 3/5)
[97996] ['4/5', '7/6', '7/6', '2', '4'] -> 4 / (2 / 4/5 - (7/6 + 7/6))
[97997] ['3/7', '5/3', '9/4', '6', '9'] -> 6 / (9 - 9/4 / (3/7 / 5/3))
[97998] ['2/5', '4/3', '4/3', '3', '9'] -> (3 + 9) * (4/3 / 2/5 - 4/3)
[97999] ['1/4', '3/8', '1', '6/5', '2'] -> 1 / (2 * 1/4 / 6/5 - 3/8)
[98000] ['4/9', '1', '7/5', '5/3', '3'] -> 5/3 / (7/5 - 4/9 * 3) - 1
[98001] ['1/5', '1/2', '1/2', '1', '1'] -> (1 + 1 / 1/5) / (1/2 * 1/2)
[98002] ['3/7', '5/3', '5/2', '6', '9'] -> 5/3 * (6 + 9 / (3/7 * 5/2))
[98003] ['7/9', '7/9', '7/9', '4', '4'] -> 4 * (4 + (7/9 + 7/9) / 7/9)
[98004] ['1/4', '3/8', '1', '7/5', '2'] -> 1 / (1/4 / (2 - 7/5) - 3/8)
[98005] ['7/9', '7/9', '5/6', '4', '4'] -> (4 + 7/9 / 7/9) / (5/6 / 4)
[98006] ['4/5', '7/6', '3/2', '2', '4'] -> 4 / (7/6 + 3/2 - 2 / 4/5)
[98007] ['2/5', '4/3', '3', '7/2', '9'] -> 9 * (3 / 2/5 - (4/3 + 7/2))
[98008] ['2/3', '5/7', '7/6', '3', '8'] -> 8 / (2/3 / 7/6 - 5/7 / 3)
[98009] ['1/5', '1/2', '5/8', '1', '1'] -> (1 + 1 / 1/2) / (1/5 * 5/8)
[98010] ['2/9', '3/2', '9/5', '5', '6'] -> (9/5 * 5 + 6 / 2/9) / 3/2
[98011] ['7/8', '9/5', '9/5', '5', '9'] -> 5 * 9 / (7/8 + 9/5 / 9/5)
[98012] ['1/7', '3/5', '5/8', '8', '9'] -> 5/8 * 8 * (9 - 3/5 / 1/7)
[98013] ['7/9', '7/9', '8/7', '4', '4'] -> 4 / (8/7 - 7/9 / 7/9) - 4
[98014] ['1/5', '1/2', '5/7', '1', '1'] -> (1 + 1 / 5/7) / (1/5 * 1/2)
[98015] ['1/4', '2/5', '4/7', '1', '2'] -> (1 / 2/5 + 2 / 4/7) / 1/4
[98016] ['7/8', '9/5', '7/3', '5', '9'] -> (9 - (7/3 - 5)) / (7/8 / 9/5)
[98017] ['2/5', '5/3', '7/4', '3', '9'] -> 9 / (3 - 7/4 / (2/5 * 5/3))
[98018] ['1/5', '1/2', '3/4', '1', '1'] -> (1 + 1 / 1/5) / (3/4 - 1/2)
[98019] ['7/9', '7/9', '5/4', '4', '4'] -> 4 * (7/9 / 7/9 + 5/4 * 4)
[98020] ['1/7', '3/5', '5/7', '8', '9'] -> 9 * 1/7 / 3/5 / (5/7 / 8)
[98021] ['1/4', '4/9', '6/5', '8', '8'] -> 6/5 * (1/4 * 8 + 8 / 4/9)
[98022] ['2/9', '8/5', '7/4', '5', '6'] -> (6 + 5 / (2/9 / 8/5)) / 7/4
[98023] ['1/4', '2/5', '5/7', '1', '2'] -> (2 / (2/5 * 5/7) - 1) / 1/4
[98024] ['7/9', '7/9', '9/7', '4', '4'] -> 4 * (4 + 9/7 * (7/9 + 7/9))
[98025] ['3/7', '9/5', '7/2', '6', '9'] -> 9 / (9/5 - 3/7 * 7/2) - 6
[98026] ['2/3', '5/7', '7/4', '3', '8'] -> 8 / (3 / 7/4 - (2/3 + 5/7))
[98027] ['1/5', '1/2', '4/5', '1', '1'] -> (4/5 + (1 + 1) / 1/2) / 1/5
[98028] ['2/9', '8/5', '7/3', '5', '6'] -> (6 + 7/3 - 5) / (2/9 / 8/5)
[98029] ['7/9', '7/9', '4/3', '4', '4'] -> (4 + 4) / (4/3 - 7/9 / 7/9)
[98030] ['2/7', '5/4', '7/3', '6', '7'] -> 6 / (7/3 * (2/7 - 5/4 / 7))
[98031] ['1/5', '1/2', '5/6', '1', '1'] -> (1 + 1) / (5/6 * 1/5 * 1/2)
[98032] ['3/7', '9/5', '9/2', '6', '9'] -> 9 / (9/2 - 9/5 / 3/7) - 6
[98033] ['2/9', '8/5', '7/2', '5', '6'] -> 7/2 / (2/9 / 8/5) - 6 / 5
[98034] ['4/9', '1', '3/2', '3/2', '3'] -> 3/2 / (3/2 - (4/9 + 1)) - 3
[98035] ['1/6', '2/9', '3/5', '5', '9'] -> 9 * (3/5 / 2/9 - 1/6 / 5)
[98036] ['1/4', '2/5', '7/8', '1', '2'] -> (1 + 2 / (1/4 * 2/5)) / 7/8
[98037] ['7/9', '7/9', '8/5', '4', '4'] -> 8/5 * (4 * 4 - 7/9 / 7/9)
[98038] ['2/9', '8/5', '9/2', '5', '6'] -> 5 / (2/9 / 8/5) / (6 - 9/2)
[98039] ['1/6', '2/9', '5/8', '5', '9'] -> 5 / (1/6 * 2/9) / (5/8 * 9)
[98040] ['4/5', '5/4', '3/2', '2', '4'] -> 3/2 / ((5/4 + 2) / 4/5 - 4)
[98041] ['4/9', '1', '3/2', '7/4', '3'] -> 3/2 / (1 + 3 - 7/4 / 4/9)
[98042] ['2/7', '9/7', '9/5', '6', '7'] -> 9/7 * (7 + 6 / (2/7 * 9/5))
[98043] ['7/9', '7/9', '9/4', '4', '4'] -> 4 * (9/4 + 4) - 7/9 / 7/9
[98044] ['1/4', '2/5', '1', '8/7', '2'] -> 8/7 * (1 + 2 / (1/4 * 2/5))
[98045] ['7/9', '7/9', '7/2', '4', '4'] -> 7/2 * 4 / (7/9 - 7/9 / 4)
[98046] ['3/7', '5/2', '7/2', '6', '9'] -> 6 / 3/7 + 9 - (5/2 - 7/2)
[98047] ['1/4', '2/5', '1', '7/6', '2'] -> 1 / (1/4 / 2/5 - 7/6 / 2)
[98048] ['7/8', '9/2', '9/2', '5', '9'] -> 5 * 9 / (7/8 + 9/2 / 9/2)
[98049] ['1/6', '2/9', '7/8', '5', '9'] -> (5 / 2/9 - 1/6 * 9) / 7/8
[98050] ['7/9', '7/9', '4', '4', '9/2'] -> (7/9 + 7/9) * 4 * 9/2 - 4
[98051] ['4/9', '1', '8/5', '8/5', '3'] -> 8/5 / (3 * (1 - 4/9) - 8/5)
[98052] ['2/3', '3/4', '9/5', '3', '8'] -> (8 + 2/3 * 3) / (3/4 / 9/5)
[98053] ['8/9', '8/9', '9/8', '5', '9'] -> 9 * (5 / 9/8 - (8/9 + 8/9))
[98054] ['3/7', '8/3', '8/3', '6', '9'] -> 6 / 3/7 + 9 + 8/3 / 8/3
[98055] ['1/7', '3/5', '5/4', '8', '9'] -> 8 * (9 / 5/4 - 3/5 / 1/7)
[98056] ['4/5', '9/7', '7/5', '2', '4'] -> (4/5 + 4) / (2 - 9/7 * 7/5)
[98057] ['1/4', '1/2', '7/9', '8', '8'] -> (8 + 8 / (1/4 + 1/2)) / 7/9
[98058] ['1/6', '2/9', '8/7', '5', '9'] -> 8/7 * (5 / 2/9 - 1/6 * 9)
[98059] ['8/9', '8/9', '8/7', '5', '9'] -> 8/7 * (5 + 9 * (8/9 + 8/9))
[98060] ['1/7', '3/5', '9/7', '8', '9'] -> (9 - 3/5 * (9/7 + 8)) / 1/7
[98061] ['7/9', '4/5', '5/6', '4', '4'] -> (4 + 4/5 * 5/6) / (7/9 / 4)
[98062] ['4/9', '1', '8/5', '9/5', '3'] -> 8/5 * 3 / (1 - 4/9 * 9/5)
[98063] ['1/4', '1/2', '6/7', '8', '8'] -> 6/7 * (8 / 1/4 - 1/2 * 8)
[98064] ['1/4', '2/5', '1', '2', '9/4'] -> (2/5 + 2) * (1 + 9/4 / 1/4)
[98065] ['1/5', '1/2', '1', '1', '3/2'] -> (1 + 3/2) / (1/5 * 1/2) - 1
[98066] ['1/6', '2/9', '9/7', '5', '9'] -> 9/7 / (1/6 / 2/9) * (5 + 9)
[98067] ['1/4', '1/2', '8/9', '8', '8'] -> (8 + 8) / (8/9 * (1/4 + 1/2))
[98068] ['2/7', '7/5', '7/4', '6', '7'] -> (2/7 + 6 / 7/5) * (7 - 7/4)
[98069] ['1/7', '3/5', '7/5', '8', '9'] -> 7/5 * 8 * 9 * 1/7 / 3/5
[98070] ['8/9', '8/9', '5/4', '5', '9'] -> 9 * (5 * 8/9 / 5/4 - 8/9)
[98071] ['1/4', '2/5', '1', '2', '7/3'] -> 2 / (1/4 + 7/3 - 1 / 2/5)
[98072] ['4/5', '9/7', '5/3', '2', '4'] -> 9/7 * 5/3 * 4 * (4/5 + 2)
[98073] ['4/9', '1', '8/5', '7/3', '3'] -> 1 / (7/3 / (8/5 * 3) - 4/9)
[98074] ['1/6', '2/9', '7/5', '5', '9'] -> 5 * (7/5 / 2/9 - 1/6 * 9)
[98075] ['8/9', '8/9', '9/7', '5', '9'] -> 8/9 * 9 * (5 / 9/7 - 8/9)
[98076] ['4/9', '4/9', '3/4', '6', '9'] -> (3/4 + 6) * (4/9 * 9 - 4/9)
[98077] ['1/7', '3/5', '3/2', '8', '9'] -> (3/5 + 9) * (3/2 / 1/7 - 8)
[98078] ['2/9', '7/3', '7/2', '5', '6'] -> 6 / ((7/2 - 7/3) / 2/9 - 5)
[98079] ['2/3', '7/9', '8/5', '3', '8'] -> (8 + 2/3 + 3) / (7/9 / 8/5)
[98080] ['1/4', '1/2', '9/7', '8', '8'] -> 9/7 * (8 + 8 / (1/4 + 1/2))
[98081] ['4/9', '1', '8/5', '5/2', '3'] -> 3 * (5/2 / (4/9 / 8/5) - 1)
[98082] ['1/6', '2/9', '8/5', '5', '9'] -> 8/5 * 5 / (9 * 1/6 * 2/9)
[98083] ['4/9', '4/9', '7/9', '6', '9'] -> 6 / (4/9 - 7/9 / (4/9 * 9))
[98084] ['1/4', '3/7', '5/9', '1', '2'] -> 2 / (3/7 * (1 - (1/4 + 5/9)))
[98085] ['2/7', '7/5', '8/3', '6', '7'] -> 8/3 * ((6 + 7) / 7/5 - 2/7)
[98086] ['1/4', '1/4', '2/7', '5', '6'] -> 5 / 2/7 + 6 + 1/4 + 1/4
[98087] ['3/7', '4/9', '1/2', '3', '9'] -> 9 / (3 - 1/2 / (3/7 * 4/9))
[98088] ['4/5', '9/7', '2', '7/3', '4'] -> (4/5 + 4) * (2 + 9/7 * 7/3)
[98089] ['1/4', '3/7', '3/4', '1', '2'] -> (1 / 3/4 + 2 / 3/7) / 1/4
[98090] ['7/9', '4/5', '6/5', '4', '4'] -> (4 + 4/5 / 6/5) / (7/9 / 4)
[98091] ['1/7', '3/5', '7/3', '8', '9'] -> 3/5 * 7/3 * (9 + 1/7 + 8)
[98092] ['1/5', '1/2', '1', '1', '8/3'] -> 8/3 * (1 / (1/5 * 1/2) - 1)
[98093] ['4/9', '1', '5/3', '5/3', '3'] -> (1 + 5/3) / (5/3 / 3 - 4/9)
[98094] ['3/7', '4/9', '3/5', '3', '9'] -> (3 / (3/5 - 4/9) - 9) / 3/7
[98095] ['1/4', '5/9', '3/5', '8', '8'] -> 8 * (8 * 1/4 / 5/9 - 3/5)
[98096] ['4/9', '1', '5/3', '7/4', '3'] -> 1 / 4/9 / (7/4 - 5/3) - 3
[98097] ['4/9', '4/9', '9/7', '6', '9'] -> (4/9 + 4/9 * 6) * (9 - 9/7)
[98098] ['8/9', '8/9', '7/2', '5', '9'] -> (5 - 7/2) * 9 * (8/9 + 8/9)
[98099] ['4/9', '1', '5/3', '9/5', '3'] -> (1 + 9/5 * 3) / (4/9 / 5/3)
[98100] ['4/5', '9/7', '2', '7/2', '4'] -> 2 + 7/2 * (9/7 + 4 / 4/5)
[98101] ['1/6', '1/4', '8/9', '5', '9'] -> 1/6 * 9 + 5 / (1/4 * 8/9)
[98102] ['7/9', '4/5', '7/5', '4', '4'] -> 4/5 + 4 * (4 + 7/5 / 7/9)
[98103] ['1/5', '5/9', '3/5', '1', '1'] -> (1 + 1 / 3/5) / (1/5 * 5/9)
[98104] ['4/5', '9/7', '2', '4', '9/2'] -> 4 * (2 / 4/5 + 9/2 / 9/7)
[98105] ['1/7', '5/8', '5/8', '8', '9'] -> 5/8 / (1/7 * 5/8) + 8 + 9
[98106] ['2/3', '4/5', '3/2', '3', '8'] -> 8 / (2/3 / 4/5 - 3/2 / 3)
[98107] ['2/7', '8/5', '5/3', '6', '7'] -> 2/7 * 7 / (5/3 - 8/5) - 6
[98108] ['1/4', '5/9', '5/7', '8', '8'] -> 5/9 * (8 / 1/4 + 8 / 5/7)
[98109] ['1/6', '1/4', '8/5', '5', '9'] -> (9 - 8/5 * 5) / (1/6 * 1/4)
[98110] ['4/9', '1', '5/3', '5/2', '3'] -> (5/2 * (5/3 + 3) - 1) / 4/9
[98111] ['1/5', '5/9', '2/3', '1', '1'] -> (1 + 2/3 + 1) / (1/5 * 5/9)
[98112] ['4/9', '1', '5/3', '3', '7/2'] -> 3 + (1 + 5/3) / (4/9 / 7/2)
[98113] ['4/9', '1/2', '3/5', '6', '9'] -> 4/9 * 9 + 6 / (1/2 * 3/5)
[98114] ['7/9', '4/5', '5/3', '4', '4'] -> (4 + 4) / (4/5 - 7/9 / 5/3)
[98115] ['1/5', '5/9', '3/4', '1', '1'] -> (1 + 1) / (3/4 * 1/5 * 5/9)
[98116] ['1/4', '3/7', '1', '5/4', '2'] -> 1 / (5/4 / 2 - 1/4 / 3/7)
[98117] ['4/9', '1/2', '5/7', '6', '9'] -> 6 / (5/7 - 1/2) - 4/9 * 9
[98118] ['1/5', '5/9', '7/9', '1', '1'] -> 5/9 / (1 - (1/5 + 7/9)) - 1
[98119] ['2/7', '8/5', '8/3', '6', '7'] -> (6 - 2/7) * 7 * 8/5 / 8/3
[98120] ['2/7', '5/3', '5/3', '6', '7'] -> 7 * (6 / 5/3 - 2/7 / 5/3)
[98121] ['4/9', '1/2', '6/7', '6', '9'] -> (6/7 + 6) * (4/9 * 9 - 1/2)
[98122] ['1/6', '2/7', '3/5', '5', '9'] -> 5 + 3/5 * (1/6 + 9 / 2/7)
[98123] ['1/7', '5/8', '5/6', '8', '9'] -> 8 / (5/6 / (1/7 * 5/8) - 9)
[98124] ['4/5', '3/2', '2', '7/3', '4'] -> 4 * (3/2 * 7/3 + 2 / 4/5)
[98125] ['4/9', '1', '7/4', '3', '7/2'] -> 3 / (7/4 / (4/9 * 7/2) - 1)
[98126] ['1/4', '5/9', '9/7', '8', '8'] -> 8 / 9/7 + 8 / (1/4 / 5/9)
[98127] ['1/5', '5/9', '7/8', '1', '1'] -> 1 / 5/9 / (1/5 + 7/8 - 1)
[98128] ['8/9', '8/7', '8/7', '5', '9'] -> 8/7 * 5 + 9 * (8/9 + 8/7)
[98129] ['7/9', '4/5', '8/3', '4', '4'] -> 8/3 / (4 - 4 * 7/9 / 4/5)
[98130] ['4/9', '1/2', '9/7', '6', '9'] -> 4/9 / (6 / (9/7 * 9) - 1/2)
[98131] ['1/6', '2/7', '7/9', '5', '9'] -> 1/6 * 9 + 5 / (2/7 * 7/9)
[98132] ['1/4', '2/7', '5/8', '5', '6'] -> 6 * (1/4 / 2/7 + 5/8 * 5)
[98133] ['1/7', '5/8', '9/8', '8', '9'] -> 8 + (1/7 + 9) * (5/8 + 9/8)
[98134] ['4/9', '1', '9/5', '9/5', '3'] -> (9/5 + 3) / (1 - 4/9 * 9/5)
[98135] ['2/7', '5/3', '7/2', '6', '7'] -> 7 * (2/7 + 6) / (7/2 - 5/3)
[98136] ['3/7', '4/9', '7/5', '3', '9'] -> (9 - 3/7) / (4/9 / 7/5) - 3
[98137] ['1/5', '5/9', '8/9', '1', '1'] -> 5/9 / 1/5 / (1 - 8/9) - 1
[98138] ['7/9', '4/5', '7/2', '4', '4'] -> 4 / (4/5 - 7/9) / (7/2 + 4)
[98139] ['8/9', '8/7', '7/6', '5', '9'] -> 9 * (5 * 8/9 / 7/6 - 8/7)
[98140] ['4/5', '7/4', '7/4', '2', '4'] -> 4 * (7/4 + 7/4 + 2 / 4/5)
[98141] ['1/4', '5/9', '3/2', '8', '8'] -> (8 / (1/4 * 3/2) - 8) / 5/9
[98142] ['1/5', '5/9', '1', '1', '9/8'] -> 1 / 5/9 / (1/5 + 1 - 9/8)
[98143] ['1/4', '2/7', '4/5', '5', '6'] -> 4/5 * (1/4 + 5) * (6 - 2/7)
[98144] ['1/4', '3/7', '1', '2', '9/2'] -> 1 / 1/4 / (2 / 3/7 - 9/2)
[98145] ['1/6', '2/7', '7/8', '5', '9'] -> 7/8 * (5 / 1/6 - 2/7 * 9)
[98146] ['1/4', '4/9', '4/9', '1', '2'] -> 2 / (4/9 - 1/4 * (4/9 + 1))
[98147] ['1/4', '2/7', '8/9', '5', '6'] -> 6 / 8/9 - (1/4 - 5 / 2/7)
[98148] ['7/9', '5/6', '7/8', '4', '4'] -> (4 * (7/8 + 4) - 5/6) / 7/9
[98149] ['4/9', '5/9', '4/7', '6', '9'] -> 9 * (4/7 * (6 - 5/9) - 4/9)
[98150] ['1/4', '4/9', '1/2', '1', '2'] -> (1/2 + 1 + 2 / 4/9) / 1/4
[98151] ['3/7', '4/9', '9/5', '3', '9'] -> 9/5 * (4/9 + 9) + 3 / 3/7
[98152] ['1/7', '5/8', '4/3', '8', '9'] -> (8 / 1/7 - 9) / (5/8 + 4/3)
[98153] ['8/9', '8/7', '9/7', '5', '9'] -> (5 - 8/7) * 9 * 8/9 / 9/7
[98154] ['7/9', '5/6', '9/8', '4', '4'] -> 4 / 4 / (7/9 * 9/8 - 5/6)
[98155] ['1/5', '5/9', '1', '1', '6/5'] -> (6/5 + (1 + 1) / 5/9) / 1/5
[98156] ['4/5', '7/4', '2', '7/2', '4'] -> 4/5 / (2 - 7/4) * (7/2 + 4)
[98157] ['2/3', '7/8', '7/6', '3', '8'] -> 3 + 8 * (7/8 + 7/6 / 2/3)
[98158] ['1/4', '5/9', '5/2', '8', '8'] -> 8 * (8 / (5/2 - 1/4) - 5/9)
[98159] ['1/6', '2/7', '6/5', '5', '9'] -> 5 / (1/6 + 2/7 / 9) - 6/5
[98160] ['1/4', '2/7', '8/5', '5', '6'] -> 6 * (1/4 / 2/7 + 5 / 8/5)
[98161] ['1/7', '5/8', '8/5', '8', '9'] -> 8/5 / (1/7 / 5/8) + 8 + 9
[98162] ['2/7', '9/5', '7/3', '6', '7'] -> 2/7 * 7/3 + 7 / (9/5 / 6)
[98163] ['2/3', '7/8', '9/5', '3', '8'] -> (8 + 2/3 + 3) / (7/8 / 9/5)
[98164] ['1/4', '5/9', '7/2', '8', '8'] -> (1/4 + 7/2) * (8 / 5/9 - 8)
[98165] ['1/6', '2/7', '5/4', '5', '9'] -> 5/4 + (5 + 1/6 * 9) / 2/7
[98166] ['3/7', '1/2', '5/9', '3', '9'] -> (5/9 * 9 + 3 / 3/7) / 1/2
[98167] ['1/5', '5/9', '1', '1', '4/3'] -> (1 + 1) * 4/3 / (1/5 * 5/9)
[98168] ['1/7', '5/8', '5/3', '8', '9'] -> (9 / 1/7 - 8) / (5/8 + 5/3)
[98169] ['2/7', '9/5', '5/2', '6', '7'] -> 5/2 * (6 + 7 * 2/7 * 9/5)
[98170] ['4/9', '5/9', '8/7', '6', '9'] -> (9 + 4/9 * 6) / (5/9 / 8/7)
[98171] ['1/4', '4/7', '3/5', '8', '8'] -> (3/5 - 1/4) * 8 * (4/7 + 8)
[98172] ['7/9', '5/6', '5/4', '4', '4'] -> (4 + 5/6 / 5/4) / (7/9 / 4)
[98173] ['4/5', '2', '9/4', '7/3', '4'] -> 2 + (4/5 + 4) * (9/4 + 7/3)
[98174] ['4/9', '1', '9/4', '3', '7/2'] -> 3 * (1 / 4/9 + 9/4 + 7/2)
[98175] ['1/4', '4/9', '5/6', '1', '2'] -> (1 + 5/6 * 2) / (1/4 * 4/9)
[98176] ['7/9', '5/6', '9/7', '4', '4'] -> (4 + 7/9 * 9/7) / (5/6 / 4)
[98177] ['1/4', '4/7', '3/4', '8', '8'] -> (8 / 1/4 - 8 / 4/7) / 3/4
[98178] ['3/7', '1/2', '3/4', '3', '9'] -> (9 + 3 / 3/7) / (1/2 / 3/4)
[98179] ['1/7', '5/8', '9/4', '8', '9'] -> 9/4 * (9 / (5/8 - 1/7) - 8)
[98180] ['7/9', '5/6', '7/5', '4', '4'] -> 7/5 * 4 * 4 / (7/9 / 5/6)
[98181] ['1/6', '2/7', '9/5', '5', '9'] -> 5 * (9/5 / 2/7 - 1/6 * 9)
[98182] ['1/4', '1/3', '5/7', '5', '6'] -> 5 / (5/7 * (1/3 - 1/4 / 6))
[98183] ['4/5', '2', '7/3', '7/3', '4'] -> 7/3 + (2 + 7/3) / (4/5 / 4)
[98184] ['3/7', '1/2', '7/9', '3', '9'] -> (9 - 3 / 7/9) / (3/7 * 1/2)
[98185] ['1/5', '5/9', '1', '1', '7/4'] -> (1/5 + 1) / (1 / 5/9 - 7/4)
[98186] ['1/6', '2/7', '9/4', '5', '9'] -> 1/6 / 2/7 * 5 * 9 - 9/4
[98187] ['1/4', '4/9', '1', '9/8', '2'] -> (1 + 2) / (9/8 * 1/4 * 4/9)
[98188] ['1/4', '4/7', '5/6', '8', '8'] -> 8 / (1/4 / 4/7 - 5/6 / 8)
[98189] ['1/7', '5/8', '7/2', '8', '9'] -> 5/8 + 7/2 / 1/7 - 9 / 8
[98190] ['3/7', '1/2', '4/5', '3', '9'] -> 4/5 * (1/2 + 3) * (9 - 3/7)
[98191] ['4/9', '4/7', '5/8', '6', '9'] -> 4/7 / 5/8 * (6 + 9 / 4/9)
[98192] ['1/7', '5/8', '9/2', '8', '9'] -> 8 / (9/2 / (5/8 - 1/7) - 9)
[98193] ['3/7', '1/2', '8/9', '3', '9'] -> 8/9 * (3 / 1/2 + 9 / 3/7)
[98194] ['4/9', '1', '5/2', '3', '9/2'] -> 3 / (5/2 / 4/9 - (1 + 9/2))
[98195] ['1/6', '1/3', '2/5', '5', '9'] -> 9 / 2/5 - (1/6 - 1/3 * 5)
[98196] ['1/4', '1/3', '7/5', '5', '6'] -> 7/5 * 5 / (1/3 - 1/4 / 6)
[98197] ['1/4', '4/9', '1', '6/5', '2'] -> (1 + 2 / 6/5) / (1/4 * 4/9)
[98198] ['7/9', '5/6', '9/4', '4', '4'] -> 4 / (4 / 9/4 - (7/9 + 5/6))
[98199] ['8/9', '8/7', '9/2', '5', '9'] -> 9 / (5 / 8/7 - 8/9 * 9/2)
[98200] ['1/6', '1/3', '3/7', '5', '9'] -> 5 - 1/3 / 1/6 + 9 / 3/7
[98201] ['1/4', '4/9', '1', '5/4', '2'] -> 1 + (5/4 + 2 / 4/9) / 1/4
[98202] ['1/4', '4/7', '5/4', '8', '8'] -> 4/7 * (5/4 * 8 + 8 / 1/4)
[98203] ['5/6', '5/6', '5/6', '2', '4'] -> 4 / (2 - (5/6 + 5/6 / 5/6))
[98204] ['3/7', '1/2', '4/3', '3', '9'] -> (9 + 3 / 3/7) / (1/2 * 4/3)
[98205] ['8/9', '7/6', '5/4', '5', '9'] -> (5 / 5/4 - 8/9) / (7/6 / 9)
[98206] ['1/7', '2/3', '4/5', '8', '9'] -> 4/5 * 9 * (8 - 2/3 / 1/7)
[98207] ['2/3', '9/8', '9/5', '3', '8'] -> (3 + 8 / 2/3) / (9/8 / 9/5)
[98208] ['5/6', '5/6', '6/7', '2', '4'] -> 4 / (6/7 * (2 - 5/6) - 5/6)
[98209] ['1/6', '1/3', '5/7', '5', '9'] -> (5 / 5/7 - 1/3 * 9) / 1/6
[98210] ['1/4', '4/7', '8/5', '8', '8'] -> 4/7 * 8 * (1/4 + 8 / 8/5)
[98211] ['1/3', '1/3', '5/4', '6', '7'] -> 7 / (5/4 / (1/3 * 6) - 1/3)
[98212] ['1/4', '3/8', '4/7', '5', '6'] -> (6 + 4/7 * (1/4 + 5)) / 3/8
[98213] ['8/9', '7/6', '9/7', '5', '9'] -> 8/9 * 9 * (5 / 7/6 - 9/7)
[98214] ['7/9', '5/6', '7/2', '4', '4'] -> (4 * 4 - (5/6 - 7/2)) / 7/9
[98215] ['1/4', '4/7', '5/3', '8', '8'] -> 8 * 8 / (5/3 / 4/7 - 1/4)
[98216] ['1/3', '1/3', '9/7', '6', '7'] -> (9/7 + 1/3 / 7) / (1/3 / 6)
[98217] ['1/5', '4/7', '3/5', '1', '1'] -> (1/5 + 1) / (3/5 / 4/7 - 1)
[98218] ['3/7', '1/2', '9/5', '3', '9'] -> (3 / 3/7 + 9 / 9/5) / 1/2
[98219] ['1/6', '1/3', '8/7', '5', '9'] -> 8/7 * (5 / (1/3 - 1/6) - 9)
[98220] ['2/3', '8/7', '8/5', '3', '8'] -> (3 + 8 / 8/7) / (2/3 / 8/5)
[98221] ['1/4', '3/8', '8/9', '5', '6'] -> 6 * (5 - 8/9) - 1/4 / 3/8
[98222] ['1/4', '4/7', '9/4', '8', '8'] -> 8 / 4/7 + 8 - (1/4 - 9/4)
[98223] ['1/2', '1/2', '1', '8/5', '3'] -> 1/2 / (1 / 3 - 1/2 / 8/5)
[98224] ['3/7', '5/9', '3/5', '3', '9'] -> (3 - 3/7) * (9 + 5/9 * 3/5)
[98225] ['2/3', '8/7', '9/5', '3', '8'] -> 8/7 * 9/5 * (8 + 2/3 + 3)
[98226] ['1/4', '3/8', '8/7', '5', '6'] -> 8/7 * 6 * (5 - 3/8 / 1/4)
[98227] ['1/2', '1/2', '1', '5/3', '3'] -> (1 + 5/3 * 3) / (1/2 * 1/2)
[98228] ['8/9', '7/6', '7/4', '5', '9'] -> 5 / 8/9 + 9 * 7/6 * 7/4
[98229] ['5/6', '5/6', '3/2', '2', '4'] -> 4 / (5/6 * (2 - 3/2 / 5/6))
[98230] ['7/9', '6/7', '9/8', '4', '4'] -> 6/7 + 4 * 4 / (7/9 / 9/8)
[98231] ['1/7', '2/3', '5/4', '8', '9'] -> (8 - 2/3 / 1/7) / (5/4 / 9)
[98232] ['3/7', '5/9', '5/8', '3', '9'] -> 9 / (3 - 5/8 / (3/7 * 5/9))
[98233] ['1/4', '4/9', '1', '2', '5/2'] -> (2 / 4/9 - (1 - 5/2)) / 1/4
[98234] ['1/2', '1/2', '1', '9/5', '3'] -> 3 / (1/2 / (9/5 - 1) - 1/2)
[98235] ['5/6', '5/6', '2', '9/4', '4'] -> 2 / (4 - (9/4 + 5/6 + 5/6))
[98236] ['7/9', '6/7', '8/7', '4', '4'] -> (8/7 + 4) * (4 + 7/9 * 6/7)
[98237] ['1/4', '3/5', '5/8', '8', '8'] -> 5/8 / (1/4 / 3/5) * (8 + 8)
