[53704] ['1/8', '2/5', '7/4', '8', '8'] -> (8 / (1/8 + (7/4 / (2/5 + 8))))
[69341] ['1/4', '1/4', '3/7', '1', '5'] -> ((5 / (3/7 - 1/4)) - (1 / 1/4))
[69342] ['1', '9/7', '7/5', '7/2', '6'] -> ((6 * (7/2 + (1 / 7/5))) - 9/7)
[69343] ['1/8', '5/9', '9/5', '4', '4'] -> ((9/5 / (1/8 / 5/9)) + (4 * 4))
[69344] ['5/8', '1', '8/7', '9/4', '7'] -> (1 + ((5/8 + 9/4) * (8/7 * 7)))
[69345] ['1/5', '5/8', '1', '7/3', '6'] -> ((1 + 6) / (7/3 * (1/5 * 5/8)))
[69346] ['5/7', '7/4', '9/5', '4', '6'] -> (6 / ((7/4 / 5/7) + (9/5 - 4)))
[69347] ['4/9', '9/8', '9/2', '9', '9'] -> ((9 + (9 * (4/9 * 9/2))) / 9/8)
[69348] ['4/9', '7/9', '6/7', '1', '2'] -> (1 / ((7/9 / (4/9 * 6/7)) - 2))
[69349] ['1/4', '1/4', '5/9', '1', '5'] -> ((5 / ((1/4 / 5/9) - 1/4)) - 1)
[69350] ['2/5', '7/6', '7/6', '2', '5'] -> ((5 / (2/5 / 2)) - (7/6 / 7/6))
[69351] ['5/7', '7/4', '5/2', '4', '6'] -> (6 / (4 - (5/2 + (5/7 * 7/4))))
[69352] ['5/8', '9/8', '9/7', '5', '6'] -> (6 * ((5/8 * 5) + (9/8 / 9/7)))
[69353] ['2/5', '8/9', '7/4', '5', '8'] -> ((2/5 * (8/9 + 8)) * (7/4 + 5))
[69354] ['4/9', '7/9', '7/8', '1', '2'] -> (1 / (7/8 - (4/9 + (7/9 / 2))))
[69355] ['3/5', '5/8', '5/6', '1', '9'] -> ((9 / 5/8) / ((1 / 5/6) - 3/5))
[69356] ['1/4', '1/4', '4/7', '1', '5'] -> ((1/4 + 5) * (4/7 + (1 / 1/4)))
[69357] ['3/8', '6/5', '7/4', '2', '2'] -> ((7/4 + 2) * (2 / (3/8 / 6/5)))
[69358] ['5/8', '9/8', '4/3', '5', '6'] -> (((5 * (5/8 + 6)) - 9/8) / 4/3)
[69359] ['5/8', '1', '8/7', '9/2', '7'] -> (7 * ((8/7 * (9/2 - 5/8)) - 1))
[69360] ['1/6', '5/8', '4/3', '7', '7'] -> (4/3 + ((7 + (1/6 + 7)) / 5/8))
[69361] ['1/5', '2/3', '6/7', '1', '6'] -> (2/3 * (1 + (6 / (1/5 * 6/7))))
[69362] ['1/4', '1/4', '5/7', '1', '5'] -> ((5 / (1/4 * 5/7)) - (1 / 1/4))
[69363] ['2/5', '8/9', '9/4', '5', '8'] -> ((2/5 + 5) * (8/9 + (8 / 9/4)))
[69364] ['5/9', '5/9', '5/4', '6', '6'] -> ((6 - (5/9 / 5/9)) / (5/4 / 6))
[69365] ['1', '9/7', '3/2', '8/3', '6'] -> (1 + (6 * (8/3 + (3/2 / 9/7))))
[69366] ['1/5', '2/3', '1', '9/8', '6'] -> ((6 + (1 / 1/5)) / (9/8 - 2/3))
[69367] ['5/7', '9/5', '7/3', '4', '6'] -> ((4 / (9/5 - (5/7 * 7/3))) - 6)
[69368] ['3/8', '6/5', '2', '2', '5/2'] -> (6/5 / ((2 / 5/2) - (3/8 * 2)))
[69369] ['5/8', '1', '1', '3/2', '8/3'] -> (1 / ((5/8 / 3/2) - (1 / 8/3)))
[69370] ['1', '9/7', '8/5', '8/5', '6'] -> (6 * ((8/5 / (9/7 - 1)) - 8/5))
[69371] ['1/5', '2/3', '1', '8/7', '6'] -> (8/7 * (1 + (6 / (1/5 / 2/3))))
[69372] ['2/5', '8/9', '5/2', '5', '8'] -> ((5/2 + (5 / 2/5)) + (8 / 8/9))
[69373] ['5/9', '5/9', '7/4', '6', '6'] -> ((6 + (5/9 / 5/9)) / (7/4 / 6))
[69374] ['3/8', '6/5', '2', '2', '8/3'] -> ((2 / 3/8) / ((8/3 / 6/5) - 2))
[69375] ['4/9', '7/9', '1', '7/6', '2'] -> (1 / ((7/6 / (4/9 / 7/9)) - 2))
[69376] ['1', '9/7', '8/5', '5/3', '6'] -> ((9/7 * 8/5) * (5/3 * (1 + 6)))
[69377] ['4/9', '8/7', '4/3', '9', '9'] -> (8/7 * ((4/3 / 4/9) + (9 + 9)))
[69378] ['1/6', '5/8', '7/4', '7', '7'] -> ((7 + (7 / 7/4)) / (5/8 - 1/6))
[69379] ['5/7', '9/5', '5/2', '4', '6'] -> (4 / ((5/2 / 5/7) - (6 / 9/5)))
[69380] ['2/5', '7/6', '7/4', '2', '5'] -> (2/5 / (2 - (7/4 + (7/6 / 5))))
[69381] ['2/5', '8/9', '7/2', '5', '8'] -> ((8 / (2/5 * 8/9)) - (7/2 - 5))
[69382] ['4/9', '7/9', '1', '6/5', '2'] -> (4/9 / (((2 - 7/9) / 6/5) - 1))
[69383] ['3/5', '5/8', '1', '4/3', '9'] -> (9 / ((1 / 4/3) - (3/5 * 5/8)))
[69384] ['2/5', '7/6', '9/5', '2', '5'] -> (9/5 * ((5 / 2/5) - (7/6 - 2)))
[69385] ['1/8', '4/7', '3/4', '4', '4'] -> (4/7 * (4 + ((3/4 + 4) / 1/8)))
[69386] ['1/8', '4/7', '7/9', '4', '4'] -> ((4 - (4/7 / 4)) / (1/8 / 7/9))
[69387] ['5/8', '1', '7/6', '7/4', '7'] -> (7 / ((5/8 - 1) + (7/6 / 7/4)))
[69388] ['5/7', '9/5', '7/2', '4', '6'] -> (6 + ((5/7 * 9/5) * (7/2 * 4)))
[69389] ['1/6', '5/8', '9/2', '7', '7'] -> (7 / ((1/6 + 9/2) - (5/8 * 7)))
[69390] ['2/5', '7/6', '2', '7/2', '5'] -> ((2 - 2/5) * (5 / (7/6 / 7/2)))
[69391] ['3/5', '5/8', '1', '7/4', '9'] -> (9 / (7/4 - (1 + (3/5 * 5/8))))
[69392] ['1/4', '1/4', '1', '7/3', '5'] -> ((5 / (1/4 * 1/4)) / (1 + 7/3))
[69393] ['1', '9/7', '8/5', '7/3', '6'] -> ((7/3 * (9/7 * 8/5)) * (6 - 1))
[69394] ['5/7', '9/4', '7/3', '4', '6'] -> (6 / (4 - (7/3 * (5/7 * 9/4))))
[69395] ['4/9', '7/9', '1', '3/2', '2'] -> (4/9 / ((7/9 / 3/2) - (1 / 2)))
[69396] ['5/8', '8/7', '7/4', '5', '6'] -> ((6 / (5/8 * 8/7)) / (7/4 / 5))
[69397] ['5/8', '1', '7/6', '9/4', '7'] -> (((5/8 * 7) / (7/6 - 1)) - 9/4)
[69398] ['4/9', '8/7', '5/3', '9', '9'] -> ((8/7 * 9) * ((4/9 * 9) - 5/3))
[69399] ['3/8', '5/4', '7/4', '2', '2'] -> (2 / (7/4 - (5/4 / (3/8 * 2))))
[69400] ['1/4', '2/7', '3/8', '1', '5'] -> (((1 / (1/4 * 2/7)) - 5) / 3/8)
[69401] ['2/5', '9/8', '4/3', '5', '8'] -> ((4/3 * 5) * (8 * (2/5 * 9/8)))
[69402] ['1/6', '2/3', '7/9', '7', '7'] -> ((7 + (2/3 + 7)) / (7/9 - 1/6))
[69403] ['1/4', '2/7', '2/5', '1', '5'] -> (((5 / (2/7 / 2/5)) - 1) / 1/4)
[69404] ['4/9', '8/7', '7/4', '9', '9'] -> (9 * ((9 / (8/7 + 7/4)) - 4/9))
[69405] ['5/9', '4/7', '2/3', '6', '6'] -> (2/3 / ((6 / 6) - (5/9 / 4/7)))
[69406] ['5/7', '9/4', '4', '9/2', '6'] -> ((6 / (5/7 - (9/4 / 9/2))) - 4)
[69407] ['5/9', '4/7', '5/7', '6', '6'] -> ((6 + (6 / (5/9 / 5/7))) / 4/7)
[69408] ['1/8', '4/7', '6/5', '4', '4'] -> ((4 - 6/5) * (4 + (4/7 / 1/8)))
[69409] ['5/8', '8/7', '9/2', '5', '6'] -> ((8/7 * 6) * ((5 / 5/8) - 9/2))
[69410] ['1', '9/7', '8/5', '9/2', '6'] -> ((8/5 * 6) * ((9/2 / 9/7) - 1))
[69411] ['1/6', '2/3', '8/9', '7', '7'] -> ((7 + 7) / ((2/3 / 8/9) - 1/6))
[69412] ['3/5', '2/3', '3/4', '1', '9'] -> ((2/3 * 9) / ((3/4 / 3/5) - 1))
[69413] ['2/5', '5/4', '4/3', '2', '5'] -> (5 / ((4/3 + 2) - (5/4 / 2/5)))
[69414] ['3/8', '9/7', '4/3', '2', '2'] -> ((2 / 3/8) / ((2 / 9/7) - 4/3))
[69415] ['1/6', '2/3', '9/8', '7', '7'] -> ((7 + 7) / ((2/3 * 9/8) - 1/6))
[69416] ['5/9', '4/7', '7/9', '6', '6'] -> ((6 - 5/9) * (6 * (4/7 / 7/9)))
[69417] ['4/9', '7/9', '1', '2', '7/2'] -> ((1 + (2 * 7/2)) / (7/9 - 4/9))
[69418] ['1/8', '4/7', '4/3', '4', '4'] -> (4 / ((4/3 / (4/7 + 4)) - 1/8))
[69419] ['5/8', '7/6', '6/5', '5', '6'] -> ((5/8 * 6) * (5 + (7/6 * 6/5)))
[69420] ['5/8', '1', '1', '5/3', '8/3'] -> (1 / ((5/3 * (5/8 + 1)) - 8/3))
[69421] ['1/6', '2/3', '6/5', '7', '7'] -> ((((7 / 6/5) - 2/3) / 1/6) - 7)
[69422] ['5/9', '4/7', '4/5', '6', '6'] -> ((6 / 4/7) + (6 / (5/9 * 4/5)))
[69423] ['1/8', '4/7', '7/5', '4', '4'] -> (((4/7 / 4) + (4 / 7/5)) / 1/8)
[69424] ['3/8', '9/7', '3/2', '2', '2'] -> ((3/2 + 2) * (2 / (3/8 / 9/7)))
[69425] ['4/9', '8/7', '7/2', '9', '9'] -> (7/2 * ((4/9 * (9 + 9)) - 8/7))
[69426] ['5/8', '1', '1', '5/3', '7/2'] -> (1 / ((5/3 / (7/2 - 1)) - 5/8))
[69427] ['2/5', '9/8', '7/2', '5', '8'] -> ((8 / (2/5 / 9/8)) - (7/2 - 5))
[69428] ['5/8', '7/6', '9/7', '5', '6'] -> (6 / ((5/8 / (9/7 - 7/6)) - 5))
[69429] ['4/9', '4/5', '5/6', '1', '2'] -> (4/5 / ((4/9 / 5/6) - (1 / 2)))
[69430] ['1/5', '5/7', '1', '6/5', '6'] -> (6 * ((6/5 / (1 - 5/7)) - 1/5))
[69431] ['5/8', '1', '1', '5/3', '9/2'] -> ((1 + 1) * (9/2 / (5/8 / 5/3)))
[69432] ['2/5', '9/7', '9/7', '2', '5'] -> ((5 / (2/5 / 2)) - (9/7 / 9/7))
[69433] ['3/5', '2/3', '1', '9/8', '9'] -> (9 / ((9/8 / 3/5) - (1 / 2/3)))
[69434] ['2/5', '8/7', '7/6', '5', '8'] -> ((8 + (8/7 / 5)) / (2/5 / 7/6))
[69435] ['1', '9/7', '7/4', '9/5', '6'] -> (6 / (((9/7 * 7/4) / 9/5) - 1))
[69436] ['3/8', '9/7', '5/3', '2', '2'] -> (5/3 / ((2 - 3/8) - (2 / 9/7)))
[69437] ['2/5', '9/7', '3/2', '2', '5'] -> (3/2 + ((2 + 5) / (2/5 / 9/7)))
[69438] ['1/5', '5/7', '1', '9/7', '6'] -> (((9/7 / 5/7) - 1) / (1/5 / 6))
[69439] ['1/6', '2/3', '7/5', '7', '7'] -> ((7 + (7 / 7/5)) / (2/3 - 1/6))
[69440] ['5/8', '7/6', '7/3', '5', '6'] -> ((6 / (5/8 / 7/6)) / (7/3 / 5))
[69441] ['5/8', '1', '5/4', '5/4', '7'] -> ((7 - 1) / (5/8 / (5/4 + 5/4)))
[69442] ['4/9', '4/5', '8/9', '1', '2'] -> (2 / ((4/9 + 8/9) - (1 / 4/5)))
[69443] ['4/9', '7/6', '5/4', '9', '9'] -> (((9 / 4/9) - (5/4 - 9)) / 7/6)
[69444] ['1/6', '2/3', '8/5', '7', '7'] -> ((7 + 7) / (1/6 + (2/3 / 8/5)))
[69445] ['3/5', '2/3', '1', '9/7', '9'] -> ((2/3 + (1 / 3/5)) * (9/7 + 9))
[69446] ['3/4', '7/9', '7/5', '4', '6'] -> ((7/5 / (3/4 * 7/9)) * (4 + 6))
[69447] ['5/8', '7/6', '8/3', '5', '6'] -> ((8/3 - (7/6 / 5/8)) * (5 * 6))
[69448] ['5/8', '1', '5/4', '7/5', '7'] -> ((7/5 + 7) / ((1 / 5/8) - 5/4))
[69449] ['1', '9/7', '9/5', '9/4', '6'] -> (9/4 * ((6 / (9/5 - 9/7)) - 1))
[69450] ['3/8', '9/7', '2', '2', '7/3'] -> (9/7 / (((2 / 2) / 7/3) - 3/8))
[69451] ['2/5', '9/7', '7/4', '2', '5'] -> (7/4 * (((9/7 + 5) / 2/5) - 2))
[69452] ['1/5', '5/7', '1', '8/5', '6'] -> ((5/7 + 1) * (6 + (8/5 / 1/5)))
[69453] ['3/8', '9/7', '2', '2', '5/2'] -> ((2 + (2 * 5/2)) / (3/8 / 9/7))
[69454] ['2/5', '8/7', '5/3', '5', '8'] -> ((8/7 * 5/3) * (8 - (2/5 - 5)))
[69455] ['1/8', '3/5', '2/3', '4', '4'] -> (4 / ((4 * (1/8 / 3/5)) - 2/3))
[69456] ['5/9', '4/7', '5/4', '6', '6'] -> ((6 / 4/7) + (6 / (5/9 / 5/4)))
[69457] ['1/6', '5/7', '5/7', '7', '7'] -> (7 * ((5/7 + 7) - (5/7 / 1/6)))
[69458] ['3/8', '9/7', '2', '2', '8/3'] -> (9/7 / ((2 / (2 + 8/3)) - 3/8))
[69459] ['4/9', '4/5', '1', '6/5', '2'] -> (4/5 / ((4/9 * 6/5) - (1 / 2)))
[69460] ['1/4', '2/7', '1', '8/5', '5'] -> ((5 / (2/7 / 8/5)) - (1 / 1/4))
[69461] ['3/5', '5/7', '4/5', '1', '9'] -> (((4/5 + 1) + (9 / 5/7)) / 3/5)
[69462] ['1/5', '5/7', '1', '9/5', '6'] -> ((5/7 + (1 / 1/5)) * (6 - 9/5))
[69463] ['5/9', '4/7', '9/7', '6', '6'] -> ((6 - 5/9) * (6 * (4/7 * 9/7)))
[69464] ['5/8', '1', '5/4', '7/3', '7'] -> ((1 + 7) / (7/3 - (5/4 / 5/8)))
[69465] ['5/8', '1', '1', '9/5', '7/3'] -> (7/3 / (1 - ((5/8 + 1) / 9/5)))
[69466] ['2/5', '9/7', '2', '7/3', '5'] -> ((2 - 2/5) * (5 * (9/7 * 7/3)))
[69467] ['3/5', '5/7', '5/6', '1', '9'] -> (((9 / (3/5 * 5/7)) - 1) / 5/6)
[69468] ['1/5', '5/7', '1', '9/4', '6'] -> (9/4 * ((6 / (5/7 - 1/5)) - 1))
[69469] ['1/6', '5/7', '7/9', '7', '7'] -> (((7 / 7/9) - (5/7 * 7)) / 1/6)
[69470] ['5/8', '1', '1', '9/5', '5/2'] -> (1 / (((5/2 - 5/8) / 9/5) - 1))
[69471] ['1/8', '3/5', '7/9', '4', '4'] -> (4 / (3/5 * (7/9 - (1/8 * 4))))
[69472] ['5/8', '1', '9/7', '9/7', '7'] -> (7 / ((1 / 9/7) - (5/8 / 9/7)))
[69473] ['5/9', '4/7', '7/5', '6', '6'] -> ((6 + (6 / (5/9 * 7/5))) / 4/7)
[69474] ['1', '9/7', '9/4', '8/3', '6'] -> ((9/7 * 6) * (8/3 + (1 / 9/4)))
[69475] ['2/5', '8/7', '9/2', '5', '8'] -> ((9/2 + (5 / 2/5)) + (8 / 8/7))
[69476] ['3/5', '5/7', '8/9', '1', '9'] -> ((9 / 5/7) / ((1 / 8/9) - 3/5))
[69477] ['4/9', '4/5', '1', '4/3', '2'] -> (4/3 / ((4/9 / 4/5) - (1 / 2)))
[69478] ['5/9', '4/7', '3/2', '6', '6'] -> ((6 / 4/7) + ((3/2 + 6) / 5/9))
[69479] ['5/8', '1', '9/7', '4/3', '7'] -> (1 / ((5/8 / 7) + (9/7 - 4/3)))
[69480] ['1/5', '5/7', '1', '8/3', '6'] -> (1/5 + ((1 + (8/3 * 6)) / 5/7))
[69481] ['4/9', '7/6', '5/2', '9', '9'] -> (9 * ((4/9 * 9) + (7/6 - 5/2)))
[69482] ['1', '9/7', '5/2', '5/2', '6'] -> (((1 + 6) * (9/7 + 5/2)) - 5/2)
[69483] ['1/4', '2/7', '1', '7/3', '5'] -> ((5 - 1) / (7/3 * (1/4 * 2/7)))
[69484] ['3/5', '5/7', '1', '7/6', '9'] -> ((1 + (9 / 5/7)) / (7/6 - 3/5))
[69485] ['2/5', '9/7', '2', '7/2', '5'] -> ((7/2 * (9/7 + 2)) + (5 / 2/5))
[69486] ['5/8', '5/4', '7/5', '5', '6'] -> ((7/5 + 5) * (6 * (5/4 - 5/8)))
[69487] ['2/5', '7/6', '7/5', '5', '8'] -> (8 / (5 - (7/6 + (7/5 / 2/5))))
[69488] ['1', '9/7', '5/2', '8/3', '6'] -> (9/7 * ((1 + 8/3) + (5/2 * 6)))
[69489] ['5/8', '1', '9/7', '3/2', '7'] -> ((1 + (9/7 * 7)) / (5/8 / 3/2))
[69490] ['5/9', '4/7', '5/3', '6', '6'] -> ((5/3 / 5/9) + ((6 + 6) / 4/7))
[69491] ['5/8', '9/7', '9/7', '5', '6'] -> ((9/7 / 5/8) / (9/7 - (6 / 5)))
[69492] ['3/8', '4/3', '2', '2', '7/3'] -> ((7/3 + (2 * (4/3 + 2))) / 3/8)
[69493] ['1', '9/7', '5/2', '9/2', '6'] -> ((1 + 9/7) * ((5/2 * 6) - 9/2))
[69494] ['1/6', '5/7', '9/8', '7', '7'] -> (7 / (9/8 - (7 * (1/6 * 5/7))))
[69495] ['4/9', '4/5', '1', '5/3', '2'] -> ((4/5 * 5/3) / ((1 / 2) - 4/9))
[69496] ['2/5', '7/6', '9/5', '5', '8'] -> ((8 - (9/5 - 5)) / (2/5 * 7/6))
[69497] ['3/8', '4/3', '2', '2', '5/2'] -> (2 * ((5/2 / (3/8 / 2)) - 4/3))
[69498] ['1/4', '1/3', '4/7', '1', '5'] -> (((1/4 - 1) + (5 / 4/7)) / 1/3)
[69499] ['5/8', '9/7', '4/3', '5', '6'] -> ((9/7 * 4/3) * (6 + (5 / 5/8)))
[69500] ['5/8', '1', '1', '9/4', '5/2'] -> (1 / (((5/2 - 1) / 9/4) - 5/8))
[69501] ['5/9', '4/7', '9/5', '6', '6'] -> ((4/7 * 6) * (6 + (5/9 * 9/5)))
[69502] ['1/8', '3/5', '5/4', '4', '4'] -> (((4 - 3/5) / 1/8) - (4 / 5/4))
[69503] ['3/5', '5/7', '1', '5/3', '9'] -> ((5/3 * (5/7 + 1)) * (9 - 3/5))
[69504] ['1', '9/7', '7/2', '7/2', '6'] -> (9/7 + (6 * (7/2 + (1 / 7/2))))
[69505] ['5/8', '1', '9/7', '9/4', '7'] -> (9/7 / ((1 - 5/8) - (9/4 / 7)))
[69506] ['1', '9/7', '7/2', '9/2', '6'] -> ((6 * (9/2 - (1 / 7/2))) - 9/7)
[69507] ['4/9', '6/5', '3/2', '9', '9'] -> ((4/9 * 9) * ((9 / 6/5) - 3/2))
[69508] ['2/5', '7/5', '2', '7/3', '5'] -> (7/3 * ((2/5 / 7/5) + (2 * 5)))
[69509] ['3/5', '5/7', '1', '9/4', '9'] -> (3/5 + (9/4 * (9 + (1 / 5/7))))
[69510] ['5/8', '1', '9/7', '7/3', '7'] -> (7 / (5/8 - ((1 / 9/7) / 7/3)))
[69511] ['5/9', '4/7', '5/2', '6', '6'] -> ((4/7 * 5/2) * (6 + (6 / 5/9)))
[69512] ['3/4', '5/6', '7/5', '4', '6'] -> ((4 + 6) / ((5/6 * 7/5) - 3/4))
[69513] ['4/9', '6/5', '8/5', '9', '9'] -> (9 * ((4/9 * 9) - (8/5 / 6/5)))
[69514] ['5/9', '4/7', '8/3', '6', '6'] -> (4/7 * (8/3 + (6 * (5/9 + 6))))
[69515] ['5/8', '9/7', '9/4', '5', '6'] -> (((5/8 + 5) / (9/7 / 6)) - 9/4)
[69516] ['1/8', '3/5', '7/4', '4', '4'] -> ((3/5 * 4) * ((7/4 / 1/8) - 4))
[69517] ['5/8', '1', '9/7', '7/2', '7'] -> ((7 + (7/2 * (1 + 9/7))) / 5/8)
[69518] ['4/9', '4/5', '1', '2', '8/3'] -> (8/3 / ((2 * (4/9 / 4/5)) - 1))
[69519] ['1', '4/3', '4/3', '7/4', '6'] -> (6 / ((1 - 7/4) + (4/3 / 4/3)))
[69520] ['5/8', '9/7', '7/3', '5', '6'] -> ((6 - (9/7 * 7/3)) / (5/8 / 5))
[69521] ['1/8', '3/5', '9/4', '4', '4'] -> (((9/4 * 4) - 4) / (1/8 / 3/5))
[69522] ['3/5', '3/4', '7/9', '1', '9'] -> (((9 / 3/5) - 1) / (3/4 * 7/9))
[69523] ['1/4', '3/8', '5/9', '1', '5'] -> (5 / (5/9 * (1 - (1/4 + 3/8))))
[69524] ['5/9', '4/7', '9/2', '6', '6'] -> ((4/7 * 9/2) * (6 + (5/9 * 6)))
[69525] ['1', '4/3', '4/3', '9/5', '6'] -> ((9/5 * (4/3 + 4/3)) * (6 - 1))
[69526] ['3/4', '6/7', '8/5', '4', '6'] -> ((6 / (3/4 - (6/7 / 8/5))) - 4)
[69527] ['5/8', '9/7', '8/3', '5', '6'] -> (5 * ((6 / (5/8 * 9/7)) - 8/3))
[69528] ['1/6', '5/7', '7/4', '7', '7'] -> (((7/4 * (7 - 5/7)) - 7) / 1/6)
[69529] ['5/8', '1', '4/3', '4/3', '7'] -> (((7 * (1 + 4/3)) - 4/3) / 5/8)
[69530] ['5/9', '3/5', '5/8', '6', '6'] -> ((6 / (3/5 * 6)) / (5/8 - 5/9))
[69531] ['1', '4/3', '4/3', '5/2', '6'] -> ((5/2 - 1) * (6 * (4/3 + 4/3)))
[69532] ['1/4', '3/8', '5/7', '1', '5'] -> ((5/7 + 1) / (3/8 / (1/4 + 5)))
[69533] ['1/8', '3/5', '7/2', '4', '4'] -> (((1/8 + 4) / (3/5 / 4)) - 7/2)
[69534] ['3/8', '7/5', '2', '2', '5/2'] -> ((2 + (5/2 * (7/5 * 2))) / 3/8)
[69535] ['5/8', '9/7', '7/2', '5', '6'] -> ((9/7 + (6 / 7/2)) / (5/8 / 5))
[69536] ['1/6', '5/7', '9/5', '7', '7'] -> (((9/5 * 7) - 7) / (1/6 / 5/7))
[69537] ['5/8', '1', '4/3', '7/5', '7'] -> ((7 / (5/8 * 7/5)) / (4/3 - 1))
[69538] ['1', '4/3', '4/3', '7/2', '6'] -> ((7/2 + (6 / 4/3)) / (4/3 - 1))
[69539] ['3/4', '6/7', '9/5', '4', '6'] -> (9/5 * (4 + (6 / (3/4 * 6/7))))
[69540] ['2/5', '9/7', '4/3', '5', '8'] -> ((4/3 + 8) * (5 * (2/5 * 9/7)))
[69541] ['4/9', '5/4', '9/7', '9', '9'] -> (5/4 + ((9 + (9 / 4/9)) / 9/7))
[69542] ['3/4', '6/7', '9/4', '4', '6'] -> ((9/4 * (4 + (6 / 6/7))) - 3/4)
[69543] ['2/5', '7/4', '7/4', '2', '5'] -> ((5 / (2/5 / 2)) - (7/4 / 7/4))
[69544] ['4/9', '5/6', '6/7', '1', '2'] -> (1 / (((5/6 / 6/7) / 2) - 4/9))
[69545] ['5/9', '3/5', '3/4', '6', '6'] -> ((6 - 3/5) * (6 * (5/9 / 3/4)))
[69546] ['2/5', '9/7', '7/5', '5', '8'] -> ((8 * (2/5 + 5)) / (9/7 * 7/5))
[69547] ['1', '4/3', '7/5', '5/3', '6'] -> (6 * ((4/3 / (5/3 - 7/5)) - 1))
[69548] ['1/8', '5/8', '5/7', '4', '4'] -> ((4 / (5/7 * (1/8 / 5/8))) - 4)
[69549] ['3/8', '7/5', '2', '2', '7/2'] -> ((2 + (7/2 / 7/5)) / (3/8 / 2))
[69550] ['1/4', '3/8', '1', '8/7', '5'] -> (5 / ((1 / 8/7) - (1/4 / 3/8)))
[69551] ['1/6', '5/7', '5/2', '7', '7'] -> ((7 + 7) / (5/2 * (1/6 / 5/7)))
[69552] ['3/4', '6/7', '8/3', '4', '6'] -> ((4 / 3/4) + (6 / (6/7 / 8/3)))
[69553] ['2/5', '7/4', '2', '7/3', '5'] -> (2/5 / ((7/4 / 5) + (2 - 7/3)))
[69554] ['4/9', '5/6', '1', '9/8', '2'] -> ((2 / (4/9 * 9/8)) / (1 - 5/6))
[69555] ['3/5', '3/4', '1', '8/3', '9'] -> (8/3 + ((1 + (9 / 3/5)) / 3/4))
[69556] ['1/5', '7/9', '8/9', '1', '6'] -> (6 * ((7/9 / 1/5) - (8/9 - 1)))
[69557] ['1/4', '3/8', '1', '9/7', '5'] -> (5 / (((1 - 1/4) / 9/7) - 3/8))
[69558] ['5/9', '3/5', '7/8', '6', '6'] -> ((((6 + 6) / 5/9) - 3/5) / 7/8)
[69559] ['2/5', '9/5', '9/5', '2', '5'] -> ((5 / (2/5 / 2)) - (9/5 / 9/5))
[69560] ['2/5', '9/7', '5/3', '5', '8'] -> ((2/5 + 8) * (5 - (9/7 * 5/3)))
[69561] ['4/9', '5/6', '1', '7/6', '2'] -> (1 / (((5/6 * 7/6) / 2) - 4/9))
[69562] ['1/6', '3/4', '3/4', '7', '7'] -> (7 / ((1/6 * (7 - 3/4)) - 3/4))
[69563] ['5/8', '4/3', '7/2', '5', '6'] -> (6 * ((4/3 * (5/8 + 5)) - 7/2))
[69564] ['5/9', '3/5', '8/9', '6', '6'] -> ((6 / (3/5 * (8/9 - 5/9))) - 6)
[69565] ['2/3', '2/3', '7/9', '1', '1'] -> ((1 + (2/3 + 1)) / (7/9 - 2/3))
[69566] ['4/9', '5/4', '9/5', '9', '9'] -> ((9 / 9/5) - (5/4 - (9 / 4/9)))
[69567] ['2/5', '9/5', '2', '9/4', '5'] -> ((2 * (2/5 + 5)) / (9/4 - 9/5))
[69568] ['2/5', '9/7', '7/4', '5', '8'] -> (7/4 * ((8 / 2/5) - (9/7 + 5)))
[69569] ['1/8', '5/8', '8/9', '4', '4'] -> ((4 / (1/8 + 5/8)) / (8/9 / 4))
[69570] ['1', '4/3', '7/5', '7/2', '6'] -> (1 + (6 * (4/3 + (7/2 / 7/5))))
[69571] ['3/8', '8/5', '8/5', '2', '2'] -> ((8/5 + 2) / (3/8 * (2 - 8/5)))
[69572] ['1/6', '3/4', '7/9', '7', '7'] -> ((7 / 3/4) / ((1/6 * 7) - 7/9))
[69573] ['1/5', '7/9', '1', '7/6', '6'] -> (7/9 * ((1 / 7/6) + (6 / 1/5)))
[69574] ['2/5', '9/7', '9/5', '5', '8'] -> (8 + ((5 + (9/5 / 9/7)) / 2/5))
[69575] ['4/9', '5/4', '7/3', '9', '9'] -> (9 * ((9 * (4/9 * 5/4)) - 7/3))
[69576] ['1', '4/3', '7/5', '9/2', '6'] -> (((4/3 + 9/2) / (7/5 / 6)) - 1)
[69577] ['2/5', '2', '9/4', '9/4', '5'] -> ((5 / (2/5 / 2)) - (9/4 / 9/4))
[69578] ['1/8', '5/8', '8/7', '4', '4'] -> (8/7 * ((5/8 / 1/8) + (4 * 4)))
[69579] ['5/9', '3/5', '8/7', '6', '6'] -> (8/7 * (((6 + 6) / 5/9) - 3/5))
[69580] ['4/9', '5/4', '5/2', '9', '9'] -> (9 + ((4/9 * 9) * (5/4 + 5/2)))
[69581] ['2/5', '9/7', '9/4', '5', '8'] -> ((9/7 / 9/4) * (5 * (2/5 + 8)))
[69582] ['5/8', '7/5', '5/3', '5', '6'] -> ((5 / (5/8 * (5/3 - 7/5))) - 6)
[69583] ['2/5', '2', '9/4', '7/3', '5'] -> ((9/4 * 5) * (7/3 - (2/5 / 2)))
[69584] ['1/4', '2/5', '5/9', '1', '5'] -> (5 / (5/9 * (1 - (1/4 / 2/5))))
[69585] ['5/8', '1', '7/5', '7/3', '7'] -> (7 / (7/3 * (1 - (5/8 * 7/5))))
